hit_id,query_id,biosample_id,closest_ref,distance
OWSL01.73726.1_1/1-208,OWSL01,SAMEA4378238,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.356938984
UZTG01.16.1_116/583-835,UZTG01,SAMN00792083,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.516866635
UERC01.66601.1_1/1-196,UERC01,SAMN06115394,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
UPNI01.14545.1_1/64-437,UPNI01,SAMEA2737880,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UPNI01.14545.1_2/11-152,UPNI01,SAMEA2737880,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
UPNI01.44288.1_1/62-141,UPNI01,SAMEA2737880,"['uncultured_bacterium__EF645667', 'Candidatus_Desulfovibrio_trichonymphae', 'Bilophila_wadsworthia__BilWads6']",NA
OUPY01.33297.1_1/26-399,OUPY01,SAMN05194694,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.068272418
OUPY01.46065.1_1/1-254,OUPY01,SAMN05194694,['Desulfovibrio_piger__DslPige3'],0.020310363
OUPY01.2403.1_2/3-237,OUPY01,SAMN05194694,['Gordonibacter_pamelaeae__GrdPame5'],0.003374261
OUPY01.2403.1_3/1-200,OUPY01,SAMN05194694,"['Gordonibacter_pamelaeae_7-10-1-b__FP929047', 'Gordonibacter_pamelaeae__GrdPame5']",NA
OUPY01.2403.1_4/51-181,OUPY01,SAMN05194694,['Gordonibacter_pamelaeae_7-10-1-b__FP929047'],NA
UZOV01.13690.1_1/1-193,UZOV01,SAMN00792002,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige2']",NA
OYSB01.1194.1_2/64-437,OYSB01,SAMN06165352,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYSB01.2815.1_2/52-399,OYSB01,SAMN06165352,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.163060984
OYSB01.1194.1_1/11-266,OYSB01,SAMN06165352,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYSB01.2815.1_1/6-162,OYSB01,SAMN06165352,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.941330796
OYSB01.3561.1_5/1-109,OYSB01,SAMN06165352,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.732531796
UESD01.606.1_8/64-437,UESD01,SAMN06115408,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UESD01.12614.1_2/65-438,UESD01,SAMN06115408,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.065730418
UESD01.606.1_9/1-253,UESD01,SAMN06115408,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UESD01.12614.1_3/11-162,UESD01,SAMN06115408,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.078352418
ULYU01.64089.1_2/62-139,ULYU01,SAMEA4835872,"['uncultured_bacterium__EF645667', 'Bilophila_wadsworthia__BilWads6', 'Candidatus_Desulfovibrio_trichonymphae']",NA
ORRT01.828.1_6/11-266,ORRT01,SAMEA2338624,['Bilophila_wadsworthia__BilWads6'],1.44E-06
ORRT01.828.1_7/1-238,ORRT01,SAMEA2338624,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OZAI01.48669.1_1/8-161,OZAI01,SAMN06164907,['uncultured_bacterium__EF645667'],0.579047604
ORIU01.89.1_5/53-398,ORIU01,SAMN04329873,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.326725984
ORIU01.89.1_4/5-240,ORIU01,SAMN04329873,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.321383796
OVLZ01.65167.1_2/1-89,OVLZ01,SAMN06016354,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
JAHZAD01.5.1_86/51-399,JAHZAD01,SAMN19224821,['Gordonibacter_pamelaeae__GrdPame5'],0.611884377
JAHZAD01.5.1_87/2-235,JAHZAD01,SAMN19224821,['Gordonibacter_pamelaeae__GrdPame5'],0.698546377
USYQ01.22743.1_1/28-400,USYQ01,SAMN06111928,['uncultured_bacterium__EF645667'],0.473102604
USYQ01.29282.1_1/1-216,USYQ01,SAMN06111928,['uncultured_bacterium__EF645667'],NA
UPCN01.500.1_12/64-437,UPCN01,SAMEA2737712,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UPCN01.500.1_13/11-266,UPCN01,SAMEA2737712,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWFQ01.503.1_17/64-437,OWFQ01,SAMEA3708598,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWFQ01.503.1_18/11-266,OWFQ01,SAMEA3708598,['Bilophila_wadsworthia__BilWads6'],1.44E-06
JAGZET01.33.1_23/64-437,JAGZET01,SAMN17800770,['Bilophila_wadsworthia__BilWads6'],1.44E-06
JAGZET01.33.1_22/11-266,JAGZET01,SAMN17800770,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
OQQZ01.55935.1_1/64-160,OQQZ01,SAMN02711298,['Bilophila_sp._4_1_30__BilSpec3'],0.067117865
UXIX01.4530.1_3/11-266,UXIX01,SAMEA2147114,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.088979418
UXIX01.4530.1_4/461-647,UXIX01,SAMEA2147114,['Desulfovibrio_piger__DslPige4'],0.009684435
UZLL01.11034.1_2/63-436,UZLL01,SAMN00715211,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.057629418
UZLL01.28803.1_1/1-201,UZLL01,SAMN00715211,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
OQGP01.7603.1_1/1-85,OQGP01,SAMD00036440,['Bilophila_sp._4_1_30__BilSpec3'],0.031999865
UEPL01.560.1_12/64-437,UEPL01,SAMN06115518,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UEPL01.22348.1_2/31-404,UEPL01,SAMN06115518,['uncultured_bacterium__EF645667'],0.473102604
UEPL01.560.1_13/11-266,UEPL01,SAMN06115518,['Bilophila_wadsworthia__BilWads6'],1.44E-06
CAJKMX01.1.1_96/63-436,CAJKMX01,SAMEA7847025,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.001825363
CAJKMX01.1.1_92/63-436,CAJKMX01,SAMEA7847025,['Desulfovibrio_piger__DslPige2'],0.04670019
CAJKMX01.1.1_91/11-266,CAJKMX01,SAMEA7847025,['Desulfovibrio_piger__DslPige4'],0.111664418
CAJKMX01.1.1_95/11-266,CAJKMX01,SAMEA7847025,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.038967363
OYQI01.469.1_3/64-437,OYQI01,SAMN06165443,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYQI01.3580.1_1/1-308,OYQI01,SAMN06165443,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA
OYQI01.469.1_2/11-194,OYQI01,SAMN06165443,['Bilophila_wadsworthia__BilWads6'],0.125223964
UERW01.1603.1_2/64-437,UERW01,SAMN06115492,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UERW01.1603.1_1/11-266,UERW01,SAMN06115492,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UMHH01.44891.1_7/64-437,UMHH01,SAMEA4836094,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UMHH01.44891.1_6/11-266,UMHH01,SAMEA4836094,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OQNV01.40582.1_1/2-283,OQNV01,SAMD00036432,['uncultured_bacterium__EF645667'],0.021597231
OQNV01.60918.1_1/51-266,OQNV01,SAMD00036432,['Gordonibacter_pamelaeae__GrdPame5'],0.309553377
OQNV01.52564.1_1/18-245,OQNV01,SAMD00036432,['Bilophila_wadsworthia__BilWads6'],0.125753964
OQNV01.107240.1_1/1-185,OQNV01,SAMD00036432,['Bilophila_wadsworthia__BilWads6'],NA
OQNV01.27561.1_3/1-105,OQNV01,SAMD00036432,['Desulfovibrio_desulfuricans__DQ092635'],0.107699201
OQNV01.34242.1_1/63-153,OQNV01,SAMD00036432,"['uncultured_bacterium__EF645667', 'uncultured_bacterium__EF645664', 'Desulfovibrio_desulfuricans__DQ092635']",NA
OQNV01.40582.1_2/11-97,OQNV01,SAMD00036432,['uncultured_bacterium__EF645664'],0.027611052
OQNV01.13061.1_2/40-291,OQNV01,SAMD00036432,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.925956635
UYFM01.23911.1_3/1-130,UYFM01,SAMEA2161897,['Bilophila_wadsworthia__BilWads6'],NA
UYFM01.23911.1_1/1-93,UYFM01,SAMEA2161897,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
OVTQ01.16473.1_1/19-392,OVTQ01,SAMN06016350,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OVTQ01.16473.1_2/11-204,OVTQ01,SAMN06016350,['Bilophila_wadsworthia__BilWads6'],0.112057964
OVMH01.6762.1_2/64-437,OVMH01,SAMN06016383,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OVMH01.6762.1_3/11-265,OVMH01,SAMN06016383,['Bilophila_wadsworthia__BilWads6'],1.44E-06
ULQU01.31168.1_1/1-206,ULQU01,SAMEA4835664,['uncultured_bacterium__EF645667'],NA
UMHN01.46216.1_1/1-117,UMHN01,SAMEA4836099,"['Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA
OVMJ01.112.1_4/63-436,OVMJ01,SAMN06016415,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.063829418
OVMJ01.112.1_9/63-436,OVMJ01,SAMN06016415,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.063829418
OVMJ01.112.1_10/11-266,OVMJ01,SAMN06016415,['Desulfovibrio_piger__DslPige4'],0.076755363
OVMJ01.112.1_5/11-266,OVMJ01,SAMN06016415,['Desulfovibrio_piger__DslPige4'],0.076755363
OVMJ01.79597.1_1/52-221,OVMJ01,SAMN06016415,['Archaeoglobus_sulfaticallidus__ArgSulfa'],1.558051047
UEPX01.214.1_36/64-437,UEPX01,SAMN06115484,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UEPX01.214.1_35/1-253,UEPX01,SAMN06115484,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWBJ01.577.1_15/64-437,OWBJ01,SAMEA3708635,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWBJ01.577.1_14/11-266,OWBJ01,SAMEA3708635,['Bilophila_wadsworthia__BilWads6'],1.44E-06
ORWK01.32586.1_1/64-181,ORWK01,SAMEA2338869,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
OQMP01.27420.1_1/2-278,OQMP01,SAMD00036430,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OQMP01.21035.1_1/1-181,OQMP01,SAMD00036430,['Bilophila_wadsworthia__BilWads6'],0.225882964
OQMP01.27420.1_2/11-93,OQMP01,SAMD00036430,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OYNL01.4896.1_1/16-184,OYNL01,SAMN06165681,['Desulfovibrio_sp._3_1_syn3__DsvSp230'],0.082339077
UEQJ01.1031.1_15/64-437,UEQJ01,SAMN06115437,['Bilophila_sp._4_1_30__BilSpec3'],0.007744865
UEQJ01.34160.1_1/1-357,UEQJ01,SAMN06115437,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.033831363
UEQJ01.1031.1_14/11-266,UEQJ01,SAMN06115437,['Bilophila_wadsworthia__BilWads6'],0.153517964
UEQJ01.37408.1_2/11-266,UEQJ01,SAMN06115437,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.085508418
UEQJ01.70046.1_1/1-165,UEQJ01,SAMN06115437,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.123442418
QIBW01.2.1_175/51-395,QIBW01,SAMN09280236,['Gordonibacter_pamelaeae__GrdPame5'],0.253855377
QIBW01.2.1_176/3-237,QIBW01,SAMN09280236,['Gordonibacter_pamelaeae__GrdPame5'],0.253855377
UPNP01.36312.1_2/51-239,UPNP01,SAMEA2737833,['MSW_digester_clone__Unc01cxc'],0.791603412
UPNP01.29159.1_1/1-146,UPNP01,SAMEA2737833,['Gordonibacter_pamelaeae__GrdPame5'],0.627737377
ORPS01.8514.1_6/52-397,ORPS01,SAMEA2338754,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.352149984
ORPS01.8514.1_5/5-240,ORPS01,SAMEA2338754,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.250732796
OYNB01.187.1_2/65-438,OYNB01,SAMN06165610,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.064979418
OYNB01.459.1_2/1-137,OYNB01,SAMN06165610,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.011186363
OYJD01.148.1_2/85-458,OYJD01,SAMN06165661,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYJD01.1564.1_1/1-290,OYJD01,SAMN06165661,['uncultured_bacterium__EF645667'],NA
OYJD01.148.1_1/11-266,OYJD01,SAMN06165661,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
UZKP01.4028.1_2/64-408,UZKP01,SAMN00715214,['Bilophila_sp._4_1_30__BilSpec3'],0.022419865
UZKP01.4028.1_3/1-163,UZKP01,SAMN00715214,['Bilophila_wadsworthia__BilWads6'],NA
OVZH01.31155.1_1/1-339,OVZH01,SAMEA3708664,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
OVZH01.31155.1_2/11-135,OVZH01,SAMEA3708664,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
OPSZ01.31149.1_2/51-211,OPSZ01,SAMEA2042440,['Bilophila_sp._4_1_30__BilSpec3'],0.009476865
OPSZ01.37082.1_1/13-152,OPSZ01,SAMEA2042440,['Bilophila_wadsworthia__BilWads6'],0.119699964
OPSZ01.52127.1_1/1-174,OPSZ01,SAMEA2042440,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
UEQO01.936.1_31/64-437,UEQO01,SAMN06115517,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UEQO01.11072.1_2/62-435,UEQO01,SAMN06115517,['uncultured_bacterium__EF645667'],0.473102604
UEQO01.936.1_30/11-266,UEQO01,SAMN06115517,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UEQO01.11072.1_1/11-231,UEQO01,SAMN06115517,['uncultured_bacterium__EF645667'],0.596044604
OZLZ01.26268.1_1/1-206,OZLZ01,SAMN06164726,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ORSH01.3045.1_5/64-437,ORSH01,SAMEA2338629,['Bilophila_wadsworthia__BilWads6'],1.44E-06
ORSH01.3045.1_6/1-253,ORSH01,SAMEA2338629,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UZHO01.27007.1_2/2-138,UZHO01,SAMN00791933,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige2']",NA
UZHO01.27007.1_1/11-102,UZHO01,SAMN00791933,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULTR01.60425.1_1/11-266,ULTR01,SAMEA4835739,['uncultured_bacterium__EF645667'],0.621764604
ULTR01.662.1_1/62-157,ULTR01,SAMEA4835739,"['uncultured_bacterium__EF645667', 'Candidatus_Desulfovibrio_trichonymphae', 'Bilophila_wadsworthia__BilWads6']",NA
ULTR01.60425.1_2/1-114,ULTR01,SAMEA4835739,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ORNW01.7193.1_3/64-437,ORNW01,SAMEA2338689,['Bilophila_wadsworthia__BilWads6'],0.107170964
ORNW01.7193.1_2/11-266,ORNW01,SAMEA2338689,['Bilophila_wadsworthia__BilWads6'],0.099325964
CAJKKK01.56.1_17/40-291,CAJKKK01,SAMEA7846919,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],7.925956635
OYTU01.906.1_2/52-399,OYTU01,SAMN06165358,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.147310984
OYTU01.4714.1_1/7-271,OYTU01,SAMN06165358,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYTU01.906.1_3/7-240,OYTU01,SAMN06165358,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.954604796
OYTU01.5949.1_1/55-250,OYTU01,SAMN06165358,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OWBF01.12024.1_1/64-437,OWBF01,SAMEA3708539,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWBF01.17308.1_1/2-156,OWBF01,SAMEA3708539,['Bilophila_wadsworthia__BilWads6'],NA
OWBF01.12024.1_2/11-83,OWBF01,SAMEA3708539,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OZAF01.448.1_5/27-294,OZAF01,SAMN06165156,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.845465635
CAABCY01.9430.1_1/1-266,CAABCY01,SAMN00691554,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],NA
CAABCY01.10670.1_1/63-161,CAABCY01,SAMN00691554,['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358'],NA
UZJC01.1580.1_4/62-435,UZJC01,SAMN00791906,['uncultured_bacterium__EF645667'],0.473102604
UZJC01.1580.1_5/11-266,UZJC01,SAMN00791906,['uncultured_bacterium__EF645667'],0.596044604
OZHJ01.26491.1_1/63-209,OZHJ01,SAMN06165215,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Bilophila_wadsworthia__BilWads6']",NA
OZHJ01.41754.1_1/11-118,OZHJ01,SAMN06165215,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UPMX01.23.1_90/62-435,UPMX01,SAMEA2737818,['uncultured_bacterium__EF645667'],0.478471604
UPMX01.23.1_89/11-266,UPMX01,SAMEA2737818,['uncultured_bacterium__EF645667'],0.596044604
UERD01.11406.1_1/64-380,UERD01,SAMN06115424,['Bilophila_wadsworthia__BilWads6'],NA
UERD01.21558.1_1/11-210,UERD01,SAMN06115424,['Bilophila_wadsworthia__BilWads6'],0.146971964
OPBL01.48121.1_1/64-128,OPBL01,SAMEA2042630,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
OWRR01.506.1_9/64-437,OWRR01,SAMEA4378240,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OWRR01.506.1_10/11-266,OWRR01,SAMEA4378240,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYPM01.340.1_2/64-437,OYPM01,SAMN06165606,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UZRB01.14206.1_3/64-246,UZRB01,SAMN00792023,['Bilophila_wadsworthia__BilWads6'],NA
UZRB01.28887.1_1/63-214,UZRB01,SAMN00792023,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
UZRB01.46909.1_1/63-214,UZRB01,SAMN00792023,['Desulfovibrio_piger__DslPige2'],NA
UZRB01.87343.1_1/48-199,UZRB01,SAMN00792023,['Gordonibacter_pamelaeae__GrdPame5'],NA
UEQN01.13608.1_2/62-435,UEQN01,SAMN06115449,['uncultured_bacterium__EF645667'],0.473102604
UEQN01.13608.1_1/11-266,UEQN01,SAMN06115449,['uncultured_bacterium__EF645667'],0.596044604
UEQN01.46113.1_1/64-238,UEQN01,SAMN06115449,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
UEQN01.73648.1_1/1-179,UEQN01,SAMN06115449,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
UEQN01.7304.1_1/1-80,UEQN01,SAMN06115449,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231', 'uncultured_bacterium__EF645667']",NA
OYPJ01.381.1_3/52-399,OYPJ01,SAMN06165634,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.105354984
OYPJ01.381.1_2/7-240,OYPJ01,SAMN06165634,['Desulfitibacter_alkalitolerans__DfiAlka2'],0.908308796
OYPJ01.3252.1_1/12-248,OYPJ01,SAMN06165634,['Desulfovibrio_vulgaris__DQ826729'],0.459829611
ORUG01.26699.1_1/64-358,ORUG01,SAMEA2338780,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
OVTD01.1202.1_7/64-437,OVTD01,SAMN06016377,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OVTD01.1202.1_6/11-266,OVTD01,SAMN06016377,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
UZMN01.15502.1_1/1-73,UZMN01,SAMN00715219,['Bilophila_wadsworthia__BilWads6'],0.199248964
ULTQ01.84082.1_2/62-435,ULTQ01,SAMEA4835738,['uncultured_bacterium__EF645667'],0.469852604
ULTQ01.84082.1_1/11-266,ULTQ01,SAMEA4835738,['uncultured_bacterium__EF645667'],0.596044604
ULTQ01.74033.1_1/1-190,ULTQ01,SAMEA4835738,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
UZHV01.33818.1_1/2-184,UZHV01,SAMN00791915,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
UZLX01.37167.1_1/1-113,UZLX01,SAMN00715241,['Desulfovibrio_vulgaris__DQ826729'],NA
ULPS01.48280.1_2/5-144,ULPS01,SAMEA4835635,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA
ULPS01.48280.1_1/1-129,ULPS01,SAMEA4835635,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.469771984
ULPS01.65184.1_1/1-82,ULPS01,SAMEA4835635,['Desulfitibacter_alkalitolerans__DfiAlka2'],NA
UERM01.2908.1_4/64-437,UERM01,SAMN06115432,['Bilophila_sp._4_1_30__BilSpec3'],0.007751865
UERM01.2908.1_3/11-266,UERM01,SAMN06115432,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
UPRQ01.42214.1_1/63-198,UPRQ01,SAMEA2737796,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.121277418
UMGK01.51445.1_1/63-436,UMGK01,SAMEA4836070,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.048108418
UMGK01.54132.1_1/11-151,UMGK01,SAMEA4836070,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
OYIK01.52.1_3/65-438,OYIK01,SAMN06165494,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.014025363
OYIK01.52.1_2/11-266,OYIK01,SAMN06165494,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.055882418
OYMO01.917.1_1/56-219,OYMO01,SAMN06165716,['Bilophila_sp._4_1_30__BilSpec3'],0.020791865
OYMO01.626.1_2/11-191,OYMO01,SAMN06165716,"['Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA
OYMO01.626.1_1/1-131,OYMO01,SAMN06165716,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'uncultured_bacterium__EF645667']",NA
CAAEFX01.133.1_7/53-398,CAAEFX01,SAMEA5278298,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],1.379821984
CAAEFX01.133.1_8/5-240,CAAEFX01,SAMEA5278298,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.142307796
UXSN01.3115.1_5/64-437,UXSN01,SAMEA2160490,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UXSN01.3115.1_6/11-266,UXSN01,SAMEA2160490,['Bilophila_sp._4_1_30__BilSpec3'],0.001666865
UXSQ01.11114.1_3/64-437,UXSQ01,SAMEA2161597,['Bilophila_wadsworthia__BilWads6'],1.44E-06
UXSQ01.11114.1_2/11-185,UXSQ01,SAMEA2161597,['Bilophila_sp._4_1_30__BilSpec3'],0.014696865
OYTI01.175.1_1/64-437,OYTI01,SAMN06165706,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYTI01.175.1_2/11-266,OYTI01,SAMN06165706,['Bilophila_wadsworthia__BilWads6'],1.44E-06
OYTI01.1484.1_2/6-197,OYTI01,SAMN06165706,['Desulfitibacter_alkalitolerans__DfiAlka2'],1.182267796
OYTI01.1484.1_1/2-136,OYTI01,SAMN06165706,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA
UEPO01.43.1_66/63-436,UEPO01,SAMN06115501,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.056209418
UEPO01.2428.1_12/64-434,UEPO01,SAMN06115501,['Bilophila_wadsworthia__BilWads6'],0.104953964
UEPO01.784.1_2/11-266,UEPO01,SAMN06115501,['Bilophila_wadsworthia__BilWads6'],0.028116435
UEPO01.43.1_65/11-266,UEPO01,SAMN06115501,['Desulfovibrio_piger__DslPige3'],0.020310363
ULRB01.71895.1_2/11-232,ULRB01,SAMEA4835671,['uncultured_bacterium__EF645667'],NA
ULRB01.41466.1_1/1-183,ULRB01,SAMEA4835671,"['uncultured_bacterium__EF645667', 'Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",NA
ULRB01.71895.1_1/2-137,ULRB01,SAMEA4835671,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4', 'Desulfovibrio_piger__DslPige2']",NA
ULRB01.77710.1_3/27-294,ULRB01,SAMEA4835671,['Moorella_thermoacetica_Y72_copy_2__MooTher5'],6.845465635
UPMI01.107852.1_1/1-170,UPMI01,SAMEA2737844,"['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3']",NA
UAAM01.9489.1_1/1-337,UAAM01,SAMN06165108,"['Desulfovibrio_piger__DslPige3', 'Desulfovibrio_piger__DslPige4']",0.078373418
UAAM01.9489.1_2/11-228,UAAM01,SAMN06165108,['uncultured_bacterium__EF645667'],0.184590604
OYLJ01.203.1_2/74-447,OYLJ01,SAMN06165528,['Bilophila_wadsworthia__BilWads6'],0.164011964
OYLJ01.161.1_3/136-509,OYLJ01,SAMN06165528,['Desulfovibrio_sp._3_1_syn3__DsvSp230'],0.001630077
OYLJ01.2062.1_1/41-317,OYLJ01,SAMN06165528,['Anaerobic_bacterium_sk.prop8__Bv2Prop2'],NA
