# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_2_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_2/E11_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_2/E11_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_2/E11_1.bam	RPKG
11558_2	k141_58740	210	842	-	633	858	1.2253
11558_3	k141_58740	1620	2057	+	438	8	0.016511
11559_1	k141_44734	1	1959	-	1959	28	0.0129206
11560_1	k141_58741	3	275	-	273	2	0.00662255
11560_2	k141_58741	575	1003	+	429	0	0
11561_1	k141_79522	2	655	+	654	1	0.00138223
11561_2	k141_79522	743	1537	+	795	0	0
11562_1	k141_52015	3	674	+	672	13	0.0174877
11562_2	k141_52015	709	1371	+	663	4	0.00545386
11563_1	k141_86948	3	692	+	690	2	0.00262022
11563_2	k141_86948	869	3331	+	2463	5	0.00183511
11563_3	k141_86948	3362	5566	+	2205	4	0.00163987
11563_4	k141_86948	5635	6360	-	726	3	0.00373544
11563_5	k141_86948	6362	8590	-	2229	15	0.00608329
11563_6	k141_86948	9456	10355	-	900	1117	1.12194
11563_7	k141_86948	10492	11271	+	780	1167	1.35249
11563_8	k141_86948	11305	11769	+	465	671	1.30445
11563_9	k141_86948	11793	12461	+	669	895	1.20936
11563_10	k141_86948	12458	13333	+	876	1317	1.35906
11563_11	k141_86948	13480	14883	-	1404	1711	1.10164
11564_1	k141_108274	1	510	-	510	544	0.964243
11564_2	k141_108274	1176	1673	-	498	268	0.486478
11564_3	k141_108274	1697	2665	-	969	742	0.69221
11564_4	k141_108274	2814	2975	-	162	81	0.451989
11565_1	k141_58743	1	336	+	336	0	0
11565_2	k141_58743	376	2055	-	1680	0	0
11566_1	k141_79525	1	483	-	483	2	0.00374318
11566_2	k141_79525	480	1037	-	558	2	0.00324006
11567_1	k141_30806	2	97	-	96	6	0.0564986
11567_2	k141_30806	353	973	+	621	14	0.0203795
11567_3	k141_30806	1012	1821	+	810	9	0.0100442
11567_4	k141_30806	1905	2633	-	729	10	0.0124002
11567_5	k141_30806	2644	3129	-	486	4	0.00744014
11567_6	k141_30806	3131	3898	-	768	13	0.0153017
11567_7	k141_30806	3959	4210	-	252	7	0.0251105
11567_8	k141_30806	4293	4844	-	552	5	0.0081882
11567_9	k141_30806	5021	8116	-	3096	56	0.016351
11567_10	k141_30806	8147	9829	-	1683	31	0.0166508
11567_11	k141_30806	9888	14279	-	4392	67	0.0137902
11567_12	k141_30806	14411	17050	-	2640	61	0.0208874
11567_13	k141_30806	17103	19454	-	2352	53	0.0203702
11567_14	k141_30806	19507	20940	-	1434	22	0.0138686
11567_15	k141_30806	20960	24277	-	3318	56	0.015257
11567_16	k141_30806	24423	27272	-	2850	41	0.0130046
11567_17	k141_30806	27303	30584	-	3282	94	0.0258909
11567_18	k141_30806	30595	34794	-	4200	72	0.0154968
11567_19	k141_30806	34823	37522	-	2700	51	0.0170751
11567_20	k141_30806	37929	40133	-	2205	20	0.00819934
11567_21	k141_30806	40297	42186	-	1890	45	0.0215233
11567_22	k141_30806	42214	44316	-	2103	22	0.00945673
11567_23	k141_30806	44337	44444	-	108	0	0
11567_24	k141_30806	44531	45058	-	528	14	0.0239691
11567_25	k141_30806	45307	46398	+	1092	14	0.0115895
11567_26	k141_30806	46481	48949	+	2469	39	0.0142791
11567_27	k141_30806	48962	50164	+	1203	21	0.0157802
11567_28	k141_30806	50290	51762	+	1473	31	0.0190246
11567_29	k141_30806	51762	55628	+	3867	89	0.0208053
11567_30	k141_30806	55807	56694	+	888	23	0.0234138
11567_31	k141_30806	56738	57541	-	804	16	0.0179896
11567_32	k141_30806	57695	57955	+	261	10	0.0346352
11567_33	k141_30806	57989	58075	+	87	0	0
11568_1	k141_101229	1	507	-	507	0	0
11568_2	k141_101229	532	744	-	213	0	0
11568_3	k141_101229	876	1343	+	468	3	0.00579473
11568_4	k141_101229	1374	2273	+	900	0	0
11569_1	k141_58745	1	1143	+	1143	8	0.00632705
11570_1	k141_108278	246	1424	+	1179	8	0.00613386
11571_1	k141_2651	286	1860	+	1575	23	0.0132009
11571_2	k141_2651	1902	2948	-	1047	19	0.0164046
11572_1	k141_44741	14	244	+	231	6	0.0234799
11572_2	k141_44741	345	851	+	507	2	0.00356599
11572_3	k141_44741	866	1084	+	219	0	0
11573_1	k141_72953	187	594	+	408	88	0.194976
11573_2	k141_72953	1433	2779	-	1347	226	0.15167
11573_3	k141_72953	2823	3878	-	1056	148	0.126694
11573_4	k141_72953	3875	4594	-	720	127	0.159452
11573_5	k141_72953	4608	5501	-	894	148	0.149652
11573_6	k141_72953	6533	6700	-	168	70	0.376657
11573_7	k141_72953	7161	7646	+	486	156	0.290166
11573_8	k141_72953	7664	8089	+	426	57	0.120955
11573_9	k141_72953	8092	8952	+	861	120	0.12599
11574_1	k141_2653	2	214	+	213	0	0
11574_2	k141_2653	836	1069	+	234	2	0.0077263
11575_1	k141_108286	1	240	+	240	0	0
11575_2	k141_108286	254	1048	+	795	0	0
11576_1	k141_52025	3	1046	-	1044	25	0.021647
11576_2	k141_52025	1162	1935	-	774	19	0.0221907
11576_3	k141_52025	2065	2310	-	246	4	0.0146988
11576_4	k141_52025	2331	2504	-	174	5	0.0259764
11577_1	k141_94048	194	913	-	720	59	0.0740759
11577_2	k141_94048	1087	1620	-	534	48	0.0812564
11577_3	k141_94048	1620	3557	-	1938	161	0.0750982
11577_4	k141_94048	3747	4550	+	804	83	0.0933211
11577_5	k141_94048	4696	5874	-	1179	114	0.0874075
11577_6	k141_94048	6078	7148	+	1071	103	0.0869371
11577_7	k141_94048	7196	8434	-	1239	121	0.0882819
11577_8	k141_94048	8492	9655	-	1164	81	0.0629056
11577_9	k141_94048	9671	10753	-	1083	89	0.0742881
11577_10	k141_94048	11073	12755	-	1683	185	0.0993677
11577_11	k141_94048	12797	14461	-	1665	144	0.0781818
11577_12	k141_94048	14541	15626	-	1086	60	0.0499435
11577_13	k141_94048	15795	16430	-	636	60	0.0852809
11577_14	k141_94048	16449	18536	-	2088	151	0.0653738
11577_15	k141_94048	18697	19692	-	996	97	0.088038
11577_16	k141_94048	19905	21464	-	1560	141	0.0817057
11577_17	k141_94048	21605	22210	-	606	61	0.0909944
11577_18	k141_94048	22207	23358	-	1152	89	0.0698385
11577_19	k141_94048	24045	25040	-	996	105	0.0952988
11577_20	k141_94048	25089	25832	-	744	35	0.0425258
11577_21	k141_94048	25825	26478	-	654	37	0.0511425
11577_22	k141_94048	26502	26930	-	429	24	0.0505722
11577_23	k141_94048	26932	27783	-	852	58	0.0615384
11577_24	k141_94048	27809	28618	-	810	55	0.0613812
11577_25	k141_94048	28883	29599	-	717	48	0.0605173
11577_26	k141_94048	29744	30787	-	1044	95	0.0822585
11577_27	k141_94048	31102	32304	-	1203	127	0.0954324
11577_28	k141_94048	32412	33389	-	978	97	0.0896583
11577_29	k141_94048	33405	34484	-	1080	145	0.121367
11577_30	k141_94048	34759	36144	-	1386	137	0.0893542
11577_31	k141_94048	36691	37323	+	633	63	0.0899693
11577_32	k141_94048	37408	38361	+	954	97	0.0919139
11577_33	k141_94048	38458	39915	-	1458	110	0.0682013
11577_34	k141_94048	40114	41502	-	1389	107	0.0696369
11577_35	k141_94048	41502	42392	-	891	67	0.0679759
11577_36	k141_94048	42457	43368	-	912	79	0.0783051
11577_37	k141_94048	43401	43898	-	498	39	0.0707934
11577_38	k141_94048	43895	44407	-	513	32	0.0563885
11577_39	k141_94048	44650	45480	+	831	66	0.071796
11577_40	k141_94048	45604	49401	-	3798	274	0.0652159
11577_41	k141_94048	49405	52881	-	3477	304	0.0790363
11577_42	k141_94048	52935	53360	+	426	41	0.0870025
11577_43	k141_94048	53443	54711	-	1269	116	0.0826331
11577_44	k141_94048	54719	55786	-	1068	76	0.064328
11577_45	k141_94048	55725	56246	-	522	30	0.0519527
11577_46	k141_94048	56292	56783	-	492	44	0.0808435
11577_47	k141_94048	56787	57239	-	453	47	0.0937902
11577_48	k141_94048	57441	57803	+	363	49	0.122025
11577_49	k141_94048	58030	60162	-	2133	141	0.0597566
11577_50	k141_94048	60434	61342	+	909	89	0.0885082
11577_51	k141_94048	61344	62141	+	798	51	0.057773
11577_52	k141_94048	62195	62878	+	684	45	0.0594722
11577_53	k141_94048	62889	63260	+	372	15	0.0364507
11577_54	k141_94048	63269	64045	-	777	59	0.0686418
11577_55	k141_94048	64017	65765	-	1749	131	0.0677079
11577_56	k141_94048	65762	66832	-	1071	87	0.0734323
11577_57	k141_94048	66857	68647	-	1791	154	0.0777289
11577_58	k141_94048	68644	70083	-	1440	94	0.0590096
11577_59	k141_94048	70106	70945	-	840	75	0.0807123
11577_60	k141_94048	70945	71811	-	867	92	0.0959238
11577_61	k141_94048	71852	72862	-	1011	95	0.0849435
11577_62	k141_94048	72902	73855	-	954	70	0.0663296
11577_63	k141_94048	73962	75320	-	1359	99	0.0658527
11577_64	k141_94048	75704	76780	-	1077	100	0.0839348
11577_65	k141_94048	76784	78493	-	1710	140	0.0740099
11577_66	k141_94048	78665	79849	-	1185	156	0.119005
11577_67	k141_94048	80027	81265	-	1239	125	0.0912003
11577_68	k141_94048	81258	82148	-	891	68	0.0689904
11577_69	k141_94048	82242	83477	-	1236	98	0.0716746
11577_70	k141_94048	83531	83995	-	465	30	0.0583211
11577_71	k141_94048	84021	85061	-	1041	89	0.0772853
11577_72	k141_94048	85377	86609	+	1233	142	0.104108
11577_73	k141_94048	86727	87395	-	669	52	0.0702643
11577_74	k141_94048	87546	87866	-	321	34	0.0957484
11577_75	k141_94048	87993	89504	-	1512	189	0.112997
11578_1	k141_58755	7	867	-	861	0	0
11578_2	k141_58755	925	1419	-	495	1	0.00182622
11579_1	k141_72956	1	384	+	384	139	0.327221
11579_2	k141_72956	363	1613	+	1251	101	0.072983
11580_1	k141_44744	2	511	+	510	0	0
11580_2	k141_44744	546	1121	+	576	0	0
11580_3	k141_44744	1266	2264	+	999	0	0
11581_1	k141_79529	3	2099	-	2097	13	0.00560406
11582_1	k141_65550	2	241	+	240	10	0.0376657
11582_2	k141_65550	1001	2452	+	1452	38	0.0236578
11582_3	k141_65550	2509	4281	+	1773	35	0.017845
11582_4	k141_65550	4278	4829	+	552	12	0.0196517
11582_5	k141_65550	4872	5963	+	1092	26	0.0215233
11582_6	k141_65550	5971	6936	+	966	6	0.00561477
11582_7	k141_65550	6921	7439	+	519	6	0.0104506
11582_8	k141_65550	7521	7715	+	195	9	0.041722
11582_9	k141_65550	7768	8154	+	387	2	0.00467172
11582_10	k141_65550	8151	9380	+	1230	5	0.00367471
11582_11	k141_65550	9413	9979	+	567	5	0.00797158
11582_12	k141_65550	9930	10280	+	351	2	0.00515087
11582_13	k141_65550	10291	11043	+	753	9	0.0108045
11582_14	k141_65550	11199	12266	+	1068	16	0.0135427
11582_15	k141_65550	12498	12788	+	291	5	0.0155323
11582_16	k141_65550	12857	13243	+	387	12	0.0280303
11582_17	k141_65550	13380	13730	+	351	5	0.0128772
11582_18	k141_65550	13727	14956	+	1230	27	0.0198434
11582_19	k141_65550	14934	15173	+	240	3	0.0112997
11582_20	k141_65550	15157	16044	+	888	9	0.00916193
11582_21	k141_65550	16058	17929	+	1872	33	0.0159355
11582_22	k141_65550	17926	18735	+	810	22	0.0245525
11582_23	k141_65550	18759	19619	+	861	20	0.0209983
11582_24	k141_65550	19638	20096	+	459	19	0.0374195
11582_25	k141_65550	20180	21871	+	1692	33	0.0176308
11582_26	k141_65550	22026	23243	+	1218	13	0.00964836
11582_27	k141_65550	23464	24270	+	807	11	0.0123219
11582_28	k141_65550	24324	25772	+	1449	30	0.0187159
11582_29	k141_65550	26106	27170	+	1065	23	0.0195225
11582_30	k141_65550	27173	27760	+	588	5	0.00768688
11582_31	k141_65550	27935	29494	+	1560	40	0.0231789
11582_32	k141_65550	29713	30306	+	594	6	0.00913109
11582_33	k141_65550	30560	31444	+	885	23	0.0234932
11582_34	k141_65550	31473	31574	+	102	2	0.017725
11582_35	k141_65550	31696	32727	-	1032	20	0.0175189
11583_1	k141_72957	3	1166	-	1164	30	0.0232984
11583_2	k141_72957	1200	1574	-	375	2	0.00482121
11583_3	k141_72957	1769	1894	+	126	4	0.0286977
11584_1	k141_129511	2	184	-	183	0	0
11584_2	k141_129511	211	1554	-	1344	3	0.00201781
11584_3	k141_129511	1583	1750	-	168	0	0
11585_1	k141_79537	2	118	-	117	0	0
11585_2	k141_79537	389	1006	-	618	8	0.011702
11586_1	k141_44750	316	1497	-	1182	12	0.00917744
11587_1	k141_72960	1	441	+	441	5	0.0102492
11587_2	k141_72960	751	1047	-	297	2	0.00608739
11588_1	k141_101241	2	1429	-	1428	0	0
11588_2	k141_101241	1661	2725	-	1065	2	0.00169761
11589_1	k141_65556	136	360	+	225	2	0.00803536
11589_2	k141_65556	377	955	-	579	8	0.0124902
11589_3	k141_65556	952	1149	-	198	0	0
11590_1	k141_2655	2	145	-	144	9	0.0564986
11590_2	k141_2655	378	1619	-	1242	87	0.0633221
11590_3	k141_2655	1725	2645	-	921	48	0.0471128
11590_4	k141_2655	2753	3823	-	1071	74	0.0624597
11590_5	k141_2655	4078	5391	-	1314	83	0.0571006
11590_6	k141_2655	5488	5712	-	225	4	0.0160707
11591_1	k141_108288	1	657	-	657	3	0.00412775
11591_2	k141_108288	662	1606	-	945	9	0.00860931
11591_3	k141_108288	1777	2100	+	324	2	0.00558011
11591_4	k141_108288	2100	4181	+	2082	22	0.00955212
11591_5	k141_108288	4248	4697	+	450	0	0
11591_6	k141_108288	4703	5275	+	573	1	0.00157762
11592_1	k141_58757	210	599	+	390	1	0.00231789
11592_2	k141_58757	613	912	+	300	1	0.00301326
11592_3	k141_58757	1007	1324	+	318	1	0.0028427
11592_4	k141_58757	1718	2794	-	1077	5	0.00419674
11592_5	k141_58757	2791	3666	-	876	5	0.00515969
11592_6	k141_58757	3752	4321	-	570	2	0.00317185
11593_1	k141_58758	2	193	+	192	0	0
11593_2	k141_58758	205	822	+	618	7	0.0102392
11593_3	k141_58758	913	1221	-	309	4	0.011702
11594_1	k141_108290	1	1023	-	1023	7	0.00618557
11594_2	k141_108290	1033	1338	-	306	1	0.00295417
11595_1	k141_72969	3	293	+	291	0	0
11595_2	k141_72969	290	1003	+	714	14	0.017725
11596_1	k141_52043	2	268	-	267	0	0
11596_2	k141_52043	490	738	-	249	3	0.0108913
11596_3	k141_52043	808	1374	-	567	15	0.0239147
11597_1	k141_129514	2	1333	+	1332	5	0.00339331
11597_2	k141_129514	1330	2646	+	1317	18	0.012355
11597_3	k141_129514	2670	3497	+	828	14	0.0152846
11597_4	k141_129514	3686	3961	+	276	1	0.00327528
11598_1	k141_58759	2	556	-	555	0	0
11598_2	k141_58759	569	1054	-	486	0	0
11599_1	k141_52045	1	543	+	543	0	0
11599_2	k141_52045	540	1400	+	861	0	0
11600_1	k141_58760	1	168	-	168	0	0
11600_2	k141_58760	209	1366	-	1158	4	0.00312255
11601_1	k141_30808	2	187	-	186	1	0.00486009
11601_2	k141_30808	184	1335	-	1152	20	0.0156941
11601_3	k141_30808	1332	2582	-	1251	22	0.0158973
11601_4	k141_30808	2590	4731	-	2142	20	0.0084405
11601_5	k141_30808	4731	8813	-	4083	47	0.0104058
11601_6	k141_30808	8838	9503	-	666	8	0.0108586
11601_7	k141_30808	9635	10105	-	471	7	0.0134349
11601_8	k141_30808	10127	10543	-	417	1	0.00216781
11601_9	k141_30808	10536	10997	-	462	12	0.0234799
11601_10	k141_30808	10997	11314	-	318	3	0.00852809
11601_11	k141_30808	11311	11628	-	318	3	0.00852809
11601_12	k141_30808	11728	12867	-	1140	17	0.0134804
11601_13	k141_30808	12867	13253	-	387	5	0.0116793
11602_1	k141_129517	1	141	-	141	0	0
11602_2	k141_129517	152	1216	-	1065	18	0.0152785
11602_3	k141_129517	1401	1649	+	249	7	0.025413
11602_4	k141_129517	1633	2019	+	387	4	0.00934344
11602_5	k141_129517	2024	2749	+	726	14	0.0174321
11603_1	k141_65570	1	90	-	90	0	0
11603_2	k141_65570	100	900	-	801	42	0.0473996
11603_3	k141_65570	914	2257	-	1344	69	0.0464096
11604_1	k141_108300	96	995	-	900	0	0
11604_2	k141_108300	995	1708	-	714	0	0
11604_3	k141_108300	1698	2345	-	648	2	0.00279005
11604_4	k141_108300	2575	3018	+	444	0	0
11605_1	k141_129518	1	297	+	297	5	0.0152185
11605_2	k141_129518	311	673	+	363	0	0
11605_3	k141_129518	648	1502	+	855	9	0.00951555
11606_1	k141_30812	3	260	-	258	0	0
11606_2	k141_30812	262	693	-	432	3	0.00627762
11606_3	k141_30812	709	1092	-	384	4	0.00941643
11607_1	k141_52052	3	773	+	771	0	0
11607_2	k141_52052	1005	1106	+	102	0	0
11608_1	k141_65571	3	308	+	306	0	0
11608_2	k141_65571	381	1397	+	1017	16	0.0142219
11608_3	k141_65571	1621	1731	+	111	0	0
11609_1	k141_23752	203	655	+	453	79	0.157647
11609_2	k141_23752	685	1173	+	489	71	0.131252
11609_3	k141_23752	1170	1679	+	510	57	0.101033
11609_4	k141_23752	1827	3608	+	1782	346	0.17552
11609_5	k141_23752	3550	4437	-	888	108	0.109943
11609_6	k141_23752	4584	6875	+	2292	493	0.194442
11609_7	k141_23752	7024	7221	+	198	36	0.16436
11609_8	k141_23752	7178	7462	+	285	31	0.0983274
11609_9	k141_23752	7487	7843	+	357	58	0.146865
11609_10	k141_23752	7818	8048	+	231	29	0.113486
11609_11	k141_23752	8291	8611	+	321	62	0.1746
11609_12	k141_23752	8993	9400	+	408	96	0.212701
11609_13	k141_23752	9598	10917	+	1320	283	0.193807
11609_14	k141_23752	10945	11955	+	1011	211	0.188664
11609_15	k141_23752	12100	13119	-	1020	249	0.220677
11609_16	k141_23752	13468	14493	+	1026	214	0.188549
11609_17	k141_23752	14716	15519	+	804	150	0.168653
11609_18	k141_23752	15820	16230	+	411	147	0.32332
11609_19	k141_23752	16814	17311	+	498	162	0.294065
11609_20	k141_23752	17449	18705	-	1257	257	0.184823
11609_21	k141_23752	18820	19659	-	840	146	0.15712
11609_22	k141_23752	19672	21024	-	1353	205	0.136966
11609_23	k141_23752	21054	21962	-	909	138	0.137238
11609_24	k141_23752	21959	22510	-	552	134	0.219444
11609_25	k141_23752	23031	23501	+	471	135	0.259102
11609_26	k141_23752	23522	24700	+	1179	276	0.211618
11609_27	k141_23752	24727	25971	+	1245	238	0.172809
11609_28	k141_23752	26085	27410	+	1326	254	0.17316
11609_29	k141_23752	27440	28216	+	777	187	0.21756
11609_30	k141_23752	28216	29124	+	909	187	0.185967
11609_31	k141_23752	29145	31388	+	2244	529	0.213103
11609_32	k141_23752	31413	32375	+	963	198	0.185865
11609_33	k141_23752	32457	34769	+	2313	545	0.212999
11609_34	k141_23752	34874	35503	+	630	90	0.12914
11609_35	k141_23752	35519	37039	+	1521	301	0.178894
11609_36	k141_23752	37336	37689	+	354	467	1.19254
11610_1	k141_79553	1	144	+	144	5	0.0313881
11610_2	k141_79553	149	952	+	804	69	0.0775802
11610_3	k141_79553	918	1685	-	768	46	0.0541445
11610_4	k141_79553	1682	3025	-	1344	102	0.0686054
11610_5	k141_79553	3378	3944	-	567	44	0.0701499
11611_1	k141_135832	2	208	+	207	4	0.0174682
11611_2	k141_135832	403	1365	+	963	41	0.0384871
11611_3	k141_135832	1590	2042	+	453	14	0.0279375
11611_4	k141_135832	2139	3185	-	1047	29	0.0250385
11611_5	k141_135832	3253	3951	-	699	18	0.0232784
11611_6	k141_135832	3985	4464	-	480	19	0.0357824
11611_7	k141_135832	4569	5033	+	465	40	0.0777615
11611_8	k141_135832	5152	5733	+	582	27	0.0419371
11611_9	k141_135832	5681	5839	+	159	3	0.0170562
11611_10	k141_135832	6039	6503	+	465	20	0.0388808
11611_11	k141_135832	6578	7240	-	663	34	0.0463578
11611_12	k141_135832	7274	8641	-	1368	45	0.0297361
11611_13	k141_135832	8719	9051	-	333	12	0.0325758
11611_14	k141_135832	9316	10341	+	1026	44	0.0387671
11611_15	k141_135832	10358	11638	+	1281	48	0.0338727
11611_16	k141_135832	11650	13581	-	1932	68	0.031817
11611_17	k141_135832	13642	15240	-	1599	41	0.0231789
11611_18	k141_135832	15274	17124	-	1851	42	0.0205116
11611_19	k141_135832	17389	18753	+	1365	32	0.0211921
11611_20	k141_135832	18889	19788	+	900	23	0.0231016
11611_21	k141_135832	19788	20579	+	792	13	0.014838
11611_22	k141_135832	20594	21433	+	840	9	0.00968547
11611_23	k141_135832	21523	22695	+	1173	39	0.0300555
11611_24	k141_135832	23015	24754	+	1740	79	0.0410427
11612_1	k141_58768	30	3026	+	2997	50	0.0150814
11613_1	k141_44752	135	1094	-	960	1655	1.55842
11613_2	k141_44752	1311	2393	-	1083	1846	1.54085
11613_3	k141_44752	2402	2668	-	267	461	1.5608
11613_4	k141_44752	2934	3953	-	1020	1530	1.35597
11613_5	k141_44752	3964	5256	-	1293	1498	1.0473
11613_6	k141_44752	5323	6699	-	1377	1615	1.06022
11613_7	k141_44752	6732	6977	+	246	314	1.15386
11613_8	k141_44752	7102	8307	+	1206	1835	1.37545
11613_9	k141_44752	8332	8844	+	513	614	1.08195
11613_10	k141_44752	8855	9061	+	207	420	1.83416
11613_11	k141_44752	9290	9643	-	354	649	1.65729
11613_12	k141_44752	9732	11135	-	1404	2018	1.29931
11614_1	k141_30815	3	1124	-	1122	42	0.0338387
11615_1	k141_86949	1	1278	-	1278	390	0.275862
11615_2	k141_86949	1545	1862	+	318	14	0.0397978
11615_3	k141_86949	1896	2411	+	516	47	0.082339
11615_4	k141_86949	2750	3364	-	615	35	0.0514459
11615_5	k141_86949	3565	3873	+	309	20	0.0585099
11615_6	k141_86949	4072	4689	+	618	21	0.0307177
11615_7	k141_86949	4703	5134	+	432	22	0.0460359
11615_8	k141_86949	5307	6626	+	1320	73	0.0499927
11615_9	k141_86949	6986	8161	+	1176	66	0.0507334
11615_10	k141_86949	8368	10803	+	2436	108	0.0400778
11615_11	k141_86949	10800	11309	+	510	27	0.0478576
11615_12	k141_86949	11634	12950	+	1317	68	0.0466746
11615_13	k141_86949	13035	13943	+	909	27	0.0268508
11615_14	k141_86949	13968	15545	+	1578	107	0.0612963
11615_15	k141_86949	15558	16439	+	882	28	0.0286977
11615_16	k141_86949	16494	16961	-	468	47	0.0907841
11615_17	k141_86949	16995	17537	-	543	20	0.0332957
11615_18	k141_86949	17555	18499	-	945	33	0.0315675
11615_19	k141_86949	19100	20302	+	1203	69	0.0518491
11616_1	k141_58769	84	839	-	756	0	0
11616_2	k141_58769	886	1068	-	183	0	0
11617_1	k141_129519	1	990	+	990	8	0.00730487
11617_2	k141_129519	990	1826	+	837	1	0.00108002
11617_3	k141_129519	1960	3036	+	1077	1	0.000839348
11617_4	k141_129519	3052	3627	+	576	0	0
11617_5	k141_129519	3724	4875	-	1152	8	0.00627762
11618_1	k141_44757	3	323	-	321	1	0.00281613
11618_2	k141_44757	561	1088	+	528	1	0.00171208
11619_1	k141_135838	1	87	+	87	7	0.0727338
11619_2	k141_135838	160	1107	+	948	542	0.516831
11620_1	k141_58770	2	460	-	459	0	0
11620_2	k141_58770	540	1652	-	1113	0	0
11621_1	k141_86952	2	499	-	498	0	0
11621_2	k141_86952	502	1122	-	621	0	0
11622_1	k141_79560	1	615	-	615	9	0.0132289
11622_2	k141_79560	777	1346	+	570	0	0
11622_3	k141_79560	1343	1804	+	462	3	0.00586998
11622_4	k141_79560	2068	2343	+	276	0	0
11623_1	k141_58771	312	1307	-	996	5	0.00453804
11624_1	k141_52057	2	1867	+	1866	9	0.00436002
11624_2	k141_52057	1884	3806	-	1923	0	0
11624_3	k141_52057	3964	4104	+	141	0	0
11625_1	k141_129522	3	398	+	396	2	0.00456554
11625_2	k141_129522	411	968	+	558	21	0.0340207
11625_3	k141_129522	908	1372	-	465	17	0.0330486
11626_1	k141_2664	1	78	-	78	0	0
11626_2	k141_2664	306	536	-	231	0	0
11626_3	k141_2664	547	693	-	147	1	0.00614951
11626_4	k141_2664	745	1266	-	522	0	0
11627_1	k141_23753	1	360	-	360	7	0.0175773
11627_2	k141_23753	574	2844	+	2271	23	0.00915521
11627_3	k141_23753	3028	3897	+	870	9	0.00935149
11627_4	k141_23753	4051	5904	-	1854	8	0.00390066
11627_5	k141_23753	5916	7457	-	1542	15	0.00879356
11627_6	k141_23753	7457	7633	-	177	0	0
11628_1	k141_58774	3	731	-	729	0	0
11628_2	k141_58774	835	1314	-	480	0	0
11628_3	k141_58774	1314	1964	-	651	2	0.0027772
11629_1	k141_52062	3	194	-	192	0	0
11629_2	k141_52062	230	913	-	684	3	0.00396481
11629_3	k141_52062	931	1503	-	573	0	0
11630_1	k141_129531	124	561	+	438	1	0.00206388
11630_2	k141_129531	631	1398	+	768	2	0.00235411
11631_1	k141_86958	3	629	-	627	2	0.0028835
11631_2	k141_86958	700	1317	+	618	1	0.00146275
11631_3	k141_86958	1387	1788	-	402	0	0
11632_1	k141_2665	1	336	+	336	0	0
11632_2	k141_2665	824	1843	+	1020	0	0
11632_3	k141_2665	1846	2925	+	1080	0	0
11632_4	k141_2665	2922	3692	+	771	0	0
11632_5	k141_2665	3689	3832	+	144	0	0
11633_1	k141_52063	2	589	+	588	0	0
11633_2	k141_52063	614	1303	+	690	12	0.0157213
11633_3	k141_52063	1293	1553	+	261	1	0.00346352
11634_1	k141_94058	1	2184	+	2184	10	0.00413909
11634_2	k141_94058	2417	2719	+	303	0	0
11634_3	k141_94058	2948	3937	+	990	7	0.00639176
11635_1	k141_129533	2	1618	-	1617	0	0
11635_2	k141_129533	1785	1901	-	117	0	0
11636_1	k141_44770	132	1004	-	873	4	0.00414194
11636_2	k141_44770	1013	1519	-	507	1	0.00178299
11636_3	k141_44770	1532	2365	-	834	7	0.00758734
11637_1	k141_30816	3	77	-	75	0	0
11637_2	k141_30816	142	1401	-	1260	103	0.0738966
11637_3	k141_30816	1415	2059	-	645	49	0.0686743
11637_4	k141_30816	2062	3417	-	1356	123	0.081998
11637_5	k141_30816	3465	4781	-	1317	109	0.0748167
11637_6	k141_30816	4768	5070	-	303	11	0.0328177
11637_7	k141_30816	5077	5496	-	420	20	0.0430465
11637_8	k141_30816	5623	6798	+	1176	90	0.0691819
11637_9	k141_30816	6795	8378	+	1584	111	0.0633469
11637_10	k141_30816	8475	9413	+	939	93	0.0895313
11638_1	k141_52067	3	746	+	744	3	0.00364507
11638_2	k141_52067	743	1129	+	387	4	0.00934344
11639_1	k141_86961	1	489	-	489	0	0
11639_2	k141_86961	511	1314	-	804	0	0
11639_3	k141_86961	1327	1998	-	672	0	0
11640_1	k141_94059	1	75	+	75	0	0
11640_2	k141_94059	75	707	+	633	6	0.00856851
11640_3	k141_94059	704	1684	+	981	3	0.00276446
11640_4	k141_94059	1692	1850	+	159	0	0
11641_1	k141_108304	471	575	-	105	5	0.0430465
11641_2	k141_108304	589	1812	+	1224	28	0.0206792
11641_3	k141_108304	2192	2284	+	93	0	0
11642_1	k141_30817	3	134	-	132	0	0
11642_2	k141_30817	152	352	-	201	0	0
11642_3	k141_30817	735	1211	+	477	3	0.00568539
11643_1	k141_23763	262	1833	+	1572	3	0.00172515
11644_1	k141_44774	2	724	-	723	0	0
11644_2	k141_44774	904	1725	+	822	13	0.0142965
11645_1	k141_86963	2	772	-	771	3	0.00351742
11645_2	k141_86963	772	978	-	207	0	0
11645_3	k141_86963	971	1075	-	105	0	0
11646_1	k141_129542	2	775	+	774	2	0.00233586
