# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_8_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_8/A22_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_8/A22_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_8/A22_2.bam	RPKG
13090_1	k141_116990	2	637	+	636	2	0.0015455
13090_2	k141_116990	642	1598	+	957	5	0.00256777
13091_1	k141_125441	2	928	+	927	19	0.0100733
13091_2	k141_125441	1067	1705	+	639	9	0.00692212
13091_3	k141_125441	1967	3799	+	1833	23	0.00616684
13091_4	k141_125441	4044	4244	+	201	5	0.0122256
13091_5	k141_125441	4525	4857	+	333	5	0.00737943
13091_6	k141_125441	4906	5538	+	633	4	0.00310566
13091_7	k141_125441	5632	5877	+	246	5	0.00998923
13092_1	k141_72625	3	1322	-	1320	50	0.0186163
13092_2	k141_72625	1496	3385	-	1890	124	0.0322446
13092_3	k141_72625	3485	3871	-	387	11	0.0139694
13093_1	k141_20189	1	1056	-	1056	1	0.000465408
13094_1	k141_161027	1	264	-	264	9	0.0167547
13094_2	k141_161027	536	1924	+	1389	11	0.00389213
13094_3	k141_161027	2102	2989	+	888	4	0.00221383
13094_4	k141_161027	2986	3807	+	822	17	0.0101642
13094_5	k141_161027	3820	3960	+	141	0	0
13095_1	k141_125442	3	71	+	69	0	0
13095_2	k141_125442	101	1384	-	1284	0	0
13095_3	k141_125442	1551	1694	+	144	0	0
13096_1	k141_116993	481	714	+	234	0	0
13096_2	k141_116993	711	1115	+	405	0	0
13096_3	k141_116993	1112	1243	+	132	0	0
13096_4	k141_116993	1212	1376	+	165	0	0
13097_1	k141_37724	2	1420	+	1419	5	0.00173175
13097_2	k141_37724	1403	2599	-	1197	1	0.000410585
13097_3	k141_37724	2607	3407	-	801	1	0.000613571
13097_4	k141_37724	3425	4600	-	1176	9	0.00376125
13098_1	k141_170054	2	247	-	246	0	0
13098_2	k141_170054	253	921	-	669	0	0
13098_3	k141_170054	1139	2284	-	1146	0	0
13098_4	k141_170054	2364	3329	+	966	0	0
13098_5	k141_170054	3799	4701	-	903	0	0
13098_6	k141_170054	4969	5418	+	450	0	0
13099_1	k141_116994	1177	1515	+	339	17	0.024646
13100_1	k141_125443	2	2176	-	2175	0	0
13101_1	k141_125445	3	350	-	348	2	0.00282454
13101_2	k141_125445	347	1204	-	858	2	0.00114562
13102_1	k141_72626	3	623	+	621	90	0.0712276
13102_2	k141_72626	863	1117	+	255	0	0
13102_3	k141_72626	1219	1734	-	516	0	0
13102_4	k141_72626	1766	2281	-	516	0	0
13102_5	k141_72626	2427	3887	-	1461	0	0
13102_6	k141_72626	4073	4333	-	261	0	0
13102_7	k141_72626	4517	5035	+	519	0	0
13103_1	k141_107910	10	741	-	732	32	0.021485
13103_2	k141_107910	743	1576	-	834	51	0.0300539
13103_3	k141_107910	1566	2441	-	876	80	0.0448831
13103_4	k141_107910	2578	3516	-	939	56	0.0293103
13103_5	k141_107910	3792	6500	+	2709	191	0.0346515
13103_6	k141_107910	6478	8274	+	1797	105	0.028717
13103_7	k141_107910	8479	9174	+	696	8	0.00564908
13103_8	k141_107910	9188	9886	+	699	31	0.0217963
13103_9	k141_107910	9924	11294	+	1371	28	0.0100373
13103_10	k141_107910	11473	13116	+	1644	35	0.0104632
13103_11	k141_107910	13157	13246	+	90	0	0
13103_12	k141_107910	13206	13895	+	690	30	0.0213683
13103_13	k141_107910	14036	14887	+	852	66	0.0380716
13103_14	k141_107910	14872	15735	+	864	45	0.0255974
13103_15	k141_107910	15732	16556	+	825	48	0.0285946
13103_16	k141_107910	16568	17314	+	747	46	0.0302646
13103_17	k141_107910	17462	18331	+	870	46	0.0259858
13103_18	k141_107910	18337	19488	+	1152	76	0.0324234
13103_19	k141_107910	19501	20022	+	522	23	0.0216548
13103_20	k141_107910	20200	21291	+	1092	60	0.0270039
13103_21	k141_107910	21320	23089	+	1770	81	0.022491
13104_1	k141_2503	1	1077	-	1077	97	0.0442643
13104_2	k141_2503	1070	1945	-	876	73	0.0409559
13104_3	k141_2503	1930	2703	-	774	36	0.0228591
13104_4	k141_2503	2700	2975	-	276	24	0.0427366
13104_5	k141_2503	3462	3572	-	111	27	0.119547
13104_6	k141_2503	4110	5171	+	1062	72	0.03332
13104_7	k141_2503	5293	5541	+	249	21	0.0414493
13104_8	k141_2503	5684	7810	+	2127	116	0.0268033
13105_1	k141_170057	167	955	-	789	4	0.00249161
13105_2	k141_170057	1053	2018	-	966	4	0.00203507
13106_1	k141_55499	2	250	+	249	15	0.0296066
13106_2	k141_55499	283	615	+	333	51	0.0752702
13106_3	k141_55499	1013	1546	+	534	30	0.0276107
13106_4	k141_55499	1673	3127	+	1455	347	0.11721
13106_5	k141_55499	3392	3706	+	315	97	0.151342
13106_6	k141_55499	4046	6382	+	2337	415	0.0872744
13106_7	k141_55499	6445	7152	-	708	109	0.0756642
13106_8	k141_55499	7311	7514	+	204	26	0.0626384
13106_9	k141_55499	7646	8317	+	672	126	0.0921507
13106_10	k141_55499	8327	9001	+	675	88	0.0640732
13106_11	k141_55499	9103	9486	-	384	102	0.130547
13106_12	k141_55499	9525	10514	-	990	229	0.113684
13106_13	k141_55499	10546	10860	-	315	29	0.0452465
13107_1	k141_37729	1	915	-	915	178	0.0956084
13107_2	k141_37729	1005	2813	-	1809	454	0.123343
13108_1	k141_117001	1	528	+	528	0	0
13108_2	k141_117001	654	1553	+	900	0	0
13109_1	k141_72627	2	397	+	396	3	0.00372326
13109_2	k141_72627	254	1258	-	1005	2	0.00097805
13109_3	k141_72627	1744	1848	+	105	0	0
13110_1	k141_55500	2	358	+	357	1	0.00137667
13110_2	k141_55500	333	707	+	375	10	0.0131059
13110_3	k141_55500	709	1140	+	432	14	0.0159273
13111_1	k141_125447	2	1999	-	1998	11	0.00270579
13112_1	k141_90600	3	263	+	261	4	0.00753211
13112_2	k141_90600	275	1513	+	1239	37	0.0146767
13112_3	k141_90600	1506	2030	+	525	22	0.0205949
13112_4	k141_90600	2097	2792	+	696	19	0.0134166
13112_5	k141_90600	2805	4793	+	1989	80	0.0197675
13112_6	k141_90600	4850	5524	+	675	34	0.0247555
13112_7	k141_90600	5581	5874	+	294	3	0.005015
13112_8	k141_90600	5893	6534	+	642	35	0.0267936
13112_9	k141_90600	6521	6760	+	240	1	0.00204779
13112_10	k141_90600	6747	7085	+	339	14	0.0202967
13112_11	k141_90600	7054	7245	+	192	3	0.00767922
13112_12	k141_90600	7242	7649	+	408	8	0.00963667
13112_13	k141_90600	7621	7833	+	213	7	0.0161516
13112_14	k141_90600	7830	8123	+	294	6	0.01003
13112_15	k141_90600	8134	10536	+	2403	84	0.01718
13112_16	k141_90600	10808	11089	+	282	10	0.017428
13112_17	k141_90600	11086	12474	+	1389	40	0.0141532
13112_18	k141_90600	12471	12824	+	354	11	0.0152717
13112_19	k141_90600	12821	13252	+	432	27	0.0307169
13112_20	k141_90600	13227	13391	+	165	5	0.014893
13112_21	k141_90600	13354	13446	+	93	2	0.0105693
13112_22	k141_90600	13448	14011	+	564	16	0.0139424
13112_23	k141_90600	13956	15182	+	1227	60	0.0240328
13112_24	k141_90600	15192	15545	+	354	7	0.00971834
13112_25	k141_90600	15558	17075	+	1518	67	0.021692
13112_26	k141_90600	17059	18636	+	1578	67	0.0208672
13112_27	k141_90600	18633	18821	+	189	4	0.0104015
13112_28	k141_90600	18972	19619	+	648	46	0.0348883
13112_29	k141_90600	19661	20836	+	1176	48	0.02006
13112_30	k141_90600	20840	21241	+	402	32	0.039122
13112_31	k141_90600	21235	21606	+	372	9	0.0118904
13112_32	k141_90600	21606	22100	+	495	22	0.0218431
13112_33	k141_90600	22093	22515	+	423	21	0.0243992
13112_34	k141_90600	22520	22702	+	183	5	0.0134282
13112_35	k141_90600	22703	24022	+	1320	42	0.0156377
13112_36	k141_90600	24039	24515	+	477	21	0.0216371
13112_37	k141_90600	24545	24970	+	426	8	0.00922949
13112_38	k141_90600	25209	27329	+	2121	70	0.0162201
13112_39	k141_90600	27326	27970	+	645	12	0.00914363
13112_40	k141_90600	27967	28932	+	966	32	0.0162806
13112_41	k141_90600	28922	29314	+	393	9	0.011255
13112_42	k141_90600	29314	29724	+	411	15	0.0179369
13112_43	k141_90600	29727	30947	+	1221	39	0.0156981
13112_44	k141_90600	30940	31560	+	621	12	0.00949701
13112_45	k141_90600	31575	32369	+	795	26	0.0160732
13112_46	k141_90600	32388	32690	+	303	6	0.00973209
13112_47	k141_90600	32692	33000	+	309	23	0.0365819
13112_48	k141_90600	33015	33911	+	897	37	0.0202725
13112_49	k141_90600	33926	34204	+	279	12	0.0211385
13112_50	k141_90600	34205	34756	+	552	27	0.0240393
13112_51	k141_90600	34846	35070	-	225	8	0.0174745
13112_52	k141_90600	35138	36163	+	1026	35	0.0167656
13112_53	k141_90600	36167	37387	+	1221	23	0.00925784
13112_54	k141_90600	37387	37575	+	189	2	0.00520074
13112_55	k141_90600	37568	37681	+	114	1	0.00431114
13112_56	k141_90600	37674	37847	+	174	1	0.00282454
13112_57	k141_90600	37923	38261	+	339	9	0.0130479
13112_58	k141_90600	38279	38557	+	279	3	0.00528463
13112_59	k141_90600	38577	39554	+	978	29	0.0145733
13112_60	k141_90600	39567	39941	+	375	11	0.0144165
13112_61	k141_90600	39984	40364	-	381	25	0.0322487
13112_62	k141_90600	40376	40678	-	303	10	0.0162201
13112_63	k141_90600	40823	41107	+	285	16	0.0275913
13112_64	k141_90600	41203	41439	+	237	1	0.00207371
13112_65	k141_90600	41502	42548	+	1047	39	0.0183069
13112_66	k141_90600	42812	43435	+	624	25	0.0196903
13112_67	k141_90600	43486	43737	+	252	11	0.0214531
13112_68	k141_90600	43727	43981	+	255	7	0.0134913
13112_69	k141_90600	43985	44158	+	174	5	0.0141227
13112_70	k141_90600	44139	44720	+	582	14	0.0118223
13112_71	k141_90600	44731	45444	+	714	7	0.00481834
13112_72	k141_90600	45540	45734	+	195	3	0.00756108
13113_1	k141_134794	3	803	-	801	12	0.00736285
13113_2	k141_134794	1010	2641	-	1632	225	0.0677579
13113_3	k141_134794	2702	4273	-	1572	201	0.0628407
13113_4	k141_134794	4294	4644	-	351	37	0.0518074
13113_5	k141_134794	4648	5004	-	357	30	0.0413
13113_6	k141_134794	5252	5506	+	255	14	0.0269827
13113_7	k141_134794	5538	5843	+	306	11	0.0176672
13113_8	k141_134794	5919	6281	-	363	18	0.0243704
13113_9	k141_134794	6294	7529	-	1236	40	0.0159052
13113_10	k141_134794	8045	8236	-	192	1	0.00255974
13114_1	k141_20191	1	576	+	576	1	0.000853247
13114_2	k141_20191	719	1201	+	483	0	0
13114_3	k141_20191	1343	2287	+	945	0	0
13114_4	k141_20191	2410	3747	+	1338	2	0.000734634
13114_5	k141_20191	3744	4739	+	996	2	0.000986888
13114_6	k141_20191	4726	5670	+	945	1	0.000520074
13114_7	k141_20191	5674	6669	+	996	0	0
13114_8	k141_20191	6659	7435	+	777	0	0
13114_9	k141_20191	7502	7807	-	306	0	0
13115_1	k141_55501	55	930	-	876	61	0.0342234
13115_2	k141_55501	947	1921	-	975	138	0.069562
13116_1	k141_117003	1	1491	+	1491	7	0.00230737
13116_2	k141_117003	1493	1747	+	255	0	0
13117_1	k141_2509	2	1093	+	1092	380	0.171024
13117_2	k141_2509	1194	1790	-	597	284	0.233798
13118_1	k141_72629	2	421	-	420	0	0
13118_2	k141_72629	830	1723	-	894	0	0
13118_3	k141_72629	1726	2166	-	441	0	0
13118_4	k141_72629	2204	2545	-	342	0	0
13119_1	k141_20193	2	163	-	162	0	0
13119_2	k141_20193	398	1741	+	1344	5	0.00182839
13120_1	k141_37736	21	770	+	750	0	0
13120_2	k141_37736	783	2015	+	1233	3	0.00119579
13121_1	k141_117004	1	486	-	486	0	0
13121_2	k141_117004	786	1208	+	423	0	0
13122_1	k141_90606	1	990	-	990	141	0.0699973
13122_2	k141_90606	1124	1390	-	267	11	0.0202478
13123_1	k141_107920	2	1126	+	1125	24	0.0104847
13124_1	k141_134798	82	1494	+	1413	5	0.0017391
13124_2	k141_134798	1598	2200	+	603	0	0
13125_1	k141_170065	2	148	-	147	0	0
13125_2	k141_170065	162	1556	-	1395	1	0.000352308
13125_3	k141_170065	1572	2591	-	1020	5	0.00240917
13126_1	k141_55504	56	472	+	417	0	0
13126_2	k141_55504	472	1353	+	882	7	0.00390056
13127_1	k141_2511	1	1194	-	1194	4	0.00164647
13128_1	k141_90607	69	1358	+	1290	0	0
13129_1	k141_37737	405	1430	-	1026	0	0
13130_1	k141_125458	1	288	-	288	1	0.00170649
13130_2	k141_125458	528	1109	+	582	8	0.00675561
13131_1	k141_107922	2	631	-	630	3	0.00234034
13131_2	k141_107922	734	1336	-	603	4	0.00326017
13132_1	k141_170070	2	193	+	192	3	0.00767922
13132_2	k141_170070	238	498	+	261	3	0.00564908
13132_3	k141_170070	495	950	+	456	2	0.00215557
13132_4	k141_170070	1115	1249	+	135	0	0
13133_1	k141_125459	3	500	+	498	4	0.00394755
13133_2	k141_125459	671	1183	+	513	2	0.00191606
13134_1	k141_134799	2	1084	+	1083	4	0.00181522
13134_2	k141_134799	1084	2664	+	1581	1	0.00031086
13135_1	k141_11136	1	1068	-	1068	32	0.0147257
13135_2	k141_11136	1070	2833	-	1764	36	0.01003
13135_3	k141_11136	2826	3233	-	408	2	0.00240917
13135_4	k141_11136	3262	4071	-	810	9	0.00546078
13135_5	k141_11136	4061	5122	-	1062	21	0.00971834
13135_6	k141_11136	5123	6160	-	1038	7	0.00331435
13135_7	k141_11136	6132	7034	-	903	23	0.0125181
13135_8	k141_11136	7037	8575	-	1539	33	0.0105384
13135_9	k141_11136	8648	9178	-	531	22	0.0203622
13135_10	k141_11136	9290	10870	-	1581	27	0.00839323
13135_11	k141_11136	11105	14008	-	2904	22	0.00372326
13135_12	k141_11136	14027	16345	-	2319	8	0.00169546
13135_13	k141_11136	16361	18631	-	2271	42	0.00908928
13136_1	k141_37747	2	1105	+	1104	3	0.00133552
13137_1	k141_11139	3	1016	+	1014	5	0.00242342
13138_1	k141_117005	57	653	-	597	2	0.00164647
13138_2	k141_117005	708	1370	-	663	5	0.00370641
13138_3	k141_117005	1312	1467	-	156	1	0.00315045
13138_4	k141_117005	1527	2432	-	906	1	0.000542462
13138_5	k141_117005	2445	5366	-	2922	19	0.00319573
13138_6	k141_117005	5552	5860	+	309	0	0
13139_1	k141_90609	3	191	-	189	0	0
13139_2	k141_90609	339	1019	+	681	2	0.00144338
13139_3	k141_90609	1112	1870	+	759	5	0.00323762
13139_4	k141_90609	1967	2269	-	303	0	0
13139_5	k141_90609	2432	3466	+	1035	3	0.00142455
13139_6	k141_90609	3441	4061	+	621	0	0
13139_7	k141_90609	4112	4219	+	108	0	0
13140_1	k141_125464	2	76	-	75	0	0
13140_2	k141_125464	90	608	-	519	4	0.00378783
13140_3	k141_125464	598	1422	-	825	0	0
13141_1	k141_20198	220	4167	+	3948	391	0.048674
13142_1	k141_55506	55	930	-	876	408	0.228904
13142_2	k141_55506	947	2371	-	1425	661	0.227973
13142_3	k141_55506	2371	2625	-	255	15	0.02891
13142_4	k141_55506	2642	4090	-	1449	124	0.0420582
13142_5	k141_55506	4159	5223	-	1065	69	0.0318417
13142_6	k141_55506	5364	5663	-	300	24	0.0393176
13143_1	k141_134804	152	1069	-	918	157	0.0840532
13144_1	k141_11144	3	908	-	906	0	0
13144_2	k141_11144	948	1142	-	195	0	0
13145_1	k141_37750	2	349	+	348	5	0.00706136
13145_2	k141_37750	398	1228	+	831	5	0.0029571
13145_3	k141_37750	1325	1477	+	153	2	0.00642445
13146_1	k141_2528	2	94	-	93	30	0.158539
13146_2	k141_2528	502	1011	+	510	38	0.0366194
13146_3	k141_2528	1281	1619	+	339	71	0.102933
13147_1	k141_55509	2	385	+	384	6	0.00767922
13147_2	k141_55509	390	857	+	468	3	0.00315045
13147_3	k141_55509	878	1027	+	150	0	0
13148_1	k141_117007	1	726	-	726	0	0
13148_2	k141_117007	731	1528	-	798	2	0.00123176
13148_3	k141_117007	1525	1626	-	102	0	0
13149_1	k141_125466	1	1065	-	1065	7	0.00323032
13149_2	k141_125466	1065	1604	-	540	0	0
13150_1	k141_90613	1	1212	-	1212	10	0.00405504
13150_2	k141_90613	1216	1668	-	453	0	0
13151_1	k141_37751	3	1370	+	1368	56	0.0201187
13152_1	k141_2529	209	1477	-	1269	2	0.000774579
13153_1	k141_90614	2	1033	-	1032	7	0.00333362
13154_1	k141_11147	83	556	+	474	0	0
13154_2	k141_11147	758	1303	+	546	2	0.00180026
13154_3	k141_11147	1437	1643	+	207	3	0.00712276
13155_1	k141_2530	2	1021	+	1020	20	0.00963667
13156_1	k141_55512	1	450	-	450	0	0
13156_2	k141_55512	461	1408	-	948	0	0
13157_1	k141_143345	138	1448	-	1311	3	0.00112465
13157_2	k141_143345	1684	2520	-	837	11	0.00645899
13157_3	k141_143345	2549	3586	-	1038	19	0.00899609
13157_4	k141_143345	3602	4066	-	465	11	0.0116262
13157_5	k141_143345	4148	5110	-	963	23	0.0117381
13157_6	k141_143345	5245	5979	+	735	16	0.0106987
13157_7	k141_143345	6270	7466	-	1197	36	0.0147811
13157_8	k141_143345	7495	8151	-	657	8	0.00598442
13157_9	k141_143345	8167	9558	-	1392	17	0.00600215
13157_10	k141_143345	9938	11149	-	1212	27	0.0109486
13157_11	k141_143345	11212	12159	-	948	27	0.0139976
13157_12	k141_143345	12176	15736	-	3561	55	0.00759081
13157_13	k141_143345	15744	16439	-	696	4	0.00282454
13157_14	k141_143345	16491	16721	-	231	0	0
13157_15	k141_143345	16751	17773	-	1023	6	0.00288252
13157_16	k141_143345	17826	20117	-	2292	22	0.00471743
13157_17	k141_143345	20119	20583	-	465	6	0.00634155
13157_18	k141_143345	20580	21374	-	795	10	0.00618202
13157_19	k141_143345	21513	22904	-	1392	3	0.0010592
13157_20	k141_143345	23014	23598	-	585	2	0.00168024
13157_21	k141_143345	23588	24454	-	867	2	0.00113373
13157_22	k141_143345	24441	25082	-	642	2	0.00153106
13157_23	k141_143345	25100	25198	-	99	0	0
13157_24	k141_143345	25228	25407	-	180	1	0.00273039
13157_25	k141_143345	25411	25938	-	528	5	0.00465408
13157_26	k141_143345	26005	27192	-	1188	17	0.00703282
13157_27	k141_143345	27216	28214	-	999	11	0.00541159
13157_28	k141_143345	28317	29759	-	1443	8	0.00272471
13157_29	k141_143345	29887	31128	+	1242	11	0.0043528
13157_30	k141_143345	31131	31745	-	615	9	0.00719225
13157_31	k141_143345	31869	32348	+	480	5	0.00511948
13157_32	k141_143345	32401	32991	-	591	13	0.0108107
13157_33	k141_143345	33016	33717	-	702	5	0.0035005
13157_34	k141_143345	33720	35390	-	1671	12	0.00352941
13157_35	k141_143345	35439	36464	-	1026	9	0.00431114
13157_36	k141_143345	36662	36967	+	306	0	0
13157_37	k141_143345	36950	38791	-	1842	3	0.00080044
13157_38	k141_143345	38795	40255	-	1461	17	0.00571868
13157_39	k141_143345	40339	41094	-	756	10	0.00650093
13157_40	k141_143345	41198	42133	-	936	11	0.00577583
13157_41	k141_143345	42157	43590	-	1434	21	0.00719726
13157_42	k141_143345	43606	45033	-	1428	14	0.00481834
13157_43	k141_143345	45126	45893	-	768	9	0.00575942
13157_44	k141_143345	45868	47151	-	1284	14	0.00535871
13157_45	k141_143345	47155	50460	-	3306	29	0.00431114
13157_46	k141_143345	50569	51681	+	1113	14	0.00618202
13157_47	k141_143345	51749	52393	-	645	2	0.00152394
13157_48	k141_143345	52410	53792	-	1383	1	0.000355365
13157_49	k141_143345	53880	54239	-	360	8	0.0109216
13157_50	k141_143345	54360	54914	-	555	5	0.00442766
13158_1	k141_134806	1	180	-	180	2	0.00546078
13158_2	k141_134806	181	1563	-	1383	84	0.0298507
13158_3	k141_134806	1556	3322	-	1767	503	0.139904
13159_1	k141_2531	32	1150	-	1119	5	0.00219602
13160_1	k141_90615	24	1598	-	1575	39	0.0121697
13161_1	k141_143346	2	469	+	468	3	0.00315045
13161_2	k141_143346	886	1056	+	171	3	0.00862229
13162_1	k141_161028	2	658	-	657	153	0.114452
13162_2	k141_161028	744	6902	-	6159	1048	0.0836274
13162_3	k141_161028	6932	10039	-	3108	290	0.0458579
13162_4	k141_161028	10201	13890	-	3690	1693	0.22549
13162_5	k141_161028	14565	15323	+	759	139	0.0900058
13162_6	k141_161028	15339	16535	+	1197	204	0.0837594
13162_7	k141_161028	16535	17341	+	807	138	0.0840433
13162_8	k141_161028	17491	18780	-	1290	188	0.0716251
13162_9	k141_161028	18780	19616	-	837	66	0.0387539
13162_10	k141_161028	19673	20086	-	414	39	0.0462979
13162_11	k141_161028	20387	21745	-	1359	64	0.023145
13163_1	k141_170072	1	207	-	207	0	0
13163_2	k141_170072	226	1116	-	891	0	0
13163_3	k141_170072	1109	1261	-	153	2	0.00642445
13163_4	k141_170072	1283	2440	-	1158	0	0
13163_5	k141_170072	2747	3475	+	729	0	0
13163_6	k141_170072	3538	4647	-	1110	0	0
13163_7	k141_170072	4735	4911	-	177	0	0
13163_8	k141_170072	4973	5122	-	150	0	0
13163_9	k141_170072	5364	5522	-	159	0	0
13163_10	k141_170072	5586	6587	+	1002	1	0.000490489
13163_11	k141_170072	6749	7117	-	369	0	0
13163_12	k141_170072	7127	7711	-	585	0	0
13163_13	k141_170072	7879	8685	-	807	1	0.000609009
13163_14	k141_170072	8760	9299	-	540	0	0
13164_1	k141_134809	1	126	-	126	0	0
13164_2	k141_134809	276	377	-	102	0	0
13164_3	k141_134809	325	654	-	330	0	0
13164_4	k141_134809	624	833	-	210	0	0
13164_5	k141_134809	868	1185	-	318	2	0.00309101
13165_1	k141_90618	1	1161	+	1161	1	0.000423316
13166_1	k141_37752	1	183	+	183	0	0
13166_2	k141_37752	328	936	+	609	18	0.0145262
13166_3	k141_37752	1230	1631	+	402	23	0.028119
13166_4	k141_37752	1747	2562	+	816	22	0.0132504
13166_5	k141_37752	2608	3681	+	1074	35	0.0160163
13166_6	k141_37752	3720	4553	+	834	17	0.010018
13167_1	k141_143347	1	939	-	939	56	0.0293103
13167_2	k141_143347	1234	1788	+	555	22	0.0194817
13168_1	k141_2535	2	400	+	399	7	0.00862229
13168_2	k141_2535	571	1026	+	456	8	0.00862229
13169_1	k141_134810	3	332	-	330	3	0.00446791
13169_2	k141_134810	355	1182	-	828	3	0.00178069
13170_1	k141_11151	92	412	-	321	3	0.00459318
13170_2	k141_11151	1026	1622	+	597	16	0.0131717
13170_3	k141_11151	1693	3021	+	1329	27	0.00998473
13170_4	k141_11151	3805	3942	+	138	1	0.00356138
13171_1	k141_161030	1	369	+	369	32	0.0426207
13171_2	k141_161030	608	934	+	327	19	0.0285564
13171_3	k141_161030	889	1005	-	117	0	0
13172_1	k141_143349	1	1344	+	1344	9	0.0032911
13173_1	k141_134812	3	1400	-	1398	6	0.00210931
13174_1	k141_170078	1	135	-	135	0	0
13174_2	k141_170078	132	902	-	771	0	0
13174_3	k141_170078	902	1894	-	993	1	0.000494935
13174_4	k141_170078	1875	2342	-	468	0	0
13175_1	k141_55527	1	192	-	192	0	0
13175_2	k141_55527	196	822	-	627	7	0.00548691
13175_3	k141_55527	907	1209	-	303	2	0.00324403
13176_1	k141_11154	2	766	+	765	284	0.182454
13176_2	k141_11154	902	1567	-	666	299	0.220645
13177_1	k141_117024	86	1156	+	1071	0	0
13178_1	k141_134814	2	190	-	189	1	0.00260037
13178_2	k141_134814	690	1127	-	438	4	0.00448831
13178_3	k141_134814	1275	1421	-	147	0	0
13179_1	k141_161032	1	2076	-	2076	23	0.005445
13179_2	k141_161032	2194	3390	-	1197	61	0.0250457
13180_1	k141_55529	29	1291	+	1263	8	0.00311303
13180_2	k141_55529	1383	1559	+	177	0	0
13181_1	k141_117025	2	1096	+	1095	2	0.000897663
13182_1	k141_125482	1	282	+	282	0	0
13182_2	k141_125482	405	2204	-	1800	0	0
13182_3	k141_125482	2222	3106	-	885	6	0.003332
13182_4	k141_125482	3131	4762	-	1632	5	0.00150573
13182_5	k141_125482	4791	5324	-	534	4	0.00368143
13183_1	k141_134815	1639	1839	-	201	2915	7.12754
13184_1	k141_55534	2	388	-	387	0	0
13184_2	k141_55534	438	1154	-	717	7	0.00479818
13185_1	k141_90619	2	2473	+	2472	23	0.00457274
13185_2	k141_90619	2457	4295	+	1839	25	0.00668122
13185_3	k141_90619	4599	7556	+	2958	65	0.0107997
13185_4	k141_90619	7601	7999	+	399	20	0.0246351
13185_5	k141_90619	8002	8307	+	306	13	0.0208795
13186_1	k141_170080	3	743	+	741	0	0
13186_2	k141_170080	1135	2613	+	1479	2	0.000664598
13186_3	k141_170080	3074	4546	+	1473	0	0
13187_1	k141_125486	97	912	+	816	4	0.00240917
13188_1	k141_117030	1	2859	-	2859	0	0
13189_1	k141_37755	2	451	-	450	11	0.0120137
13189_2	k141_37755	470	1795	-	1326	18	0.00667154
13189_3	k141_37755	1910	2425	-	516	2	0.00190492
13189_4	k141_37755	2426	3607	-	1182	40	0.0166318
13189_5	k141_37755	3734	4585	-	852	14	0.0080758
13189_6	k141_37755	4579	5526	-	948	15	0.00777643
13189_7	k141_37755	5608	7029	-	1422	41	0.0141704
13189_8	k141_37755	7111	7815	-	705	17	0.0118511
13189_9	k141_37755	7932	8774	-	843	7	0.00408101
13190_1	k141_170081	2	586	-	585	0	0
13190_2	k141_170081	583	1458	-	876	3	0.00168312
13191_1	k141_134816	1	195	+	195	0	0
13191_2	k141_134816	180	596	+	417	8	0.00942869
13191_3	k141_134816	704	1639	+	936	9	0.00472568
13191_4	k141_134816	1689	2270	+	582	7	0.00591116
13191_5	k141_134816	2391	3890	+	1500	98	0.0321094
13191_6	k141_134816	3920	4012	+	93	0	0
13192_1	k141_125487	3	227	-	225	0	0
13192_2	k141_125487	333	1175	-	843	1	0.000583002
13192_3	k141_125487	1333	2424	-	1092	3	0.00135019
13193_1	k141_90621	2	1453	-	1452	4	0.00135391
13193_2	k141_90621	1425	2174	-	750	0	0
13194_1	k141_117033	1	285	+	285	0	0
13194_2	k141_117033	304	1248	+	945	3	0.00156022
13195_1	k141_11159	1	216	+	216	8	0.0182026
13195_2	k141_11159	389	625	+	237	19	0.0394006
13195_3	k141_11159	690	2594	-	1905	120	0.0309588
13195_4	k141_11159	3030	3545	-	516	76	0.0723871
13195_5	k141_11159	3656	4507	-	852	40	0.0230737
13195_6	k141_11159	4543	5745	-	1203	85	0.0347257
13195_7	k141_11159	5816	6217	-	402	19	0.0232287
13196_1	k141_134819	145	306	-	162	1	0.00303377
13196_2	k141_134819	278	694	-	417	7	0.0082501
13196_3	k141_134819	694	1167	-	474	0	0
13197_1	k141_37757	1	948	+	948	65	0.0336979
13197_2	k141_37757	968	1645	+	678	76	0.0550911
13197_3	k141_37757	1642	2238	+	597	55	0.0452778
13198_1	k141_125488	2	1591	+	1590	2	0.000618202
13199_1	k141_170089	261	410	-	150	0	0
13199_2	k141_170089	422	1441	-	1020	3	0.0014455
13200_1	k141_55535	1	69	-	69	3	0.0213683
13200_2	k141_55535	284	1723	+	1440	22	0.00750857
13200_3	k141_55535	1898	2836	+	939	9	0.00471058
13200_4	k141_55535	3047	4114	-	1068	6	0.00276107
13200_5	k141_55535	4330	5583	+	1254	13	0.00509499
13201_1	k141_134820	1	693	-	693	0	0
13201_2	k141_134820	891	1760	+	870	7	0.00395436
13202_1	k141_161043	2	2440	+	2439	67	0.0135008
13202_2	k141_161043	2575	3969	+	1395	56	0.0197293
