# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam
6961_2	k141_37311	1013	3874	+	2862	680
6961_3	k141_37311	3915	5312	-	1398	339
6962_1	k141_69266	2	559	-	558	17
6962_2	k141_69266	872	1903	-	1032	68
6962_3	k141_69266	2405	3772	-	1368	50
6963_1	k141_61994	1	1236	+	1236	39
6963_2	k141_61994	1250	1465	+	216	7
6963_3	k141_61994	1483	1971	+	489	16
6964_1	k141_30365	3	713	-	711	9
6964_2	k141_30365	725	1138	-	414	0
6965_1	k141_51500	3	467	+	465	24
6965_2	k141_51500	564	1364	-	801	20
6966_1	k141_54648	63	671	+	609	19
6966_2	k141_54648	747	1415	+	669	5
6967_1	k141_15802	535	840	-	306	24
6967_2	k141_15802	1065	2381	-	1317	64
6967_3	k141_15802	2393	3832	-	1440	98
6967_4	k141_15802	3862	5346	-	1485	50
6967_5	k141_15802	5539	6189	-	651	30
6967_6	k141_15802	6205	7239	-	1035	27
6967_7	k141_15802	7247	7645	-	399	7
6967_8	k141_15802	7799	8572	-	774	41
6967_9	k141_15802	8935	10035	-	1101	98
6967_10	k141_15802	10409	12109	-	1701	88
6967_11	k141_15802	12188	13801	-	1614	40
6967_12	k141_15802	13814	14383	-	570	17
6968_1	k141_33596	3	257	-	255	4
6968_2	k141_33596	376	954	-	579	24
6968_3	k141_33596	965	1717	-	753	18
6968_4	k141_33596	1804	2682	-	879	37
6968_5	k141_33596	2800	2958	+	159	1
6969_1	k141_61996	2	499	+	498	14
6969_2	k141_61996	483	1175	+	693	12
6970_1	k141_51502	3	761	+	759	15
6970_2	k141_51502	892	1140	+	249	9
6971_1	k141_69270	3	356	+	354	10
6971_2	k141_69270	455	1246	+	792	20
6972_1	k141_51503	1	1020	-	1020	41
6972_2	k141_51503	1022	1159	-	138	0
6973_1	k141_8882	3	662	-	660	104
6973_2	k141_8882	1008	1403	+	396	112
6973_3	k141_8882	1417	1599	+	183	29
6973_4	k141_8882	1692	2462	+	771	193
6973_5	k141_8882	2740	4632	+	1893	436
6973_6	k141_8882	4676	5440	+	765	162
6973_7	k141_8882	5464	7590	+	2127	551
6973_8	k141_8882	7724	9850	+	2127	483
6973_9	k141_8882	9927	10871	+	945	234
6973_10	k141_8882	10894	12252	+	1359	316
6973_11	k141_8882	12370	13155	+	786	206
6973_12	k141_8882	13262	13615	+	354	63
6974_1	k141_69271	3	1130	-	1128	12
6975_1	k141_47485	2	100	-	99	13
6975_2	k141_47485	308	1246	+	939	26
6975_3	k141_47485	1224	1403	+	180	0
6976_1	k141_19497	1	234	-	234	1
6976_2	k141_19497	453	1064	-	612	9
6977_1	k141_61999	1	534	+	534	8
6977_2	k141_61999	718	1557	-	840	12
6978_1	k141_30367	252	1580	-	1329	52
6978_2	k141_30367	1833	2804	+	972	24
6978_3	k141_30367	3064	4005	+	942	36
6979_1	k141_47486	1	717	-	717	18
6979_2	k141_47486	698	1438	-	741	1
6980_1	k141_23266	3	1517	+	1515	154
6980_2	k141_23266	1736	4405	+	2670	347
6980_3	k141_23266	4552	5661	+	1110	129
6980_4	k141_23266	5687	6796	+	1110	158
6980_5	k141_23266	6992	7471	-	480	79
6980_6	k141_23266	7519	8160	-	642	74
6980_7	k141_23266	8464	9774	+	1311	203
6980_8	k141_23266	10034	10708	-	675	76
6980_9	k141_23266	10845	12044	-	1200	118
6980_10	k141_23266	12202	14439	-	2238	266
6980_11	k141_23266	14944	16317	+	1374	198
6980_12	k141_23266	16472	17272	-	801	123
6980_13	k141_23266	17566	18969	+	1404	139
6980_14	k141_23266	19052	19744	+	693	81
6980_15	k141_23266	19911	20063	-	153	18
6980_16	k141_23266	20300	20815	+	516	60
6980_17	k141_23266	20815	21747	+	933	118
6980_18	k141_23266	21787	22902	+	1116	174
6980_19	k141_23266	23109	24455	-	1347	167
6980_20	k141_23266	24704	26029	+	1326	152
6980_21	k141_23266	26078	27331	-	1254	175
6980_22	k141_23266	27425	28357	-	933	90
6980_23	k141_23266	28444	29721	-	1278	134
6980_24	k141_23266	29718	30383	-	666	73
6980_25	k141_23266	30419	30577	-	159	16
6980_26	k141_23266	30597	32459	+	1863	191
6980_27	k141_23266	32456	34054	+	1599	204
6980_28	k141_23266	34214	35530	+	1317	118
6980_29	k141_23266	35625	36737	+	1113	174
6980_30	k141_23266	36874	38328	+	1455	120
6980_31	k141_23266	38136	38705	-	570	48
6980_32	k141_23266	39223	39333	-	111	59
6980_33	k141_23266	39324	39500	-	177	72
6980_34	k141_23266	39543	39659	-	117	37
6980_35	k141_23266	39971	41044	+	1074	103
6980_36	k141_23266	41041	42489	+	1449	136
6980_37	k141_23266	42665	43609	-	945	153
6980_38	k141_23266	43647	44921	+	1275	166
6980_39	k141_23266	45234	48302	+	3069	359
6980_40	k141_23266	48454	48762	+	309	38
6980_41	k141_23266	48785	49033	+	249	48
6980_42	k141_23266	49102	50793	+	1692	119
6980_43	k141_23266	50794	51927	+	1134	83
6980_44	k141_23266	52018	53223	+	1206	204
6980_45	k141_23266	53467	53694	+	228	54
6980_46	k141_23266	53724	54617	+	894	141
6980_47	k141_23266	54880	55311	+	432	88
6980_48	k141_23266	55327	56019	+	693	146
6981_1	k141_69276	3	1205	+	1203	42
6982_1	k141_8886	3	182	+	180	0
6982_2	k141_8886	184	1038	+	855	8
6982_3	k141_8886	1042	1569	+	528	4
6983_1	k141_51507	3	566	-	564	10
6983_2	k141_51507	569	1039	-	471	11
6983_3	k141_51507	1101	1727	-	627	17
6984_1	k141_5229	1	588	+	588	7
6984_2	k141_5229	669	1136	+	468	12
6985_1	k141_54659	83	1087	+	1005	28
6986_1	k141_62003	386	1120	-	735	97
6987_1	k141_8888	182	1807	-	1626	51
6988_1	k141_23272	3	83	+	81	20
6988_2	k141_23272	812	1615	+	804	42
6989_1	k141_54661	3	1091	+	1089	31
6989_2	k141_54661	1143	1397	+	255	1
6990_1	k141_47488	3	1052	+	1050	28
6990_2	k141_47488	1165	1473	-	309	7
6990_3	k141_47488	1483	2091	-	609	30
6991_1	k141_37331	1	252	+	252	9
6991_2	k141_37331	284	1096	+	813	36
6991_3	k141_37331	1096	1959	+	864	77
6992_1	k141_44611	1	1707	-	1707	235
6992_2	k141_44611	1772	2257	-	486	67
6992_3	k141_44611	2527	3477	-	951	145
6992_4	k141_44611	3593	4567	-	975	79
6992_5	k141_44611	4571	4939	-	369	40
6992_6	k141_44611	5071	5877	-	807	90
6992_7	k141_44611	5877	6875	-	999	166
6992_8	k141_44611	6902	7843	-	942	144
6992_9	k141_44611	7847	8287	-	441	82
6992_10	k141_44611	8303	9079	-	777	90
6992_11	k141_44611	9116	9775	-	660	88
6992_12	k141_44611	9789	11183	-	1395	198
6992_13	k141_44611	11192	12181	-	990	156
6992_14	k141_44611	12250	15717	-	3468	462
6992_15	k141_44611	15823	16665	-	843	128
6992_16	k141_44611	16844	18478	-	1635	291
6992_17	k141_44611	18980	19279	-	300	52
6992_18	k141_44611	19427	20128	-	702	108
6992_19	k141_44611	20193	20900	-	708	105
6992_20	k141_44611	21393	22853	+	1461	196
6992_21	k141_44611	22926	23489	+	564	57
6992_22	k141_44611	23565	24113	-	549	60
6992_23	k141_44611	24509	25159	-	651	94
6993_1	k141_8889	2	346	-	345	5
6993_2	k141_8889	379	1668	-	1290	28
6994_1	k141_47492	1	141	+	141	0
6994_2	k141_47492	123	887	+	765	7
6994_3	k141_47492	887	1360	+	474	3
6995_1	k141_40429	1	240	-	240	14
6995_2	k141_40429	240	680	-	441	13
6995_3	k141_40429	709	888	-	180	3
6995_4	k141_40429	903	1412	-	510	19
6995_5	k141_40429	1427	1690	-	264	7
6996_1	k141_19507	72	188	-	117	2
6996_2	k141_19507	196	1500	-	1305	24
6996_3	k141_19507	1645	1941	-	297	1
6996_4	k141_19507	1948	3072	-	1125	23
6997_1	k141_62013	248	1447	+	1200	30
6997_2	k141_62013	1457	1546	+	90	0
6998_1	k141_8891	1	831	-	831	6
6998_2	k141_8891	1015	1908	+	894	8
6999_1	k141_51519	3	410	-	408	7
6999_2	k141_51519	471	701	-	231	3
6999_3	k141_51519	782	1195	-	414	6
6999_4	k141_51519	1210	1707	-	498	17
7000_1	k141_47494	2	691	+	690	5
7000_2	k141_47494	890	1192	+	303	0
7001_1	k141_33603	183	1445	+	1263	291
7001_2	k141_33603	1462	1974	+	513	114
7001_3	k141_33603	1949	2767	-	819	229
7001_4	k141_33603	2977	3951	+	975	260
7001_5	k141_33603	4052	4672	+	621	144
7001_6	k141_33603	4747	5406	+	660	51
7001_7	k141_33603	5415	6254	+	840	68
7001_8	k141_33603	6272	6391	+	120	10
7001_9	k141_33603	6363	6797	+	435	74
7001_10	k141_33603	6833	7174	+	342	39
7002_1	k141_40432	3	791	-	789	12
7003_1	k141_30370	130	1653	-	1524	65
7003_2	k141_30370	1650	2324	-	675	16
7003_3	k141_30370	2339	3076	-	738	19
7003_4	k141_30370	3381	4745	-	1365	78
7003_5	k141_30370	4788	5762	-	975	22
7004_1	k141_51520	2	538	+	537	11
7004_2	k141_51520	531	1091	+	561	3
7005_1	k141_62016	1	750	+	750	18
7005_2	k141_62016	716	1171	-	456	12
7006_1	k141_15809	1	1026	+	1026	72
7007_1	k141_33605	2	949	-	948	15
7007_2	k141_33605	1129	1473	+	345	16
7008_1	k141_44621	1	339	-	339	28
7008_2	k141_44621	416	586	-	171	27
7008_3	k141_44621	1215	1430	+	216	37
7008_4	k141_44621	1431	1826	+	396	24
7009_1	k141_30375	1	225	-	225	8
7009_2	k141_30375	377	1192	-	816	7
7009_3	k141_30375	1305	1601	+	297	0
7010_1	k141_19512	2	796	+	795	22
7010_2	k141_19512	789	1790	+	1002	47
7011_1	k141_54671	2	130	-	129	3
7011_2	k141_54671	282	548	-	267	15
7011_3	k141_54671	608	1072	-	465	30
7011_4	k141_54671	1093	1380	-	288	32
7011_5	k141_54671	1510	1704	-	195	13
7011_6	k141_54671	1704	2540	-	837	33
7011_7	k141_54671	2578	3132	-	555	17
7012_1	k141_23289	72	1334	+	1263	20
7013_1	k141_5244	2	274	+	273	3
7013_2	k141_5244	371	1018	+	648	20
7013_3	k141_5244	1015	1920	+	906	29
7013_4	k141_5244	1935	2726	+	792	21
7013_5	k141_5244	2680	3156	-	477	31
7013_6	k141_5244	3240	3410	-	171	3
7013_7	k141_5244	3428	4129	-	702	41
7014_1	k141_15811	3	605	-	603	8
7014_2	k141_15811	775	1407	+	633	29
7014_3	k141_15811	2019	2399	+	381	4
7015_1	k141_44622	117	548	-	432	20
7015_2	k141_44622	526	1074	-	549	15
7016_1	k141_37334	2	442	-	441	8
7016_2	k141_37334	445	1878	-	1434	39
7016_3	k141_37334	2055	3080	-	1026	53
7016_4	k141_37334	3058	3696	-	639	39
7016_5	k141_37334	3796	4104	-	309	9
7016_6	k141_37334	4085	4303	-	219	8
7016_7	k141_37334	4319	5365	-	1047	47
7016_8	k141_37334	5549	5827	-	279	38
7017_1	k141_62023	3	1403	+	1401	46
7018_1	k141_54674	3	389	+	387	0
7018_2	k141_54674	418	1071	-	654	10
7018_3	k141_54674	1319	1615	-	297	3
7019_1	k141_37337	2	1009	+	1008	14
7020_1	k141_51525	36	584	-	549	17
7020_2	k141_51525	602	1531	-	930	19
7020_3	k141_51525	1531	2379	-	849	33
7020_4	k141_51525	2402	2800	-	399	24
7020_5	k141_51525	2973	3632	-	660	26
7021_1	k141_40442	1	126	+	126	0
7021_2	k141_40442	186	1205	+	1020	11
7021_3	k141_40442	1206	2252	-	1047	12
7021_4	k141_40442	2405	2485	+	81	0
7022_1	k141_5248	2	73	-	72	5
7022_2	k141_5248	334	669	+	336	29
7022_3	k141_5248	682	1707	-	1026	77
7023_1	k141_23293	3	2210	+	2208	46
7024_1	k141_69298	33	824	-	792	29
7024_2	k141_69298	841	2664	-	1824	36
7024_3	k141_69298	2633	3916	-	1284	27
7024_4	k141_69298	3930	5153	-	1224	50
7025_1	k141_62028	1	231	+	231	1
7025_2	k141_62028	237	686	+	450	6
7025_3	k141_62028	694	1194	+	501	11
7026_1	k141_19521	3	1421	+	1419	51
7026_2	k141_19521	1639	2130	+	492	15
7026_3	k141_19521	2143	2367	+	225	8
7027_1	k141_69299	3	827	+	825	6
7027_2	k141_69299	840	1292	+	453	1
7028_1	k141_54675	3	611	-	609	25
7028_2	k141_54675	644	1153	-	510	6
7028_3	k141_54675	1192	2490	-	1299	27
7028_4	k141_54675	2491	2820	-	330	1
7028_5	k141_54675	2801	3067	-	267	0
7029_1	k141_19522	3	125	+	123	0
7029_2	k141_19522	232	972	+	741	7
7030_1	k141_15820	2	346	+	345	11
7030_2	k141_15820	363	2246	+	1884	76
7030_3	k141_15820	2330	2398	+	69	0
7031_1	k141_51529	2	307	-	306	5
7031_2	k141_51529	456	1817	-	1362	58
7031_3	k141_51529	1924	2154	-	231	4
7032_1	k141_33613	2	1393	+	1392	42
7032_2	k141_33613	1386	3092	+	1707	52
7032_3	k141_33613	3282	3872	+	591	34
7032_4	k141_33613	3940	4134	+	195	4
7032_5	k141_33613	4214	5104	+	891	33
7033_1	k141_23299	122	970	+	849	13
7033_2	k141_23299	1138	1578	-	441	6
7033_3	k141_23299	1679	1879	-	201	2
7034_1	k141_37339	59	745	+	687	11
7034_2	k141_37339	801	2807	-	2007	38
7034_3	k141_37339	3000	3740	-	741	27
7034_4	k141_37339	3742	4104	-	363	4
7035_1	k141_19524	1	198	+	198	4
7035_2	k141_19524	195	1256	+	1062	43
7036_1	k141_5258	60	767	+	708	38
7036_2	k141_5258	889	1215	+	327	11
7037_1	k141_30377	2	94	-	93	41
7037_2	k141_30377	830	1372	-	543	76
7037_3	k141_30377	1383	1523	-	141	11
7037_4	k141_30377	1679	2194	+	516	75
7037_5	k141_30377	2246	2662	-	417	64
7037_6	k141_30377	2685	2900	-	216	40
7037_7	k141_30377	2939	3067	-	129	13
7037_8	k141_30377	3082	3246	-	165	12
7037_9	k141_30377	3417	4751	-	1335	459
7037_10	k141_30377	4781	5443	-	663	196
7037_11	k141_30377	5458	6198	-	741	160
7037_12	k141_30377	6200	6931	-	732	207
7037_13	k141_30377	6924	7433	-	510	92
7038_1	k141_54682	1	402	+	402	6
7038_2	k141_54682	566	1084	+	519	4
7039_1	k141_19525	3	149	+	147	2
7039_2	k141_19525	214	1353	-	1140	7
7040_1	k141_51533	3	200	+	198	1
7040_2	k141_51533	203	385	+	183	18
7040_3	k141_51533	480	638	+	159	32
7040_4	k141_51533	723	893	+	171	9
7040_5	k141_51533	918	1193	+	276	33
7040_6	k141_51533	1279	1503	+	225	9
7040_7	k141_51533	1520	1741	+	222	9
7041_1	k141_47496	1	927	+	927	180
7041_2	k141_47496	944	1972	+	1029	217
7041_3	k141_47496	2134	2436	+	303	98
7042_1	k141_8894	1	456	+	456	14
7042_2	k141_8894	464	1327	+	864	65
7042_3	k141_8894	1328	2080	+	753	45
7042_4	k141_8894	2136	2804	+	669	83
7042_5	k141_8894	2828	3709	+	882	67
7042_6	k141_8894	3713	3847	+	135	2
7042_7	k141_8894	3930	4973	+	1044	96
7042_8	k141_8894	4990	5856	+	867	95
7042_9	k141_8894	5867	6739	+	873	48
7042_10	k141_8894	6753	7802	+	1050	89
7042_11	k141_8894	7827	9521	+	1695	173
7042_12	k141_8894	9496	9819	+	324	13
7042_13	k141_8894	9836	10735	+	900	67
7042_14	k141_8894	10686	12431	+	1746	108
7043_1	k141_54683	107	679	-	573	1
7043_2	k141_54683	698	1141	-	444	3
7043_3	k141_54683	1157	1246	-	90	0
7044_1	k141_30379	1	279	+	279	6
7044_2	k141_30379	355	1011	-	657	15
7044_3	k141_30379	1050	1499	-	450	6
7045_1	k141_33622	2	1246	+	1245	18
7046_1	k141_69310	2	1492	+	1491	68
7046_2	k141_69310	1544	1723	-	180	0
7047_1	k141_5259	2	199	+	198	11
7047_2	k141_5259	403	666	+	264	10
7047_3	k141_5259	670	1719	+	1050	35
7047_4	k141_5259	1735	2355	-	621	36
7047_5	k141_5259	2360	3472	-	1113	27
7047_6	k141_5259	3694	4296	+	603	22
7048_1	k141_8899	2	931	-	930	28
7048_2	k141_8899	1055	1369	-	315	7
7049_1	k141_30380	2	103	-	102	1
7049_2	k141_30380	265	1224	-	960	31
7049_3	k141_30380	1255	1848	-	594	25
7049_4	k141_30380	1909	2079	-	171	9
7050_1	k141_69311	2	1264	-	1263	15
7051_1	k141_37350	3	896	+	894	48
7051_2	k141_37350	1093	2019	+	927	42
7052_1	k141_30381	2	412	+	411	2
7052_2	k141_30381	409	825	+	417	11
7052_3	k141_30381	889	1065	-	177	8
7053_1	k141_8900	2	193	+	192	0
7053_2	k141_8900	235	1284	-	1050	12
7054_1	k141_47503	3	140	+	138	15
7054_2	k141_47503	240	2573	-	2334	458
7055_1	k141_5263	2	658	+	657	11
7055_2	k141_5263	809	1060	+	252	0
7056_1	k141_8901	1	183	+	183	3
7056_2	k141_8901	180	1061	-	882	8
7057_1	k141_23314	1	636	+	636	274
7057_2	k141_23314	838	1278	+	441	78
7057_3	k141_23314	1295	1489	+	195	7
7058_1	k141_69315	3	140	-	138	4
7058_2	k141_69315	176	1138	-	963	39
7059_1	k141_37354	2	652	+	651	14
7059_2	k141_37354	646	1365	+	720	47
7059_3	k141_37354	1389	2192	+	804	25
7060_1	k141_5266	2	1294	+	1293	42
7060_2	k141_5266	1291	1554	+	264	11
7060_3	k141_5266	1532	2095	+	564	6
7060_4	k141_5266	2180	2431	+	252	6
7061_1	k141_44631	117	1058	-	942	53
7061_2	k141_44631	1179	2327	-	1149	99
7061_3	k141_44631	2418	2636	+	219	17
7061_4	k141_44631	2832	4061	-	1230	71
7061_5	k141_44631	4071	5183	-	1113	125
7061_6	k141_44631	5292	6146	-	855	89
7061_7	k141_44631	6158	7036	-	879	66
7061_8	k141_44631	7186	8439	-	1254	190
7061_9	k141_44631	8718	9182	+	465	60
7061_10	k141_44631	9240	10547	+	1308	134
7061_11	k141_44631	10522	12126	+	1605	189
7061_12	k141_44631	12446	12697	-	252	75
7062_1	k141_30392	2	793	+	792	9
7062_2	k141_30392	829	1278	+	450	1
7063_1	k141_23319	2	634	+	633	19
7063_2	k141_23319	639	1256	+	618	20
7064_1	k141_1991	67	1185	+	1119	81
7064_2	k141_1991	1210	2112	+	903	64
7064_3	k141_1991	2246	3268	+	1023	51
7064_4	k141_1991	3360	3530	-	171	7
7064_5	k141_1991	3720	4298	-	579	49
7064_6	k141_1991	4495	5610	+	1116	83
7064_7	k141_1991	5733	6545	+	813	58
7064_8	k141_1991	6585	9512	+	2928	259
7064_9	k141_1991	9630	10076	-	447	43
7064_10	k141_1991	10331	11275	+	945	90
7064_11	k141_1991	11310	12335	+	1026	99
7064_12	k141_1991	12335	13852	+	1518	115
7064_13	k141_1991	13855	14907	+	1053	104
7064_14	k141_1991	14909	15838	+	930	55
7064_15	k141_1991	15885	16886	+	1002	89
7064_16	k141_1991	17134	18750	+	1617	132
7064_17	k141_1991	18747	20534	+	1788	203
7064_18	k141_1991	20531	21538	+	1008	93
7064_19	k141_1991	21696	22670	+	975	108
7064_20	k141_1991	22692	24203	+	1512	155
7064_21	k141_1991	24215	25192	+	978	107
7064_22	k141_1991	25340	26509	+	1170	134
7064_23	k141_1991	26713	28179	+	1467	197
7064_24	k141_1991	28248	28406	+	159	52
7064_25	k141_1991	28838	29221	-	384	30
7064_26	k141_1991	29269	29898	-	630	24
7064_27	k141_1991	29888	30565	-	678	38
7064_28	k141_1991	31096	32583	+	1488	158
7064_29	k141_1991	32580	33158	+	579	37
7064_30	k141_1991	33216	34229	+	1014	82
7064_31	k141_1991	34354	35148	+	795	50
7064_32	k141_1991	35256	35903	+	648	79
7064_33	k141_1991	35905	37089	+	1185	108
7064_34	k141_1991	37082	37855	+	774	51
7064_35	k141_1991	38040	40133	+	2094	170
7064_36	k141_1991	40191	41570	-	1380	181
7064_37	k141_1991	41641	42855	-	1215	114
7064_38	k141_1991	43141	44058	+	918	121
7064_39	k141_1991	44274	46541	+	2268	276
7064_40	k141_1991	46747	47583	-	837	126
7064_41	k141_1991	47811	48536	+	726	66
7064_42	k141_1991	48768	50009	+	1242	122
7064_43	k141_1991	50064	50423	+	360	35
7064_44	k141_1991	50629	50985	+	357	27
7064_45	k141_1991	50993	51862	-	870	66
7064_46	k141_1991	51883	52551	-	669	34
7064_47	k141_1991	52557	53777	-	1221	131
7064_48	k141_1991	53933	54805	+	873	67
7064_49	k141_1991	54873	55340	+	468	11
7064_50	k141_1991	55481	56605	+	1125	55
7064_51	k141_1991	57047	58318	+	1272	138
7064_52	k141_1991	58486	58857	+	372	31
7065_1	k141_37355	2	529	-	528	15
7065_2	k141_37355	786	1886	-	1101	39
7066_1	k141_51541	2	1225	+	1224	47
7066_2	k141_51541	1404	1889	-	486	17
7066_3	k141_51541	1902	2690	-	789	22
7066_4	k141_51541	2752	4035	-	1284	46
7066_5	k141_51541	4219	6057	-	1839	36
7066_6	k141_51541	6090	6536	-	447	9
7067_1	k141_69320	1	180	+	180	1
7067_2	k141_69320	177	617	+	441	6
7067_3	k141_69320	649	1980	+	1332	23
7068_1	k141_15822	2	109	-	108	1
7068_2	k141_15822	258	839	+	582	23
7068_3	k141_15822	841	1032	+	192	11
7068_4	k141_15822	1322	1870	-	549	7
7068_5	k141_15822	2068	2205	-	138	4
7069_1	k141_12634	3	203	+	201	9
7069_2	k141_12634	321	1523	+	1203	66
7069_3	k141_12634	1601	2410	-	810	56
7069_4	k141_12634	2513	4174	-	1662	120
7069_5	k141_12634	4313	6550	-	2238	163
7069_6	k141_12634	6608	9931	+	3324	243
7069_7	k141_12634	10057	12732	+	2676	231
7069_8	k141_12634	12827	13948	+	1122	74
7069_9	k141_12634	14229	14840	+	612	55
7069_10	k141_12634	14935	16440	+	1506	84
7069_11	k141_12634	16442	17284	+	843	43
7069_12	k141_12634	17418	18785	-	1368	101
7069_13	k141_12634	18892	19539	+	648	63
7069_14	k141_12634	19646	21127	+	1482	74
7069_15	k141_12634	21232	22014	+	783	49
7069_16	k141_12634	22363	23799	+	1437	74
7069_17	k141_12634	23664	24560	-	897	88
7069_18	k141_12634	24616	25209	-	594	50
7069_19	k141_12634	25596	25775	+	180	62
7069_20	k141_12634	26012	26215	-	204	11
7069_21	k141_12634	26367	26909	-	543	52
7069_22	k141_12634	27466	28338	+	873	64
7069_23	k141_12634	28404	29471	+	1068	51
7069_24	k141_12634	29479	32088	+	2610	127
7069_25	k141_12634	32119	32841	+	723	73
7069_26	k141_12634	32987	34081	+	1095	64
7069_27	k141_12634	34078	35250	+	1173	112
7069_28	k141_12634	35261	36217	+	957	70
7069_29	k141_12634	36207	37502	+	1296	76
7069_30	k141_12634	37552	38520	+	969	57
7069_31	k141_12634	38520	39035	+	516	29
7069_32	k141_12634	39131	40369	+	1239	76
7069_33	k141_12634	40480	41967	+	1488	95
7069_34	k141_12634	42000	42509	+	510	24
7069_35	k141_12634	42522	43325	+	804	30
7069_36	k141_12634	43423	45213	-	1791	74
7069_37	k141_12634	45384	46691	+	1308	61
7069_38	k141_12634	46776	47135	+	360	37
7070_1	k141_44634	1	648	-	648	16
7070_2	k141_44634	721	1461	-	741	20
7070_3	k141_44634	1400	1549	-	150	6
7070_4	k141_44634	1534	1605	-	72	0
7071_1	k141_8909	2	745	-	744	103
7071_2	k141_8909	1360	2607	+	1248	28
7071_3	k141_8909	2662	3048	+	387	22
7071_4	k141_8909	2895	3296	-	402	32
7072_1	k141_44635	2	721	+	720	51
7072_2	k141_44635	708	1115	+	408	18
7073_1	k141_15826	3	971	-	969	9
7074_1	k141_5272	3	578	+	576	8
7074_2	k141_5272	585	2024	+	1440	33
7074_3	k141_5272	2097	2474	+	378	16
7075_1	k141_51547	1	246	-	246	5
7075_2	k141_51547	277	999	-	723	24
7075_3	k141_51547	1136	1237	-	102	0
7076_1	k141_69329	3	1370	-	1368	35
7077_1	k141_1992	171	914	-	744	30
7077_2	k141_1992	1088	2284	+	1197	55
7077_3	k141_1992	2571	2975	+	405	26
7077_4	k141_1992	2966	3544	+	579	13
7077_5	k141_1992	3588	4076	-	489	13
7077_6	k141_1992	4201	4476	-	276	1
7078_1	k141_69331	3	629	+	627	1
7078_2	k141_69331	643	1233	+	591	13
7079_1	k141_47511	1	78	-	78	22
7079_2	k141_47511	415	1149	+	735	71
7079_3	k141_47511	1205	2050	-	846	63
7079_4	k141_47511	2250	3917	-	1668	145
7079_5	k141_47511	4171	4662	+	492	53
7080_1	k141_30406	1	1164	-	1164	34
7080_2	k141_30406	1177	1554	-	378	5
7081_1	k141_12646	1	1119	+	1119	22
7081_2	k141_12646	1209	1355	-	147	0
7082_1	k141_8916	3	1964	+	1962	78
7082_2	k141_8916	2249	2557	-	309	22
7082_3	k141_8916	2544	3299	-	756	17
7083_1	k141_69334	1	369	+	369	6
7083_2	k141_69334	695	1162	+	468	7
7084_1	k141_15840	6	1145	-	1140	42
7085_1	k141_54722	1	447	-	447	20
7085_2	k141_54722	500	733	-	234	10
7085_3	k141_54722	808	1551	-	744	28
7085_4	k141_54722	1541	1966	-	426	9
7085_5	k141_54722	1963	2193	-	231	0
7086_1	k141_1997	3	161	-	159	0
7086_2	k141_1997	658	1188	-	531	10
7087_1	k141_12648	2	676	-	675	13
7087_2	k141_12648	1092	1742	-	651	26
7088_1	k141_40446	1	225	+	225	20
7088_2	k141_40446	212	934	+	723	226
7088_3	k141_40446	1166	2491	+	1326	214
7088_4	k141_40446	2520	4529	+	2010	583
7088_5	k141_40446	4551	5375	+	825	220
7088_6	k141_40446	5365	7506	+	2142	651
7088_7	k141_40446	7533	7637	+	105	8
7088_8	k141_40446	8046	8357	+	312	119
7088_9	k141_40446	8370	9437	+	1068	228
7088_10	k141_40446	9434	11383	+	1950	462
7088_11	k141_40446	11396	11836	+	441	99
7088_12	k141_40446	11854	12162	+	309	60
7088_13	k141_40446	12190	12777	+	588	183
7088_14	k141_40446	12770	14536	+	1767	447
7088_15	k141_40446	14552	15937	+	1386	392
7088_16	k141_40446	15953	16573	+	621	186
7088_17	k141_40446	16777	16974	+	198	57
7088_18	k141_40446	17042	17629	+	588	148
7088_19	k141_40446	17743	18939	+	1197	286
7088_20	k141_40446	19148	20032	-	885	227
7088_21	k141_40446	20203	20598	+	396	115
7088_22	k141_40446	20715	21893	-	1179	273
7089_1	k141_51557	2	889	+	888	21
7089_2	k141_51557	1075	2586	+	1512	47
7090_1	k141_51558	130	363	+	234	12
7090_2	k141_51558	507	707	+	201	17
7090_3	k141_51558	726	881	+	156	0
7090_4	k141_51558	833	1339	+	507	13
7090_5	k141_51558	1345	1461	+	117	0
7091_1	k141_54727	1	354	+	354	3
7091_2	k141_54727	386	739	-	354	10
7091_3	k141_54727	1034	1495	+	462	23
7091_4	k141_54727	1579	1653	+	75	0
7092_1	k141_40450	1	585	+	585	4
7092_2	k141_40450	575	1408	+	834	11
7092_3	k141_40450	1410	1517	+	108	0
7093_1	k141_5275	91	1803	+	1713	55
7093_2	k141_5275	2520	4463	-	1944	78
7093_3	k141_5275	4615	5574	-	960	48
7093_4	k141_5275	5659	6087	-	429	15
7093_5	k141_5275	6357	8366	-	2010	70
7093_6	k141_5275	8363	8596	-	234	6
7094_1	k141_15845	1	660	+	660	4
7094_2	k141_15845	678	1811	+	1134	38
7094_3	k141_15845	1902	2210	+	309	13
