# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/M17_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/M17_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/M17_1.bam	RPKM
4734_46	k141_1374	48909	49484	+	576	1801	200.969
4734_47	k141_1374	49477	50436	+	960	2496	167.114
4734_48	k141_1374	50433	51578	+	1146	2832	158.835
4734_49	k141_1374	51587	52381	+	795	1922	155.391
4734_50	k141_1374	52378	53145	+	768	2064	172.738
4734_51	k141_1374	53340	55952	-	2613	8275	203.548
4734_52	k141_1374	56218	57420	+	1203	4357	232.788
4734_53	k141_1374	57589	58989	+	1401	4300	197.274
4734_54	k141_1374	59592	60680	+	1089	3704	218.616
4734_55	k141_1374	60865	62055	+	1191	3907	210.848
4734_56	k141_1374	62105	62752	-	648	1964	194.807
4734_57	k141_1374	62779	63327	-	549	1758	205.819
4734_58	k141_1374	63508	65355	-	1848	6535	227.291
4734_59	k141_1374	65616	70076	-	4461	14570	209.926
4734_60	k141_1374	70076	70780	-	705	1617	147.421
4734_61	k141_1374	70761	72083	-	1323	3525	171.253
4734_62	k141_1374	72080	72865	-	786	2454	200.674
4734_63	k141_1374	73001	73780	+	780	1989	163.9
4734_64	k141_1374	73757	74650	-	894	2810	202.026
4734_65	k141_1374	74804	75550	-	747	2714	233.522
4734_66	k141_1374	75547	75729	-	183	299	105.017
4734_67	k141_1374	75781	77013	-	1233	3517	183.336
4734_68	k141_1374	77050	78036	-	987	2382	155.118
4734_69	k141_1374	78033	79781	-	1749	5491	201.79
4734_70	k141_1374	79818	82082	-	2265	7849	222.733
4734_71	k141_1374	82288	82572	-	285	1011	228.005
4734_72	k141_1374	82732	84405	-	1674	5463	209.756
4734_73	k141_1374	84516	85199	-	684	2399	225.431
4734_74	k141_1374	85372	86136	-	765	2386	200.469
4734_75	k141_1374	86306	87589	-	1284	4061	203.286
4734_76	k141_1374	87660	88748	-	1089	3638	214.721
4734_77	k141_1374	88947	89639	-	693	2411	223.616
4734_78	k141_1374	89769	91529	+	1761	5454	199.065
4734_79	k141_1374	91596	92792	+	1197	2931	157.384
4734_80	k141_1374	92847	95129	+	2283	8062	226.974
4734_81	k141_1374	95321	96061	+	741	2411	209.131
4734_82	k141_1374	96158	97306	-	1149	4150	232.149
4734_83	k141_1374	97620	98246	+	627	1968	201.742
4734_84	k141_1374	98282	99145	-	864	2598	193.27
4734_85	k141_1374	99147	99764	-	618	1643	170.879
4734_86	k141_1374	99775	102219	-	2445	7672	201.683
4734_87	k141_1374	102458	103750	-	1293	4734	235.325
4734_88	k141_1374	103841	105184	-	1344	4513	215.827
4734_89	k141_1374	105195	105806	-	612	1860	195.344
4734_90	k141_1374	105965	110008	-	4044	13661	217.125
4734_91	k141_1374	110143	110637	-	495	2037	264.499
4734_92	k141_1374	111076	112146	+	1071	3982	238.974
4734_93	k141_1374	112269	114035	+	1767	5544	201.663
4734_94	k141_1374	114036	115757	+	1722	5782	215.816
4734_95	k141_1374	115799	116503	+	705	2757	251.354
4734_96	k141_1374	116788	117006	+	219	1379	404.724
4734_97	k141_1374	117513	118340	-	828	3002	233.034
4734_98	k141_1374	118425	118622	-	198	447	145.105
4734_99	k141_1374	118642	119130	-	489	1390	182.703
4734_100	k141_1374	119127	119558	-	432	1322	196.692
4735_1	k141_19018	3	149	+	147	0	0
4735_2	k141_19018	350	1183	+	834	0	0
4735_3	k141_19018	1180	1959	+	780	3	0.24721
4735_4	k141_19018	1985	3079	+	1095	0	0
4735_5	k141_19018	3073	4311	+	1239	1	0.0518761
4735_6	k141_19018	4354	5667	+	1314	3	0.146745
4735_7	k141_19018	5667	7313	+	1647	0	0
4735_8	k141_19018	7276	7956	+	681	2	0.188765
4735_9	k141_19018	7959	9761	+	1803	3	0.106946
4735_10	k141_19018	9748	10686	+	939	0	0
4735_11	k141_19018	10683	11054	+	372	2	0.345562
4735_12	k141_19018	11065	12003	+	939	0	0
4735_13	k141_19018	12021	12920	+	900	0	0
4735_14	k141_19018	13114	16449	+	3336	0	0
4735_15	k141_19018	16474	19629	+	3156	0	0
4735_16	k141_19018	19704	21230	+	1527	2	0.084184
4735_17	k141_19018	21230	22732	+	1503	0	0
4735_18	k141_19018	22729	23964	+	1236	0	0
4735_19	k141_19018	24023	24589	+	567	0	0
4735_20	k141_19018	24543	25754	-	1212	1	0.0530318
4735_21	k141_19018	25973	27076	-	1104	0	0
4735_22	k141_19018	27212	27658	+	447	0	0
4735_23	k141_19018	27651	28076	+	426	0	0
4735_24	k141_19018	28268	29356	+	1089	0	0
4735_25	k141_19018	29950	31626	+	1677	0	0
4735_26	k141_19018	31580	32422	+	843	0	0
4735_27	k141_19018	32785	33726	-	942	0	0
4735_28	k141_19018	34373	35665	+	1293	2	0.0994192
4735_29	k141_19018	35752	37038	+	1287	0	0
4735_30	k141_19018	37205	37660	+	456	0	0
4735_31	k141_19018	37688	38938	+	1251	0	0
4735_32	k141_19018	38954	39595	+	642	0	0
4735_33	k141_19018	39700	40374	+	675	2	0.190443
4736_1	k141_5874	1	720	+	720	0	0
4736_2	k141_5874	751	1446	+	696	0	0
4736_3	k141_5874	1462	2055	+	594	0	0
4736_4	k141_5874	2076	2978	+	903	0	0
4736_5	k141_5874	2911	3372	-	462	0	0
4737_1	k141_28966	2	208	+	207	0	0
4737_2	k141_28966	201	566	+	366	0	0
4737_3	k141_28966	586	1113	+	528	3	0.365196
4738_1	k141_38282	2	985	-	984	6	0.391918
4739_1	k141_40696	1	780	+	780	0	0
4739_2	k141_40696	890	1039	-	150	0	0
4740_1	k141_1375	1	600	+	600	0	0
4740_2	k141_1375	781	1680	+	900	0	0
4741_1	k141_21679	3	257	-	255	0	0
4741_2	k141_21679	337	690	-	354	0	0
4741_3	k141_21679	864	2609	-	1746	0	0
4741_4	k141_21679	2656	2814	-	159	0	0
4741_5	k141_21679	2931	3113	+	183	0	0
4742_1	k141_5878	1	741	-	741	0	0
4743_1	k141_1376	2	544	-	543	0	0
4743_2	k141_1376	561	1067	-	507	0	0
4744_1	k141_19019	1	2457	-	2457	40	1.04639
4745_1	k141_21680	64	1041	+	978	0	0
4746_1	k141_45222	135	968	+	834	0	0
4746_2	k141_45222	1356	2651	-	1296	0	0
4746_3	k141_45222	2848	5319	+	2472	0	0
4746_4	k141_45222	5316	5528	+	213	0	0
4746_5	k141_45222	5752	6939	-	1188	1	0.0541031
4746_6	k141_45222	6952	8013	-	1062	0	0
4746_7	k141_45222	8055	9365	-	1311	0	0
4747_1	k141_40698	1	1161	+	1161	2	0.110723
4748_1	k141_1377	1	240	+	240	0	0
4748_2	k141_1377	233	1003	+	771	0	0
4749_1	k141_38286	1	438	+	438	0	0
4749_2	k141_38286	604	1380	-	777	3	0.248164
4750_1	k141_38287	1	507	-	507	0	0
4750_2	k141_38287	510	1028	-	519	0	0
4751_1	k141_40699	55	621	-	567	0	0
4751_2	k141_40699	664	1725	-	1062	0	0
4752_1	k141_7993	3	836	+	834	0	0
4752_2	k141_7993	1050	1892	-	843	0	0
4753_1	k141_19020	272	1123	-	852	36	2.71582
4753_2	k141_19020	1123	2091	-	969	47	3.11755
4753_3	k141_19020	2088	2444	-	357	24	4.32098
4754_1	k141_21682	90	914	+	825	0	0
4754_2	k141_21682	911	2944	+	2034	0	0
4755_1	k141_1380	1	1533	+	1533	15	0.628909
4756_1	k141_28969	1	1119	+	1119	0	0
4756_2	k141_28969	1233	2594	+	1362	0	0
4756_3	k141_28969	2591	3781	+	1191	0	0
4756_4	k141_28969	3794	4519	+	726	0	0
4757_1	k141_45230	2	115	+	114	0	0
4757_2	k141_45230	439	1011	+	573	3	0.336516
4758_1	k141_33390	1	684	+	684	0	0
4758_2	k141_33390	698	1060	+	363	0	0
4758_3	k141_33390	1136	1438	-	303	0	0
4758_4	k141_33390	1481	1612	-	132	0	0
4759_1	k141_7995	88	2016	-	1929	26	0.866323
4760_1	k141_45233	2	1318	-	1317	0	0
4761_1	k141_33392	1	1116	-	1116	0	0
4761_2	k141_33392	1249	1317	-	69	0	0
4762_1	k141_17373	173	1150	-	978	1	0.0657204
4762_2	k141_17373	1258	4020	+	2763	2	0.0465252
4762_3	k141_17373	4381	4545	+	165	1	0.389542
4762_4	k141_17373	4652	5029	+	378	0	0
4762_5	k141_17373	5500	8031	+	2532	2	0.0507698
4762_6	k141_17373	8035	8244	+	210	0	0
4762_7	k141_17373	8195	8536	+	342	3	0.563811
4762_8	k141_17373	8657	8935	-	279	3	0.691124
4762_9	k141_17373	8950	9786	+	837	1	0.0767915
4762_10	k141_17373	9930	11033	+	1104	2	0.116439
4762_11	k141_17373	11052	11915	+	864	0	0
4762_12	k141_17373	11996	14659	-	2664	2	0.0482541
4762_13	k141_17373	14704	15843	-	1140	6	0.338287
4762_14	k141_17373	15969	17810	+	1842	1	0.0348939
4762_15	k141_17373	17846	19969	-	2124	6	0.181566
4762_16	k141_17373	20099	21589	-	1491	3	0.129325
4762_17	k141_17373	21701	23116	-	1416	0	0
4762_18	k141_17373	23417	24223	+	807	0	0
4762_19	k141_17373	24351	25097	+	747	0	0
4762_20	k141_17373	25293	25907	+	615	2	0.209023
4762_21	k141_17373	26166	27671	+	1506	3	0.128037
4762_22	k141_17373	28356	28895	-	540	0	0
4762_23	k141_17373	28929	29360	-	432	1	0.148784
4762_24	k141_17373	29360	30625	-	1266	1	0.0507698
4762_25	k141_17373	30846	31793	+	948	2	0.1356
4762_26	k141_17373	31858	33006	+	1149	4	0.223758
4762_27	k141_17373	33514	33660	+	147	0	0
4762_28	k141_17373	33854	34498	+	645	2	0.199301
4762_29	k141_17373	34501	36024	+	1524	2	0.0843497
4762_30	k141_17373	36107	36715	+	609	0	0
4762_31	k141_17373	36741	37247	+	507	1	0.126774
4762_32	k141_17373	37261	39168	+	1908	1	0.0336868
4762_33	k141_17373	39436	40143	+	708	1	0.0907832
4762_34	k141_17373	40233	41045	+	813	2	0.158117
4762_35	k141_17373	41058	42014	+	957	0	0
4762_36	k141_17373	42082	42894	-	813	0	0
4762_37	k141_17373	42901	44868	-	1968	1	0.0326598
4762_38	k141_17373	44934	46442	-	1509	0	0
4762_39	k141_17373	46650	47732	-	1083	0	0
4762_40	k141_17373	47722	48984	-	1263	1	0.0508903
4762_41	k141_17373	49007	49243	-	237	0	0
4762_42	k141_17373	49260	49373	+	114	0	0
4762_43	k141_17373	49469	50071	+	603	1	0.106591
4762_44	k141_17373	50118	51248	+	1131	0	0
4762_45	k141_17373	51981	52982	+	1002	1	0.0641462
4762_46	k141_17373	53304	54275	-	972	3	0.198378
4762_47	k141_17373	54354	55313	+	960	0	0
4762_48	k141_17373	55359	56486	+	1128	1	0.0569809
4763_1	k141_19031	1	171	+	171	0	0
4763_2	k141_19031	304	789	+	486	0	0
4763_3	k141_19031	921	1700	-	780	4	0.329613
4764_1	k141_21686	3	86	-	84	0	0
4764_2	k141_21686	132	1373	+	1242	0	0
4764_3	k141_21686	1370	2092	+	723	0	0
4764_4	k141_21686	2181	2543	-	363	0	0
4765_1	k141_45234	2	358	-	357	0	0
4765_2	k141_45234	451	1074	+	624	0	0
4765_3	k141_45234	1086	1895	+	810	0	0
4765_4	k141_45234	1898	2308	-	411	0	0
4766_1	k141_24376	3	212	+	210	0	0
4766_2	k141_24376	338	5566	+	5229	0	0
4766_3	k141_24376	5567	7105	+	1539	0	0
4766_4	k141_24376	7176	8462	+	1287	0	0
4766_5	k141_24376	8541	10190	-	1650	0	0
4766_6	k141_24376	10214	10867	-	654	0	0
4766_7	k141_24376	10928	12199	-	1272	3	0.151591
4766_8	k141_24376	12192	13415	-	1224	0	0
4766_9	k141_24376	13579	17301	+	3723	5	0.0863209
4766_10	k141_24376	17308	18600	+	1293	0	0
4766_11	k141_24376	18597	19706	+	1110	0	0
4766_12	k141_24376	19708	21492	+	1785	1	0.0360081
4766_13	k141_24376	21513	22109	+	597	3	0.322987
4766_14	k141_24376	22228	22821	+	594	1	0.108206
4766_15	k141_24376	22843	23217	+	375	1	0.171399
4767_1	k141_7999	3	1169	+	1167	0	0
4768_1	k141_15218	241	1476	+	1236	0	0
4768_2	k141_15218	1776	3797	+	2022	0	0
4768_3	k141_15218	3978	4322	+	345	0	0
4768_4	k141_15218	4394	4618	-	225	0	0
4768_5	k141_15218	4647	6533	-	1887	0	0
4768_6	k141_15218	6648	7472	+	825	0	0
4768_7	k141_15218	7731	8228	-	498	1	0.129065
4768_8	k141_15218	8282	8635	-	354	0	0
4768_9	k141_15218	8814	9446	+	633	0	0
4768_10	k141_15218	9605	11323	+	1719	0	0
4769_1	k141_8001	3	1106	-	1104	1	0.0582197
4770_1	k141_45237	2	1669	+	1668	0	0
4771_1	k141_15222	69	1106	-	1038	0	0
4772_1	k141_19036	73	705	-	633	0	0
4772_2	k141_19036	899	1864	-	966	0	0
4773_1	k141_42755	2	412	-	411	0	0
4773_2	k141_42755	554	1564	+	1011	0	0
4773_3	k141_42755	1718	2053	+	336	0	0
4773_4	k141_42755	2074	2457	+	384	0	0
4773_5	k141_42755	2454	2870	+	417	0	0
4773_6	k141_42755	2867	3667	+	801	0	0
4773_7	k141_42755	3786	4709	+	924	0	0
4773_8	k141_42755	4715	5644	+	930	0	0
4773_9	k141_42755	5693	6493	+	801	0	0
4773_10	k141_42755	6737	7249	-	513	0	0
4773_11	k141_42755	7280	7432	-	153	0	0
4773_12	k141_42755	8239	8940	-	702	0	0
4773_13	k141_42755	9052	11241	-	2190	0	0
4773_14	k141_42755	11581	13149	-	1569	1	0.0409653
4773_15	k141_42755	13263	15467	+	2205	0	0
4773_16	k141_42755	15549	17018	+	1470	0	0
4773_17	k141_42755	17027	18022	+	996	0	0
4773_18	k141_42755	18019	19206	+	1188	0	0
4773_19	k141_42755	19190	20440	+	1251	0	0
4773_20	k141_42755	20698	22638	+	1941	0	0
4773_21	k141_42755	22653	23921	+	1269	0	0
4773_22	k141_42755	23939	25345	+	1407	0	0
4773_23	k141_42755	25488	25859	+	372	0	0
4773_24	k141_42755	25874	26830	+	957	0	0
4773_25	k141_42755	26841	28106	+	1266	0	0
4773_26	k141_42755	28148	29308	+	1161	0	0
4773_27	k141_42755	29310	29960	+	651	0	0
4773_28	k141_42755	29995	30750	+	756	1	0.0850192
4773_29	k141_42755	30771	31415	+	645	0	0
4773_30	k141_42755	31653	32378	-	726	0	0
4773_31	k141_42755	32897	33787	+	891	1	0.0721375
4773_32	k141_42755	34303	35736	+	1434	2	0.0896437
4773_33	k141_42755	35835	36245	-	411	0	0
4773_34	k141_42755	36251	37729	-	1479	0	0
4773_35	k141_42755	38028	38606	+	579	0	0
4773_36	k141_42755	38611	40083	-	1473	0	0
4773_37	k141_42755	40138	41529	-	1392	0	0
4773_38	k141_42755	41676	43334	-	1659	0	0
4773_39	k141_42755	43625	44599	-	975	0	0
4773_40	k141_42755	44612	45280	-	669	0	0
4773_41	k141_42755	45315	45797	-	483	0	0
4773_42	k141_42755	45852	47045	-	1194	0	0
4773_43	k141_42755	47049	48284	-	1236	0	0
4773_44	k141_42755	48478	48702	+	225	0	0
4773_45	k141_42755	48807	49946	-	1140	0	0
4773_46	k141_42755	50143	51345	+	1203	0	0
4773_47	k141_42755	51347	52594	+	1248	0	0
4774_1	k141_1384	3	773	+	771	0	0
4774_2	k141_1384	860	1558	+	699	0	0
4774_3	k141_1384	1683	2276	+	594	0	0
4774_4	k141_1384	2336	3853	-	1518	0	0
4774_5	k141_1384	3871	6459	-	2589	0	0
4775_1	k141_12283	2	118	+	117	0	0
4775_2	k141_12283	382	1563	+	1182	0	0
4775_3	k141_12283	1791	2063	+	273	0	0
4775_4	k141_12283	2063	2389	+	327	0	0
4775_5	k141_12283	2832	3224	+	393	0	0
4775_6	k141_12283	3229	3609	+	381	0	0
4775_7	k141_12283	3609	4610	+	1002	0	0
4775_8	k141_12283	4607	6616	+	2010	0	0
4775_9	k141_12283	6820	6984	+	165	0	0
4775_10	k141_12283	7528	7947	+	420	0	0
4775_11	k141_12283	7971	8735	+	765	0	0
4775_12	k141_12283	8819	9811	+	993	0	0
4775_13	k141_12283	10097	11608	+	1512	0	0
4775_14	k141_12283	11709	13073	+	1365	0	0
4775_15	k141_12283	13095	14915	+	1821	0	0
4775_16	k141_12283	14989	15636	-	648	0	0
4775_17	k141_12283	16038	17111	+	1074	0	0
4775_18	k141_12283	17130	20285	+	3156	0	0
4775_19	k141_12283	20380	21807	+	1428	0	0
4775_20	k141_12283	21804	22493	+	690	0	0
4775_21	k141_12283	22581	24005	-	1425	0	0
4775_22	k141_12283	24187	25533	-	1347	0	0
4775_23	k141_12283	25548	26204	-	657	0	0
4775_24	k141_12283	26201	26749	-	549	0	0
4775_25	k141_12283	26798	27310	+	513	0	0
4775_26	k141_12283	27355	27912	+	558	0	0
4775_27	k141_12283	27968	28360	-	393	0	0
4775_28	k141_12283	28611	28808	+	198	0	0
4775_29	k141_12283	28816	29955	-	1140	0	0
4775_30	k141_12283	29976	31526	-	1551	0	0
4775_31	k141_12283	31576	31782	-	207	0	0
4775_32	k141_12283	31971	33254	+	1284	0	0
4775_33	k141_12283	33251	34177	+	927	0	0
4776_1	k141_28976	138	932	-	795	10	0.808484
4776_2	k141_28976	913	2436	-	1524	17	0.716973
4776_3	k141_28976	2521	3957	-	1437	21	0.939293
4776_4	k141_28976	3994	5427	-	1434	18	0.806793
4776_5	k141_28976	5458	5631	-	174	1	0.369394
4777_1	k141_38291	3	587	+	585	2124	233.366
4777_2	k141_38291	1087	3177	+	2091	7814	240.192
4777_3	k141_38291	4039	4281	+	243	1868	494.094
4777_4	k141_38291	4572	4940	+	369	2026	352.9
4777_5	k141_38291	4944	5159	+	216	737	219.307
4777_6	k141_38291	5156	5428	+	273	1254	295.239
4777_7	k141_38291	6445	6612	+	168	1088	416.254
4777_8	k141_38291	6622	6969	-	348	1731	319.71
4777_9	k141_38291	7117	7656	-	540	2275	270.786
4777_10	k141_38291	7693	8154	-	462	1807	251.394
4777_11	k141_38291	8570	9025	-	456	1828	257.662
4777_12	k141_38291	9037	9159	-	123	80	41.8046
4778_1	k141_40707	3	350	+	348	0	0
4778_2	k141_40707	389	1045	+	657	0	0
4778_3	k141_40707	1039	1629	-	591	0	0
4778_4	k141_40707	1633	1914	-	282	0	0
4778_5	k141_40707	2178	3566	+	1389	0	0
4778_6	k141_40707	3662	5527	-	1866	0	0
4778_7	k141_40707	5558	7570	-	2013	0	0
4779_1	k141_15224	14	1279	-	1266	0	0
4780_1	k141_42759	2	463	+	462	0	0
4780_2	k141_42759	543	1112	+	570	0	0
4781_1	k141_33409	1	915	-	915	0	0
4782_1	k141_24385	3	380	+	378	0	0
4782_2	k141_24385	391	960	+	570	0	0
4782_3	k141_24385	990	1187	-	198	0	0
4783_1	k141_24386	3	152	+	150	0	0
4783_2	k141_24386	218	463	-	246	0	0
4783_3	k141_24386	797	1009	-	213	0	0
4784_1	k141_26573	3	401	+	399	0	0
4784_2	k141_26573	829	2406	-	1578	0	0
4784_3	k141_26573	2429	2887	-	459	0	0
4784_4	k141_26573	2898	4865	-	1968	0	0
4784_5	k141_26573	4875	6026	-	1152	0	0
4784_6	k141_26573	6232	7386	+	1155	0	0
4784_7	k141_26573	7437	8645	-	1209	0	0
4784_8	k141_26573	8651	9325	-	675	0	0
4784_9	k141_26573	10622	12688	+	2067	0	0
4784_10	k141_26573	12713	14917	+	2205	0	0
4784_11	k141_26573	14966	16306	+	1341	0	0
4784_12	k141_26573	16316	18175	+	1860	0	0
4784_13	k141_26573	18203	18907	+	705	0	0
4784_14	k141_26573	18919	20406	+	1488	0	0
4784_15	k141_26573	20433	22190	-	1758	0	0
4784_16	k141_26573	22391	24751	+	2361	0	0
4784_17	k141_26573	24872	27994	-	3123	0	0
4784_18	k141_26573	28901	30397	+	1497	0	0
4784_19	k141_26573	30458	31654	+	1197	0	0
4784_20	k141_26573	31834	32151	+	318	0	0
4784_21	k141_26573	32093	32749	+	657	0	0
4785_1	k141_42763	2	379	-	378	1	0.170038
4785_2	k141_42763	381	1559	-	1179	9	0.490645
4786_1	k141_15225	3	209	-	207	0	0
4786_2	k141_15225	241	1413	-	1173	4	0.21918
4786_3	k141_15225	1430	2443	-	1014	2	0.126774
4786_4	k141_15225	2496	2753	-	258	0	0
4787_1	k141_38296	3	1310	+	1308	0	0
4788_1	k141_17374	3	1091	+	1089	1	0.0590216
4788_2	k141_17374	1138	2448	+	1311	0	0
4788_3	k141_17374	2498	3652	+	1155	1	0.0556489
4788_4	k141_17374	4025	6034	+	2010	0	0
4788_5	k141_17374	6163	6600	+	438	0	0
4788_6	k141_17374	6864	8267	+	1404	0	0
4789_1	k141_21700	2	964	+	963	0	0
4789_2	k141_21700	976	2946	+	1971	0	0
4790_1	k141_12290	2	148	-	147	0	0
4790_2	k141_12290	336	1649	+	1314	0	0
4791_1	k141_38299	2	904	+	903	4	0.284715
4792_1	k141_26574	136	1245	+	1110	14	0.810669
4792_2	k141_26574	1287	2177	-	891	3	0.216412
4793_1	k141_15226	1	1275	+	1275	0	0
4793_2	k141_15226	1416	2096	-	681	0	0
4794_1	k141_28980	2	2191	-	2190	0	0
4794_2	k141_28980	2188	3885	-	1698	0	0
4794_3	k141_28980	4238	4657	+	420	0	0
4795_1	k141_26575	2	346	+	345	1	0.186303
4795_2	k141_26575	343	1002	+	660	1	0.0973856
4796_1	k141_15227	2	1096	+	1095	0	0
4797_1	k141_8013	1	681	+	681	13	1.22697
4797_2	k141_8013	937	3201	+	2265	9	0.255395
4797_3	k141_8013	3198	3320	-	123	1	0.522557
4798_1	k141_21705	3	1160	-	1158	1	0.0555048
4799_1	k141_5880	2	1081	-	1080	16	0.952215
4799_2	k141_5880	1417	1872	-	456	6	0.845717
4799_3	k141_5880	2069	2611	+	543	1	0.118369
4799_4	k141_5880	2775	3572	-	798	9	0.7249
4799_5	k141_5880	3601	4761	-	1161	5	0.276807
4799_6	k141_5880	5327	6676	-	1350	10	0.476107
4799_7	k141_5880	6742	7797	-	1056	4	0.243464
4799_8	k141_5880	7904	8620	-	717	1	0.0896437
4799_9	k141_5880	8638	9900	-	1263	11	0.559794
4799_10	k141_5880	9925	10896	-	972	2	0.132252
4799_11	k141_5880	10958	11209	-	252	1	0.255058
4799_12	k141_5880	11242	11985	-	744	8	0.691124
4799_13	k141_5880	11987	12931	-	945	5	0.340077
4799_14	k141_5880	12955	13863	-	909	9	0.636381
4799_15	k141_5880	13934	14959	-	1026	7	0.43852
4799_16	k141_5880	14975	15517	-	543	3	0.355108
4799_17	k141_5880	15668	15898	-	231	2	0.556489
4799_18	k141_5880	16044	16880	-	837	5	0.383958
4799_19	k141_5880	16877	17326	-	450	2	0.285664
4799_20	k141_5880	17472	18731	-	1260	4	0.204046
4800_1	k141_24390	92	646	+	555	0	0
4800_2	k141_24390	717	938	+	222	0	0
4800_3	k141_24390	1072	3507	+	2436	0	0
4801_1	k141_15231	3	122	-	120	0	0
4801_2	k141_15231	169	690	+	522	4	0.492525
4801_3	k141_15231	709	1482	+	774	0	0
4802_1	k141_26579	2	88	-	87	0	0
4802_2	k141_26579	85	1251	-	1167	0	0
4802_3	k141_26579	1527	1712	-	186	0	0
4803_1	k141_24392	3	668	-	666	0	0
4803_2	k141_24392	775	1467	+	693	0	0
4804_1	k141_17375	691	975	+	285	36	8.11889
4804_2	k141_17375	988	2445	+	1458	65	2.86546
4804_3	k141_17375	2442	3887	+	1446	46	2.04469
4804_4	k141_17375	3884	4204	+	321	7	1.40162
4804_5	k141_17375	4581	5336	+	756	26	2.2105
4805_1	k141_12295	2	349	+	348	0	0
4805_2	k141_12295	509	1075	-	567	0	0
4805_3	k141_12295	1257	2828	-	1572	0	0
4806_1	k141_33411	2	97	-	96	0	0
4806_2	k141_33411	332	889	+	558	1	0.115187
4806_3	k141_33411	1162	2772	-	1611	0	0
4806_4	k141_33411	2772	3146	-	375	0	0
4806_5	k141_33411	3229	5106	-	1878	0	0
4806_6	k141_33411	5151	6287	-	1137	0	0
4806_7	k141_33411	6364	7029	-	666	0	0
4807_1	k141_40717	2	328	+	327	0	0
4807_2	k141_40717	473	1462	+	990	0	0
4807_3	k141_40717	1618	2811	-	1194	0	0
4807_4	k141_40717	2893	4110	-	1218	0	0
4807_5	k141_40717	4113	6059	-	1947	0	0
4808_1	k141_26581	49	1386	-	1338	0	0
4808_2	k141_26581	1591	1746	+	156	0	0
4809_1	k141_21713	3	1007	+	1005	0	0
4810_1	k141_15234	2	196	+	195	0	0
4810_2	k141_15234	498	2006	+	1509	0	0
4810_3	k141_15234	2015	2257	+	243	0	0
4811_1	k141_17377	3	140	-	138	0	0
4811_2	k141_17377	155	1027	-	873	0	0
4811_3	k141_17377	1063	1353	+	291	0	0
4812_1	k141_19047	3	287	+	285	0	0
4812_2	k141_19047	308	2044	+	1737	0	0
4812_3	k141_19047	2078	3631	+	1554	0	0
4812_4	k141_19047	3665	4870	+	1206	0	0
4812_5	k141_19047	4877	5452	+	576	0	0
4812_6	k141_19047	5619	7832	+	2214	0	0
4812_7	k141_19047	7848	8522	+	675	0	0
4813_1	k141_5888	3	1340	+	1338	0	0
4814_1	k141_12297	1	807	+	807	0	0
4814_2	k141_12297	810	2477	+	1668	0	0
4815_1	k141_24399	1	1734	+	1734	0	0
4816_1	k141_21716	32	475	+	444	0	0
4816_2	k141_21716	491	1189	+	699	0	0
4816_3	k141_21716	1206	1322	+	117	0	0
4817_1	k141_3554	1	387	-	387	15	2.49126
4817_2	k141_3554	518	1813	+	1296	20	0.991891
4817_3	k141_3554	1899	2522	+	624	12	1.23605
4817_4	k141_3554	3055	4431	-	1377	29	1.35364
4817_5	k141_3554	4656	4931	+	276	2	0.465757
4817_6	k141_3554	5069	6238	+	1170	18	0.988839
4817_7	k141_3554	6365	6550	+	186	1	0.345562
4817_8	k141_3554	6819	8255	+	1437	32	1.4313
4817_9	k141_3554	8379	8750	+	372	9	1.55503
4817_10	k141_3554	9090	9239	+	150	4	1.71399
4817_11	k141_3554	9287	9526	+	240	8	2.14248
4817_12	k141_3554	9542	10081	+	540	7	0.833188
4817_13	k141_3554	10171	10596	+	426	10	1.50879
4817_14	k141_3554	10657	11373	+	717	16	1.4343
4817_15	k141_3554	11546	12103	+	558	4	0.460749
4817_16	k141_3554	12163	12531	+	369	14	2.4386
4817_17	k141_3554	13076	13384	+	309	11	2.28809
4817_18	k141_3554	13612	14037	+	426	9	1.35791
4817_19	k141_3554	14034	14456	+	423	7	1.06364
4817_20	k141_3554	14549	16009	+	1461	23	1.01185
4817_21	k141_3554	16164	16472	+	309	15	3.12012
4817_22	k141_3554	16871	21568	+	4698	75	1.02609
4817_23	k141_3554	21559	22110	-	552	8	0.931515
4817_24	k141_3554	22211	23038	-	828	12	0.931515
4817_25	k141_3554	23244	23717	+	474	8	1.0848
4817_26	k141_3554	23717	24331	+	615	22	2.29925
4818_1	k141_40719	3	1595	+	1593	0	0
4818_2	k141_40719	1645	1863	+	219	0	0
4818_3	k141_40719	2300	2440	+	141	0	0
4819_1	k141_8021	3	341	-	339	0	0
4819_2	k141_8021	520	1605	+	1086	0	0
4819_3	k141_8021	1627	2289	-	663	0	0
4819_4	k141_8021	2548	3624	-	1077	0	0
4820_1	k141_19048	3	113	+	111	0	0
4820_2	k141_19048	345	2021	-	1677	0	0
4821_1	k141_38319	158	1471	-	1314	0	0
4821_2	k141_38319	1489	1962	-	474	0	0
