# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/K21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/K21_1.bam	RPKM
3035_2	k141_9998	180	1265	-	1086	0	0
3035_3	k141_9998	1378	1506	-	129	0	0
3036_1	k141_42237	3	1127	+	1125	0	0
3036_2	k141_42237	1145	1477	+	333	0	0
3037_1	k141_17013	1	714	+	714	0	0
3037_2	k141_17013	1111	1185	+	75	0	0
3038_1	k141_3066	1	1203	+	1203	157	18.0996
3038_2	k141_3066	1203	2498	+	1296	170	18.1919
3038_3	k141_3066	2648	3658	+	1011	130	17.8331
3038_4	k141_3066	3651	4337	+	687	93	18.7742
3038_5	k141_3066	4629	6200	-	1572	223	19.6737
3038_6	k141_3066	6234	7565	-	1332	228	23.7392
3039_1	k141_40100	3	641	+	639	3	0.651111
3039_2	k141_40100	771	1781	+	1011	12	1.64613
3039_3	k141_40100	1797	2957	+	1161	8	0.955636
3039_4	k141_40100	2968	3354	+	387	0	0
3039_5	k141_40100	3367	4068	+	702	9	1.77803
3039_6	k141_40100	4099	4359	+	261	0	0
3039_7	k141_40100	4392	4877	+	486	1	0.285364
3039_8	k141_40100	5011	6879	+	1869	4	0.296815
3039_9	k141_40100	6882	7790	+	909	3	0.457712
3039_10	k141_40100	7806	9284	+	1479	10	0.937706
3039_11	k141_40100	9286	9726	+	441	0	0
3039_12	k141_40100	9775	9963	+	189	3	2.20138
3039_13	k141_40100	9984	10109	+	126	0	0
3039_14	k141_40100	10221	10565	+	345	2	0.803981
3039_15	k141_40100	10640	11527	+	888	9	1.40561
3040_1	k141_37824	3	188	+	186	27	20.1319
3040_2	k141_37824	220	771	-	552	98	24.6219
3040_3	k141_37824	871	3819	-	2949	498	23.4201
3041_1	k141_42238	1	1056	-	1056	0	0
3042_1	k141_10004	3	1454	+	1452	0	0
3043_1	k141_42239	1	1089	-	1089	0	0
3044_1	k141_17016	2	1102	-	1101	0	0
3045_1	k141_917	219	1922	+	1704	67	5.45306
3045_2	k141_917	2399	3295	+	897	32	4.94757
3045_3	k141_917	3577	5361	+	1785	28	2.17548
3045_4	k141_917	5363	6517	+	1155	26	3.12195
3045_5	k141_917	6569	9766	+	3198	93	4.0331
3045_6	k141_917	10240	11652	-	1413	26	2.55191
3045_7	k141_917	11927	12769	-	843	26	4.27741
3045_8	k141_917	13222	14145	-	924	32	4.803
3045_9	k141_917	14390	15199	-	810	31	5.30776
3045_10	k141_917	15301	16221	-	921	28	4.21632
3045_11	k141_917	16296	16484	-	189	0	0
3045_12	k141_917	16451	17338	-	888	37	5.77861
3045_13	k141_917	17453	18391	-	939	16	2.36314
3045_14	k141_917	18410	19228	-	819	8	1.35469
3045_15	k141_917	19247	20587	-	1341	19	1.96499
3045_16	k141_917	20603	21670	-	1068	21	2.72699
3045_17	k141_917	22276	23295	+	1020	21	2.85531
3045_18	k141_917	23481	24506	+	1026	40	5.40689
3045_19	k141_917	24573	25079	+	507	20	5.47088
3045_20	k141_917	25079	26365	+	1287	36	3.87935
3046_1	k141_40104	1	345	+	345	1	0.40199
3046_2	k141_40104	361	792	+	432	1	0.321034
3046_3	k141_40104	789	1043	-	255	0	0
3047_1	k141_10007	29	1447	-	1419	5	0.488678
3048_1	k141_35408	3	689	-	687	0	0
3048_2	k141_35408	1029	2111	-	1083	0	0
3048_3	k141_35408	2209	2442	-	234	0	0
3048_4	k141_35408	2547	4892	-	2346	2	0.118232
3049_1	k141_40106	2	1162	-	1161	0	0
3050_1	k141_18811	1	138	+	138	5	5.02488
3050_2	k141_18811	164	1660	+	1497	225	20.8447
3050_3	k141_18811	1694	3118	+	1425	220	21.4113
3050_4	k141_18811	3131	4147	+	1017	112	15.2733
3050_5	k141_18811	4185	5003	+	819	87	14.7323
3050_6	k141_18811	5162	6526	+	1365	224	22.7588
3050_7	k141_18811	6652	6918	+	267	32	16.6216
3050_8	k141_18811	6929	9154	+	2226	325	20.2485
3050_9	k141_18811	9165	10025	+	861	133	21.4231
3050_10	k141_18811	10018	10707	+	690	95	19.0945
3050_11	k141_18811	10704	12425	+	1722	227	18.2822
3050_12	k141_18811	12447	13298	+	852	124	20.1844
3050_13	k141_18811	13308	13973	+	666	85	17.7003
3050_14	k141_18811	13970	14992	+	1023	115	15.5904
3050_15	k141_18811	15002	15292	+	291	49	23.3527
3050_16	k141_18811	15381	15587	+	207	49	32.8292
3050_17	k141_18811	17429	18151	+	723	143	27.4304
3050_18	k141_18811	18713	19903	-	1191	198	23.0562
3050_19	k141_18811	19967	21385	-	1419	237	23.1633
3050_20	k141_18811	21398	22432	-	1035	131	17.5536
3050_21	k141_18811	22441	24192	-	1752	274	21.6896
3050_22	k141_18811	24288	24560	+	273	24	12.1922
3050_23	k141_18811	24602	24853	+	252	27	14.8593
3051_1	k141_42243	157	711	+	555	0	0
3051_2	k141_42243	741	1625	+	885	0	0
3052_1	k141_30489	2	139	+	138	1	1.00498
3052_2	k141_30489	679	1134	-	456	1	0.304137
3052_3	k141_30489	1149	2075	-	927	3	0.448824
3052_4	k141_30489	2253	2486	+	234	4	2.37071
3052_5	k141_30489	2479	4542	+	2064	15	1.0079
3052_6	k141_30489	5105	5512	+	408	4	1.35967
3052_7	k141_30489	5556	7466	+	1911	22	1.5966
3052_8	k141_30489	7675	8598	+	924	6	0.900563
3052_9	k141_30489	8762	9310	+	549	0	0
3052_10	k141_30489	10088	10786	+	699	6	1.19044
3052_11	k141_30489	10810	12420	+	1611	6	0.516524
3052_12	k141_30489	12426	13730	+	1305	13	1.38155
3052_13	k141_30489	13883	14218	+	336	10	4.12758
3052_14	k141_30489	14215	15150	+	936	4	0.592678
3052_15	k141_30489	15231	18344	+	3114	15	0.668048
3052_16	k141_30489	18331	21669	+	3339	19	0.789173
3052_17	k141_30489	21838	22707	-	870	6	0.95646
3052_18	k141_30489	22836	23195	+	360	0	0
3053_1	k141_5384	55	2703	-	2649	106	5.54956
3053_2	k141_5384	3125	3769	+	645	17	3.65531
3053_3	k141_5384	3711	4646	+	936	16	2.37071
3053_4	k141_5384	4867	5817	+	951	25	3.64581
3053_5	k141_5384	5833	6372	-	540	9	2.31144
3053_6	k141_5384	6386	6709	-	324	6	2.56827
3053_7	k141_5384	7223	8956	-	1734	49	3.91906
3053_8	k141_5384	8949	10700	-	1752	42	3.32468
3053_9	k141_5384	10702	11601	-	900	18	2.77373
3053_10	k141_5384	11649	12746	-	1098	33	4.16818
3053_11	k141_5384	12840	17273	-	4434	83	2.59607
3053_12	k141_5384	17264	18433	-	1170	22	2.60778
3053_13	k141_5384	18436	18864	-	429	11	3.55607
3053_14	k141_5384	18861	19964	-	1104	46	5.77861
3053_15	k141_5384	19961	22357	-	2397	33	1.90933
3053_16	k141_5384	22486	24609	-	2124	45	2.93828
3053_17	k141_5384	24606	30893	-	6288	132	2.91136
3053_18	k141_5384	30915	32882	-	1968	45	3.17119
3053_19	k141_5384	32885	33625	-	741	29	5.42768
3053_20	k141_5384	33976	34728	+	753	12	2.21015
3053_21	k141_5384	34743	35531	+	789	19	3.33973
3053_22	k141_5384	35534	36838	+	1305	12	1.27528
3053_23	k141_5384	36903	37832	+	930	21	3.13164
3053_24	k141_5384	37969	38733	-	765	18	3.26322
3053_25	k141_5384	39150	40154	+	1005	35	4.82988
3053_26	k141_5384	40193	41341	+	1149	8	0.965617
3053_27	k141_5384	41491	41916	-	426	1	0.325556
3053_28	k141_5384	42134	43369	-	1236	41	4.60045
3053_29	k141_5384	44095	45528	+	1434	25	2.41783
3053_30	k141_5384	45723	47012	-	1290	21	2.25769
3053_31	k141_5384	47263	48654	-	1392	16	1.5941
3053_32	k141_5384	48700	49944	-	1245	35	3.89882
3053_33	k141_5384	50393	51277	-	885	8	1.25367
3053_34	k141_5384	51333	52229	-	897	19	2.93762
3053_35	k141_5384	52278	52565	-	288	1	0.481551
3053_36	k141_5384	52570	53847	-	1278	18	1.95333
3053_37	k141_5384	54675	55769	+	1095	17	2.15313
3053_38	k141_5384	55926	57047	-	1122	20	2.47213
3053_39	k141_5384	57178	58149	-	972	25	3.56704
3053_40	k141_5384	58344	58778	-	435	18	5.73876
3053_41	k141_5384	59416	59874	-	459	10	3.0215
3053_42	k141_5384	60561	60890	+	330	14	5.88368
3053_43	k141_5384	60954	61538	+	585	6	1.42243
3053_44	k141_5384	62497	63705	-	1209	38	4.35905
3053_45	k141_5384	63937	65016	-	1080	28	3.59558
3053_46	k141_5384	65236	66135	-	900	11	1.69506
3053_47	k141_5384	66272	66499	+	228	1	0.608275
3053_48	k141_5384	66571	67053	+	483	17	4.88131
3053_49	k141_5384	67053	67811	+	759	14	2.55812
3053_50	k141_5384	67843	68466	+	624	4	0.889017
3053_51	k141_5384	68524	69699	+	1176	20	2.35862
3053_52	k141_5384	69786	70586	+	801	10	1.73142
3053_53	k141_5384	70637	71551	+	915	19	2.87983
3053_54	k141_5384	71570	73189	+	1620	27	2.31144
3053_55	k141_5384	73191	73805	-	615	7	1.57855
3053_56	k141_5384	73802	74242	-	441	9	2.83034
3053_57	k141_5384	74182	74508	-	327	3	1.27236
3053_58	k141_5384	74511	74882	-	372	14	5.21939
3053_59	k141_5384	74898	76103	-	1206	24	2.75993
3053_60	k141_5384	76097	76447	-	351	4	1.58048
3053_61	k141_5384	76444	77082	-	639	24	5.20889
3053_62	k141_5384	77075	77290	-	216	7	4.49448
3053_63	k141_5384	77414	78454	-	1041	22	2.93094
3053_64	k141_5384	78497	78664	-	168	0	0
3053_65	k141_5384	78661	79371	-	711	28	5.46164
3053_66	k141_5384	79570	79878	-	309	6	2.69295
3053_67	k141_5384	80659	82062	+	1404	25	2.46949
3053_68	k141_5384	82275	82829	-	555	25	6.24715
3053_69	k141_5384	83197	84132	+	936	23	3.4079
3053_70	k141_5384	84129	84899	+	771	5	0.899395
3053_71	k141_5384	84887	85387	+	501	15	4.1523
3053_72	k141_5384	85629	86387	+	759	26	4.7508
3053_73	k141_5384	86387	86761	+	375	13	4.80781
3053_74	k141_5384	86775	87182	+	408	0	0
3053_75	k141_5384	87263	87544	+	282	16	7.86875
3053_76	k141_5384	87815	88834	+	1020	41	5.57466
3053_77	k141_5384	89461	90903	+	1443	73	7.01603
3053_78	k141_5384	91970	93364	-	1395	36	3.57901
3053_79	k141_5384	93383	94576	-	1194	14	1.62614
3053_80	k141_5384	94882	96060	-	1179	30	3.52892
3053_81	k141_5384	96150	97802	-	1653	24	2.0136
3053_82	k141_5384	97795	98958	-	1164	15	1.7872
3053_83	k141_5384	98993	100021	+	1029	32	4.3129
3053_84	k141_5384	100171	103881	+	3711	121	4.52199
3053_85	k141_5384	103926	107495	+	3570	97	3.76824
3053_86	k141_5384	107869	108948	+	1080	9	1.15572
3053_87	k141_5384	109112	110119	-	1008	21	2.88931
3053_88	k141_5384	110119	110877	-	759	15	2.74084
3053_89	k141_5384	111237	112211	-	975	37	5.26298
3053_90	k141_5384	113259	114503	+	1245	41	4.56719
3053_91	k141_5384	114531	115190	+	660	8	1.68105
3053_92	k141_5384	115206	116522	+	1317	35	3.68568
3053_93	k141_5384	116629	116997	+	369	8	3.00676
3053_94	k141_5384	117007	117525	+	519	15	4.00829
3053_95	k141_5384	117530	118447	+	918	14	2.11505
3053_96	k141_5384	118449	118856	+	408	2	0.679837
3053_97	k141_5384	118879	119268	+	390	3	1.06682
3053_98	k141_5384	119350	121182	+	1833	43	3.25342
3053_99	k141_5384	121197	122378	+	1182	26	3.05064
3053_100	k141_5384	122375	124288	+	1914	64	4.63738
3053_101	k141_5384	124352	124762	+	411	16	5.399
3053_102	k141_5384	125019	126083	-	1065	30	3.90667
3053_103	k141_5384	126361	128454	-	2094	85	5.62959
3053_104	k141_5384	128749	129231	-	483	4	1.14854
3053_105	k141_5384	129579	133958	+	4380	110	3.483
3053_106	k141_5384	134129	134692	-	564	13	3.19668
3053_107	k141_5384	134774	135301	-	528	20	5.25328
3053_108	k141_5384	135651	137003	-	1353	38	3.89512
3053_109	k141_5384	137273	137791	+	519	7	1.87053
3053_110	k141_5384	138144	138644	-	501	14	3.87548
3053_111	k141_5384	138890	139576	+	687	4	0.807492
3053_112	k141_5384	139584	140471	+	888	8	1.24943
3053_113	k141_5384	140464	141348	+	885	20	3.13416
3053_114	k141_5384	141403	141783	+	381	2	0.728014
3053_115	k141_5384	141973	142332	+	360	9	3.46717
3053_116	k141_5384	142577	144199	+	1623	36	3.07623
3053_117	k141_5384	144475	145101	-	627	8	1.76953
3053_118	k141_5384	145395	145997	-	603	11	2.52994
3053_119	k141_5384	146011	147879	-	1869	36	2.67133
3053_120	k141_5384	147991	149223	-	1233	47	5.28652
3053_121	k141_5384	149220	150293	-	1074	25	3.22828
3053_122	k141_5384	150311	151216	-	906	22	3.36767
3053_123	k141_5384	151479	152468	-	990	7	0.980613
3053_124	k141_5384	152617	154533	-	1917	47	3.40025
3053_125	k141_5384	154601	155689	-	1089	21	2.6744
3053_126	k141_5384	155765	156925	-	1161	29	3.46418
3053_127	k141_5384	156930	157901	-	972	16	2.28291
3053_128	k141_5384	157913	158125	-	213	0	0
3053_129	k141_5384	158154	159803	-	1650	48	4.03452
3053_130	k141_5384	160521	162008	-	1488	66	6.15143
3053_131	k141_5384	162005	164236	-	2232	57	3.54173
3053_132	k141_5384	164240	165322	-	1083	18	2.30504
3053_133	k141_5384	165550	166830	+	1281	16	1.73223
3053_134	k141_5384	167221	168063	-	843	24	3.94838
3053_135	k141_5384	168284	169024	+	741	35	6.55065
3053_136	k141_5384	169256	169798	-	543	8	2.04327
3053_137	k141_5384	169802	170032	-	231	6	3.60225
3053_138	k141_5384	170281	170532	-	252	7	3.85241
3053_139	k141_5384	170684	172222	-	1539	33	2.97379
3053_140	k141_5384	172293	172694	-	402	7	2.41494
3053_141	k141_5384	172807	173325	+	519	28	7.48213
3054_1	k141_26205	178	528	-	351	0	0
3054_2	k141_26205	604	2436	-	1833	0	0
3054_3	k141_26205	2590	3222	-	633	0	0
3054_4	k141_26205	3219	4991	-	1773	0	0
3054_5	k141_26205	5004	5282	+	279	0	0
3054_6	k141_26205	5500	11304	+	5805	0	0
3054_7	k141_26205	11301	13889	+	2589	0	0
3054_8	k141_26205	14075	14632	+	558	0	0
3054_9	k141_26205	14729	16240	-	1512	0	0
3054_10	k141_26205	16417	16920	-	504	0	0
3054_11	k141_26205	17115	18488	-	1374	0	0
3054_12	k141_26205	18640	19026	-	387	0	0
3054_13	k141_26205	19272	20615	-	1344	0	0
3054_14	k141_26205	20847	21719	-	873	0	0
3054_15	k141_26205	21858	22667	-	810	0	0
3054_16	k141_26205	22667	24928	-	2262	1	0.0613115
3054_17	k141_26205	25187	26533	-	1347	0	0
3054_18	k141_26205	26683	27495	-	813	0	0
3054_19	k141_26205	27517	28629	-	1113	0	0
3054_20	k141_26205	28640	29395	+	756	0	0
3054_21	k141_26205	29604	30953	-	1350	0	0
3054_22	k141_26205	30981	32078	-	1098	0	0
3054_23	k141_26205	32095	33585	+	1491	0	0
3054_24	k141_26205	33663	34385	+	723	0	0
3055_1	k141_17017	1	870	+	870	0	0
3055_2	k141_17017	897	1661	+	765	0	0
3055_3	k141_17017	1709	1909	+	201	0	0
3055_4	k141_17017	1925	2377	+	453	0	0
3055_5	k141_17017	2384	3634	+	1251	0	0
3055_6	k141_17017	3655	4164	+	510	0	0
3055_7	k141_17017	4262	4666	+	405	0	0
3056_1	k141_35412	2	655	-	654	0	0
3056_2	k141_35412	652	1215	-	564	0	0
3057_1	k141_18813	2	136	+	135	0	0
3057_2	k141_18813	1763	2089	-	327	2	0.848237
3058_1	k141_919	2	226	+	225	0	0
3058_2	k141_919	416	1969	+	1554	0	0
3058_3	k141_919	2004	2369	+	366	0	0
3058_4	k141_919	2353	3018	+	666	0	0
3058_5	k141_919	3129	3866	+	738	0	0
3059_1	k141_42244	3	1166	+	1164	0	0
3059_2	k141_42244	1539	2468	+	930	6	0.894753
3060_1	k141_10008	3	3233	-	3231	0	0
3061_1	k141_40112	123	368	+	246	3	1.6913
3061_2	k141_40112	411	1661	-	1251	11	1.21947
3062_1	k141_35414	3	1139	+	1137	0	0
3063_1	k141_5387	7	924	-	918	0	0
3063_2	k141_5387	924	1535	-	612	0	0
3063_3	k141_5387	1542	2324	-	783	0	0
3064_1	k141_26210	93	1637	+	1545	4	0.359059
3064_2	k141_26210	1828	1929	+	102	0	0
3065_1	k141_30495	2	1714	+	1713	236	19.1069
3065_2	k141_30495	1743	3119	+	1377	17	1.71218
3066_1	k141_33147	1	612	+	612	37	8.38465
3066_2	k141_33147	892	1035	-	144	14	13.4834
3066_3	k141_33147	1122	1895	-	774	24	4.30036
3066_4	k141_33147	1898	2257	-	360	9	3.46717
3066_5	k141_33147	2229	3212	-	984	31	4.36919
3066_6	k141_33147	3314	3460	-	147	0	0
3066_7	k141_33147	3577	3966	+	390	15	5.3341
3066_8	k141_33147	4413	5420	+	1008	37	5.09068
3066_9	k141_33147	5650	6003	-	354	12	4.70124
3066_10	k141_33147	6332	6616	+	285	5	2.4331
3066_11	k141_33147	6625	7227	+	603	13	2.98993
3066_12	k141_33147	7255	8379	+	1125	41	5.05436
3066_13	k141_33147	8441	9088	-	648	20	4.28045
3066_14	k141_33147	9094	9717	-	624	19	4.22283
3066_15	k141_33147	9737	9919	-	183	0	0
3066_16	k141_33147	10052	11512	+	1461	40	3.79703
3066_17	k141_33147	11579	11965	+	387	6	2.15018
3066_18	k141_33147	12031	12555	-	525	20	5.2833
3066_19	k141_33147	12761	14818	-	2058	49	3.30206
3066_20	k141_33147	14961	16175	-	1215	30	3.42436
3066_21	k141_33147	16262	17038	-	777	28	4.99772
3066_22	k141_33147	17115	18095	+	981	18	2.54471
3066_23	k141_33147	18236	19345	-	1110	55	6.87186
3066_24	k141_33147	19449	20399	-	951	22	3.20831
3066_25	k141_33147	20448	20897	-	450	14	4.3147
3066_26	k141_33147	20949	21845	-	897	27	4.17452
3066_27	k141_33147	22160	23410	+	1251	28	3.1041
3066_28	k141_33147	23585	24115	+	531	7	1.82826
3066_29	k141_33147	24168	26138	+	1971	78	5.48836
3066_30	k141_33147	26237	27529	-	1293	43	4.61216
3066_31	k141_33147	27731	28939	-	1209	66	7.57099
3066_32	k141_33147	29060	30250	+	1191	42	4.89071
3066_33	k141_33147	30389	33967	+	3579	87	3.37126
3066_34	k141_33147	35183	36820	+	1638	38	3.2174
3066_35	k141_33147	36977	39010	-	2034	58	3.95468
3066_36	k141_33147	39043	41025	-	1983	46	3.21714
3066_37	k141_33147	41079	42353	-	1275	22	2.39303
3066_38	k141_33147	42387	43091	-	705	24	4.72125
3066_39	k141_33147	43122	45722	-	2601	59	3.14591
3066_40	k141_33147	45760	46479	-	720	26	5.00813
3066_41	k141_33147	46510	47547	-	1038	30	4.00829
3066_42	k141_33147	47676	48674	-	999	33	4.58124
3066_43	k141_33147	48761	49837	-	1077	14	1.8028
3066_44	k141_33147	49866	50735	-	870	22	3.50702
3066_45	k141_33147	50790	51785	-	996	18	2.50639
3066_46	k141_33147	51974	53194	-	1221	31	3.52112
3066_47	k141_33147	53264	54082	-	819	24	4.06408
3066_48	k141_33147	54119	54802	-	684	25	5.06896
3066_49	k141_33147	54988	55614	+	627	27	5.97215
3066_50	k141_33147	55658	56302	+	645	13	2.79524
3066_51	k141_33147	56339	56914	+	576	31	7.46404
3066_52	k141_33147	56920	58410	+	1491	52	4.83683
3066_53	k141_33147	58441	58950	+	510	28	7.61417
3066_54	k141_33147	59926	60129	+	204	6	4.07902
3067_1	k141_18821	2	145	-	144	0	0
3067_2	k141_18821	181	1584	-	1404	0	0
3068_1	k141_3067	2	286	+	285	23	11.1923
3068_2	k141_3067	327	1760	+	1434	230	22.244
3068_3	k141_3067	1778	2887	+	1110	166	20.7405
3068_4	k141_3067	2891	4096	+	1206	161	18.5146
3068_5	k141_3067	4117	4590	+	474	54	15.7998
3068_6	k141_3067	4604	4828	+	225	35	21.5735
3068_7	k141_3067	4842	6050	+	1209	169	19.3863
3068_8	k141_3067	6047	6769	+	723	94	18.0312
3068_9	k141_3067	7142	8125	+	984	114	16.0674
3068_10	k141_3067	8159	9286	+	1128	104	12.7867
3068_11	k141_3067	9303	10649	+	1347	123	12.664
3068_12	k141_3067	10597	10701	+	105	0	0
3068_13	k141_3067	10685	11830	+	1146	104	12.5859
3069_1	k141_18822	2	1246	-	1245	0	0
3070_1	k141_928	2	1252	-	1251	0	0
3070_2	k141_928	1336	2700	+	1365	0	0
3071_1	k141_26214	1	987	+	987	0	0
3071_2	k141_26214	1003	1419	+	417	0	0
3072_1	k141_5390	2	2644	+	2643	0	0
3073_1	k141_33151	16	561	-	546	0	0
3073_2	k141_33151	571	1410	-	840	0	0
3074_1	k141_35424	1	153	-	153	0	0
3074_2	k141_35424	235	1329	+	1095	0	0
3074_3	k141_35424	1739	1861	+	123	0	0
3075_1	k141_5393	3	764	-	762	0	0
3075_2	k141_5393	784	1272	-	489	0	0
3076_1	k141_3072	91	756	-	666	1	0.208238
3076_2	k141_3072	770	1129	-	360	3	1.15572
3077_1	k141_5394	3	1028	+	1026	0	0
3078_1	k141_14776	71	2437	-	2367	53	3.10536
3078_2	k141_14776	2682	3983	+	1302	32	3.40858
3078_3	k141_14776	4027	4923	+	897	24	3.71068
3078_4	k141_14776	5246	6010	+	765	14	2.53806
3078_5	k141_14776	6469	6567	-	99	0	0
3078_6	k141_14776	6798	7136	-	339	5	2.04553
3078_7	k141_14776	7509	8048	+	540	30	7.70482
3078_8	k141_14776	8084	9307	+	1224	26	2.94596
3078_9	k141_14776	9317	10114	+	798	10	1.73793
3078_10	k141_14776	10342	11214	-	873	15	2.38293
3078_11	k141_14776	11385	14591	+	3207	65	2.81092
3078_12	k141_14776	14612	15703	+	1092	14	1.77803
3078_13	k141_14776	15690	16787	+	1098	37	4.67341
3078_14	k141_14776	17110	17763	+	654	12	2.54471
3078_15	k141_14776	17866	19812	+	1947	43	3.06293
3078_16	k141_14776	19925	20608	-	684	25	5.06896
3078_17	k141_14776	20878	22281	+	1404	49	4.84021
3078_18	k141_14776	22396	23811	+	1416	37	3.62388
3078_19	k141_14776	24030	25343	-	1314	39	4.11627
3078_20	k141_14776	25533	26987	-	1455	33	3.14547
3078_21	k141_14776	27253	30186	-	2934	63	2.97794
3078_22	k141_14776	30816	31823	+	1008	14	1.9262
3079_1	k141_931	535	1509	+	975	0	0
3079_2	k141_931	1580	2230	+	651	0	0
3079_3	k141_931	2273	2482	+	210	0	0
3079_4	k141_931	2494	3042	+	549	0	0
3079_5	k141_931	3186	3977	+	792	0	0
3080_1	k141_5398	50	1090	-	1041	3	0.399673
3081_1	k141_18836	2	109	-	108	0	0
3081_2	k141_18836	1073	1378	+	306	0	0
3082_1	k141_3076	29	934	-	906	0	0
3082_2	k141_3076	956	1420	-	465	0	0
3082_3	k141_3076	1434	1754	-	321	0	0
3083_1	k141_14777	1	441	+	441	0	0
3083_2	k141_14777	522	1043	-	522	0	0
3083_3	k141_14777	1048	2271	-	1224	0	0
3083_4	k141_14777	2268	2696	-	429	0	0
3084_1	k141_18837	3	191	-	189	0	0
3084_2	k141_18837	263	820	+	558	5	1.24271
3084_3	k141_18837	870	1358	+	489	1	0.283613
3084_4	k141_18837	1386	1934	+	549	6	1.5157
3084_5	k141_18837	1985	2119	-	135	0	0
3085_1	k141_5403	3	1100	-	1098	0	0
3086_1	k141_40124	2	544	-	543	1	0.255408
3086_2	k141_40124	638	2131	-	1494	19	1.76375
3086_3	k141_40124	2158	2532	-	375	0	0
3086_4	k141_40124	2553	3875	-	1323	6	0.628965
3086_5	k141_40124	3997	5580	-	1584	4	0.350219
3086_6	k141_40124	5580	6845	-	1266	10	1.09547
3086_7	k141_40124	6885	7679	-	795	7	1.22114
3086_8	k141_40124	7682	8560	-	879	10	1.57778
3086_9	k141_40124	8661	8789	-	129	0	0
3087_1	k141_5405	76	651	+	576	0	0
3087_2	k141_5405	761	1735	-	975	0	0
3088_1	k141_33161	124	1530	-	1407	93	9.16692
3088_2	k141_33161	1544	4636	-	3093	222	9.95423
3089_1	k141_42253	3	878	-	876	3	0.474954
3089_2	k141_42253	883	2727	-	1845	2	0.150338
3089_3	k141_42253	3086	3760	-	675	3	0.616385
3089_4	k141_42253	3897	4184	+	288	0	0
3089_5	k141_42253	4353	5918	+	1566	0	0
3089_6	k141_42253	6044	6601	-	558	3	0.745627
3089_7	k141_42253	6875	7990	+	1116	3	0.372814
3089_8	k141_42253	8085	9131	-	1047	1	0.132461
3089_9	k141_42253	9151	9690	-	540	0	0
3089_10	k141_42253	9705	11441	-	1737	0	0
3089_11	k141_42253	11461	11832	-	372	0	0
3090_1	k141_23895	2	1054	-	1053	111	14.6194
3090_2	k141_23895	1068	2000	-	933	148	21.9996
3090_3	k141_23895	2163	3611	-	1449	236	22.588
3090_4	k141_23895	4336	5061	+	726	113	21.5862
3090_5	k141_23895	5505	6149	-	645	101	21.7168
3090_6	k141_23895	6164	6949	-	786	67	11.8219
3090_7	k141_23895	6931	7584	-	654	76	16.1165
3090_8	k141_23895	7581	8750	-	1170	115	13.6316
3090_9	k141_23895	8760	10031	-	1272	147	16.0275
3090_10	k141_23895	10070	11029	-	960	146	21.0919
3090_11	k141_23895	11042	11407	-	366	36	13.6413
3090_12	k141_23895	11560	12972	-	1413	218	21.3968
3090_13	k141_23895	12991	14256	-	1266	160	17.5275
3090_14	k141_23895	14271	16211	-	1941	298	21.2924
3090_15	k141_23895	16362	16679	+	318	71	30.9646
3090_16	k141_23895	17538	18707	-	1170	171	20.2696
3090_17	k141_23895	18805	19851	-	1047	147	19.4718
3090_18	k141_23895	19864	20190	-	327	34	14.42
3090_19	k141_23895	20367	20864	+	498	68	18.9371
3090_20	k141_23895	20885	21601	+	717	87	16.8281
3090_21	k141_23895	21706	22956	-	1251	166	18.4029
3090_22	k141_23895	23076	24593	-	1518	177	16.171
3090_23	k141_23895	24737	26950	+	2214	338	21.1726
3090_24	k141_23895	26972	27325	+	354	25	9.79426
3090_25	k141_23895	27420	27833	+	414	59	19.7645
3090_26	k141_23895	28042	28848	+	807	98	16.8418
3090_27	k141_23895	28814	29575	+	762	94	17.1083
3090_28	k141_23895	29661	31652	+	1992	291	20.26
3090_29	k141_23895	31686	32531	+	846	124	20.3276
3090_30	k141_23895	32977	33459	-	483	87	24.9808
3090_31	k141_23895	33509	33628	-	120	5	5.77861
3090_32	k141_23895	33666	34217	+	552	73	18.3408
3090_33	k141_23895	34291	35148	-	858	130	21.0131
3090_34	k141_23895	35423	36775	-	1353	177	18.143
3090_35	k141_23895	36860	38167	-	1308	192	20.3577
3090_36	k141_23895	38194	40941	-	2748	462	23.3163
3090_37	k141_23895	41417	44758	-	3342	554	22.99
3090_38	k141_23895	45128	46816	-	1689	280	22.9913
3090_39	k141_23895	46854	48020	-	1167	143	16.9942
3090_40	k141_23895	48035	48856	-	822	136	22.9457
3090_41	k141_23895	48909	49559	-	651	83	17.682
3090_42	k141_23895	49649	51001	+	1353	193	19.7831
3090_43	k141_23895	50998	52446	+	1449	235	22.4923
3090_44	k141_23895	52458	52577	+	120	1	1.15572
3090_45	k141_23895	52523	53776	-	1254	216	23.8886
3090_46	k141_23895	53879	54277	+	399	51	17.7269
3090_47	k141_23895	54261	55523	-	1263	157	17.2398
3090_48	k141_23895	55534	55929	-	396	52	18.2114
