# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_3_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_3/M9_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_3/M9_1.bam	RPKM
5087_27	k141_42811	22812	23312	+	501	0	0
5087_28	k141_42811	23325	23678	+	354	0	0
5087_29	k141_42811	23722	24111	+	390	0	0
5087_30	k141_42811	24121	24420	+	300	0	0
5087_31	k141_42811	24452	27352	+	2901	3	0.0782002
5087_32	k141_42811	27360	30035	+	2676	0	0
5087_33	k141_42811	30047	30880	+	834	0	0
5087_34	k141_42811	30884	31627	+	744	0	0
5087_35	k141_42811	31664	32830	+	1167	0	0
5087_36	k141_42811	32860	33477	+	618	0	0
5087_37	k141_42811	33498	33827	+	330	0	0
5087_38	k141_42811	33829	35085	+	1257	0	0
5087_39	k141_42811	35115	35963	+	849	0	0
5087_40	k141_42811	35974	36498	+	525	0	0
5087_41	k141_42811	36518	37189	+	672	0	0
5087_42	k141_42811	37209	38777	+	1569	1	0.048196
5087_43	k141_42811	38804	39688	+	885	0	0
5087_44	k141_42811	39949	42024	+	2076	0	0
5087_45	k141_42811	42392	46822	+	4431	0	0
5088_1	k141_24443	9	1274	-	1266	0	0
5088_2	k141_24443	1297	2640	-	1344	0	0
5089_1	k141_33520	186	386	-	201	0	0
5089_2	k141_33520	686	1081	-	396	0	0
5090_1	k141_15311	3	179	-	177	0	0
5090_2	k141_15311	258	1547	-	1290	16	0.937917
5091_1	k141_21795	136	1185	+	1050	0	0
5091_2	k141_21795	1233	1712	+	480	0	0
5091_3	k141_21795	1811	1960	+	150	0	0
5092_1	k141_8040	420	881	+	462	152	24.8792
5092_2	k141_8040	957	1511	+	555	112	15.2602
5092_3	k141_8040	1584	2492	+	909	312	25.9552
5092_4	k141_8040	2775	3017	-	243	140	43.5668
5092_5	k141_8040	3288	3962	-	675	266	29.7997
5092_6	k141_8040	4076	4648	-	573	203	26.7902
5092_7	k141_8040	4872	5645	-	774	178	17.3905
5092_8	k141_8040	5648	7522	-	1875	490	19.7619
5092_9	k141_8040	9039	9845	-	807	291	27.268
5092_10	k141_8040	9897	10391	-	495	85	12.9852
5092_11	k141_8040	10406	11089	-	684	163	18.0205
5092_12	k141_8040	11159	12085	+	927	241	19.6595
5092_13	k141_8040	11909	12463	-	555	57	7.76633
5092_14	k141_8040	12521	13594	-	1074	266	18.7289
5092_15	k141_8040	14281	15798	+	1518	449	22.367
5092_16	k141_8040	15892	16788	-	897	228	19.221
5092_17	k141_8040	16894	18282	+	1389	453	24.6621
5092_18	k141_8040	18565	19431	-	867	211	18.4034
5092_19	k141_8040	19424	20191	-	768	229	22.548
5092_20	k141_8040	20178	21098	-	921	323	26.5202
5092_21	k141_8040	21245	21616	+	372	173	35.1672
5092_22	k141_8040	21776	22060	-	285	101	26.7985
5092_23	k141_8040	22085	22366	-	282	74	19.8434
5092_24	k141_8040	22397	22900	-	504	171	25.6566
5092_25	k141_8040	23076	23750	-	675	175	19.6051
5092_26	k141_8040	23754	24950	-	1197	281	17.752
5092_27	k141_8040	25069	25548	-	480	109	17.1719
5092_28	k141_8040	25561	26172	-	612	196	24.218
5092_29	k141_8040	26353	27732	-	1380	316	17.3158
5092_30	k141_8040	28143	29720	-	1578	565	27.0754
5092_31	k141_8040	29961	31010	-	1050	309	22.2538
5092_32	k141_8040	31007	31861	-	855	297	26.2678
5092_33	k141_8040	32202	33647	+	1446	395	20.6568
5093_1	k141_12365	3	2027	+	2025	1	0.037343
5093_2	k141_12365	2420	3931	+	1512	2	0.100026
5093_3	k141_12365	4068	5600	-	1533	3	0.147983
5093_4	k141_12365	5747	5953	-	207	0	0
5093_5	k141_12365	6267	6560	+	294	1	0.257209
5093_6	k141_12365	6707	8275	-	1569	3	0.144588
5093_7	k141_12365	8442	9164	-	723	1	0.104591
5093_8	k141_12365	9656	10126	+	471	0	0
5093_9	k141_12365	10187	10807	-	621	3	0.365312
5093_10	k141_12365	11026	11775	+	750	6	0.604956
5093_11	k141_12365	11772	12338	+	567	0	0
5093_12	k141_12365	12335	12457	+	123	0	0
5094_1	k141_35997	1	204	+	204	5	1.85342
5094_2	k141_35997	348	1295	+	948	17	1.35605
5095_1	k141_1463	2	79	-	78	223	216.194
5095_2	k141_1463	1193	1834	-	642	2676	315.199
5095_3	k141_1463	2004	2552	+	549	1093	150.55
5095_4	k141_1463	2603	3820	+	1218	2914	180.916
5095_5	k141_1463	3847	4245	+	399	903	171.139
5095_6	k141_1463	4817	5365	+	549	1679	231.266
5095_7	k141_1463	5430	6155	+	726	1550	161.447
5095_8	k141_1463	6163	8697	+	2535	6265	186.886
5095_9	k141_1463	8694	9773	+	1080	3589	251.295
5095_10	k141_1463	10439	10750	+	312	1069	259.094
5095_11	k141_1463	10849	11616	+	768	2461	242.317
5095_12	k141_1463	11586	12029	-	444	1312	223.452
5095_13	k141_1463	12223	12432	-	210	663	238.742
5095_14	k141_1463	12571	12939	-	369	1453	297.765
5095_15	k141_1463	13107	13256	+	150	369	186.024
5096_1	k141_8043	1	1500	+	1500	0	0
5096_2	k141_8043	1614	1682	+	69	0	0
5097_1	k141_24447	672	1370	-	699	0	0
5098_1	k141_12366	3	839	+	837	0	0
5098_2	k141_12366	836	1414	+	579	0	0
5098_3	k141_12366	1436	1891	+	456	0	0
5098_4	k141_12366	1884	2138	+	255	0	0
5099_1	k141_10311	3	887	-	885	0	0
5099_2	k141_10311	889	1560	-	672	0	0
5100_1	k141_15312	281	544	+	264	7	2.00506
5100_2	k141_15312	915	2405	+	1491	35	1.77511
5100_3	k141_15312	2473	3867	+	1395	17	0.921529
5100_4	k141_15312	3947	4255	+	309	7	1.71306
5101_1	k141_8044	145	2244	+	2100	32	1.1523
5102_1	k141_21804	421	744	-	324	89	20.772
5102_2	k141_21804	788	1099	-	312	204	49.4436
5102_3	k141_21804	1577	1915	+	339	123	27.4372
5103_1	k141_29140	2	283	-	282	0	0
5103_2	k141_29140	462	1349	+	888	0	0
5104_1	k141_1465	1	63	-	63	0	0
5104_2	k141_1465	1099	1479	-	381	0	0
5104_3	k141_1465	1890	3401	-	1512	0	0
5104_4	k141_1465	3403	3939	-	537	0	0
5105_1	k141_10317	69	1007	-	939	0	0
5106_1	k141_24448	3	260	-	258	2	0.586198
5106_2	k141_24448	292	1044	-	753	4	0.401698
5106_3	k141_24448	1060	1947	-	888	7	0.5961
5106_4	k141_24448	1956	3152	-	1197	7	0.44222
5107_1	k141_29143	2	1591	+	1590	10	0.475595
5107_2	k141_29143	1578	1721	+	144	0	0
5108_1	k141_24450	2	1015	-	1014	0	0
5109_1	k141_26648	128	661	-	534	214	30.3045
5109_2	k141_26648	1181	3376	-	2196	853	29.3732
5109_3	k141_26648	3383	3637	-	255	89	26.3927
5109_4	k141_26648	4125	5144	+	1020	380	28.172
5109_5	k141_26648	5238	5804	+	567	147	19.6051
5109_6	k141_26648	5807	6988	+	1182	385	24.6307
5109_7	k141_26648	6985	7776	+	792	270	25.7794
5109_8	k141_26648	7773	8747	+	975	269	20.8632
5109_9	k141_26648	8970	9554	-	585	222	28.6967
5109_10	k141_26648	9607	10188	+	582	158	20.529
5109_11	k141_26648	10206	10808	+	603	109	13.6692
5110_1	k141_21810	1	780	+	780	4	0.387793
5110_2	k141_21810	792	1937	-	1146	6	0.395914
5110_3	k141_21810	1942	2184	-	243	3	0.933575
5111_1	k141_1466	1	1026	+	1026	12	0.884439
5111_2	k141_1466	1142	2524	+	1383	7	0.382745
5111_3	k141_1466	2612	3331	+	720	6	0.630163
5111_4	k141_1466	3349	3438	+	90	0	0
5112_1	k141_29145	1	1125	+	1125	3	0.201652
5112_2	k141_29145	1195	2127	+	933	6	0.486299
5113_1	k141_24454	2	289	+	288	0	0
5113_2	k141_24454	398	1954	+	1557	0	0
5114_1	k141_10324	69	923	+	855	0	0
5114_2	k141_10324	968	1825	+	858	0	0
5115_1	k141_12373	1	288	-	288	0	0
5115_2	k141_12373	478	1326	-	849	0	0
5115_3	k141_12373	1492	2205	-	714	0	0
5115_4	k141_12373	2207	2986	-	780	0	0
5115_5	k141_12373	2983	3960	-	978	0	0
5115_6	k141_12373	3964	4803	-	840	0	0
5115_7	k141_12373	4805	5419	-	615	0	0
5115_8	k141_12373	5449	5607	-	159	0	0
5116_1	k141_1467	1	1026	-	1026	8	0.589626
5116_2	k141_1467	1200	2210	-	1011	5	0.373984
5116_3	k141_1467	2279	2437	-	159	0	0
5117_1	k141_29148	2	208	+	207	1	0.365312
5117_2	k141_29148	192	1277	-	1086	5	0.348156
5117_3	k141_29148	1303	2097	-	795	6	0.570714
5118_1	k141_10328	3	1376	-	1374	0	0
5119_1	k141_15314	1	774	+	774	0	0
5119_2	k141_15314	811	1713	+	903	8	0.669941
5119_3	k141_15314	1750	3780	+	2031	28	1.04251
5119_4	k141_15314	3793	4908	+	1116	4	0.271038
5119_5	k141_15314	4966	6303	+	1338	12	0.678202
5119_6	k141_15314	6526	7614	+	1089	18	1.24991
5119_7	k141_15314	7668	8345	+	678	1	0.111533
5120_1	k141_10329	1	996	-	996	0	0
5120_2	k141_10329	1011	1241	-	231	0	0
5121_1	k141_29153	3	911	-	909	0	0
5121_2	k141_29153	951	1139	-	189	0	0
5122_1	k141_12376	2	919	+	918	0	0
5122_2	k141_12376	932	2563	+	1632	0	0
5122_3	k141_12376	2705	3175	+	471	0	0
5122_4	k141_12376	3172	3399	+	228	0	0
5123_1	k141_26650	417	1475	+	1059	0	0
5123_2	k141_26650	2237	2932	-	696	0	0
5123_3	k141_26650	3116	3631	+	516	0	0
5123_4	k141_26650	4209	6272	-	2064	0	0
5123_5	k141_26650	6650	7621	-	972	0	0
5124_1	k141_12377	1	1956	+	1956	6	0.231962
5125_1	k141_1474	2	1558	-	1557	6	0.291405
5125_2	k141_1474	1531	2730	-	1200	8	0.50413
5126_1	k141_10332	3	1718	-	1716	8	0.352539
5126_2	k141_10332	1790	2095	+	306	0	0
5126_3	k141_10332	2096	2425	+	330	4	0.916601
5126_4	k141_10332	2573	3760	+	1188	10	0.636528
5127_1	k141_31016	231	404	-	174	49	21.2952
5127_2	k141_31016	595	2214	-	1620	276	12.8833
5127_3	k141_31016	2235	5276	-	3042	444	11.0372
5127_4	k141_31016	5350	6126	-	777	88	8.56438
5127_5	k141_31016	6345	9224	+	2880	410	10.7653
5127_6	k141_31016	9277	10128	-	852	106	9.40807
5127_7	k141_31016	10207	10770	+	564	55	7.37425
5127_8	k141_31016	10836	11840	+	1005	128	9.63115
5127_9	k141_31016	11956	15399	+	3444	409	8.98037
5127_10	k141_31016	15413	17275	+	1863	309	12.5424
5127_11	k141_31016	17411	18976	+	1566	255	12.3135
5127_12	k141_31016	18991	20505	+	1515	176	8.78485
5127_13	k141_31016	20516	22054	+	1539	167	8.20563
5127_14	k141_31016	22217	22717	+	501	68	10.2637
5127_15	k141_31016	22753	26667	+	3915	504	9.73493
5127_16	k141_31016	26671	27684	-	1014	121	9.02364
5127_17	k141_31016	27701	29155	-	1455	152	7.89978
5127_18	k141_31016	29381	29605	+	225	20	6.72174
5127_19	k141_31016	29634	30251	+	618	69	8.44296
5127_20	k141_31016	30394	30690	+	297	30	7.63834
5127_21	k141_31016	30762	31313	-	552	53	7.26057
5127_22	k141_31016	31370	31798	-	429	49	8.6372
5127_23	k141_31016	31969	33894	+	1926	282	11.072
5127_24	k141_31016	34082	35200	-	1119	174	11.7585
5127_25	k141_31016	35215	36267	-	1053	128	9.19212
5127_26	k141_31016	36281	37561	-	1281	155	9.14991
5127_27	k141_31016	37604	38455	-	852	117	10.3844
5127_28	k141_31016	38684	39175	-	492	69	10.6052
5127_29	k141_31016	39186	39485	-	300	16	4.03304
5127_30	k141_31016	39590	40201	+	612	61	7.53724
5127_31	k141_31016	40198	41574	+	1377	154	8.45709
5127_32	k141_31016	41564	42865	-	1302	161	9.35081
5127_33	k141_31016	42873	44228	-	1356	133	7.41696
5127_34	k141_31016	44259	45722	-	1464	178	9.19418
5128_1	k141_29162	2	568	-	567	0	0
5128_2	k141_29162	748	1857	-	1110	0	0
5129_1	k141_1475	1	285	-	285	0	0
5129_2	k141_1475	543	950	+	408	0	0
5129_3	k141_1475	1044	1751	+	708	0	0
5130_1	k141_35999	336	593	+	258	134	39.2753
5130_2	k141_35999	613	1647	+	1035	609	44.495
5130_3	k141_35999	2486	2845	-	360	327	68.6878
5130_4	k141_35999	3372	3605	+	234	122	39.4256
5130_5	k141_35999	3590	4120	+	531	218	31.0453
5130_6	k141_35999	3975	4292	-	318	142	33.7672
5130_7	k141_35999	4640	5113	-	474	284	45.3079
5130_8	k141_35999	7689	8795	+	1107	459	31.3545
5130_9	k141_35999	8792	9589	+	798	238	22.5532
5130_10	k141_35999	9586	10545	+	960	280	22.0557
5130_11	k141_35999	10547	11629	+	1083	262	18.2939
5130_12	k141_35999	11629	12846	+	1218	230	14.2796
5130_13	k141_35999	13042	13350	-	309	151	36.9532
5130_14	k141_35999	13918	14712	+	795	352	33.4819
5130_15	k141_35999	14726	15463	+	738	403	41.2936
5130_16	k141_35999	16222	16449	-	228	199	66.0013
5130_17	k141_35999	16672	17082	-	411	1221	224.651
5131_1	k141_26656	1	1167	-	1167	0	0
5132_1	k141_1477	3	728	-	726	8	0.833273
5132_2	k141_1477	784	1071	-	288	2	0.525136
5133_1	k141_8045	1	2481	-	2481	0	0
5133_2	k141_8045	2478	4550	-	2073	0	0
5133_3	k141_8045	4582	6015	-	1434	0	0
5133_4	k141_8045	6146	7603	-	1458	0	0
5133_5	k141_8045	7644	9266	-	1623	0	0
5133_6	k141_8045	9310	12486	-	3177	0	0
5133_7	k141_8045	12606	15521	-	2916	0	0
5134_1	k141_24470	156	1403	+	1248	0	0
5134_2	k141_24470	1432	3288	+	1857	0	0
5134_3	k141_24470	3332	4990	+	1659	0	0
5135_1	k141_36000	3	1205	-	1203	12	0.75431
5135_2	k141_36000	1259	1588	-	330	3	0.687451
5136_1	k141_40808	2	1747	-	1746	2	0.0866203
5136_2	k141_40808	1771	3720	-	1950	0	0
5136_3	k141_40808	3733	6840	-	3108	2	0.0486612
5136_4	k141_40808	7114	11127	+	4014	0	0
5136_5	k141_40808	11207	12610	-	1404	11	0.592461
5136_6	k141_40808	12716	14299	+	1584	5	0.238698
5136_7	k141_40808	14311	15600	+	1290	8	0.468959
5136_8	k141_40808	15834	16139	-	306	1	0.247123
5136_9	k141_40808	16354	17031	+	678	3	0.3346
5136_10	k141_40808	17018	17719	+	702	1	0.10772
5136_11	k141_40808	17822	18700	+	879	2	0.172058
5136_12	k141_40808	18742	19215	+	474	1	0.159535
5136_13	k141_40808	19205	20866	+	1662	3	0.136497
5136_14	k141_40808	20903	22081	+	1179	3	0.192416
5136_15	k141_40808	22081	23148	+	1068	1	0.0708048
5136_16	k141_40808	23202	24050	+	849	4	0.356276
5136_17	k141_40808	24061	24432	+	372	0	0
5136_18	k141_40808	24389	24649	+	261	0	0
5136_19	k141_40808	24755	25687	-	933	2	0.1621
5136_20	k141_40808	25690	26613	-	924	3	0.245518
5136_21	k141_40808	26692	28479	-	1788	5	0.211464
5136_22	k141_40808	28598	29254	-	657	1	0.115098
5136_23	k141_40808	29277	30512	-	1236	10	0.611809
5136_24	k141_40808	30708	31391	-	684	2	0.22111
5136_25	k141_40808	31598	32314	+	717	4	0.421866
5137_1	k141_1478	255	1349	-	1095	106	7.32025
5137_2	k141_1478	1454	1699	-	246	28	8.6071
5138_1	k141_31025	1	324	-	324	2	0.466787
5138_2	k141_31025	328	1245	-	918	8	0.658994
5139_1	k141_15324	3	875	-	873	1	0.0866203
5139_2	k141_15324	1053	1388	+	336	5	1.12529
5139_3	k141_15324	1510	2175	-	666	16	1.81669
5139_4	k141_15324	2403	3674	-	1272	4	0.237797
5139_5	k141_15324	3679	4908	-	1230	11	0.676272
5139_6	k141_15324	5140	5490	-	351	0	0
5139_7	k141_15324	5480	5761	-	282	1	0.268154
5139_8	k141_15324	5812	7080	-	1269	4	0.23836
5139_9	k141_15324	7136	7837	-	702	1	0.10772
5140_1	k141_24472	3	62	-	60	0	0
5140_2	k141_24472	59	952	-	894	0	0
5140_3	k141_24472	1298	1846	-	549	0	0
5141_1	k141_33529	3	605	+	603	7	0.877839
5141_2	k141_33529	606	1889	+	1284	13	0.765619
5142_1	k141_10339	3	560	-	558	102	13.8229
5142_2	k141_10339	649	3774	-	3126	687	16.6189
5143_1	k141_29163	3	113	+	111	0	0
5143_2	k141_29163	129	1364	+	1236	18	1.10126
5143_3	k141_29163	1372	2454	+	1083	30	2.09472
5143_4	k141_29163	2596	4002	+	1407	37	1.98857
5143_5	k141_29163	4033	5307	+	1275	34	2.01652
5144_1	k141_24475	3	407	+	405	0	0
5144_2	k141_24475	480	1748	+	1269	4	0.23836
5145_1	k141_40813	1	561	+	561	4	0.539177
5145_2	k141_40813	683	1240	+	558	5	0.677595
5145_3	k141_40813	1277	2101	+	825	6	0.54996
5145_4	k141_40813	2113	2361	+	249	0	0
5145_5	k141_40813	2374	2454	+	81	0	0
5146_1	k141_36006	1	1248	+	1248	7	0.424148
5146_2	k141_36006	1250	2155	+	906	2	0.166931
5146_3	k141_36006	2202	2945	+	744	3	0.304918
5147_1	k141_8055	2	454	+	453	9	1.50238
5147_2	k141_8055	465	1034	+	570	8	1.06133
5147_3	k141_8055	1027	1542	+	516	5	0.732748
5147_4	k141_8055	1573	1956	+	384	0	0
5148_1	k141_33530	2	316	+	315	2	0.480124
5148_2	k141_33530	382	1575	+	1194	12	0.759996
5148_3	k141_33530	1539	1670	-	132	0	0
5148_4	k141_33530	1624	2259	-	636	0	0
5148_5	k141_33530	2331	3026	-	696	7	0.760542
5148_6	k141_33530	3023	4081	-	1059	5	0.357033
5148_7	k141_33530	4102	4245	-	144	0	0
5149_1	k141_15334	3	1409	+	1407	0	0
5150_1	k141_29171	2	1306	-	1305	0	0
5150_2	k141_29171	1281	1724	-	444	0	0
5150_3	k141_29171	1681	1965	-	285	0	0
5151_1	k141_1493	29	1270	-	1242	12	0.730624
5152_1	k141_8060	3	95	-	93	0	0
5152_2	k141_8060	92	742	-	651	0	0
5152_3	k141_8060	735	1520	-	786	0	0
5153_1	k141_10346	3	140	+	138	0	0
5153_2	k141_10346	281	1957	-	1677	0	0
5154_1	k141_33532	69	1298	+	1230	4	0.245917
5155_1	k141_3595	2	1792	+	1791	0	0
5155_2	k141_3595	2160	3335	+	1176	0	0
5155_3	k141_3595	3356	4192	+	837	0	0
5155_4	k141_3595	4282	5040	+	759	0	0
5155_5	k141_3595	5603	5947	-	345	0	0
5155_6	k141_3595	5987	6184	-	198	0	0
5155_7	k141_3595	6263	6934	-	672	0	0
5155_8	k141_3595	7094	9046	-	1953	0	0
5155_9	k141_3595	9332	10363	+	1032	0	0
5155_10	k141_3595	10706	10822	+	117	0	0
5155_11	k141_3595	11037	12620	-	1584	2	0.0954792
5155_12	k141_3595	12796	13023	+	228	0	0
5155_13	k141_3595	13031	13135	+	105	0	0
5155_14	k141_3595	13174	15393	+	2220	0	0
5155_15	k141_3595	15443	17365	-	1923	0	0
5155_16	k141_3595	17512	18069	-	558	0	0
5155_17	k141_3595	18069	18482	-	414	0	0
5155_18	k141_3595	18519	19004	-	486	0	0
5155_19	k141_3595	19268	19480	+	213	0	0
5155_20	k141_3595	19493	19849	+	357	0	0
5155_21	k141_3595	19865	20128	+	264	0	0
5155_22	k141_3595	20386	21165	-	780	0	0
5155_23	k141_3595	21203	22258	-	1056	0	0
5155_24	k141_3595	22291	23148	-	858	0	0
5155_25	k141_3595	23263	24303	+	1041	0	0
5155_26	k141_3595	24336	24887	+	552	0	0
5155_27	k141_3595	25699	28110	+	2412	0	0
5155_28	k141_3595	28288	29853	+	1566	0	0
5155_29	k141_3595	29878	30027	+	150	0	0
5155_30	k141_3595	30038	30463	+	426	0	0
5155_31	k141_3595	30649	31458	+	810	0	0
5155_32	k141_3595	31462	31611	-	150	0	0
5155_33	k141_3595	31680	31961	+	282	0	0
5155_34	k141_3595	32184	32345	-	162	0	0
5155_35	k141_3595	32361	36254	-	3894	0	0
5155_36	k141_3595	37080	37220	+	141	0	0
5155_37	k141_3595	37471	37596	-	126	0	0
5155_38	k141_3595	37627	37761	-	135	0	0
5155_39	k141_3595	37791	38189	-	399	0	0
5155_40	k141_3595	38183	38521	-	339	0	0
5155_41	k141_3595	38599	39237	-	639	0	0
5155_42	k141_3595	39692	41005	+	1314	0	0
5155_43	k141_3595	41002	44457	+	3456	0	0
5155_44	k141_3595	44631	44813	-	183	0	0
5156_1	k141_36010	2	319	+	318	3	0.713392
5156_2	k141_36010	326	1276	+	951	14	1.11322
5156_3	k141_36010	1322	2893	-	1572	6	0.288624
5157_1	k141_8061	3	1508	-	1506	3	0.150637
5158_1	k141_24481	1	333	-	333	0	0
5158_2	k141_24481	412	1311	-	900	0	0
5158_3	k141_24481	1521	2345	-	825	0	0
5158_4	k141_24481	2380	2469	-	90	0	0
5159_1	k141_33533	1	768	+	768	0	0
5159_2	k141_33533	852	1271	-	420	0	0
5160_1	k141_10349	1	273	-	273	71	19.6666
5160_2	k141_10349	560	1318	+	759	301	29.9888
5160_3	k141_10349	1323	1580	+	258	84	24.6203
5161_1	k141_29176	2	418	+	417	2	0.362684
5161_2	k141_29176	541	1107	+	567	5	0.666839
5161_3	k141_29176	1277	1486	+	210	2	0.720186
5162_1	k141_12378	489	1670	+	1182	0	0
5162_2	k141_12378	1800	1991	+	192	0	0
5162_3	k141_12378	2000	2545	+	546	0	0
5162_4	k141_12378	2601	3038	+	438	0	0
5162_5	k141_12378	3060	3758	+	699	0	0
5162_6	k141_12378	3773	4291	+	519	0	0
5162_7	k141_12378	4330	4707	+	378	0	0
5162_8	k141_12378	4814	8629	+	3816	7	0.138715
5162_9	k141_12378	8659	12936	+	4278	0	0
5162_10	k141_12378	13178	13702	+	525	0	0
5162_11	k141_12378	13737	13940	+	204	0	0
5163_1	k141_3597	2	730	+	729	4	0.414922
5163_2	k141_3597	727	1071	+	345	4	0.876749
5164_1	k141_26668	3	1430	-	1428	221	11.703
5164_2	k141_26668	2480	2578	+	99	44	33.6087
5164_3	k141_26668	2853	5546	+	2694	163	4.57535
5164_4	k141_26668	5595	6590	+	996	0	0
5164_5	k141_26668	6625	6759	+	135	0	0
5164_6	k141_26668	6878	7246	+	369	0	0
5165_1	k141_8065	1	1251	+	1251	2	0.120895
5165_2	k141_8065	1310	1507	+	198	0	0
5166_1	k141_15340	3	140	-	138	0	0
5166_2	k141_15340	174	938	-	765	3	0.296547
5166_3	k141_15340	1224	2432	-	1209	2	0.125094
5167_1	k141_19068	3	1025	-	1023	135	9.97912
5167_2	k141_19068	1038	2006	-	969	133	10.3792
5167_3	k141_19068	2009	3217	-	1209	121	7.56821
5167_4	k141_19068	3249	3806	-	558	56	7.58906
5167_5	k141_19068	3826	4302	-	477	60	9.51189
5167_6	k141_19068	4511	6523	-	2013	314	11.7956
5167_7	k141_19068	6539	8407	-	1869	258	10.4387
5167_8	k141_19068	8619	10100	+	1482	244	12.4502
5167_9	k141_19068	10148	10957	+	810	94	8.7756
5167_10	k141_19068	11064	11735	-	672	114	12.8283
5167_11	k141_19068	12109	13146	+	1038	154	11.2191
5167_12	k141_19068	13156	14010	-	855	117	10.3479
5167_13	k141_19068	14128	17220	+	3093	400	9.77945
5167_14	k141_19068	17515	18120	+	606	97	12.1041
5167_15	k141_19068	18154	19398	-	1245	184	11.1759
5167_16	k141_19068	19447	20427	-	981	137	10.5605
5167_17	k141_19068	20518	20859	-	342	38	8.40217
5167_18	k141_19068	20880	21725	-	846	130	11.62
5167_19	k141_19068	22004	23587	-	1584	284	13.5581
5167_20	k141_19068	23707	25545	-	1839	266	10.9379
5167_21	k141_19068	25559	29032	-	3474	453	9.86058
5167_22	k141_19068	29158	30171	-	1014	140	10.4406
5167_23	k141_19068	30225	30800	-	576	64	8.40217
5167_24	k141_19068	30964	33513	-	2550	387	11.4764
5168_1	k141_38327	200	718	-	519	0	0
5168_2	k141_38327	715	1296	-	582	0	0
5168_3	k141_38327	1368	1637	+	270	0	0
5168_4	k141_38327	1713	2699	+	987	2	0.153231
5168_5	k141_38327	2727	3350	+	624	13	1.57541
5168_6	k141_38327	3400	4299	-	900	2	0.168043
5168_7	k141_38327	4696	7485	+	2790	12	0.325245
5168_8	k141_38327	7835	8467	-	633	12	1.43355
5168_9	k141_38327	9051	9557	+	507	19	2.83387
5168_10	k141_38327	9746	11119	+	1374	92	5.06332
5168_11	k141_38327	11156	11266	-	111	4	2.72503
5168_12	k141_38327	11378	12787	-	1410	30	1.60893
5168_13	k141_38327	12796	13845	-	1050	16	1.1523
5168_14	k141_38327	14034	15443	-	1410	43	2.30613
5168_15	k141_38327	15822	17645	+	1824	26	1.07791
5168_16	k141_38327	17779	18378	+	600	4	0.50413
5168_17	k141_38327	18372	19232	+	861	3	0.263483
5168_18	k141_38327	19229	19666	+	438	4	0.69059
5168_19	k141_38327	19711	20652	+	942	10	0.802755
5168_20	k141_38327	20670	21587	-	918	0	0
5168_21	k141_38327	21783	22712	-	930	6	0.487868
5168_22	k141_38327	23055	23690	-	636	11	1.30789
5168_23	k141_38327	23687	24589	-	903	13	1.08865
5168_24	k141_38327	24602	27016	-	2415	39	1.22119
5168_25	k141_38327	27065	27652	-	588	20	2.57209
5168_26	k141_38327	27809	28645	+	837	2	0.180692
5168_27	k141_38327	28774	28986	+	213	0	0
5168_28	k141_38327	29132	30643	+	1512	0	0
5168_29	k141_38327	30690	31388	-	699	0	0
5168_30	k141_38327	31611	32453	-	843	0	0
5168_31	k141_38327	32446	33249	-	804	0	0
5168_32	k141_38327	33261	33758	-	498	0	0
5168_33	k141_38327	33772	34950	-	1179	0	0
5168_34	k141_38327	34947	35429	-	483	0	0
5168_35	k141_38327	35604	38207	-	2604	0	0
5168_36	k141_38327	38756	39736	+	981	0	0
5168_37	k141_38327	39748	40062	+	315	0	0
5168_38	k141_38327	40055	41422	+	1368	0	0
5168_39	k141_38327	41409	42251	+	843	0	0
5168_40	k141_38327	42309	42578	+	270	0	0
5168_41	k141_38327	42588	43025	+	438	0	0
5168_42	k141_38327	43022	43576	+	555	0	0
5168_43	k141_38327	43666	43989	-	324	0	0
5168_44	k141_38327	43989	44678	-	690	0	0
5168_45	k141_38327	44749	45297	+	549	0	0
5168_46	k141_38327	45355	46272	-	918	0	0
5168_47	k141_38327	46269	47603	-	1335	0	0
5168_48	k141_38327	47646	50051	-	2406	0	0
5168_49	k141_38327	50053	51180	-	1128	0	0
5168_50	k141_38327	51217	52476	-	1260	0	0
5168_51	k141_38327	53008	54003	+	996	0	0
5168_52	k141_38327	54118	56241	+	2124	0	0
5168_53	k141_38327	56283	57548	+	1266	0	0
5168_54	k141_38327	57603	58193	+	591	0	0
5168_55	k141_38327	58768	59463	+	696	0	0
5168_56	k141_38327	59788	60348	+	561	0	0
5168_57	k141_38327	60420	60977	+	558	0	0
5168_58	k141_38327	61024	61761	+	738	0	0
5168_59	k141_38327	61781	64411	+	2631	0	0
5168_60	k141_38327	64411	65427	+	1017	0	0
5168_61	k141_38327	65440	65970	+	531	0	0
5168_62	k141_38327	65967	66482	+	516	0	0
5168_63	k141_38327	66493	67206	+	714	0	0
5168_64	k141_38327	67220	68935	+	1716	0	0
5168_65	k141_38327	69102	69392	+	291	0	0
5168_66	k141_38327	69591	70448	+	858	0	0
