# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_4_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_4/L23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_4/L23_1.bam	RPKG
13070_4	k141_133418	2106	2666	-	561	0	0
13070_5	k141_133418	3245	3583	+	339	0	0
13071_1	k141_145363	114	1205	+	1092	1	0.00119416
13071_2	k141_145363	1220	2371	+	1152	13	0.0147156
13072_1	k141_101532	93	653	+	561	16	0.0371914
13072_2	k141_101532	744	1823	+	1080	16	0.0193189
13072_3	k141_101532	1973	3760	-	1788	40	0.0291728
13073_1	k141_122970	1	327	-	327	0	0
13073_2	k141_122970	689	922	+	234	0	0
13073_3	k141_122970	939	1106	+	168	0	0
13073_4	k141_122970	1271	1666	-	396	0	0
13074_1	k141_145364	3	779	+	777	0	0
13075_1	k141_14052	3	833	-	831	6	0.00941534
13075_2	k141_14052	1015	2370	+	1356	6	0.00577002
13075_3	k141_14052	2446	4005	+	1560	36	0.0300929
13075_4	k141_14052	4377	4946	+	570	5	0.0114388
13075_5	k141_14052	4976	5179	+	204	3	0.0191768
13075_6	k141_14052	5202	5555	+	354	2	0.00736737
13075_7	k141_14052	5689	6708	+	1020	9	0.0115061
13075_8	k141_14052	6971	7567	-	597	14	0.0305801
13075_9	k141_14052	7727	8389	+	663	6	0.0118011
13075_10	k141_14052	8395	9873	+	1479	24	0.0211606
13075_11	k141_14052	9860	10246	+	387	1	0.00336957
13075_12	k141_14052	10264	10860	-	597	9	0.0196587
13076_1	k141_209904	1	1365	+	1365	1	0.000955329
13077_1	k141_35914	144	2156	-	2013	0	0
13077_2	k141_35914	2594	3868	+	1275	0	0
13077_3	k141_35914	4004	6247	-	2244	4	0.00232446
13077_4	k141_35914	6262	8232	-	1971	17	0.0112473
13078_1	k141_2871	7	915	-	909	57	0.0817705
13078_2	k141_2871	1214	2056	+	843	65	0.100548
13078_3	k141_2871	2186	4111	+	1926	263	0.178068
13078_4	k141_2871	4274	5149	+	876	67	0.099737
13079_1	k141_145365	2	976	+	975	1	0.00133746
13079_2	k141_145365	991	2031	+	1041	2	0.00250533
13080_1	k141_200480	1	180	+	180	0	0
13080_2	k141_200480	190	969	+	780	24	0.0401238
13080_3	k141_200480	982	1260	+	279	3	0.0140218
13080_4	k141_200480	1208	1333	+	126	0	0
13081_1	k141_133424	142	1668	+	1527	3	0.00256193
13081_2	k141_133424	1668	2708	+	1041	0	0
13082_1	k141_188859	2	82	+	81	5	0.0804954
13082_2	k141_188859	690	1253	-	564	19	0.0439299
13082_3	k141_188859	1662	1838	+	177	2	0.0147347
13083_1	k141_145367	1	69	+	69	0	0
13083_2	k141_145367	94	1020	+	927	2	0.00281343
13083_3	k141_145367	1093	1257	+	165	0	0
13084_1	k141_200484	1	1131	+	1131	0	0
13085_1	k141_156198	2	1339	+	1338	19	0.0185175
13085_2	k141_156198	1653	1910	+	258	5	0.0252718
13085_3	k141_156198	2121	2738	-	618	5	0.0105504
13085_4	k141_156198	2838	4943	+	2106	18	0.0111455
13085_5	k141_156198	4957	6204	+	1248	12	0.0125387
13086_1	k141_46071	1	267	-	267	34	0.166056
13086_2	k141_46071	534	1475	-	942	28	0.0387608
13086_3	k141_46071	1584	2189	-	606	54	0.1162
13086_4	k141_46071	2624	4201	+	1578	120	0.0991654
13086_5	k141_46071	4198	4962	+	765	70	0.119323
13086_6	k141_46071	5860	6012	+	153	1	0.00852304
13086_7	k141_46071	5951	8788	-	2838	22	0.0101087
13086_8	k141_46071	8909	9052	-	144	0	0
13086_9	k141_46071	9153	10457	-	1305	7	0.00699477
13086_10	k141_46071	10457	11239	-	783	1	0.00166542
13086_11	k141_46071	11248	11787	-	540	2	0.00482972
13086_12	k141_46071	11810	12232	+	423	5	0.015414
13086_13	k141_46071	12378	12917	-	540	12	0.0289783
13087_1	k141_101533	19	1104	+	1086	18	0.0216137
13087_2	k141_101533	1152	1988	+	837	17	0.0264856
13087_3	k141_101533	2139	3152	+	1014	49	0.063015
13087_4	k141_101533	3245	4438	+	1194	39	0.0425938
13087_5	k141_101533	4458	5207	+	750	17	0.0295579
13087_6	k141_101533	5303	5839	+	537	10	0.0242835
13088_1	k141_156199	3	77	-	75	0	0
13088_2	k141_156199	210	620	-	411	0	0
13088_3	k141_156199	574	1185	-	612	0	0
13089_1	k141_2872	3	269	-	267	0	0
13089_2	k141_2872	291	1268	-	978	1	0.00133336
13089_3	k141_2872	1651	2604	-	954	12	0.0164028
13089_4	k141_2872	3242	4063	+	822	6	0.00951843
13089_5	k141_2872	4347	5141	+	795	6	0.0098417
13090_1	k141_200485	3	1415	-	1413	20	0.0184575
13090_2	k141_200485	1503	2312	-	810	3	0.00482972
13091_1	k141_35927	1	489	+	489	0	0
13091_2	k141_35927	551	721	-	171	0	0
13092_1	k141_156201	1	705	+	705	0	0
13092_2	k141_156201	803	1327	+	525	6	0.0149031
13093_1	k141_14057	3	866	-	864	1	0.00150929
13093_2	k141_14057	879	1526	-	648	0	0
13093_3	k141_14057	1531	2856	-	1326	4	0.00393371
13093_4	k141_14057	2819	4204	-	1386	0	0
13093_5	k141_14057	4388	5560	+	1173	6	0.0066702
13093_6	k141_14057	5547	6428	-	882	1	0.00147849
13093_7	k141_14057	6460	6741	-	282	0	0
13093_8	k141_14057	6873	7349	-	477	1	0.0027338
13094_1	k141_2876	3	755	-	753	23	0.0398308
13094_2	k141_2876	752	1246	-	495	11	0.0289783
13095_1	k141_46072	1	972	-	972	6	0.00804954
13095_2	k141_46072	1092	1334	-	243	0	0
13095_3	k141_46072	1566	3425	-	1860	3	0.00210327
13096_1	k141_145379	2	460	-	459	0	0
13096_2	k141_145379	651	2021	-	1371	0	0
13096_3	k141_145379	2023	2262	-	240	0	0
13097_1	k141_209915	2	256	+	255	0	0
13097_2	k141_209915	436	1209	-	774	0	0
13097_3	k141_209915	1238	2314	-	1077	0	0
13097_4	k141_209915	2459	4120	-	1662	2	0.00156922
13097_5	k141_209915	4216	5121	-	906	1	0.00143932
13097_6	k141_209915	5172	6137	-	966	0	0
13097_7	k141_209915	6351	6443	-	93	0	0
13098_1	k141_2878	3	1034	+	1032	0	0
13099_1	k141_14059	1	1137	-	1137	2	0.0022938
13100_1	k141_46073	438	863	+	426	2	0.00612218
13100_2	k141_46073	1080	1433	+	354	1	0.00368369
13100_3	k141_46073	1558	1809	+	252	0	0
13100_4	k141_46073	1748	2419	+	672	2	0.00388103
13101_1	k141_35943	3	1118	+	1116	4	0.00467392
13102_1	k141_209916	2	250	+	249	0	0
13102_2	k141_209916	260	1642	+	1383	0	0
13103_1	k141_188865	34	633	-	600	3	0.00652012
13103_2	k141_188865	1593	2072	-	480	1	0.00271672
13103_3	k141_188865	2072	2680	-	609	2	0.00428251
13103_4	k141_188865	2733	4436	-	1704	5	0.00382636
13103_5	k141_188865	4433	5602	-	1170	4	0.0044582
13103_6	k141_188865	5701	6003	-	303	0	0
13103_7	k141_188865	6095	6325	-	231	2	0.0112903
13103_8	k141_188865	6393	6944	-	552	0	0
13104_1	k141_209917	2	313	+	312	1	0.00417957
13104_2	k141_209917	342	569	+	228	2	0.0114388
13104_3	k141_209917	666	881	+	216	0	0
13104_4	k141_209917	953	1816	+	864	7	0.010565
13104_5	k141_209917	1943	2080	+	138	0	0
13105_1	k141_14067	25	495	+	471	4	0.0110745
13105_2	k141_14067	499	1311	+	813	11	0.0176436
13106_1	k141_101553	3	851	+	849	2	0.00307191
13106_2	k141_101553	960	1502	+	543	0	0
13106_3	k141_101553	1615	2037	+	423	0	0
13106_4	k141_101553	2115	2504	+	390	0	0
13106_5	k141_101553	2661	4361	+	1701	2	0.00153324
13107_1	k141_188874	1	198	-	198	15	0.0987897
13107_2	k141_188874	655	1068	-	414	13	0.0409476
13107_3	k141_188874	1124	1765	-	642	8	0.0162495
13108_1	k141_209920	1	378	-	378	0	0
13108_2	k141_209920	408	2363	-	1956	3	0.00200004
13109_1	k141_209921	3	1010	+	1008	1	0.00129368
13110_1	k141_133432	3	362	+	360	3	0.0108669
13110_2	k141_133432	449	862	+	414	4	0.0125993
13110_3	k141_133432	862	1008	+	147	0	0
13110_4	k141_133432	1620	3122	+	1503	22	0.0190875
13110_5	k141_133432	3119	4762	+	1644	17	0.0134844
13110_6	k141_133432	4775	5554	+	780	5	0.00835913
13110_7	k141_133432	5551	6210	+	660	6	0.0118548
13110_8	k141_133432	6203	7393	+	1191	11	0.0120439
13110_9	k141_133432	7383	8171	+	789	11	0.0181803
13110_10	k141_133432	8285	9475	+	1191	5	0.00547449
13110_11	k141_133432	9502	10557	+	1056	6	0.00740923
13110_12	k141_133432	10680	11606	+	927	12	0.0168806
13110_13	k141_133432	11696	12841	+	1146	16	0.0182063
13110_14	k141_133432	12838	13686	+	849	11	0.0168955
13110_15	k141_133432	13702	14187	+	486	7	0.0187822
13111_1	k141_35947	1	468	+	468	4	0.0111455
13111_2	k141_35947	536	1273	+	738	10	0.0176697
13111_3	k141_35947	1279	2070	+	792	3	0.00493949
13111_4	k141_35947	2121	3275	+	1155	3	0.00338708
13111_5	k141_35947	3282	4574	+	1293	4	0.00403411
13111_6	k141_35947	4648	5901	+	1254	6	0.00623935
13111_7	k141_35947	6062	6406	+	345	0	0
13111_8	k141_35947	6409	7176	+	768	0	0
13112_1	k141_177567	3	170	-	168	5	0.0388103
13112_2	k141_177567	224	1765	-	1542	48	0.0405922
13112_3	k141_177567	1777	4599	-	2823	69	0.0318731
13112_4	k141_177567	4785	5774	-	990	45	0.0592738
13112_5	k141_177567	5906	7603	+	1698	91	0.0698859
13112_6	k141_177567	7645	9291	+	1647	59	0.0467137
13112_7	k141_177567	9280	10572	-	1293	64	0.0645457
13112_8	k141_177567	10616	11965	-	1350	77	0.0743777
13112_9	k141_177567	12115	13587	-	1473	54	0.0478054
13112_10	k141_177567	14042	16654	-	2613	74	0.0369299
13112_11	k141_177567	16750	17994	-	1245	49	0.0513231
13112_12	k141_177567	18009	19307	-	1299	40	0.0401547
13112_13	k141_177567	19321	19965	-	645	16	0.0323479
13112_14	k141_177567	19981	20646	-	666	27	0.0528659
13112_15	k141_177567	20806	22056	-	1251	23	0.0239749
13112_16	k141_177567	22065	23339	-	1275	48	0.0490927
13112_17	k141_177567	23381	24046	-	666	21	0.0411179
13112_18	k141_177567	24363	25262	+	900	54	0.0782415
13112_19	k141_177567	25332	26603	-	1272	49	0.0502337
13112_20	k141_177567	26610	27917	-	1308	47	0.0468572
13112_21	k141_177567	27942	29228	-	1287	51	0.0516746
13112_22	k141_177567	29232	30539	-	1308	49	0.0488511
13112_23	k141_177567	30558	31826	-	1269	36	0.0369936
13112_24	k141_177567	31846	33111	-	1266	51	0.0525318
13112_25	k141_177567	33232	34479	-	1248	51	0.0532895
13112_26	k141_177567	34803	35702	-	900	27	0.0391207
13112_27	k141_177567	35818	36300	+	483	13	0.035098
13112_28	k141_177567	36336	37142	+	807	31	0.0500926
13112_29	k141_177567	37230	37832	+	603	16	0.034601
13112_30	k141_177567	37889	39265	+	1377	69	0.0653433
13112_31	k141_177567	39582	41171	+	1590	55	0.0451078
13112_32	k141_177567	41203	41985	+	783	34	0.0566243
13112_33	k141_177567	42113	43009	-	897	34	0.0494279
13112_34	k141_177567	43057	43218	+	162	6	0.0482972
13112_35	k141_177567	43539	45041	-	1503	66	0.0572626
13112_36	k141_177567	45156	45614	-	459	7	0.0198871
13112_37	k141_177567	45656	47353	-	1698	56	0.0430067
13112_38	k141_177567	47369	50764	-	3396	125	0.0479986
13112_39	k141_177567	50912	51847	-	936	23	0.0320433
13112_40	k141_177567	51900	52478	-	579	6	0.0135132
13112_41	k141_177567	53368	55113	-	1746	76	0.0567617
13112_42	k141_177567	55221	56858	-	1638	58	0.0461743
13112_43	k141_177567	56907	58559	-	1653	94	0.0741551
13112_44	k141_177567	58748	59857	+	1110	61	0.0716626
13112_45	k141_177567	59953	60897	-	945	33	0.0455374
13112_46	k141_177567	60955	61659	-	705	29	0.0536407
13112_47	k141_177567	61673	62185	-	513	24	0.061007
13112_48	k141_177567	62222	63262	-	1041	28	0.0350746
13112_49	k141_177567	63246	63797	-	552	21	0.0496096
13112_50	k141_177567	64068	64907	-	840	49	0.0760681
13112_51	k141_177567	64900	65292	-	393	9	0.0298632
13112_52	k141_177567	65389	65862	+	474	21	0.0577732
13112_53	k141_177567	65872	66327	-	456	19	0.0543344
13112_54	k141_177567	66341	67000	-	660	26	0.0513707
13112_55	k141_177567	67039	67719	-	681	21	0.0402122
13112_56	k141_177567	67939	68442	-	504	20	0.051747
13112_57	k141_177567	68606	69895	+	1290	61	0.0616632
13112_58	k141_177567	69984	71135	-	1152	29	0.032827
13112_59	k141_177567	71266	72771	-	1506	45	0.0389649
13112_60	k141_177567	72993	74003	+	1011	33	0.0425646
13112_61	k141_177567	74222	74764	-	543	17	0.0408258
13112_62	k141_177567	75001	76818	-	1818	89	0.0638384
13112_63	k141_177567	77071	77775	+	705	26	0.0480917
13112_64	k141_177567	77793	78500	+	708	11	0.0202603
13112_65	k141_177567	78572	79297	+	726	27	0.0484968
13112_66	k141_177567	79317	80393	+	1077	34	0.041167
13112_67	k141_177567	80515	80895	+	381	22	0.075298
13112_68	k141_177567	80971	81159	-	189	5	0.034498
13112_69	k141_177567	81257	81991	+	735	37	0.0656448
13112_70	k141_177567	82034	83899	-	1866	75	0.0524126
13112_71	k141_177567	83959	84555	-	597	13	0.0283958
13112_72	k141_177567	84921	85508	-	588	12	0.0266127
13112_73	k141_177567	85540	86763	-	1224	43	0.0458113
13112_74	k141_177567	86792	87598	-	807	31	0.0500926
13112_75	k141_177567	87608	88579	-	972	10	0.0134159
13112_76	k141_177567	88587	89843	-	1257	34	0.0352719
13112_77	k141_177567	89854	90891	-	1038	5	0.00628143
13112_78	k141_177567	90898	92154	-	1257	8	0.00829928
13112_79	k141_177567	92141	93325	-	1185	5	0.00550221
13112_80	k141_177567	93322	93846	-	525	8	0.0198709
13112_81	k141_177567	93833	95002	-	1170	10	0.0111455
13112_82	k141_177567	95018	96067	-	1050	22	0.0273224
13112_83	k141_177567	96082	96723	-	642	9	0.0182807
13112_84	k141_177567	96726	97448	-	723	10	0.0180363
13112_85	k141_177567	97445	98662	-	1218	16	0.01713
13112_86	k141_177567	98664	98885	-	222	0	0
13112_87	k141_177567	98891	100033	-	1143	63	0.0718754
13112_88	k141_177567	100045	101253	-	1209	50	0.0539299
13112_89	k141_177567	101284	101757	-	474	16	0.0440177
13112_90	k141_177567	101777	102295	-	519	16	0.0402011
13112_91	k141_177567	103111	103281	+	171	6	0.0457553
13112_92	k141_177567	103616	104620	-	1005	50	0.0648769
13112_93	k141_177567	104740	105753	-	1014	29	0.0372946
13112_94	k141_177567	105750	107045	-	1296	39	0.0392415
13112_95	k141_177567	107064	110093	+	3030	117	0.0503534
13112_96	k141_177567	110482	110895	-	414	10	0.0314982
13112_97	k141_177567	111051	111167	-	117	3	0.0334365
13112_98	k141_177567	111664	112407	-	744	25	0.043818
13112_99	k141_177567	113263	113475	-	213	18	0.110199
13112_100	k141_177567	113472	115955	-	2484	109	0.0572217
13112_101	k141_177567	116080	117387	+	1308	44	0.0438663
13112_102	k141_177567	117646	123240	+	5595	214	0.0498769
13112_103	k141_177567	123249	125588	+	2340	113	0.0629721
13112_104	k141_177567	125613	126788	+	1176	49	0.0543344
13112_105	k141_177567	126821	127249	+	429	21	0.0638334
13112_106	k141_177567	127584	128456	+	873	40	0.0597491
13112_107	k141_177567	128481	129911	+	1431	54	0.0492085
13112_108	k141_177567	129980	130570	+	591	31	0.0684006
13112_109	k141_177567	130676	131353	+	678	25	0.0480835
13112_110	k141_177567	131478	132539	-	1062	52	0.0638506
13112_111	k141_177567	132544	133830	-	1287	77	0.0780186
13112_112	k141_177567	134000	134824	+	825	18	0.0284514
13112_113	k141_177567	135041	135859	-	819	33	0.0525431
13112_114	k141_177567	135891	136328	-	438	13	0.0387039
13112_115	k141_177567	136435	138807	+	2373	78	0.042863
13112_116	k141_177567	138849	139649	+	801	32	0.0520959
13112_117	k141_177567	139806	141095	+	1290	34	0.0343696
13112_118	k141_177567	141132	141605	+	474	13	0.0357644
13112_119	k141_177567	141691	143346	-	1656	67	0.0527595
13112_120	k141_177567	143661	144059	+	399	12	0.0392188
13112_121	k141_177567	144111	146684	+	2574	71	0.0359696
13112_122	k141_177567	146865	147332	-	468	20	0.0557276
13112_123	k141_177567	148254	148367	-	114	8	0.0915105
13112_124	k141_177567	148457	150685	+	2229	94	0.0549925
13112_125	k141_177567	150690	151415	+	726	20	0.0359235
13112_126	k141_177567	151648	152907	-	1260	48	0.0496771
13112_127	k141_177567	152962	153510	-	549	22	0.052256
13112_128	k141_177567	153698	154450	+	753	29	0.0502214
13112_129	k141_177567	154555	155553	-	999	38	0.0496025
13112_130	k141_177567	155623	156096	+	474	14	0.0385155
13112_131	k141_177567	156200	157198	-	999	42	0.0548239
13112_132	k141_177567	157253	158521	-	1269	44	0.0452144
13112_133	k141_177567	158771	159784	-	1014	34	0.0437247
13112_134	k141_177567	159807	160943	-	1137	39	0.0447291
13112_135	k141_177567	160961	162013	-	1053	33	0.0408669
13112_136	k141_177567	162041	163585	-	1545	39	0.0329171
13112_137	k141_177567	163598	166903	-	3306	157	0.0619274
13112_138	k141_177567	167213	168223	-	1011	41	0.0528833
13112_139	k141_177567	168389	168988	+	600	17	0.0369474
13112_140	k141_177567	168965	170980	-	2016	71	0.0459255
13112_141	k141_177567	171003	171860	-	858	33	0.0501548
13112_142	k141_177567	171931	173025	-	1095	45	0.0535901
13112_143	k141_177567	173039	174058	-	1020	31	0.0396321
13112_144	k141_177567	174107	174931	-	825	22	0.034774
13112_145	k141_177567	174953	175957	-	1005	26	0.033736
13112_146	k141_177567	175959	177626	-	1668	36	0.0281444
13112_147	k141_177567	177647	178753	-	1107	48	0.0565431
13112_148	k141_177567	178750	179982	-	1233	62	0.0655714
13112_149	k141_177567	180110	180253	-	144	15	0.135836
13112_150	k141_177567	180549	182123	-	1575	55	0.0455374
13112_151	k141_177567	182148	183011	-	864	27	0.0407508
13112_152	k141_177567	183147	183692	-	546	17	0.0406015
13112_153	k141_177567	183711	184364	-	654	13	0.025921
13112_154	k141_177567	184406	186670	-	2265	95	0.0546942
13112_155	k141_177567	186746	187489	-	744	21	0.0368071
13112_156	k141_177567	187471	189210	-	1740	51	0.0382214
13112_157	k141_177567	189255	189467	+	213	3	0.0183665
13112_158	k141_177567	189634	189750	-	117	0	0
13112_159	k141_177567	190217	191302	-	1086	64	0.0768486
13112_160	k141_177567	191336	192559	-	1224	65	0.0692497
13112_161	k141_177567	192691	194097	-	1407	45	0.0417065
13112_162	k141_177567	194181	194573	-	393	13	0.0431357
13112_163	k141_177567	195057	196193	+	1137	44	0.0504636
13112_164	k141_177567	196253	196684	-	432	14	0.0422601
13112_165	k141_177567	196687	198633	-	1947	61	0.0408554
13112_166	k141_177567	198752	199786	-	1035	28	0.035278
13112_167	k141_177567	199951	202329	-	2379	88	0.0482363
13112_168	k141_177567	202568	204097	+	1530	74	0.0630705
13112_169	k141_177567	204215	204538	-	324	13	0.052322
13112_170	k141_177567	204714	205526	-	813	21	0.0336833
13112_171	k141_177567	205606	206646	-	1041	44	0.0551173
13112_172	k141_177567	206929	207498	+	570	21	0.048043
13112_173	k141_177567	207568	208482	+	915	44	0.0627072
13112_174	k141_177567	208582	208791	-	210	5	0.0310482
13112_175	k141_177567	208825	209883	-	1059	32	0.039404
13113_1	k141_101559	2	562	-	561	0	0
13113_2	k141_101559	701	1021	-	321	0	0
13113_3	k141_101559	1452	2636	-	1185	2	0.00220089
13114_1	k141_57522	282	1172	+	891	5	0.00731776
13114_2	k141_57522	1983	2186	+	204	6	0.0383537
13114_3	k141_57522	2375	4300	+	1926	25	0.0169266
13114_4	k141_57522	4405	4755	-	351	3	0.0111455
13114_5	k141_57522	5017	6492	+	1476	6	0.00530091
13114_6	k141_57522	6744	8657	+	1914	21	0.0143075
13114_7	k141_57522	8676	9554	+	879	1	0.00148353
13114_8	k141_57522	9568	10011	+	444	1	0.00293699
13114_9	k141_57522	10013	10744	+	732	2	0.00356291
13114_10	k141_57522	10746	11834	+	1089	5	0.00598726
13114_11	k141_57522	11841	12224	+	384	4	0.0135836
13114_12	k141_57522	12326	12988	+	663	4	0.00786742
13114_13	k141_57522	12992	15310	+	2319	3	0.00168697
13114_14	k141_57522	15361	16707	+	1347	9	0.00871286
13114_15	k141_57522	16704	17132	+	429	2	0.00607937
13114_16	k141_57522	17134	18504	+	1371	4	0.00380459
13114_17	k141_57522	18531	18971	+	441	5	0.0147849
13114_18	k141_57522	19278	21029	+	1752	21	0.0156304
13114_19	k141_57522	21026	21679	+	654	4	0.00797569
13114_20	k141_57522	21676	22110	+	435	0	0
13114_21	k141_57522	22107	23480	+	1374	8	0.00759257
13114_22	k141_57522	23986	24864	+	879	0	0
13114_23	k141_57522	25042	25974	-	933	4	0.00559067
13114_24	k141_57522	25971	27251	-	1281	15	0.0152696
13114_25	k141_57522	27338	27778	+	441	3	0.00887092
13114_26	k141_57522	27775	28251	+	477	1	0.0027338
13114_27	k141_57522	28270	28812	+	543	3	0.00720456
13114_28	k141_57522	28887	29747	-	861	11	0.01666
13114_29	k141_57522	29903	30067	+	165	1	0.00790318
13114_30	k141_57522	30199	30765	-	567	5	0.0114993
13114_31	k141_57522	30948	31859	-	912	6	0.00857911
13114_32	k141_57522	32016	32798	-	783	2	0.00333084
13114_33	k141_57522	33027	33167	+	141	1	0.0092484
13114_34	k141_57522	33104	33619	-	516	4	0.0101087
13114_35	k141_57522	33764	34201	-	438	2	0.00595445
13114_36	k141_57522	34333	34779	-	447	3	0.00875184
13114_37	k141_57522	34781	35227	-	447	0	0
13114_38	k141_57522	35364	36875	-	1512	6	0.0051747
13114_39	k141_57522	37348	37677	-	330	0	0
13114_40	k141_57522	37808	38446	+	639	2	0.00408145
13114_41	k141_57522	38569	39912	-	1344	10	0.00970256
13114_42	k141_57522	40104	41261	-	1158	5	0.0056305
13114_43	k141_57522	41314	42234	-	921	1	0.00141588
13114_44	k141_57522	42256	43236	-	981	0	0
13114_45	k141_57522	43233	44621	-	1389	4	0.00375529
13114_46	k141_57522	44631	44975	-	345	0	0
13114_47	k141_57522	45022	45231	+	210	0	0
13114_48	k141_57522	45147	46247	-	1101	5	0.005922
13114_49	k141_57522	46261	47850	-	1590	21	0.017223
13114_50	k141_57522	48021	48773	-	753	2	0.00346355
13114_51	k141_57522	48778	49233	-	456	0	0
13114_52	k141_57522	49282	49836	-	555	1	0.00234959
13114_53	k141_57522	50060	51298	-	1239	10	0.0105248
13114_54	k141_57522	51304	52674	-	1371	2	0.0019023
13114_55	k141_57522	52685	53182	-	498	2	0.00523705
13114_56	k141_57522	53319	54440	-	1122	5	0.00581116
13114_57	k141_57522	54418	56973	-	2556	6	0.00306109
13114_58	k141_57522	57070	58992	-	1923	3	0.00203436
13114_59	k141_57522	59238	60128	-	891	7	0.0102449
13114_60	k141_57522	60216	60983	-	768	2	0.0033959
13114_61	k141_57522	61328	63055	-	1728	6	0.00452786
13115_1	k141_2879	3	1307	-	1305	12	0.011991
13115_2	k141_2879	1357	1884	-	528	6	0.0148185
13115_3	k141_2879	2064	2192	-	129	0	0
13115_4	k141_2879	2189	3541	-	1353	25	0.0240951
13115_5	k141_2879	3486	3578	-	93	0	0
13115_6	k141_2879	3636	4520	-	885	13	0.0191552
13115_7	k141_2879	4643	5362	+	720	8	0.0144892
13115_8	k141_2879	5359	5685	+	327	6	0.0239271
13115_9	k141_2879	5784	6551	-	768	10	0.0169795
13115_10	k141_2879	6589	7059	-	471	4	0.0110745
13115_11	k141_2879	7234	7827	-	594	15	0.0329299
13115_12	k141_2879	7839	8312	-	474	7	0.0192577
13115_13	k141_2879	8281	8823	-	543	3	0.00720456
13115_14	k141_2879	8854	9828	-	975	12	0.0160495
13115_15	k141_2879	9871	10716	-	846	13	0.0200382
13116_1	k141_68380	1	930	-	930	11	0.0154239
13116_2	k141_68380	930	1646	-	717	12	0.0218247
13116_3	k141_68380	1817	2494	-	678	5	0.0096167
13116_4	k141_68380	2522	3631	-	1110	19	0.0223211
13116_5	k141_68380	3807	4211	-	405	11	0.035418
13116_6	k141_68380	4229	5626	-	1398	16	0.0149245
13116_7	k141_68380	5642	6499	-	858	8	0.0121587
13116_8	k141_68380	6576	8096	-	1521	22	0.0188616
13116_9	k141_68380	8111	8650	-	540	9	0.0217337
13116_10	k141_68380	8647	9153	-	507	7	0.0180043
13116_11	k141_68380	9250	9531	-	282	2	0.0092484
13116_12	k141_68380	9597	10358	-	762	16	0.0273811
13116_13	k141_68380	10381	10803	-	423	4	0.0123312
13116_14	k141_68380	10842	11108	-	267	3	0.014652
13116_15	k141_68380	11492	12184	+	693	2	0.00376342
13116_16	k141_68380	12186	13118	+	933	11	0.0153744
13116_17	k141_68380	13252	13893	+	642	21	0.042655
13116_18	k141_68380	14013	14852	-	840	17	0.026391
13116_19	k141_68380	14997	16313	-	1317	21	0.0207931
13116_20	k141_68380	16313	17059	-	747	11	0.0192025
13116_21	k141_68380	17199	17798	-	600	11	0.0239071
13116_22	k141_68380	17795	19027	-	1233	15	0.015864
13116_23	k141_68380	19057	19854	-	798	10	0.0163412
13116_24	k141_68380	19949	20935	-	987	21	0.0277452
13116_25	k141_68380	21007	22668	-	1662	38	0.0298152
13116_26	k141_68380	23007	23798	-	792	12	0.0197579
13116_27	k141_68380	23949	24482	+	534	11	0.0268619
13116_28	k141_68380	24528	24797	-	270	2	0.00965944
13116_29	k141_68380	24851	25309	-	459	11	0.0312511
13116_30	k141_68380	25357	25644	-	288	3	0.0135836
13116_31	k141_68380	25826	26860	-	1035	22	0.0277184
13116_32	k141_68380	27077	28033	-	957	32	0.0436038
13116_33	k141_68380	28066	29196	-	1131	27	0.0311306
13116_34	k141_68380	29348	30721	-	1374	30	0.0284722
13116_35	k141_68380	30681	31370	-	690	2	0.00377978
13117_1	k141_133437	3	1415	+	1413	4	0.00369151
13118_1	k141_101560	2	832	+	831	2	0.00313845
13118_2	k141_101560	858	1448	+	591	0	0
13119_1	k141_209925	70	1125	+	1056	2	0.00246974
13119_2	k141_209925	1162	2001	+	840	0	0
13119_3	k141_209925	1994	2962	+	969	0	0
13119_4	k141_209925	3005	3805	+	801	0	0
13119_5	k141_209925	3894	4052	+	159	0	0
13120_1	k141_57525	1	195	-	195	1	0.00668731
13120_2	k141_57525	363	1010	+	648	10	0.0201238
13120_3	k141_57525	1171	1305	+	135	0	0
13121_1	k141_2881	1	240	-	240	0	0
13121_2	k141_2881	268	723	-	456	0	0
13121_3	k141_2881	738	1079	-	342	0	0
13121_4	k141_2881	1408	1968	+	561	0	0
13122_1	k141_35957	2	265	-	264	0	0
13122_2	k141_35957	471	917	+	447	0	0
13122_3	k141_35957	934	2166	+	1233	0	0
13123_1	k141_68383	1	942	-	942	5	0.00692157
13123_2	k141_68383	1238	2326	-	1089	7	0.00838216
13123_3	k141_68383	2470	2793	-	324	1	0.00402477
13123_4	k141_68383	2961	4316	+	1356	5	0.00480835
13123_5	k141_68383	4278	4382	-	105	0	0
13123_6	k141_68383	4547	5755	+	1209	8	0.00862878
13124_1	k141_133441	1	93	+	93	0	0
13124_2	k141_133441	227	1090	-	864	15	0.0226393
13124_3	k141_133441	1277	4348	+	3072	53	0.0224978
13124_4	k141_133441	4388	5776	+	1389	34	0.03192
