# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_7_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_7/E6_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_7/E6_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_7/E6_2.bam	RPKG
32702_2	k141_135491	648	1232	-	585	1	0.00148988
32703_1	k141_8101	413	850	-	438	21	0.0417882
32703_2	k141_8101	1030	1107	-	78	0	0
32704_1	k141_211743	3	2570	+	2568	233	0.0790805
32704_2	k141_211743	2704	3183	+	480	82	0.148895
32705_1	k141_21347	160	306	+	147	1	0.00592913
32705_2	k141_21347	889	1674	+	786	15	0.0166332
32705_3	k141_21347	1680	2390	+	711	3	0.00367756
32705_4	k141_21347	2359	2646	+	288	2	0.00605265
32705_5	k141_21347	2648	5170	+	2523	24	0.00829091
32705_6	k141_21347	5423	5749	+	327	3	0.00799617
32705_7	k141_21347	5775	7061	+	1287	12	0.00812664
32705_8	k141_21347	7145	7576	+	432	0	0
32705_9	k141_21347	7569	8609	+	1041	0	0
32705_10	k141_21347	8613	10946	+	2334	54	0.0201651
32705_11	k141_21347	10939	11421	+	483	5	0.00902259
32705_12	k141_21347	11418	11669	+	252	2	0.00691732
32705_13	k141_21347	11639	12256	+	618	12	0.0169239
32705_14	k141_21347	12234	12830	+	597	9	0.0131394
32705_15	k141_21347	12812	14176	+	1365	5	0.00319261
32705_16	k141_21347	14253	15281	+	1029	0	0
32705_17	k141_21347	15286	15501	+	216	2	0.00807021
32705_18	k141_21347	15498	17180	+	1683	10	0.00517874
32705_19	k141_21347	17177	18526	+	1350	14	0.00903863
32705_20	k141_21347	18528	19064	+	537	10	0.0162306
32705_21	k141_21347	19061	22036	+	2976	45	0.0131792
32705_22	k141_21347	22061	22354	+	294	7	0.020752
32705_23	k141_21347	22351	22974	+	624	1	0.00139677
32705_24	k141_21347	23003	23668	+	666	4	0.00523473
32705_25	k141_21347	23665	23904	+	240	0	0
32705_26	k141_21347	23990	24538	+	549	8	0.0127007
32705_27	k141_21347	24608	24979	+	372	0	0
32705_28	k141_21347	25612	25824	+	213	8	0.0327355
32705_29	k141_21347	25829	26332	+	504	10	0.0172933
32705_30	k141_21347	26325	26918	+	594	17	0.0249443
32705_31	k141_21347	26925	27167	+	243	4	0.014347
32705_32	k141_21347	27237	30548	+	3312	38	0.01
32705_33	k141_21347	30548	31573	+	1026	4	0.00339798
32705_34	k141_21347	31724	32779	-	1056	0	0
32705_35	k141_21347	32803	32988	-	186	0	0
32705_36	k141_21347	33169	34386	-	1218	5	0.00357792
32705_37	k141_21347	34626	35216	-	591	3	0.00442428
32705_38	k141_21347	35500	36540	+	1041	15	0.0125588
32705_39	k141_21347	36546	39587	+	3042	47	0.0134663
32705_40	k141_21347	39597	40907	+	1311	18	0.0119668
32705_41	k141_21347	40911	41951	+	1041	11	0.0092098
32705_42	k141_21347	41944	42723	+	780	2	0.00223483
32705_43	k141_21347	42720	43352	-	633	7	0.00963835
32705_44	k141_21347	43428	45092	-	1665	37	0.0193685
32705_45	k141_21347	45100	46011	-	912	12	0.0114682
32705_46	k141_21347	46008	47213	-	1206	17	0.012286
32705_47	k141_21347	47263	48414	-	1152	9	0.00680924
32705_48	k141_21347	48419	49189	-	771	3	0.00339137
32705_49	k141_21347	49200	50324	-	1125	20	0.0154948
32705_50	k141_21347	50545	50697	-	153	0	0
32705_51	k141_21347	50714	50902	-	189	0	0
32705_52	k141_21347	50922	51161	-	240	4	0.0145264
32705_53	k141_21347	51384	51998	+	615	3	0.00425162
32705_54	k141_21347	52013	53362	+	1350	13	0.00839301
32705_55	k141_21347	53391	54134	+	744	2	0.00234296
32705_56	k141_21347	54238	55572	+	1335	4	0.00261148
32705_57	k141_21347	55595	57628	+	2034	13	0.00557058
32705_58	k141_21347	57662	58165	+	504	2	0.00345866
32705_59	k141_21347	58490	58930	+	441	3	0.00592913
32705_60	k141_21347	58911	60230	+	1320	11	0.00726318
32705_61	k141_21347	60246	61316	+	1071	8	0.00651042
32705_62	k141_21347	61313	62917	+	1605	15	0.00814563
32705_63	k141_21347	63088	65142	+	2055	9	0.00381715
32705_64	k141_21347	65200	65523	-	324	2	0.00538014
32705_65	k141_21347	65636	67954	+	2319	14	0.00526182
32705_66	k141_21347	68450	69910	+	1461	10	0.00596566
32705_67	k141_21347	69907	70212	-	306	3	0.00854492
32705_68	k141_21347	70217	72223	-	2007	30	0.0130281
32705_69	k141_21347	72324	72785	+	462	8	0.0150923
32705_70	k141_21347	72882	74153	+	1272	14	0.00959289
32705_71	k141_21347	74244	76241	-	1998	32	0.0139593
32705_72	k141_21347	76371	77837	-	1467	12	0.00712951
32705_73	k141_21347	77979	79166	+	1188	2	0.00146731
32705_74	k141_21347	79492	80418	+	927	3	0.00282065
32705_75	k141_21347	80512	82755	-	2244	11	0.00427246
32705_76	k141_21347	82796	84973	-	2178	35	0.0140061
32705_77	k141_21347	85101	85346	-	246	0	0
32705_78	k141_21347	85951	86295	-	345	1	0.00252633
32705_79	k141_21347	86401	86598	-	198	1	0.00440193
32705_80	k141_21347	86654	87280	-	627	8	0.0111207
32705_81	k141_21347	87314	89269	-	1956	53	0.0236165
32705_82	k141_21347	89360	91483	-	2124	32	0.0131312
32705_83	k141_21347	91525	91857	-	333	4	0.0104695
32705_84	k141_21347	91870	93417	-	1548	26	0.014639
32705_85	k141_21347	93438	93995	-	558	4	0.0062479
32705_86	k141_21347	93999	94439	-	441	2	0.00395275
32705_87	k141_21347	94491	95933	-	1443	14	0.0084561
32705_88	k141_21347	95985	97130	-	1146	12	0.00912652
32705_89	k141_21347	97238	98389	-	1152	16	0.0121053
32705_90	k141_21347	98415	99491	-	1077	9	0.00728342
32705_91	k141_21347	99517	100392	-	876	15	0.0149244
32705_92	k141_21347	100481	101005	-	525	6	0.00996094
32705_93	k141_21347	101366	102043	-	678	4	0.00514208
32705_94	k141_21347	102072	103538	-	1467	4	0.0023765
32705_95	k141_21347	103543	105003	-	1461	4	0.00238626
32705_96	k141_21347	105014	106393	-	1380	13	0.00821056
32705_97	k141_21347	106599	108464	+	1866	29	0.0135455
32705_98	k141_21347	108525	109442	+	918	5	0.00474718
32705_99	k141_21347	109446	110408	+	963	18	0.0162913
32705_100	k141_21347	110473	112680	-	2208	13	0.0051316
32705_101	k141_21347	113578	114897	-	1320	9	0.00594261
32705_102	k141_21347	114948	116120	-	1173	7	0.00520126
32705_103	k141_21347	116491	118977	-	2487	17	0.00595774
32705_104	k141_21347	118995	120713	-	1719	2	0.00101406
32705_105	k141_21347	121006	121347	-	342	0	0
32705_106	k141_21347	121467	122465	-	999	11	0.009597
32705_107	k141_21347	122488	123804	-	1317	1	0.000661794
32705_108	k141_21347	123857	124741	-	885	0	0
32705_109	k141_21347	124795	125667	-	873	13	0.0129789
32705_110	k141_21347	125737	126351	-	615	1	0.00141721
32705_111	k141_21347	126361	127377	-	1017	18	0.0154262
32705_112	k141_21347	127419	127733	-	315	2	0.00553386
32705_113	k141_21347	127752	130199	-	2448	7	0.00249227
32705_114	k141_21347	130316	134302	-	3987	28	0.00612097
32705_115	k141_21347	134413	135171	-	759	12	0.01378
32705_116	k141_21347	135206	136300	-	1095	7	0.00557176
32705_117	k141_21347	136312	138087	-	1776	8	0.00392605
32705_118	k141_21347	138105	138881	-	777	3	0.00336518
32705_119	k141_21347	139144	140019	+	876	10	0.00994957
32705_120	k141_21347	140016	141518	+	1503	36	0.0208762
32705_121	k141_21347	141569	141934	-	366	5	0.0119069
32706_1	k141_199298	3	89	+	87	2	0.0200364
32706_2	k141_199298	229	741	+	513	11	0.0186889
32706_3	k141_199298	889	1941	-	1053	28	0.023176
32707_1	k141_237524	2	676	+	675	0	0
32707_2	k141_237524	679	1113	+	435	4	0.00801455
32708_1	k141_211745	2	715	-	714	0	0
32708_2	k141_211745	784	1104	-	321	0	0
32709_1	k141_58847	3	590	+	588	0	0
32709_2	k141_58847	704	1294	+	591	0	0
32710_1	k141_135496	1	276	+	276	0	0
32710_2	k141_135496	282	1499	+	1218	19	0.0135961
32711_1	k141_122928	3	476	-	474	0	0
32711_2	k141_122928	702	1037	+	336	0	0
32712_1	k141_173230	3	1064	+	1062	0	0
32712_2	k141_173230	1072	2169	+	1098	0	0
32712_3	k141_173230	2197	2625	+	429	0	0
32712_4	k141_173230	2641	2736	+	96	0	0
32713_1	k141_250418	40	1263	+	1224	73	0.0519816
32713_2	k141_250418	1264	1980	+	717	18	0.0218807
32713_3	k141_250418	2328	2648	+	321	8	0.0217217
32713_4	k141_250418	2648	3640	+	993	48	0.0421309
32713_5	k141_250418	3689	4180	+	492	18	0.0318872
32713_6	k141_250418	4164	4460	+	297	17	0.0498885
32713_7	k141_250418	4896	5309	+	414	21	0.0442107
32713_8	k141_250418	5442	5930	+	489	26	0.0463418
32713_9	k141_250418	5980	6225	+	246	20	0.0708603
32713_10	k141_250418	6251	6589	+	339	13	0.0334235
32713_11	k141_250418	6598	6915	+	318	12	0.0328899
32713_12	k141_250418	6995	7792	+	798	22	0.0240286
32714_1	k141_224023	104	643	+	540	3	0.00484212
32714_2	k141_224023	746	1426	+	681	17	0.0217576
32715_1	k141_84916	3	533	+	531	48	0.0787871
32715_2	k141_84916	523	792	-	270	24	0.077474
32715_3	k141_84916	891	1316	-	426	39	0.0797927
32715_4	k141_84916	1429	2472	+	1044	61	0.0509258
32715_5	k141_84916	2678	2881	+	204	11	0.0469971
32716_1	k141_199301	81	488	+	408	1	0.00213623
32716_2	k141_199301	488	976	+	489	0	0
32716_3	k141_199301	976	1035	+	60	0	0
32717_1	k141_109428	121	1290	-	1170	3	0.00223483
32717_2	k141_109428	1385	1927	-	543	0	0
32717_3	k141_109428	1968	2135	-	168	0	0
32718_1	k141_173231	1	72	+	72	0	0
32718_2	k141_173231	255	704	+	450	0	0
32719_1	k141_72032	3	1139	+	1137	25	0.0191641
32719_2	k141_72032	1179	1451	+	273	9	0.0287335
32720_1	k141_58851	95	673	-	579	0	0
32720_2	k141_58851	726	1355	-	630	0	0
32721_1	k141_199302	2	271	-	270	8	0.0258247
32721_2	k141_199302	440	1090	-	651	7	0.00937185
32722_1	k141_84917	3	587	+	585	6	0.0089393
32722_2	k141_84917	584	1210	+	627	13	0.0180711
32723_1	k141_122929	3	1040	-	1038	7	0.00587772
32723_2	k141_122929	1108	1743	-	636	0	0
32724_1	k141_186592	2	238	-	237	0	0
32724_2	k141_186592	287	508	-	222	0	0
32724_3	k141_186592	649	1833	-	1185	5	0.00367756
32724_4	k141_186592	1842	2168	-	327	0	0
32725_1	k141_109433	1	567	+	567	38	0.0584129
32725_2	k141_109433	707	868	+	162	12	0.0645616
32725_3	k141_109433	865	1008	+	144	6	0.0363159
32726_1	k141_135504	2	628	+	627	13	0.0180711
32726_2	k141_135504	661	1773	+	1113	7	0.00548165
32726_3	k141_135504	1745	1822	+	78	0	0
32727_1	k141_173234	2	223	+	222	0	0
32727_2	k141_173234	252	947	+	696	4	0.00500909
32727_3	k141_173234	944	1420	+	477	0	0
32728_1	k141_237528	337	1614	-	1278	5	0.00340995
32728_2	k141_237528	1761	2972	-	1212	9	0.00647215
32729_1	k141_72035	2	331	-	330	0	0
32729_2	k141_72035	324	1568	-	1245	9	0.00630059
32729_3	k141_72035	1555	1968	-	414	1	0.00210527
32730_1	k141_84920	1	642	+	642	0	0
32730_2	k141_84920	654	1049	+	396	2	0.00440193
32731_1	k141_122931	238	1554	-	1317	4	0.00264717
32732_1	k141_186595	2	898	+	897	7	0.00680164
32732_2	k141_186595	1016	1441	-	426	5	0.0102298
32733_1	k141_135506	2	727	-	726	0	0
32734_1	k141_109436	2	658	-	657	31	0.0411249
32734_2	k141_109436	940	1074	+	135	1	0.00645616
32735_1	k141_199308	3	779	+	777	3	0.00336518
32735_2	k141_199308	876	1022	+	147	0	0
32736_1	k141_8103	1	1236	+	1236	16	0.0112826
32736_2	k141_8103	1302	1493	+	192	10	0.0453949
32736_3	k141_8103	1490	3193	-	1704	33	0.0168792
32736_4	k141_8103	3573	4280	+	708	9	0.0110794
32736_5	k141_8103	4336	6303	-	1968	76	0.0336587
32737_1	k141_211752	2	238	+	237	8	0.0294205
32737_2	k141_211752	391	1323	+	933	58	0.054182
32737_3	k141_211752	1466	2590	-	1125	95	0.0736003
32737_4	k141_211752	2574	2855	-	282	14	0.04327
32738_1	k141_250420	2	283	+	282	6	0.0185443
32738_2	k141_250420	330	956	+	627	16	0.0222413
32738_3	k141_250420	999	1793	+	795	13	0.0142523
32738_4	k141_250420	1956	2894	+	939	25	0.0232051
32738_5	k141_250420	2968	3210	-	243	1	0.00358676
32739_1	k141_58859	3	404	-	402	1	0.00216811
32739_2	k141_58859	456	770	-	315	7	0.0193685
32739_3	k141_58859	992	1069	-	78	0	0
32740_1	k141_173238	2	892	-	891	21	0.0205423
32740_2	k141_173238	889	1401	-	513	5	0.00849495
32741_1	k141_250421	3	1100	-	1098	1	0.000793791
32742_1	k141_211753	3	497	+	495	7	0.0123254
32742_2	k141_211753	540	944	+	405	0	0
32743_1	k141_224034	3	341	-	339	41	0.105413
32743_2	k141_224034	510	1493	-	984	72	0.0637743
32744_1	k141_84921	3	1406	+	1404	31	0.0192443
32744_2	k141_84921	1773	2126	+	354	7	0.0172347
32745_1	k141_199310	124	1302	-	1179	28	0.0206992
32746_1	k141_135509	2	2074	+	2073	11	0.00462489
32747_1	k141_250423	1	1110	-	1110	6	0.00471126
32748_1	k141_186597	29	490	+	462	0	0
32748_2	k141_186597	494	1825	+	1332	5	0.0032717
32748_3	k141_186597	2036	2407	+	372	3	0.00702889
32749_1	k141_84923	2	1168	-	1167	48	0.0358491
32750_1	k141_237535	2	655	+	654	0	0
32750_2	k141_237535	646	1551	+	906	0	0
32750_3	k141_237535	1538	1651	+	114	0	0
32751_1	k141_199314	316	1062	-	747	0	0
32752_1	k141_58865	2	706	-	705	58	0.0717046
32752_2	k141_58865	703	1497	-	795	29	0.0317936
32753_1	k141_135511	1	792	+	792	4	0.00440193
32753_2	k141_135511	968	1039	+	72	0	0
32754_1	k141_224037	3	1217	-	1215	23	0.0164991
32754_2	k141_224037	1287	1727	-	441	5	0.00988188
32755_1	k141_8114	1	78	-	78	1	0.0111741
32755_2	k141_8114	356	544	+	189	6	0.0276693
32755_3	k141_8114	544	1482	+	939	29	0.0269179
32756_1	k141_211763	3	266	-	264	0	0
32756_2	k141_211763	324	1481	-	1158	16	0.0120426
32757_1	k141_84927	3	1223	+	1221	59	0.0421158
32758_1	k141_211764	1	972	-	972	14	0.0125537
32759_1	k141_72048	3	1994	-	1992	87	0.0380661
32760_1	k141_109444	308	1249	-	942	5	0.00462623
32760_2	k141_109444	1221	2012	-	792	14	0.0154068
32760_3	k141_109444	2050	3318	-	1269	32	0.0219784
32760_4	k141_109444	3368	3658	-	291	8	0.023961
32761_1	k141_8117	2	400	+	399	1	0.00218442
32761_2	k141_8117	381	1499	+	1119	5	0.00389447
32762_1	k141_211766	2	289	+	288	0	0
32762_2	k141_211766	316	1362	+	1047	8	0.00665965
32763_1	k141_84929	2	691	-	690	53	0.0669476
32763_2	k141_84929	696	1811	-	1116	39	0.0304585
32764_1	k141_135516	2	520	+	519	1	0.00167935
32764_2	k141_135516	735	2036	+	1302	6	0.00401651
32764_3	k141_135516	2048	2614	+	567	0	0
32765_1	k141_224038	28	768	+	741	0	0
32765_2	k141_224038	762	1430	+	669	0	0
32765_3	k141_224038	1427	3301	+	1875	0	0
32766_1	k141_58866	3	767	+	765	1	0.00113932
32766_2	k141_58866	797	1549	+	753	4	0.00462992
32766_3	k141_58866	1755	2510	+	756	0	0
32766_4	k141_58866	2514	3248	-	735	0	0
32766_5	k141_58866	3405	3941	+	537	0	0
32766_6	k141_58866	3971	4060	+	90	0	0
32767_1	k141_199322	2	1180	+	1179	7	0.00517479
32768_1	k141_8119	3	413	-	411	8	0.0169651
32768_2	k141_8119	415	1053	-	639	5	0.00681989
32769_1	k141_122948	1	684	+	684	41	0.052244
32769_2	k141_122948	698	1252	+	555	30	0.0471126
32769_3	k141_122948	1496	1888	+	393	31	0.0687508
32769_4	k141_122948	2050	2337	+	288	19	0.0575002
32770_1	k141_237537	2	226	+	225	1	0.0038737
32770_2	k141_237537	228	1976	+	1749	30	0.01495
32770_3	k141_237537	1984	2838	+	855	7	0.00713576
32770_4	k141_237537	2822	3442	+	621	5	0.00701757
32770_5	k141_237537	3561	5147	+	1587	18	0.00988562
32771_1	k141_135517	224	1081	+	858	47	0.047744
32772_1	k141_8120	1	327	+	327	0	0
32772_2	k141_8120	442	1281	+	840	7	0.00726318
32773_1	k141_96795	144	938	-	795	25	0.0274082
32773_2	k141_96795	942	1649	-	708	20	0.024621
32773_3	k141_96795	1785	2336	-	552	36	0.0568423
32773_4	k141_96795	2406	3101	-	696	37	0.0463341
32773_5	k141_96795	3182	4267	-	1086	70	0.0561793
32773_6	k141_96795	4646	5236	-	591	24	0.0353942
32773_7	k141_96795	5390	5860	-	471	18	0.0333089
32773_8	k141_96795	5884	8166	-	2283	145	0.0553567
32773_9	k141_96795	8271	8507	-	237	2	0.00735512
32773_10	k141_96795	8595	9497	-	903	68	0.0656341
32773_11	k141_96795	9502	11109	-	1608	97	0.0525768
32773_12	k141_96795	11088	12818	-	1731	55	0.0276933
32773_13	k141_96795	12818	14455	-	1638	58	0.0308619
32773_14	k141_96795	14594	14860	-	267	14	0.0457009
32773_15	k141_96795	14917	15282	-	366	13	0.0309578
32773_16	k141_96795	15861	16334	-	474	15	0.0275817
32774_1	k141_237538	3	92	-	90	0	0
32774_2	k141_237538	276	1196	-	921	25	0.0236586
32775_1	k141_109447	2	889	+	888	88	0.086373
32775_2	k141_109447	909	2099	+	1191	107	0.0783034
32775_3	k141_109447	2109	2399	+	291	8	0.023961
32775_4	k141_109447	2540	2926	-	387	39	0.0878339
32776_1	k141_84930	2	2650	-	2649	0	0
32777_1	k141_173251	1	420	+	420	0	0
32777_2	k141_173251	423	1277	+	855	0	0
32777_3	k141_173251	1289	3316	+	2028	0	0
32777_4	k141_173251	3479	5260	+	1782	0	0
32778_1	k141_122953	2	1288	+	1287	0	0
32779_1	k141_237541	2	1042	+	1041	7	0.00586078
32779_2	k141_237541	1052	1321	+	270	3	0.00968425
32780_1	k141_72063	3	155	-	153	7	0.0398763
32780_2	k141_72063	160	672	-	513	29	0.0492707
32780_3	k141_72063	679	1092	-	414	1	0.00210527
32781_1	k141_58867	3	1349	+	1347	22	0.0142352
32781_2	k141_58867	1483	2043	+	561	25	0.0388406
32781_3	k141_58867	2194	3339	+	1146	31	0.0235768
32781_4	k141_58867	3333	3995	+	663	21	0.0276067
32782_1	k141_211778	144	1193	+	1050	6	0.00498047
32783_1	k141_173253	2	1048	-	1047	0	0
32784_1	k141_224045	1	1530	+	1530	65	0.037028
32784_2	k141_224045	1606	2547	+	942	35	0.0323836
32785_1	k141_122955	1	120	-	120	0	0
32785_2	k141_122955	215	1051	+	837	20	0.0208263
32786_1	k141_173255	17	712	+	696	44	0.0551
32786_2	k141_173255	709	1089	+	381	11	0.0251638
32787_1	k141_224047	2	808	+	807	6	0.00648017
32787_2	k141_224047	975	1085	+	111	0	0
32788_1	k141_199327	2	658	+	657	39	0.0517378
32788_2	k141_199327	641	1183	-	543	47	0.0754408
32788_3	k141_199327	1554	1991	+	438	27	0.0537277
32788_4	k141_199327	2089	2244	-	156	3	0.0167612
32788_5	k141_199327	2241	2558	-	318	28	0.0767431
32788_6	k141_199327	2605	3651	-	1047	67	0.0557746
32788_7	k141_199327	3735	4490	-	756	42	0.0484212
32788_8	k141_199327	4711	4857	-	147	12	0.0711496
32789_1	k141_173256	448	603	-	156	11	0.0614577
32789_2	k141_173256	615	899	-	285	9	0.0275236
32789_3	k141_173256	914	1261	-	348	2	0.00500909
32790_1	k141_250425	1	540	-	540	8	0.0129123
32790_2	k141_250425	623	1519	-	897	27	0.0262349
32790_3	k141_250425	1672	2229	-	558	46	0.0718509
32790_4	k141_250425	2319	3305	-	987	27	0.0238427
32790_5	k141_250425	3307	4194	-	888	22	0.0215933
32790_6	k141_250425	4196	4705	-	510	13	0.0222168
32790_7	k141_250425	4731	5297	-	567	12	0.0184462
32790_8	k141_250425	5275	5679	-	405	11	0.0236726
32790_9	k141_250425	5880	6452	+	573	26	0.0395482
32790_10	k141_250425	6512	7945	-	1434	62	0.0376835
32790_11	k141_250425	8056	9747	-	1692	50	0.025756
32790_12	k141_250425	10202	11218	-	1017	23	0.0197113
32790_13	k141_250425	11218	11736	-	519	5	0.00839675
32791_1	k141_122961	2	100	-	99	0	0
32791_2	k141_122961	111	875	-	765	30	0.0341797
32792_1	k141_8128	1	804	+	804	5	0.00542029
32792_2	k141_8128	806	1663	+	858	24	0.0243799
32792_3	k141_8128	1690	2826	+	1137	39	0.029896
32793_1	k141_58873	92	586	-	495	4	0.00704309
32793_2	k141_58873	649	1446	-	798	17	0.0185675
32794_1	k141_109448	3	1307	+	1305	4	0.00267152
32794_2	k141_109448	1333	1803	+	471	10	0.0185049
32794_3	k141_109448	1877	2350	+	474	4	0.00735512
32794_4	k141_109448	3129	3311	+	183	5	0.0238137
32794_5	k141_109448	3343	3438	-	96	1	0.00907898
32794_6	k141_109448	3552	3734	+	183	2	0.00952549
32794_7	k141_109448	3989	4282	+	294	8	0.0237165
32794_8	k141_109448	4448	4999	+	552	2	0.00315791
32794_9	k141_109448	5002	5700	+	699	8	0.00997519
32795_1	k141_33633	1	63	-	63	3	0.0415039
32795_2	k141_33633	418	1413	+	996	111	0.0971342
32795_3	k141_33633	1425	2240	+	816	86	0.0918579
32795_4	k141_33633	2439	2960	+	522	70	0.116879
32795_5	k141_33633	2982	3545	+	564	72	0.111266
32795_6	k141_33633	3568	4434	+	867	133	0.133703
32795_7	k141_33633	4454	5887	+	1434	121	0.0735435
32795_8	k141_33633	5891	7060	+	1170	112	0.0834335
32795_9	k141_33633	7037	7456	-	420	51	0.105835
32795_10	k141_33633	7551	8435	-	885	64	0.0630297
32795_11	k141_33633	8589	9806	+	1218	117	0.0837234
32795_12	k141_33633	9798	10322	-	525	35	0.0581055
32795_13	k141_33633	10319	10849	-	531	38	0.0623731
32795_14	k141_33633	11063	11458	+	396	25	0.0550241
32795_15	k141_33633	11461	12750	+	1290	79	0.053376
32795_16	k141_33633	12747	13280	+	534	39	0.0636549
32795_17	k141_33633	13446	14381	+	936	68	0.0633201
32795_18	k141_33633	14423	15550	+	1128	105	0.0811313
32795_19	k141_33633	15672	18563	-	2892	214	0.0644947
32795_20	k141_33633	18607	21906	-	3300	300	0.0792347
32795_21	k141_33633	22039	23094	-	1056	98	0.0808855
32796_1	k141_135523	2	301	-	300	1	0.00290527
32796_2	k141_135523	318	995	-	678	0	0
32796_3	k141_135523	1010	2188	-	1179	10	0.00739255
32796_4	k141_135523	2220	3572	-	1353	3	0.00193255
32796_5	k141_135523	4168	5205	-	1038	17	0.0142745
32797_1	k141_84931	3	530	-	528	5	0.00825362
32797_2	k141_84931	666	1205	-	540	16	0.0258247
32797_3	k141_84931	1202	1822	-	621	15	0.0210527
32797_4	k141_84931	2048	5977	-	3930	64	0.0141937
32797_5	k141_84931	6325	6795	-	471	3	0.00555148
32798_1	k141_199328	1	1602	+	1602	0	0
32798_2	k141_199328	1994	2086	-	93	0	0
32799_1	k141_173261	1	225	-	225	0	0
32799_2	k141_173261	412	1011	-	600	3	0.00435791
32800_1	k141_237553	3	98	+	96	0	0
32800_2	k141_237553	116	679	+	564	48	0.0741772
32800_3	k141_237553	695	841	+	147	7	0.0415039
32800_4	k141_237553	893	1258	+	366	12	0.0285765
32801_1	k141_224053	1	375	-	375	2	0.00464844
32801_2	k141_224053	452	1426	-	975	7	0.00625751
32802_1	k141_45624	256	1122	+	867	29	0.0291533
32802_2	k141_45624	1141	1575	+	435	24	0.0480873
32802_3	k141_45624	1535	3922	+	2388	25	0.0091246
32802_4	k141_45624	3926	5626	+	1701	19	0.00973549
32802_5	k141_45624	5646	5903	+	258	0	0
32802_6	k141_45624	5893	6573	+	681	11	0.0140784
32802_7	k141_45624	6760	7956	+	1197	12	0.00873767
32802_8	k141_45624	8096	10174	+	2079	37	0.0155116
32802_9	k141_45624	10171	11007	+	837	20	0.0208263
32802_10	k141_45624	11020	11184	+	165	3	0.0158469
32802_11	k141_45624	11124	11621	+	498	21	0.0367535
32802_12	k141_45624	11618	11827	+	210	1	0.00415039
32802_13	k141_45624	11844	17339	+	5496	68	0.0107838
32802_14	k141_45624	17387	18496	+	1110	14	0.0109929
32802_15	k141_45624	18497	18787	+	291	0	0
32802_16	k141_45624	18798	20222	+	1425	17	0.0103978
32802_17	k141_45624	20249	20665	+	417	2	0.00418025
32802_18	k141_45624	20679	21119	+	441	0	0
32802_19	k141_45624	21180	21485	+	306	2	0.00569662
32802_20	k141_45624	21491	21925	+	435	5	0.0100182
32802_21	k141_45624	22071	22850	-	780	23	0.0257005
32802_22	k141_45624	22876	23883	-	1008	8	0.00691732
32802_23	k141_45624	23903	24418	-	516	16	0.0270258
32802_24	k141_45624	24514	24921	-	408	19	0.0405884
32802_25	k141_45624	25250	25447	+	198	4	0.0176077
32802_26	k141_45624	25457	25936	+	480	17	0.0308685
32802_27	k141_45624	26288	26821	+	534	26	0.0424366
32802_28	k141_45624	26923	27483	+	561	15	0.0233043
32802_29	k141_45624	27476	27697	+	222	12	0.0471126
32802_30	k141_45624	27800	28219	+	420	13	0.0269775
32802_31	k141_45624	28200	28412	+	213	8	0.0327355
32802_32	k141_45624	28674	30050	+	1377	24	0.015191
32802_33	k141_45624	30518	30625	-	108	1	0.00807021
32802_34	k141_45624	30683	31867	+	1185	11	0.00809064
32802_35	k141_45624	32036	32206	+	171	7	0.0356788
32802_36	k141_45624	32142	33416	-	1275	14	0.00957031
32802_37	k141_45624	33684	34652	+	969	43	0.038677
32802_38	k141_45624	34720	36243	-	1524	58	0.0331705
32802_39	k141_45624	36360	37295	+	936	30	0.0279353
32802_40	k141_45624	37550	38794	+	1245	32	0.0224021
32802_41	k141_45624	39018	39506	+	489	18	0.0320828
32802_42	k141_45624	39616	41181	+	1566	51	0.0283849
32802_43	k141_45624	41408	42259	-	852	23	0.0235286
32802_44	k141_45624	42364	43482	-	1119	22	0.0171357
32802_45	k141_45624	43834	45387	-	1554	37	0.020752
32802_46	k141_45624	45679	45912	-	234	7	0.026073
32802_47	k141_45624	46097	46966	+	870	22	0.02204
32802_48	k141_45624	46994	47659	+	666	10	0.0130868
32802_49	k141_45624	48008	49021	+	1014	5	0.00429774
32802_50	k141_45624	49047	49874	+	828	4	0.00421054
32802_51	k141_45624	49874	50956	+	1083	7	0.0056335
32802_52	k141_45624	51020	52327	+	1308	5	0.00333174
32802_53	k141_45624	52308	53384	+	1077	2	0.00161854
32802_54	k141_45624	53409	54548	+	1140	16	0.0122327
32802_55	k141_45624	54556	55056	+	501	0	0
32802_56	k141_45624	55238	56905	+	1668	34	0.0177661
32803_1	k141_122969	3	1055	+	1053	8	0.00662171
32804_1	k141_109450	2	484	-	483	8	0.0144361
32804_2	k141_109450	457	1467	-	1011	34	0.0293114
32804_3	k141_109450	1467	2231	-	765	33	0.0375977
32805_1	k141_135526	1	900	+	900	0	0
32805_2	k141_135526	914	1495	+	582	18	0.0269562
32806_1	k141_33639	3	743	+	741	0	0
32806_2	k141_33639	722	934	+	213	0	0
32807_1	k141_45625	1	465	-	465	1	0.00187437
32807_2	k141_45625	564	1028	-	465	2	0.00374874
