# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_14_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_14/H3_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_14/H3_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_14/H3_2.bam	RPKG
25362_4	k141_56094	3560	5338	-	1779	0	0
25362_5	k141_56094	5378	8668	-	3291	0	0
25362_6	k141_56094	9050	11356	-	2307	0	0
25362_7	k141_56094	11477	13120	-	1644	5	0.00583148
25362_8	k141_56094	13216	13329	+	114	0	0
25362_9	k141_56094	13369	13488	-	120	0	0
25362_10	k141_56094	13672	14064	+	393	0	0
25362_11	k141_56094	14143	15381	+	1239	0	0
25362_12	k141_56094	15501	18404	+	2904	0	0
25362_13	k141_56094	18423	21428	+	3006	0	0
25363_1	k141_6497	3	584	+	582	0	0
25363_2	k141_6497	606	1190	+	585	0	0
25364_1	k141_215543	1	435	-	435	0	0
25364_2	k141_215543	535	1269	-	735	0	0
25365_1	k141_178505	2	742	+	741	0	0
25365_2	k141_178505	757	1071	+	315	0	0
25366_1	k141_165714	3	473	-	471	2	0.00814178
25366_2	k141_165714	470	1144	-	675	18	0.0511304
25367_1	k141_240801	3	314	+	312	0	0
25367_2	k141_240801	318	1343	+	1026	10	0.018688
25368_1	k141_18595	15	797	-	783	20	0.0489755
25368_2	k141_18595	811	1536	-	726	24	0.0633848
25368_3	k141_18595	1553	1633	-	81	2	0.0473429
25369_1	k141_116848	892	2559	+	1668	110	0.126447
25369_2	k141_116848	2585	3844	+	1260	63	0.0958695
25369_3	k141_116848	3848	4330	+	483	9	0.0357277
25369_4	k141_116848	4341	5291	+	951	17	0.0342751
25370_1	k141_56097	3	575	-	573	4	0.0133849
25370_2	k141_56097	572	1174	-	603	7	0.0222582
25371_1	k141_6499	3	296	-	294	1	0.00652173
25371_2	k141_6499	592	1002	-	411	0	0
25372_1	k141_178506	2	1036	+	1035	78	0.144499
25373_1	k141_229665	3	347	-	345	0	0
25373_2	k141_229665	367	1728	-	1362	3	0.00422332
25373_3	k141_229665	1790	1888	-	99	0	0
25374_1	k141_31721	1	330	+	330	3	0.0174308
25374_2	k141_31721	704	2296	-	1593	19	0.022869
25374_3	k141_31721	2389	2937	-	549	0	0
25375_1	k141_18596	1	1251	-	1251	5	0.00766343
25376_1	k141_116849	3	1322	-	1320	0	0
25377_1	k141_142560	1	597	+	597	0	0
25377_2	k141_142560	594	1733	+	1140	0	0
25377_3	k141_142560	1718	2380	+	663	0	0
25377_4	k141_142560	2409	3635	+	1227	0	0
25377_5	k141_142560	3693	4163	+	471	0	0
25377_6	k141_142560	4160	4666	-	507	0	0
25377_7	k141_142560	4766	5140	+	375	0	0
25377_8	k141_142560	5216	7726	+	2511	0	0
25377_9	k141_142560	7726	8283	+	558	0	0
25377_10	k141_142560	8314	9291	+	978	0	0
25377_11	k141_142560	9359	10039	+	681	0	0
25377_12	k141_142560	10082	12547	+	2466	0	0
25378_1	k141_92044	1	849	-	849	0	0
25378_2	k141_92044	1088	1861	-	774	0	0
25379_1	k141_18598	2	595	+	594	1	0.00322793
25379_2	k141_18598	1038	1157	+	120	0	0
25380_1	k141_240802	1	231	+	231	4	0.0332015
25380_2	k141_240802	248	1627	+	1380	85	0.1181
25380_3	k141_240802	1646	2566	-	921	26	0.0541283
25380_4	k141_240802	2848	3030	+	183	6	0.0628652
25381_1	k141_116851	231	488	+	258	6	0.0445904
25381_2	k141_116851	696	926	-	231	47	0.390118
25381_3	k141_116851	975	1154	-	180	0	0
25382_1	k141_31726	2	229	-	228	5	0.042048
25382_2	k141_31726	264	1265	-	1002	0	0
25383_1	k141_229668	3	542	+	540	0	0
25383_2	k141_229668	627	992	+	366	0	0
25383_3	k141_229668	1035	1406	+	372	0	0
25383_4	k141_229668	1408	2262	+	855	0	0
25384_1	k141_6507	2	1606	+	1605	45	0.0537586
25385_1	k141_92045	2	805	-	804	0	0
25385_2	k141_92045	853	1749	-	897	0	0
25385_3	k141_92045	1767	1859	-	93	0	0
25386_1	k141_18600	1	135	-	135	4	0.0568115
25386_2	k141_18600	281	1003	+	723	10	0.0265199
25387_1	k141_178515	173	1120	+	948	0	0
25388_1	k141_31727	2	169	-	168	0	0
25388_2	k141_31727	173	1357	-	1185	5	0.00809025
25389_1	k141_18601	3	83	-	81	5	0.118357
25389_2	k141_18601	293	1357	+	1065	26	0.0468095
25389_3	k141_18601	1343	1471	-	129	0	0
25390_1	k141_116855	3	1619	-	1617	86	0.101976
25391_1	k141_31729	114	353	-	240	0	0
25391_2	k141_31729	985	1137	-	153	0	0
25392_1	k141_56107	1	1749	+	1749	32	0.0350809
25393_1	k141_229670	2	67	-	66	0	0
25393_2	k141_229670	235	1461	-	1227	0	0
25393_3	k141_229670	1492	2244	-	753	0	0
25393_4	k141_229670	2326	2673	-	348	0	0
25394_1	k141_6511	1	270	+	270	0	0
25394_2	k141_6511	254	925	+	672	13	0.0370924
25394_3	k141_6511	986	1570	-	585	20	0.0655518
25394_4	k141_6511	1950	2699	-	750	9	0.0230087
25395_1	k141_178521	3	1028	+	1026	10	0.018688
25396_1	k141_229672	1	1290	-	1290	32	0.0475631
25396_2	k141_229672	1309	1740	-	432	14	0.0621376
25397_1	k141_31733	3	917	+	915	0	0
25398_1	k141_18603	2	1405	+	1404	72	0.0983276
25398_2	k141_18603	1433	1720	+	288	31	0.206386
25398_3	k141_18603	2192	2620	+	429	3	0.0134083
25399_1	k141_6513	3	158	+	156	0	0
25399_2	k141_6513	288	1202	+	915	19	0.0398146
25399_3	k141_6513	1199	1621	+	423	6	0.027197
25400_1	k141_229673	3	104	+	102	0	0
25400_2	k141_229673	76	918	-	843	24	0.0545876
25400_3	k141_229673	1012	1392	-	381	2	0.010065
25401_1	k141_31735	2	766	+	765	40	0.100256
25401_2	k141_31735	804	1019	-	216	2	0.0177536
25402_1	k141_101725	1	1377	+	1377	8	0.0111395
25403_1	k141_240804	2	229	-	228	0	0
25403_2	k141_240804	292	441	-	150	0	0
25403_3	k141_240804	560	964	-	405	7	0.0331401
25403_4	k141_240804	981	1571	-	591	5	0.0162216
25403_5	k141_240804	1624	2562	-	939	31	0.0633004
25403_6	k141_240804	2682	3119	+	438	6	0.0262656
25403_7	k141_240804	3187	5292	-	2106	19	0.0172984
25403_8	k141_240804	5466	5975	-	510	11	0.0413555
25403_9	k141_240804	6196	6450	-	255	0	0
25404_1	k141_229675	3	452	-	450	19	0.0809564
25404_2	k141_229675	702	1280	-	579	15	0.0496733
25405_1	k141_116865	1	1458	+	1458	8	0.0105207
25405_2	k141_116865	1469	1954	+	486	9	0.0355072
25406_1	k141_154546	3	200	+	198	0	0
25406_2	k141_154546	308	973	+	666	0	0
25406_3	k141_154546	1047	1331	+	285	0	0
25406_4	k141_154546	1349	1921	-	573	0	0
25406_5	k141_154546	2099	2314	-	216	0	0
25406_6	k141_154546	2640	2801	-	162	0	0
25406_7	k141_154546	3855	4883	-	1029	0	0
25406_8	k141_154546	6023	6475	+	453	0	0
25406_9	k141_154546	6468	6683	+	216	0	0
25406_10	k141_154546	6676	6852	+	177	0	0
25406_11	k141_154546	6855	7832	+	978	0	0
25406_12	k141_154546	8206	8649	+	444	0	0
25406_13	k141_154546	8653	8823	+	171	0	0
25406_14	k141_154546	8834	9280	+	447	0	0
25406_15	k141_154546	9313	9570	+	258	0	0
25406_16	k141_154546	9551	9853	+	303	0	0
25406_17	k141_154546	9850	10107	+	258	0	0
25406_18	k141_154546	10111	11106	+	996	0	0
25406_19	k141_154546	11112	11753	+	642	0	0
25406_20	k141_154546	11755	12009	+	255	0	0
25406_21	k141_154546	12022	12309	+	288	0	0
25406_22	k141_154546	12382	13017	+	636	0	0
25406_23	k141_154546	13117	13368	+	252	0	0
25406_24	k141_154546	13358	13639	+	282	0	0
25406_25	k141_154546	13707	14006	+	300	0	0
25406_26	k141_154546	14009	15244	+	1236	0	0
25406_27	k141_154546	15250	15687	+	438	0	0
25406_28	k141_154546	15806	16204	+	399	0	0
25406_29	k141_154546	16225	16809	+	585	0	0
25406_30	k141_154546	16809	17099	+	291	0	0
25406_31	k141_154546	17206	17490	+	285	0	0
25406_32	k141_154546	17496	19853	+	2358	0	0
25406_33	k141_154546	19885	20019	+	135	0	0
25406_34	k141_154546	20019	20753	+	735	0	0
25406_35	k141_154546	20750	21520	+	771	0	0
25406_36	k141_154546	21510	22649	+	1140	0	0
25406_37	k141_154546	22668	23723	+	1056	0	0
25406_38	k141_154546	23739	25697	+	1959	0	0
25406_39	k141_154546	25744	26280	+	537	0	0
25406_40	k141_154546	26273	27916	+	1644	0	0
25406_41	k141_154546	27967	29277	+	1311	0	0
25406_42	k141_154546	29240	29755	+	516	0	0
25406_43	k141_154546	29780	31318	+	1539	0	0
25406_44	k141_154546	31309	32418	+	1110	0	0
25406_45	k141_154546	32463	33020	+	558	0	0
25406_46	k141_154546	33086	33568	+	483	0	0
25406_47	k141_154546	33572	34207	+	636	0	0
25406_48	k141_154546	34220	35596	+	1377	0	0
25406_49	k141_154546	35943	36257	-	315	0	0
25406_50	k141_154546	36954	38078	+	1125	0	0
25406_51	k141_154546	38090	38248	+	159	0	0
25406_52	k141_154546	38211	38744	+	534	0	0
25406_53	k141_154546	38791	39063	+	273	0	0
25407_1	k141_101726	3	272	+	270	0	0
25407_2	k141_101726	300	548	+	249	0	0
25407_3	k141_101726	446	1465	-	1020	1	0.00187979
25408_1	k141_56110	498	1055	+	558	23	0.0790322
25408_2	k141_56110	1154	1906	-	753	11	0.0280097
25408_3	k141_56110	2912	3760	+	849	28	0.0632354
25408_4	k141_56110	3825	4607	-	783	62	0.151824
25409_1	k141_142563	1	336	+	336	0	0
25409_2	k141_142563	323	1477	+	1155	0	0
25409_3	k141_142563	1512	1994	+	483	4	0.015879
25409_4	k141_142563	2449	2988	+	540	10	0.0355072
25409_5	k141_142563	3349	3807	+	459	3	0.012532
25409_6	k141_142563	3797	4081	+	285	3	0.020183
25409_7	k141_142563	4296	5927	+	1632	9	0.0105738
25409_8	k141_142563	5927	6907	+	981	15	0.0293179
25409_9	k141_142563	6900	8585	+	1686	24	0.0272938
25409_10	k141_142563	8582	9508	+	927	19	0.0392992
25410_1	k141_6516	21	1889	+	1869	2	0.00205178
25411_1	k141_18610	164	853	-	690	0	0
25411_2	k141_18610	885	1511	-	627	0	0
25411_3	k141_18610	1480	2127	-	648	0	0
25412_1	k141_31740	430	1101	+	672	21	0.0599184
25413_1	k141_229680	60	311	-	252	0	0
25413_2	k141_229680	429	761	+	333	0	0
25413_3	k141_229680	777	995	-	219	0	0
25413_4	k141_229680	1231	1731	-	501	0	0
25414_1	k141_31743	412	552	-	141	23	0.312766
25414_2	k141_31743	772	1716	-	945	42	0.0852173
25414_3	k141_31743	1716	1796	-	81	0	0
25415_1	k141_101731	1	216	-	216	10	0.088768
25415_2	k141_101731	353	1939	-	1587	50	0.0604092
25415_3	k141_101731	2187	2846	-	660	21	0.0610078
25416_1	k141_56119	1	75	+	75	0	0
25416_2	k141_56119	150	863	+	714	14	0.0375959
25416_3	k141_56119	934	1446	-	513	1	0.0037376
25417_1	k141_215547	2	85	+	84	4	0.0913042
25417_2	k141_215547	219	965	+	747	37	0.0949711
25417_3	k141_215547	1020	1802	-	783	23	0.0563218
25417_4	k141_215547	1795	2661	-	867	31	0.0685572
25417_5	k141_215547	2671	3642	-	972	37	0.072987
25417_6	k141_215547	4147	5094	-	948	34	0.0687671
25417_7	k141_215547	5106	5501	-	396	5	0.0242095
25417_8	k141_215547	5585	6475	-	891	66	0.142029
25417_9	k141_215547	6555	7322	-	768	26	0.0649116
25417_10	k141_215547	7335	8102	-	768	47	0.11734
25417_11	k141_215547	8217	8477	+	261	11	0.0808095
25417_12	k141_215547	8461	10008	+	1548	41	0.0507836
25417_13	k141_215547	10034	12184	-	2151	114	0.101619
25417_14	k141_215547	12220	13524	-	1305	61	0.0896251
25417_15	k141_215547	13645	13920	-	276	1	0.00694706
25417_16	k141_215547	13922	14620	-	699	27	0.0740622
25417_17	k141_215547	15051	15182	-	132	0	0
25418_1	k141_31744	3	842	+	840	61	0.139239
25419_1	k141_116866	3	1505	+	1503	0	0
25419_2	k141_116866	1588	2289	+	702	0	0
25419_3	k141_116866	2290	3702	+	1413	0	0
25419_4	k141_116866	3783	4295	-	513	0	0
25419_5	k141_116866	4295	4813	-	519	9	0.0332495
25420_1	k141_229681	3	152	-	150	0	0
25420_2	k141_229681	191	1330	-	1140	10	0.0168192
25420_3	k141_229681	1465	2481	-	1017	17	0.0320508
25421_1	k141_240808	1	285	-	285	6	0.0403661
25421_2	k141_240808	300	1346	-	1047	10	0.0183132
25421_3	k141_240808	1346	2227	-	882	5	0.0108696
25421_4	k141_240808	2289	2483	-	195	0	0
25421_5	k141_240808	2489	4300	-	1812	31	0.032803
25421_6	k141_240808	4597	4749	+	153	2	0.0250639
25422_1	k141_215550	1	744	+	744	10	0.0257714
25422_2	k141_215550	741	1220	+	480	9	0.035951
25423_1	k141_154561	3	1073	-	1071	0	0
25424_1	k141_240809	2	403	-	402	8	0.038157
25424_2	k141_240809	396	1418	-	1023	8	0.0149942
25425_1	k141_240811	144	1037	+	894	7	0.0150131
25426_1	k141_68358	348	485	-	138	7	0.0972589
25426_2	k141_68358	638	910	-	273	27	0.189632
25426_3	k141_68358	1003	1305	-	303	23	0.145544
25426_4	k141_68358	1645	2481	-	837	51	0.11683
25426_5	k141_68358	2502	4076	-	1575	85	0.103478
25426_6	k141_68358	4145	4492	-	348	16	0.0881558
25426_7	k141_68358	4592	5386	-	795	24	0.0578834
25426_8	k141_68358	5474	6016	-	543	29	0.102402
25426_9	k141_68358	6016	7740	-	1725	89	0.0989262
25426_10	k141_68358	7859	8173	-	315	44	0.267826
25426_11	k141_68358	8274	10565	-	2292	146	0.122137
25426_12	k141_68358	10739	11392	+	654	47	0.137794
25426_13	k141_68358	11424	11729	-	306	18	0.112788
25426_14	k141_68358	11874	12728	+	855	63	0.141281
25426_15	k141_68358	12715	13182	-	468	20	0.0819397
25426_16	k141_68358	13176	14234	-	1059	49	0.0887177
25426_17	k141_68358	14483	15850	+	1368	93	0.130349
25426_18	k141_68358	16172	17725	-	1554	126	0.155464
25426_19	k141_68358	17775	18944	-	1170	101	0.165518
25426_20	k141_68358	19112	20221	-	1110	89	0.153737
25426_21	k141_68358	20329	23412	-	3084	165	0.102584
25426_22	k141_68358	23543	24373	-	831	50	0.115366
25426_23	k141_68358	24366	25259	-	894	66	0.141552
25427_1	k141_6519	1	297	-	297	0	0
25427_2	k141_6519	551	820	-	270	6	0.0426086
25427_3	k141_6519	925	1146	+	222	0	0
25427_4	k141_6519	1035	1832	-	798	0	0
25427_5	k141_6519	1845	2426	-	582	2	0.00658897
25427_6	k141_6519	2630	3574	-	945	16	0.0324637
25427_7	k141_6519	3842	4321	-	480	14	0.0559239
25427_8	k141_6519	5196	6770	+	1575	22	0.0267826
25427_9	k141_6519	7073	7597	-	525	13	0.0474782
25427_10	k141_6519	7680	8591	-	912	11	0.0231264
25428_1	k141_68359	2	595	-	594	36	0.116205
25428_2	k141_68359	696	998	+	303	22	0.139216
25428_3	k141_68359	1004	1072	+	69	0	0
25429_1	k141_142583	3	1043	+	1041	100	0.184187
25429_2	k141_142583	1222	1878	+	657	26	0.0758784
25429_3	k141_142583	1903	3831	-	1929	126	0.125242
25430_1	k141_240814	3	317	+	315	0	0
25430_2	k141_240814	395	1123	+	729	0	0
25430_3	k141_240814	1141	2124	-	984	0	0
25430_4	k141_240814	2121	3440	-	1320	0	0
25430_5	k141_240814	3446	4057	-	612	0	0
25431_1	k141_6527	2	364	-	363	3	0.0158462
25431_2	k141_6527	387	1241	-	855	11	0.0246682
25431_3	k141_6527	1242	2144	-	903	3	0.00637006
25432_1	k141_79096	431	1819	+	1389	96	0.132519
25432_2	k141_79096	1945	2100	+	156	13	0.159782
25432_3	k141_79096	2097	3464	+	1368	79	0.110726
25432_4	k141_79096	3566	3874	+	309	22	0.136513
25432_5	k141_79096	3918	4397	+	480	22	0.0878803
25432_6	k141_79096	4394	5068	+	675	46	0.130667
25432_7	k141_79096	5385	6341	+	957	45	0.0901594
25432_8	k141_79096	6490	7839	+	1350	116	0.164753
25432_9	k141_79096	7852	8847	+	996	41	0.0789287
25432_10	k141_79096	8975	9469	+	495	37	0.14332
25432_11	k141_79096	9684	10385	+	702	40	0.109253
25432_12	k141_79096	10385	11206	+	822	29	0.0676451
25432_13	k141_79096	11163	11822	+	660	22	0.063913
25432_14	k141_79096	11967	12740	+	774	65	0.161021
25432_15	k141_79096	12942	15572	+	2631	197	0.143567
25432_16	k141_79096	15588	16646	-	1059	43	0.0778543
25432_17	k141_79096	16845	18329	+	1485	122	0.157523
25432_18	k141_79096	18388	19854	+	1467	124	0.16207
25432_19	k141_79096	20070	21398	+	1329	128	0.18467
25432_20	k141_79096	21482	22765	+	1284	139	0.207568
25432_21	k141_79096	23142	23315	+	174	1	0.0110195
25432_22	k141_79096	23326	24414	+	1089	73	0.12853
25432_23	k141_79096	24417	25802	+	1386	86	0.118972
25432_24	k141_79096	25813	26187	+	375	40	0.204522
25432_25	k141_79096	26230	26328	+	99	0	0
25432_26	k141_79096	26371	26517	+	147	5	0.0652173
25432_27	k141_79096	26536	27000	+	465	24	0.098962
25432_28	k141_79096	27002	27883	+	882	35	0.0760869
25432_29	k141_79096	27834	29609	+	1776	124	0.133872
25432_30	k141_79096	29715	30113	+	399	27	0.129748
25432_31	k141_79096	30198	31475	-	1278	80	0.120024
25432_32	k141_79096	31511	32968	-	1458	94	0.123618
25432_33	k141_79096	33252	34037	+	786	77	0.187836
25432_34	k141_79096	34039	35370	+	1332	102	0.146827
25432_35	k141_79096	35386	35937	+	552	44	0.152835
25432_36	k141_79096	36092	37306	+	1215	135	0.213043
25432_37	k141_79096	37437	37565	-	129	4	0.0594539
25433_1	k141_116870	3	131	-	129	11	0.163498
25433_2	k141_116870	454	1011	+	558	44	0.151192
25433_3	k141_116870	1001	1744	-	744	88	0.226788
25433_4	k141_116870	1936	3879	+	1944	218	0.215016
25433_5	k141_116870	3932	4315	-	384	26	0.129823
25433_6	k141_116870	4400	5248	+	849	128	0.289076
25433_7	k141_116870	5329	6153	+	825	89	0.206846
25433_8	k141_116870	6229	7200	+	972	97	0.191344
25433_9	k141_116870	7283	7945	+	663	73	0.211115
25433_10	k141_116870	8061	8696	-	636	27	0.0813986
25434_1	k141_229690	2	367	+	366	7	0.0366714
25434_2	k141_229690	364	720	+	357	6	0.032225
25434_3	k141_229690	789	2402	+	1614	4	0.00475189
25434_4	k141_229690	2592	2990	+	399	2	0.00961097
25434_5	k141_229690	2991	3251	+	261	0	0
25434_6	k141_229690	3529	4548	+	1020	2	0.00375959
25434_7	k141_229690	5037	6122	-	1086	3	0.00529666
25434_8	k141_229690	6123	7091	-	969	4	0.00791492
25435_1	k141_68366	3	989	-	987	39	0.0757631
25435_2	k141_68366	993	2075	-	1083	24	0.0424906
25436_1	k141_31745	375	1085	+	711	10	0.0269675
25436_2	k141_31745	1143	2540	+	1398	35	0.0480033
25436_3	k141_31745	2599	3831	-	1233	9	0.0139955
25436_4	k141_31745	4000	5511	+	1512	30	0.0380434
25436_5	k141_31745	5601	8369	+	2769	52	0.0360073
25436_6	k141_31745	8579	11191	+	2613	48	0.0352218
25437_1	k141_191264	502	2019	+	1518	0	0
25437_2	k141_191264	2025	2258	+	234	0	0
25437_3	k141_191264	2298	2702	+	405	0	0
25437_4	k141_191264	2683	3729	+	1047	0	0
25437_5	k141_191264	3792	4046	+	255	0	0
25437_6	k141_191264	4061	4561	+	501	0	0
25437_7	k141_191264	4565	5107	+	543	0	0
25437_8	k141_191264	5120	6697	+	1578	0	0
25437_9	k141_191264	6685	7548	+	864	0	0
25437_10	k141_191264	7705	8670	+	966	0	0
25437_11	k141_191264	8953	11394	+	2442	0	0
25437_12	k141_191264	11397	12605	+	1209	0	0
25437_13	k141_191264	12609	13922	+	1314	0	0
25437_14	k141_191264	14027	14467	-	441	0	0
25437_15	k141_191264	14586	15068	-	483	0	0
25437_16	k141_191264	15226	15726	+	501	0	0
25437_17	k141_191264	15739	16935	+	1197	0	0
25437_18	k141_191264	16946	17497	+	552	0	0
25437_19	k141_191264	17481	21146	+	3666	0	0
25437_20	k141_191264	21158	22027	+	870	0	0
25437_21	k141_191264	22510	23547	-	1038	0	0
25437_22	k141_191264	23567	23821	-	255	0	0
25437_23	k141_191264	23862	24068	-	207	0	0
25437_24	k141_191264	24075	25829	-	1755	0	0
25437_25	k141_191264	25835	27010	-	1176	0	0
25437_26	k141_191264	27013	27804	-	792	0	0
25437_27	k141_191264	28045	28998	-	954	0	0
25438_1	k141_6532	2	661	+	660	0	0
25438_2	k141_6532	642	1343	+	702	2	0.00546265
25439_1	k141_240824	1	822	-	822	0	0
25439_2	k141_240824	929	1084	-	156	0	0
25440_1	k141_229691	115	1302	-	1188	4	0.00645586
25441_1	k141_142595	27	1229	-	1203	0	0
25442_1	k141_116873	3	377	+	375	0	0
25442_2	k141_116873	368	1036	+	669	0	0
25443_1	k141_240825	1	1098	+	1098	0	0
25443_2	k141_240825	1284	1577	+	294	0	0
25444_1	k141_229694	3	119	-	117	0	0
25444_2	k141_229694	401	865	-	465	0	0
25444_3	k141_229694	1046	1279	-	234	0	0
25445_1	k141_56120	2	220	+	219	3	0.0262656
25445_2	k141_56120	207	1052	+	846	25	0.0566604
25445_3	k141_56120	1128	2540	-	1413	34	0.0461368
25445_4	k141_56120	2752	3747	-	996	21	0.0404269
25445_5	k141_56120	3945	4922	-	978	30	0.0588156
25445_6	k141_56120	5060	6460	-	1401	47	0.0643235
25445_7	k141_56120	6457	7170	-	714	31	0.083248
25445_8	k141_56120	7167	7919	-	753	17	0.0432877
25445_9	k141_56120	7916	8893	-	978	9	0.0176447
25445_10	k141_56120	8895	9761	-	867	0	0
25445_11	k141_56120	9928	11274	-	1347	16	0.0227752
25445_12	k141_56120	11342	12385	-	1044	29	0.0532608
25445_13	k141_56120	12404	13387	-	984	17	0.0331256
25445_14	k141_56120	13951	14301	+	351	3	0.0163879
25445_15	k141_56120	14294	15043	+	750	16	0.0409043
25446_1	k141_31753	286	2223	+	1938	0	0
25447_1	k141_178525	34	1227	-	1194	22	0.0353288
25447_2	k141_178525	1507	2445	+	939	26	0.0530906
25447_3	k141_178525	2432	2617	-	186	1	0.0103085
25447_4	k141_178525	2844	4496	-	1653	12	0.0139193
25447_5	k141_178525	4496	5005	-	510	1	0.00375959
25447_6	k141_178525	5041	5946	-	906	3	0.00634897
25447_7	k141_178525	6016	6192	+	177	0	0
25447_8	k141_178525	6244	6771	+	528	0	0
25447_9	k141_178525	7045	7338	-	294	0	0
25447_10	k141_178525	7390	7560	+	171	0	0
25447_11	k141_178525	7557	7721	+	165	0	0
25447_12	k141_178525	7727	8233	+	507	0	0
25447_13	k141_178525	8322	9401	+	1080	0	0
25447_14	k141_178525	9535	9882	-	348	7	0.0385682
25447_15	k141_178525	10010	10786	-	777	9	0.0222091
25447_16	k141_178525	10859	11236	-	378	5	0.0253623
25447_17	k141_178525	11246	11518	-	273	0	0
25447_18	k141_178525	11593	13128	-	1536	10	0.012483
25447_19	k141_178525	13179	13622	-	444	0	0
25447_20	k141_178525	13851	14078	-	228	0	0
25447_21	k141_178525	14090	14809	-	720	0	0
25447_22	k141_178525	14929	15711	-	783	0	0
25447_23	k141_178525	15836	17497	-	1662	5	0.00576832
25447_24	k141_178525	17679	18437	-	759	0	0
25447_25	k141_178525	18434	19303	-	870	1	0.0022039
25447_26	k141_178525	19313	20314	-	1002	2	0.00382712
25447_27	k141_178525	20450	20671	-	222	0	0
25447_28	k141_178525	20873	21166	-	294	0	0
25447_29	k141_178525	21206	21562	-	357	0	0
25447_30	k141_178525	21657	21932	-	276	0	0
25447_31	k141_178525	22202	22333	-	132	0	0
25447_32	k141_178525	22339	22506	-	168	0	0
25447_33	k141_178525	22916	23098	-	183	0	0
25448_1	k141_79100	3	827	-	825	3	0.00697232
25448_2	k141_79100	926	1477	-	552	5	0.0173677
25449_1	k141_92047	424	1344	-	921	0	0
25449_2	k141_92047	1454	2230	+	777	3	0.00740305
25449_3	k141_92047	2463	3338	+	876	0	0
25449_4	k141_92047	3534	3650	-	117	0	0
25449_5	k141_92047	3663	5192	-	1530	0	0
25449_6	k141_92047	5524	6387	-	864	0	0
25449_7	k141_92047	6561	7754	-	1194	0	0
25449_8	k141_92047	7771	8076	-	306	0	0
25449_9	k141_92047	8218	9582	-	1365	0	0
25449_10	k141_92047	9606	10898	-	1293	0	0
25449_11	k141_92047	11075	12574	-	1500	0	0
25449_12	k141_92047	12902	13105	-	204	0	0
25449_13	k141_92047	13438	14736	+	1299	0	0
25449_14	k141_92047	14793	15290	-	498	0	0
25449_15	k141_92047	15303	15950	-	648	0	0
25449_16	k141_92047	16130	16378	+	249	0	0
25449_17	k141_92047	16583	16801	+	219	0	0
25449_18	k141_92047	16804	17283	+	480	0	0
25449_19	k141_92047	17321	17668	+	348	0	0
25449_20	k141_92047	17692	18357	+	666	0	0
25449_21	k141_92047	18361	19545	+	1185	0	0
25449_22	k141_92047	19542	20225	-	684	0	0
25449_23	k141_92047	20230	21768	-	1539	0	0
25449_24	k141_92047	21820	23892	+	2073	0	0
25449_25	k141_92047	23928	24356	-	429	0	0
25449_26	k141_92047	24368	25372	-	1005	0	0
25449_27	k141_92047	25441	27198	-	1758	0	0
25449_28	k141_92047	27281	28060	+	780	0	0
25450_1	k141_116879	3	914	-	912	9	0.0189216
25450_2	k141_116879	1295	2266	+	972	7	0.0138084
25451_1	k141_6542	3	131	+	129	1	0.0148635
25451_2	k141_6542	121	1665	+	1545	41	0.0508822
25451_3	k141_6542	1662	2207	+	546	3	0.0105351
25452_1	k141_79101	3	629	+	627	0	0
25452_2	k141_79101	817	1344	+	528	0	0
25453_1	k141_165715	1	510	+	510	11	0.0413555
25453_2	k141_165715	555	1088	-	534	2	0.00718123
25453_3	k141_165715	1374	2852	+	1479	10	0.0129641
25453_4	k141_165715	2973	3986	+	1014	2	0.00378183
25453_5	k141_165715	4052	5833	+	1782	21	0.0225955
25453_6	k141_165715	5868	7127	+	1260	30	0.0456521
25453_7	k141_165715	7129	7872	+	744	6	0.0154628
25453_8	k141_165715	7859	9538	+	1680	15	0.0171195
25453_9	k141_165715	9621	10379	-	759	11	0.0277882
25453_10	k141_165715	10909	11304	+	396	0	0
25453_11	k141_165715	11317	12162	+	846	5	0.0113321
25453_12	k141_165715	12159	12845	+	687	9	0.0251186
25453_13	k141_165715	12884	13318	-	435	2	0.00881558
25453_14	k141_165715	13460	14377	+	918	3	0.00626598
25453_15	k141_165715	14405	14836	+	432	0	0
25453_16	k141_165715	14845	17076	+	2232	12	0.0103085
25453_17	k141_165715	17087	17560	+	474	2	0.00809025
25453_18	k141_165715	17590	18519	+	930	19	0.0391725
25453_19	k141_165715	18538	19248	+	711	11	0.0296642
25453_20	k141_165715	19238	20548	+	1311	33	0.0482638
25453_21	k141_165715	20553	21602	+	1050	26	0.0474782
25453_22	k141_165715	21603	22325	+	723	4	0.010608
25453_23	k141_165715	22340	24466	+	2127	26	0.0234378
25453_24	k141_165715	24475	25353	+	879	7	0.0152693
25453_25	k141_165715	25382	26035	+	654	2	0.00586358
25453_26	k141_165715	26048	26692	+	645	0	0
25453_27	k141_165715	26712	27665	+	954	11	0.0221083
25453_28	k141_165715	27658	28725	+	1068	14	0.0251343
