# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_11_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_11/J21_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_11/J21_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_11/J21_2.bam	RPKG
29429_35	k141_244400	48268	51663	+	3396	2	0.000595499
29429_36	k141_244400	51824	53077	+	1254	1	0.000806346
29429_37	k141_244400	53256	54554	+	1299	8	0.0062273
29429_38	k141_244400	54601	55791	+	1191	5	0.00424499
29429_39	k141_244400	55796	56536	+	741	9	0.0122813
29429_40	k141_244400	56539	57759	+	1221	7	0.00579697
29429_41	k141_244400	57789	58835	+	1047	8	0.00772613
29429_42	k141_244400	58832	59557	+	726	3	0.00417834
29429_43	k141_244400	59601	60593	-	993	2	0.00203657
29429_44	k141_244400	60634	61791	-	1158	11	0.00960513
29429_45	k141_244400	61915	64278	-	2364	6	0.00256639
29429_46	k141_244400	64397	66469	-	2073	2	0.00097555
29429_47	k141_244400	66493	68001	-	1509	3	0.00201025
29429_48	k141_244400	68014	71241	-	3228	3	0.000939738
29429_49	k141_244400	71795	72805	-	1011	2	0.00200031
29429_50	k141_244400	73411	74061	-	651	0	0
29429_51	k141_244400	74199	74978	-	780	0	0
29429_52	k141_244400	75419	76327	-	909	0	0
29429_53	k141_244400	76343	77221	-	879	3	0.00345105
29429_54	k141_244400	77404	78876	-	1473	6	0.00411877
29429_55	k141_244400	79125	79319	-	195	0	0
29429_56	k141_244400	79366	80439	-	1074	10	0.00941488
29429_57	k141_244400	81966	82112	+	147	0	0
29429_58	k141_244400	82175	84040	+	1866	0	0
29429_59	k141_244400	84167	85546	+	1380	0	0
29429_60	k141_244400	85599	88895	+	3297	2	0.00061338
29429_61	k141_244400	88917	90659	+	1743	1	0.000580125
29429_62	k141_244400	90876	92528	+	1653	0	0
29429_63	k141_244400	92867	93394	+	528	0	0
29429_64	k141_244400	93470	94867	-	1398	8	0.00578631
29429_65	k141_244400	95006	96082	+	1077	4	0.00375546
29429_66	k141_244400	96179	97822	-	1644	4	0.00246024
29429_67	k141_244400	97831	98799	-	969	0	0
29429_68	k141_244400	99017	101662	-	2646	1	0.000382146
29429_69	k141_244400	101706	102614	-	909	0	0
29429_70	k141_244400	102626	103531	-	906	0	0
29429_71	k141_244400	103995	105371	+	1377	9	0.00660887
29429_72	k141_244400	105387	106028	+	642	2	0.00315002
29429_73	k141_244400	106113	108041	-	1929	1	0.000524188
29429_74	k141_244400	108084	110447	-	2364	3	0.0012832
29429_75	k141_244400	110517	112469	-	1953	7	0.00362422
29429_76	k141_244400	112484	113110	-	627	0	0
29429_77	k141_244400	113115	114626	-	1512	5	0.00334378
29429_78	k141_244400	114631	117858	-	3228	10	0.00313246
29429_79	k141_244400	118041	119051	-	1011	0	0
29429_80	k141_244400	119135	119833	+	699	0	0
29429_81	k141_244400	119652	120965	-	1314	0	0
29429_82	k141_244400	121386	122156	+	771	0	0
29429_83	k141_244400	122396	124651	+	2256	0	0
29429_84	k141_244400	124670	125329	-	660	0	0
29429_85	k141_244400	125606	126109	-	504	0	0
29429_86	k141_244400	126244	126936	+	693	0	0
29429_87	k141_244400	126970	127971	+	1002	0	0
29429_88	k141_244400	128306	132568	-	4263	12	0.00284633
29429_89	k141_244400	132604	136464	-	3861	8	0.00209512
29429_90	k141_244400	136709	137086	-	378	3	0.00802506
29429_91	k141_244400	137125	137646	-	522	1	0.00193708
29429_92	k141_244400	137665	138363	-	699	0	0
29429_93	k141_244400	138370	138810	-	441	2	0.00458575
29429_94	k141_244400	138827	139387	-	561	3	0.00540726
29429_95	k141_244400	139410	139607	-	198	0	0
29429_96	k141_244400	139746	140933	-	1188	13	0.0110649
29429_97	k141_244400	141664	142176	+	513	0	0
29429_98	k141_244400	142624	143175	+	552	0	0
29429_99	k141_244400	143216	143734	+	519	0	0
29429_100	k141_244400	143711	145594	-	1884	0	0
29429_101	k141_244400	145841	146638	-	798	1	0.00126711
29429_102	k141_244400	146647	147675	-	1029	0	0
29429_103	k141_244400	147677	148831	-	1155	21	0.0183847
29429_104	k141_244400	148836	150089	-	1254	2	0.00161269
29429_105	k141_244400	150116	151540	-	1425	12	0.00851501
29429_106	k141_244400	151651	152541	+	891	9	0.0102137
29429_107	k141_244400	152992	154200	+	1209	11	0.00919995
29429_108	k141_244400	154256	155230	-	975	4	0.00414834
29429_109	k141_244400	155481	156242	-	762	0	0
29429_110	k141_244400	156456	157868	-	1413	0	0
29429_111	k141_244400	157941	159269	-	1329	3	0.00228252
29429_112	k141_244400	159300	161093	-	1794	2	0.00112727
29429_113	k141_244400	161112	164681	-	3570	0	0
29429_114	k141_244400	164720	165643	-	924	4	0.00437731
29429_115	k141_244400	165965	166501	-	537	0	0
29429_116	k141_244400	166818	167699	-	882	0	0
29429_117	k141_244400	167765	169117	-	1353	2	0.00149469
29429_118	k141_244400	169143	170936	-	1794	0	0
29429_119	k141_244400	170955	174548	-	3594	0	0
29429_120	k141_244400	174883	175818	-	936	0	0
29429_121	k141_244400	175909	176478	-	570	0	0
29429_122	k141_244400	176785	177954	+	1170	4	0.00345695
29429_123	k141_244400	178072	179613	-	1542	0	0
29429_124	k141_244400	179697	181505	-	1809	0	0
29429_125	k141_244400	181518	184514	-	2997	0	0
29429_126	k141_244400	184613	186436	-	1824	0	0
29429_127	k141_244400	186663	188330	-	1668	5	0.00303105
29429_128	k141_244400	188327	189658	-	1332	0	0
29429_129	k141_244400	189670	190563	-	894	0	0
29429_130	k141_244400	190550	191593	-	1044	1	0.000968542
29429_131	k141_244400	191611	193170	-	1560	3	0.00194453
29429_132	k141_244400	193282	195099	-	1818	0	0
29429_133	k141_244400	195143	198037	-	2895	13	0.0045406
29429_134	k141_244400	198237	198791	+	555	0	0
29429_135	k141_244400	199009	199587	+	579	0	0
29429_136	k141_244400	199614	199943	+	330	0	0
29429_137	k141_244400	200212	200688	+	477	1	0.00211983
29429_138	k141_244400	200807	201187	-	381	0	0
29429_139	k141_244400	201275	202339	-	1065	1	0.000949444
29429_140	k141_244400	202426	203100	-	675	6	0.00898807
29429_141	k141_244400	203144	204553	-	1410	6	0.0043028
29429_142	k141_244400	204550	205590	-	1041	3	0.002914
29429_143	k141_244400	205818	206813	+	996	0	0
29429_144	k141_244400	206993	208036	+	1044	0	0
29429_145	k141_244400	208045	209304	+	1260	1	0.000802506
29429_146	k141_244400	209309	209581	+	273	0	0
29429_147	k141_244400	209844	210185	+	342	0	0
29429_148	k141_244400	210166	210732	+	567	0	0
29429_149	k141_244400	210902	212449	-	1548	5	0.00326601
29429_150	k141_244400	212874	213170	-	297	0	0
29429_151	k141_244400	213185	213481	-	297	0	0
29429_152	k141_244400	213611	214918	-	1308	6	0.00463834
29429_153	k141_244400	214929	215948	-	1020	0	0
29429_154	k141_244400	216218	217087	+	870	2	0.0023245
29429_155	k141_244400	217708	217866	-	159	0	0
29429_156	k141_244400	217876	218058	-	183	0	0
29429_157	k141_244400	218072	218305	-	234	0	0
29429_158	k141_244400	218716	219201	+	486	0	0
29429_159	k141_244400	219462	220934	-	1473	2	0.00137292
29429_160	k141_244400	221180	222178	+	999	4	0.00404868
29429_161	k141_244400	222183	223067	+	885	8	0.00914041
29429_162	k141_244400	223064	224062	+	999	8	0.00809736
29429_163	k141_244400	224055	224819	+	765	8	0.0105742
29429_164	k141_244400	224966	225952	+	987	0	0
29429_165	k141_244400	225952	227007	+	1056	0	0
29429_166	k141_244400	227004	227804	+	801	4	0.00504948
29429_167	k141_244400	227884	228729	-	846	0	0
29429_168	k141_244400	228761	229321	-	561	0	0
29429_169	k141_244400	229713	230591	-	879	1	0.00115035
29429_170	k141_244400	230741	232492	-	1752	19	0.0109658
29429_171	k141_244400	232729	234939	-	2211	19	0.00868928
29429_172	k141_244400	235028	235300	-	273	0	0
29429_173	k141_244400	235716	236756	+	1041	10	0.00971333
29429_174	k141_244400	236764	237636	+	873	4	0.00463303
29429_175	k141_244400	237753	238076	+	324	0	0
29429_176	k141_244400	238164	240500	+	2337	9	0.00389406
29429_177	k141_244400	240582	241490	-	909	2	0.00222477
29429_178	k141_244400	241568	242296	-	729	6	0.00832229
29429_179	k141_244400	242860	243924	-	1065	0	0
29429_180	k141_244400	245313	246086	+	774	8	0.0104512
29429_181	k141_244400	246177	247172	+	996	8	0.00812175
29429_182	k141_244400	247182	247838	+	657	2	0.00307811
29429_183	k141_244400	248132	248641	+	510	0	0
29429_184	k141_244400	248476	248808	-	333	0	0
29429_185	k141_244400	249111	249266	+	156	0	0
29429_186	k141_244400	249263	249460	-	198	1	0.00510686
29430_1	k141_295825	1	219	+	219	0	0
29430_2	k141_295825	258	365	+	108	0	0
29430_3	k141_295825	802	939	+	138	3	0.0219817
29430_4	k141_295825	1109	2257	-	1149	14	0.0123205
29430_5	k141_295825	2244	3425	-	1182	3	0.00256639
29430_6	k141_295825	3425	4372	-	948	2	0.00213324
29430_7	k141_295825	4583	5767	+	1185	1	0.000853298
29430_8	k141_295825	5819	6475	+	657	7	0.0107734
29430_9	k141_295825	6531	7073	+	543	0	0
29430_10	k141_295825	7080	7613	+	534	2	0.00378711
29430_11	k141_295825	7742	8053	+	312	0	0
29430_12	k141_295825	8078	8455	+	378	10	0.0267502
29430_13	k141_295825	8511	11159	+	2649	22	0.00839769
29430_14	k141_295825	11181	12161	+	981	6	0.00618445
29431_1	k141_107846	3	104	-	102	1	0.00991331
29431_2	k141_107846	315	1985	-	1671	43	0.0260202
29431_3	k141_107846	1982	2179	-	198	0	0
29431_4	k141_107846	2176	3678	-	1503	30	0.0201828
29431_5	k141_107846	3903	4091	+	189	1	0.00535004
29431_6	k141_107846	4103	4840	+	738	14	0.0191819
29431_7	k141_107846	4837	7455	+	2619	59	0.022779
29431_8	k141_107846	7466	9538	+	2073	36	0.0175599
29432_1	k141_193280	431	1522	-	1092	0	0
29432_2	k141_193280	1673	2953	-	1281	0	0
29432_3	k141_193280	3392	4366	+	975	0	0
29432_4	k141_193280	4884	6263	+	1380	0	0
29432_5	k141_193280	6422	7366	+	945	1	0.00107001
29432_6	k141_193280	7424	8152	+	729	0	0
29433_1	k141_24068	3	1034	-	1032	43	0.0421316
29434_1	k141_126152	2	1474	+	1473	24	0.0164751
29435_1	k141_40556	3	782	+	780	10	0.0129636
29435_2	k141_40556	835	1323	+	489	16	0.0330849
29435_3	k141_40556	1372	2124	+	753	2	0.00268568
29436_1	k141_160127	3	488	+	486	0	0
29436_2	k141_160127	488	1681	+	1194	0	0
29437_1	k141_40557	2	406	-	405	0	0
29437_2	k141_40557	488	916	-	429	0	0
29437_3	k141_40557	913	1104	-	192	0	0
29438_1	k141_24070	2	130	+	129	0	0
29438_2	k141_24070	242	1225	-	984	1	0.0010276
29439_1	k141_278228	1	228	+	228	0	0
29439_2	k141_278228	225	611	+	387	0	0
29439_3	k141_278228	667	1398	+	732	0	0
29439_4	k141_278228	1448	1660	-	213	0	0
29439_5	k141_278228	1768	2388	+	621	0	0
29439_6	k141_278228	2385	4406	+	2022	0	0
29440_1	k141_244405	3	314	+	312	6	0.0194453
29440_2	k141_244405	458	1642	-	1185	17	0.0145061
29440_3	k141_244405	1955	2533	+	579	13	0.022703
29441_1	k141_40561	201	1049	+	849	14	0.016674
29442_1	k141_107848	1226	1642	-	417	9	0.0218235
29442_2	k141_107848	3253	3348	+	96	4	0.0421316
29443_1	k141_176635	192	395	+	204	15	0.0743498
29443_2	k141_176635	556	3342	-	2787	89	0.0322903
29443_3	k141_176635	3520	4854	-	1335	44	0.0333265
29443_4	k141_176635	4896	6242	-	1347	49	0.036783
29443_5	k141_176635	6242	7552	-	1311	56	0.0431921
29443_6	k141_176635	7567	8358	-	792	38	0.0485151
29443_7	k141_176635	8624	9520	+	897	49	0.055236
29444_1	k141_160134	1	93	-	93	0	0
29444_2	k141_160134	221	502	-	282	0	0
29444_3	k141_160134	528	1016	-	489	2	0.00413561
29445_1	k141_75611	3	851	+	849	0	0
29445_2	k141_75611	895	1599	+	705	2	0.00286853
29446_1	k141_193291	171	602	+	432	0	0
29446_2	k141_193291	602	1270	+	669	0	0
29446_3	k141_193291	1272	1391	+	120	0	0
29447_1	k141_244408	96	809	+	714	0	0
29447_2	k141_244408	924	1346	+	423	0	0
29448_1	k141_295826	2	136	-	135	0	0
29448_2	k141_295826	126	866	-	741	0	0
29448_3	k141_295826	856	1737	-	882	7	0.00802506
29448_4	k141_295826	1789	2214	-	426	0	0
29448_5	k141_295826	2439	3239	-	801	0	0
29448_6	k141_295826	3232	4008	-	777	16	0.0208218
29448_7	k141_295826	4034	4516	-	483	3	0.00628048
29448_8	k141_295826	4589	5290	-	702	0	0
29448_9	k141_295826	5277	5567	-	291	0	0
29449_1	k141_24073	3	560	+	558	4	0.00724844
29449_2	k141_24073	573	1730	+	1158	0	0
29449_3	k141_24073	1827	2792	+	966	3	0.00314024
29450_1	k141_261045	2	937	-	936	4	0.00432119
29450_2	k141_261045	2029	3288	-	1260	14	0.0112351
29450_3	k141_261045	3291	3713	-	423	9	0.021514
29450_4	k141_261045	3760	3990	-	231	2	0.00875461
29450_5	k141_261045	4369	5817	-	1449	2	0.00139566
29451_1	k141_176638	1	1542	-	1542	4	0.00262298
29452_1	k141_57273	2	121	+	120	7	0.0589842
29452_2	k141_57273	161	832	-	672	75	0.112852
29452_3	k141_57273	939	1172	-	234	4	0.0172847
29452_4	k141_57273	1169	2374	-	1206	128	0.10732
29452_5	k141_57273	2561	2974	+	414	49	0.119678
29452_6	k141_57273	3008	4495	-	1488	179	0.121638
29452_7	k141_57273	4573	4938	-	366	68	0.187865
29452_8	k141_57273	4938	5348	-	411	21	0.051665
29452_9	k141_57273	5373	6779	-	1407	153	0.109955
29452_10	k141_57273	7045	8802	+	1758	228	0.13114
29452_11	k141_57273	9123	9842	+	720	95	0.133417
29452_12	k141_57273	9891	10439	+	549	48	0.0884072
29452_13	k141_57273	10470	11327	+	858	93	0.109601
29452_14	k141_57273	11432	12418	+	987	65	0.0665909
29452_15	k141_57273	12433	13101	+	669	54	0.0816181
29452_16	k141_57273	13098	13850	+	753	59	0.0792275
29452_17	k141_57273	14080	14802	+	723	48	0.0671308
29452_18	k141_57273	14869	15093	-	225	27	0.121339
29452_19	k141_57273	15552	16208	+	657	61	0.0938822
29452_20	k141_57273	16205	18037	+	1833	131	0.072265
29452_21	k141_57273	18094	18642	+	549	33	0.06078
29453_1	k141_244410	3	104	+	102	0	0
29453_2	k141_244410	145	996	+	852	19	0.0225493
29453_3	k141_244410	1010	1252	+	243	0	0
29454_1	k141_176639	3	1778	+	1776	0	0
29455_1	k141_40571	1	123	-	123	1	0.00822079
29455_2	k141_40571	309	911	+	603	4	0.00670751
29455_3	k141_40571	970	1677	-	708	11	0.0157101
29455_4	k141_40571	1687	1779	-	93	0	0
29456_1	k141_24078	2	853	+	852	0	0
29457_1	k141_295833	2	97	+	96	0	0
29457_2	k141_295833	108	1028	+	921	3	0.00329367
29458_1	k141_193295	3	176	+	174	0	0
29458_2	k141_193295	221	1972	+	1752	0	0
29458_3	k141_193295	2015	2536	+	522	0	0
29459_1	k141_57275	2	496	+	495	4	0.00817097
29459_2	k141_57275	573	1490	-	918	1	0.00110148
29459_3	k141_57275	1545	1697	-	153	0	0
29460_1	k141_24079	3	692	-	690	22	0.0322398
29460_2	k141_24079	894	1007	+	114	2	0.0177396
29461_1	k141_261047	2	91	+	90	87	0.977452
29461_2	k141_261047	299	460	+	162	141	0.880082
29461_3	k141_261047	2257	2376	+	120	32	0.269642
29462_1	k141_6682	182	673	+	492	0	0
29462_2	k141_6682	1922	4579	+	2658	0	0
29462_3	k141_6682	4644	6290	+	1647	0	0
29462_4	k141_6682	6309	6677	+	369	0	0
29462_5	k141_6682	6696	7451	+	756	0	0
29462_6	k141_6682	7494	8003	+	510	0	0
29462_7	k141_6682	8023	8304	+	282	0	0
29462_8	k141_6682	8336	9496	+	1161	0	0
29462_9	k141_6682	9581	12142	+	2562	0	0
29462_10	k141_6682	12147	13367	+	1221	0	0
29462_11	k141_6682	13368	14330	+	963	0	0
29462_12	k141_6682	14344	15051	+	708	0	0
29462_13	k141_6682	15035	15679	+	645	0	0
29462_14	k141_6682	15680	16990	+	1311	0	0
29462_15	k141_6682	17000	17788	+	789	0	0
29462_16	k141_6682	17785	19173	+	1389	0	0
29462_17	k141_6682	19183	20115	+	933	0	0
29462_18	k141_6682	20126	21112	+	987	0	0
29462_19	k141_6682	21263	21589	-	327	0	0
29462_20	k141_6682	22386	23771	-	1386	0	0
29462_21	k141_6682	23928	25106	-	1179	0	0
29462_22	k141_6682	25196	26596	-	1401	0	0
29462_23	k141_6682	27001	28365	-	1365	0	0
29462_24	k141_6682	28376	29194	-	819	0	0
29462_25	k141_6682	29259	30005	-	747	0	0
29462_26	k141_6682	30102	30962	-	861	0	0
29462_27	k141_6682	30973	31293	-	321	0	0
29462_28	k141_6682	31283	32983	-	1701	0	0
29462_29	k141_6682	32980	33801	-	822	0	0
29462_30	k141_6682	33955	34713	+	759	2	0.00266445
29462_31	k141_6682	34814	35146	-	333	0	0
29462_32	k141_6682	35614	36120	-	507	0	0
29463_1	k141_295835	3	650	-	648	1	0.00156043
29463_2	k141_295835	801	1493	+	693	1	0.0014591
29464_1	k141_126157	3	1628	-	1626	6	0.00373121
29464_2	k141_126157	1655	2692	-	1038	2	0.00194828
29464_3	k141_126157	2695	4998	-	2304	9	0.00394983
29464_4	k141_126157	5449	6690	+	1242	8	0.00651309
29464_5	k141_126157	6833	7618	+	786	17	0.0218698
29465_1	k141_176643	1	1233	+	1233	0	0
29466_1	k141_57276	2	817	-	816	0	0
29467_1	k141_193298	55	1125	+	1071	5	0.00472062
29468_1	k141_40574	2	322	+	321	0	0
29468_2	k141_40574	333	1682	+	1350	5	0.00374503
29469_1	k141_107853	1	78	-	78	0	0
29469_2	k141_107853	81	2219	-	2139	11	0.00519997
29469_3	k141_107853	2223	3743	-	1521	14	0.00930717
29469_4	k141_107853	3812	5077	-	1266	4	0.00319481
29469_5	k141_107853	5090	5938	-	849	3	0.003573
29470_1	k141_126159	3	149	-	147	0	0
29470_2	k141_126159	146	847	-	702	0	0
29470_3	k141_126159	844	1026	-	183	0	0
29471_1	k141_75615	2	1048	+	1047	4	0.00386307
29471_2	k141_75615	1239	2051	+	813	0	0
29471_3	k141_75615	2091	4187	+	2097	5	0.00241096
29471_4	k141_75615	4246	4779	+	534	0	0
29471_5	k141_75615	4908	5525	+	618	0	0
29472_1	k141_244413	108	1088	+	981	2	0.00206148
29472_2	k141_244413	1085	1816	+	732	5	0.00690681
29472_3	k141_244413	1946	4519	+	2574	11	0.00432119
29473_1	k141_6688	1	501	+	501	3	0.00605484
29473_2	k141_6688	582	1091	+	510	0	0
29474_1	k141_24084	1	708	+	708	0	0
29474_2	k141_24084	701	1621	+	921	0	0
29474_3	k141_24084	1623	2456	+	834	0	0
29474_4	k141_24084	2453	3085	+	633	0	0
29475_1	k141_176648	2	1666	-	1665	6	0.00364381
29476_1	k141_244414	1	909	-	909	0	0
29476_2	k141_244414	1123	1341	-	219	0	0
29477_1	k141_40584	1	126	+	126	0	0
29477_2	k141_40584	235	1248	+	1014	10	0.00997197
29478_1	k141_193305	158	967	+	810	0	0
29478_2	k141_193305	1303	1467	-	165	0	0
29479_1	k141_278237	2	1126	+	1125	18	0.0161785
29479_2	k141_278237	1123	2109	+	987	39	0.0399546
29479_3	k141_278237	2087	2716	+	630	22	0.0353103
29479_4	k141_278237	2734	3876	-	1143	23	0.020347
29479_5	k141_278237	3873	4550	-	678	16	0.0238621
29479_6	k141_278237	4736	4879	+	144	6	0.0421316
29479_7	k141_278237	4872	5753	+	882	15	0.0171966
29479_8	k141_278237	5756	6649	+	894	16	0.0180968
29479_9	k141_278237	6828	7475	+	648	19	0.0296481
29479_10	k141_278237	7468	8220	+	753	15	0.0201426
29479_11	k141_278237	8276	9229	+	954	13	0.0137789
29479_12	k141_278237	9216	9287	+	72	0	0
29480_1	k141_6693	1	180	+	180	0	0
29480_2	k141_6693	173	1000	+	828	0	0
29481_1	k141_75627	1	606	+	606	3	0.00500573
29481_2	k141_75627	659	1111	-	453	8	0.0178571
29482_1	k141_176653	1	1050	+	1050	0	0
29482_2	k141_176653	1213	1587	+	375	2	0.00539284
29483_1	k141_126169	1	1815	+	1815	0	0
29484_1	k141_278238	2	82	-	81	0	0
29484_2	k141_278238	302	1654	+	1353	0	0
29485_1	k141_24088	3	356	-	354	0	0
29485_2	k141_24088	522	1220	-	699	2	0.00289316
29485_3	k141_24088	1626	2588	-	963	1	0.00105001
29486_1	k141_40587	1	1425	+	1425	24	0.01703
29486_2	k141_40587	1535	1738	+	204	3	0.01487
29487_1	k141_75629	1	960	-	960	0	0
29487_2	k141_75629	965	1054	-	90	0	0
29488_1	k141_107860	3	590	+	588	0	0
29488_2	k141_107860	587	2842	+	2256	1	0.000448208
29488_3	k141_107860	3067	4194	+	1128	2	0.00179283
29489_1	k141_160145	99	980	+	882	0	0
29489_2	k141_160145	1029	2492	-	1464	1	0.000690681
29489_3	k141_160145	3093	4529	-	1437	0	0
29489_4	k141_160145	4487	4633	-	147	0	0
29489_5	k141_160145	5136	5480	+	345	0	0
29489_6	k141_160145	5481	6917	+	1437	0	0
29489_7	k141_160145	6940	7305	+	366	0	0
29489_8	k141_160145	7405	7734	-	330	0	0
29489_9	k141_160145	7864	8772	+	909	0	0
29489_10	k141_160145	8841	9728	-	888	3	0.00341607
29489_11	k141_160145	9743	10330	-	588	1	0.00171966
29489_12	k141_160145	10334	10408	-	75	0	0
29490_1	k141_176660	3	80	-	78	0	0
29490_2	k141_176660	167	616	-	450	0	0
29490_3	k141_176660	706	897	+	192	0	0
29490_4	k141_176660	894	1265	-	372	0	0
29491_1	k141_193313	1	234	+	234	0	0
29491_2	k141_193313	523	1008	+	486	2	0.00416114
29492_1	k141_295840	663	1547	+	885	64	0.0731233
29492_2	k141_295840	1580	2428	+	849	37	0.0440669
29492_3	k141_295840	2430	3332	+	903	50	0.0559888
29492_4	k141_295840	3339	4091	+	753	44	0.0590849
29492_5	k141_295840	4097	4750	+	654	51	0.0788517
29492_6	k141_295840	4747	5427	+	681	31	0.0460292
29492_7	k141_295840	5424	6779	+	1356	103	0.0768062
29492_8	k141_295840	7129	7206	+	78	6	0.0777814
29493_1	k141_57299	3	1088	-	1086	86	0.0800733
29494_1	k141_24093	2	1756	+	1755	1	0.000576158
29495_1	k141_75633	76	651	+	576	0	0
29495_2	k141_75633	759	1196	+	438	0	0
29495_3	k141_75633	1211	1621	+	411	0	0
29495_4	k141_75633	1633	1851	+	219	0	0
29496_1	k141_126176	2	559	+	558	2	0.00362422
29496_2	k141_126176	625	1791	+	1167	7	0.00606521
29496_3	k141_126176	2131	2220	+	90	1	0.0112351
29497_1	k141_176665	310	981	+	672	0	0
29497_2	k141_176665	974	1354	-	381	0	0
29498_1	k141_244427	1	786	-	786	0	0
29498_2	k141_244427	1093	1767	-	675	0	0
29499_1	k141_6704	129	1163	-	1035	0	0
29499_2	k141_6704	1349	1942	+	594	0	0
29500_1	k141_24094	3	890	-	888	0	0
29501_1	k141_227497	1	540	+	540	9	0.0168526
29501_2	k141_227497	691	1794	+	1104	3	0.00274771
29501_3	k141_227497	1798	2739	+	942	7	0.00751391
29501_4	k141_227497	2801	3946	+	1146	11	0.0097057
29501_5	k141_227497	4203	6854	+	2652	46	0.0175389
29501_6	k141_227497	7368	10706	+	3339	51	0.0154445
29501_7	k141_227497	10748	12289	+	1542	31	0.0203281
29501_8	k141_227497	12319	13368	+	1050	23	0.0221492
29501_9	k141_227497	13355	14641	+	1287	7	0.00549969
29501_10	k141_227497	14656	15732	+	1077	29	0.0272271
29501_11	k141_227497	15739	15981	+	243	2	0.00832229
29501_12	k141_227497	16375	16497	-	123	1	0.00822079
29501_13	k141_227497	16542	16769	+	228	6	0.0266094
29501_14	k141_227497	17005	17457	-	453	0	0
29501_15	k141_227497	17534	18550	-	1017	10	0.00994255
29501_16	k141_227497	18595	20175	-	1581	11	0.00703525
29501_17	k141_227497	20201	20932	-	732	9	0.0124323
29501_18	k141_227497	21603	22466	-	864	8	0.00936257
29501_19	k141_227497	22630	23202	-	573	0	0
29501_20	k141_227497	23300	23935	-	636	3	0.00476961
29501_21	k141_227497	24316	25203	+	888	6	0.00683215
29501_22	k141_227497	25587	26702	+	1116	5	0.00453028
29501_23	k141_227497	27150	27713	+	564	7	0.0125498
29501_24	k141_227497	28259	28600	+	342	2	0.0059132
29501_25	k141_227497	28685	28837	+	153	0	0
29501_26	k141_227497	28781	29197	-	417	0	0
29501_27	k141_227497	29591	30091	-	501	6	0.0121097
29501_28	k141_227497	30084	30290	-	207	0	0
29501_29	k141_227497	30312	30611	-	300	2	0.00674105
29501_30	k141_227497	30616	30774	-	159	1	0.00635948
29501_31	k141_227497	30755	31279	-	525	5	0.00963007
29501_32	k141_227497	31245	31604	-	360	6	0.0168526
29501_33	k141_227497	31601	32368	-	768	14	0.0184326
29501_34	k141_227497	32372	34549	-	2178	24	0.0111422
29501_35	k141_227497	34546	35088	-	543	3	0.00558651
29501_36	k141_227497	35081	35848	-	768	5	0.00658306
29501_37	k141_227497	35814	37565	-	1752	30	0.0173143
29501_38	k141_227497	37562	38602	-	1041	8	0.00777066
29501_39	k141_227497	39127	39816	+	690	16	0.0234471
29501_40	k141_227497	40013	41368	-	1356	24	0.0178966
29501_41	k141_227497	41365	41982	-	618	11	0.017998
29501_42	k141_227497	41960	42616	-	657	5	0.00769526
29501_43	k141_227497	43161	45485	-	2325	36	0.0156566
29501_44	k141_227497	45473	46540	-	1068	13	0.0123081
29501_45	k141_227497	46613	47872	-	1260	15	0.0120376
29501_46	k141_227497	48151	48732	-	582	4	0.00694954
29501_47	k141_227497	48760	51342	-	2583	18	0.0070464
29501_48	k141_227497	51339	51905	-	567	5	0.00891673
29501_49	k141_227497	51895	52788	-	894	5	0.00565524
29501_50	k141_227497	52788	53717	-	930	12	0.0130472
29501_51	k141_227497	53710	54438	-	729	16	0.0221928
29501_52	k141_227497	54499	54825	-	327	5	0.0154611
29501_53	k141_227497	54835	55119	-	285	0	0
29501_54	k141_227497	55169	59935	-	4767	62	0.0131512
29501_55	k141_227497	60073	61383	-	1311	31	0.0239099
29501_56	k141_227497	61388	63658	-	2271	40	0.0178099
29501_57	k141_227497	63662	65350	-	1689	23	0.0137695
29501_58	k141_227497	65347	66237	-	891	20	0.0226971
29501_59	k141_227497	66331	68100	+	1770	20	0.0114255
29501_60	k141_227497	68206	68532	+	327	2	0.00618445
29502_1	k141_75635	3	275	-	273	0	0
29502_2	k141_75635	473	886	-	414	0	0
29502_3	k141_75635	899	1120	-	222	0	0
29503_1	k141_57302	2	1270	-	1269	17	0.0135458
29503_2	k141_57302	1387	1902	-	516	6	0.0117576
29503_3	k141_57302	2030	2122	-	93	0	0
29503_4	k141_57302	2125	2223	-	99	0	0
29504_1	k141_193317	242	1183	+	942	21	0.0225417
29504_2	k141_193317	1351	2427	-	1077	5	0.00469433
29505_1	k141_227499	3	212	-	210	0	0
29505_2	k141_227499	239	1177	-	939	0	0
29506_1	k141_160151	1	105	+	105	0	0
29506_2	k141_160151	376	2544	+	2169	3	0.00139856
29506_3	k141_160151	2567	3412	+	846	1	0.00119522
29507_1	k141_24101	3	1049	-	1047	0	0
29508_1	k141_6706	1	1434	+	1434	0	0
29508_2	k141_6706	1671	2132	+	462	0	0
