# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_11_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_11/J19_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_11/J19_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_11/J19_2.bam	RPKG
35451_5	k141_297640	3469	4056	+	588	4	0.00324334
35451_6	k141_297640	4057	4665	+	609	9	0.00704587
35451_7	k141_297640	4659	5384	+	726	2	0.00131342
35451_8	k141_297640	5366	6133	+	768	24	0.0148991
35451_9	k141_297640	6133	6771	+	639	5	0.0037306
35451_10	k141_297640	6894	8027	-	1134	45	0.0189195
35451_11	k141_297640	8228	8581	-	354	7	0.00942767
35451_12	k141_297640	8636	9433	-	798	21	0.0125466
35451_13	k141_297640	9426	10757	-	1332	38	0.0136016
35451_14	k141_297640	10761	11393	-	633	32	0.0241021
35451_15	k141_297640	11547	11750	+	204	3	0.00701133
35451_16	k141_297640	11785	11970	+	186	15	0.0384492
35451_17	k141_297640	11992	12180	+	189	15	0.0378389
35451_18	k141_297640	12177	12323	+	147	5	0.0162167
35451_19	k141_297640	12320	13057	-	738	19	0.0122746
35451_20	k141_297640	13335	13640	+	306	2	0.00311615
35451_21	k141_297640	13637	13786	+	150	14	0.0444986
35451_22	k141_297640	13882	14154	+	273	37	0.0646173
35451_23	k141_297640	14186	14446	+	261	28	0.0511478
35452_1	k141_25697	386	1039	-	654	0	0
35453_1	k141_92270	2	1417	+	1416	8	0.00269362
35453_2	k141_92270	1419	2264	+	846	12	0.0067627
35453_3	k141_92270	2340	3023	+	684	9	0.0062733
35454_1	k141_77441	1	186	-	186	1	0.00256328
35454_2	k141_77441	833	1384	+	552	7	0.006046
35454_3	k141_77441	1946	2317	+	372	5	0.00640821
35454_4	k141_77441	2329	3186	+	858	13	0.0072238
35454_5	k141_77441	3183	3623	+	441	6	0.00648668
35455_1	k141_262379	95	517	+	423	0	0
35455_2	k141_262379	652	1413	+	762	0	0
35455_3	k141_262379	1432	2208	+	777	0	0
35455_4	k141_262379	2232	2507	+	276	0	0
35456_1	k141_246110	1	891	-	891	0	0
35456_2	k141_246110	970	1758	-	789	0	0
35457_1	k141_108776	2	433	+	432	0	0
35457_2	k141_108776	524	1036	-	513	0	0
35457_3	k141_108776	1040	1963	-	924	0	0
35457_4	k141_108776	1963	3111	-	1149	0	0
35457_5	k141_108776	3342	4694	+	1353	0	0
35457_6	k141_108776	4798	4998	+	201	0	0
35457_7	k141_108776	5079	6023	+	945	0	0
35457_8	k141_108776	5986	6885	+	900	0	0
35457_9	k141_108776	6930	8060	+	1131	0	0
35458_1	k141_144732	2	1216	+	1215	2127	0.834643
35458_2	k141_144732	1289	2242	-	954	1634	0.816607
35458_3	k141_144732	2235	3065	-	831	1384	0.794044
35458_4	k141_144732	3062	4453	-	1392	2436	0.834349
35458_5	k141_144732	4476	4748	-	273	411	0.717776
35458_6	k141_144732	4829	5272	-	444	927	0.99542
35458_7	k141_144732	5508	6527	+	1020	1856	0.867536
35458_8	k141_144732	6531	7055	-	525	706	0.641143
35459_1	k141_194753	3	974	+	972	0	0
35459_2	k141_194753	946	1077	+	132	0	0
35459_3	k141_194753	1326	2141	+	816	0	0
35460_1	k141_25700	1	333	+	333	0	0
35460_2	k141_25700	333	1082	+	750	0	0
35461_1	k141_58725	445	1377	-	933	10	0.00511008
35461_2	k141_58725	1396	1563	+	168	3	0.00851376
35461_3	k141_58725	2148	2627	-	480	4	0.00397309
35461_4	k141_58725	2700	4682	+	1983	12	0.00288515
35461_5	k141_58725	4685	5413	+	729	2	0.00130801
35461_6	k141_58725	5361	5996	+	636	0	0
35461_7	k141_58725	6286	6507	+	222	2	0.00429523
35461_8	k141_58725	6494	8449	+	1956	7	0.00170623
35461_9	k141_58725	8451	9317	+	867	6	0.00329945
35461_10	k141_58725	9444	9902	+	459	1	0.00103872
35461_11	k141_58725	9926	10201	+	276	9	0.0155469
35461_12	k141_58725	10271	10564	+	294	1	0.00162167
35461_13	k141_58725	10652	10900	+	249	6	0.0114884
35461_14	k141_58725	10966	11190	-	225	1	0.00211898
35461_15	k141_58725	11455	11934	-	480	1	0.000993272
35461_16	k141_58725	11959	12171	-	213	0	0
35461_17	k141_58725	12350	12493	-	144	2	0.00662181
35461_18	k141_58725	12616	13155	-	540	11	0.00971199
35461_19	k141_58725	13263	13793	-	531	8	0.00718298
35461_20	k141_58725	13867	14172	-	306	1	0.00155807
35461_21	k141_58725	14272	14766	-	495	4	0.00385269
35461_22	k141_58725	14938	15792	-	855	3	0.00167288
35461_23	k141_58725	15957	16574	-	618	8	0.00617179
35461_24	k141_58725	16585	16872	-	288	1	0.00165545
35461_25	k141_58725	16859	17398	-	540	11	0.00971199
35461_26	k141_58725	17430	17813	-	384	1	0.00124159
35461_27	k141_58725	17816	19294	-	1479	13	0.00419068
35461_28	k141_58725	19294	19980	-	687	9	0.0062459
35461_29	k141_58725	19987	20676	-	690	22	0.0152014
35461_30	k141_58725	20673	21194	-	522	7	0.00639348
35461_31	k141_58725	21187	22299	-	1113	22	0.00942404
35461_32	k141_58725	22296	22655	-	360	0	0
35461_33	k141_58725	22658	23167	-	510	6	0.00560907
35461_34	k141_58725	23161	24129	-	969	9	0.00442821
35461_35	k141_58725	24132	24350	-	219	2	0.00435407
35461_36	k141_58725	24350	24787	-	438	2	0.00217703
35461_37	k141_58725	24787	27237	-	2451	14	0.00272329
35461_38	k141_58725	27362	27616	-	255	0	0
35461_39	k141_58725	27694	28041	+	348	0	0
35461_40	k141_58725	28148	29503	-	1356	16	0.00562561
35461_41	k141_58725	29513	29938	-	426	3	0.00335754
35461_42	k141_58725	29931	30173	-	243	0	0
35461_43	k141_58725	30174	30419	-	246	3	0.00581428
35461_44	k141_58725	30628	31602	+	975	0	0
35461_45	k141_58725	31611	32528	+	918	8	0.00415486
35461_46	k141_58725	32545	32784	+	240	1	0.00198654
35461_47	k141_58725	32784	33125	+	342	0	0
35461_48	k141_58725	33126	33560	+	435	0	0
35461_49	k141_58725	33550	33960	+	411	0	0
35461_50	k141_58725	33990	35219	+	1230	6	0.00232571
35461_51	k141_58725	35411	35935	+	525	2	0.00181627
35461_52	k141_58725	35942	37393	+	1452	1	0.000328354
35461_53	k141_58725	37380	38369	+	990	2	0.000963173
35461_54	k141_58725	38407	39357	+	951	8	0.00401069
35461_55	k141_58725	39359	40096	+	738	2	0.00129206
35461_56	k141_58725	40141	40974	+	834	0	0
35461_57	k141_58725	40943	41389	+	447	1	0.0010666
35461_58	k141_58725	41566	42792	+	1227	6	0.0023314
35461_59	k141_58725	42813	45155	+	2343	16	0.0032558
35461_60	k141_58725	45193	46482	-	1290	7	0.00258713
35461_61	k141_58725	46491	47417	-	927	2	0.00102863
35461_62	k141_58725	47407	48846	-	1440	5	0.00165545
35461_63	k141_58725	49293	50894	+	1602	14	0.00416653
35461_64	k141_58725	50885	51739	-	855	6	0.00334576
35461_65	k141_58725	51767	53161	-	1395	5	0.00170886
35461_66	k141_58725	53416	54024	+	609	0	0
35461_67	k141_58725	54124	54666	+	543	5	0.00439015
35461_68	k141_58725	54666	55442	+	777	8	0.00490884
35461_69	k141_58725	55444	55776	-	333	0	0
35461_70	k141_58725	55816	56154	-	339	3	0.00421921
35461_71	k141_58725	56270	57337	+	1068	10	0.00446414
35461_72	k141_58725	57367	58242	+	876	3	0.00163278
35461_73	k141_58725	58355	60058	-	1704	8	0.00223836
35461_74	k141_58725	60075	61445	-	1371	5	0.00173877
35461_75	k141_58725	61594	62409	+	816	1	0.000584278
35461_76	k141_58725	62406	62885	+	480	4	0.00397309
35461_77	k141_58725	62936	63946	+	1011	8	0.00377267
35461_78	k141_58725	63951	64937	-	987	14	0.0067627
35461_79	k141_58725	65119	65289	-	171	0	0
35461_80	k141_58725	65495	65914	+	420	4	0.00454067
35461_81	k141_58725	66106	67173	-	1068	10	0.00446414
35461_82	k141_58725	67179	67655	-	477	6	0.00599711
35461_83	k141_58725	67674	68174	-	501	0	0
35461_84	k141_58725	68230	68967	-	738	16	0.0103365
35461_85	k141_58725	68989	70596	-	1608	14	0.00415099
35461_86	k141_58725	70619	71656	-	1038	7	0.00321522
35461_87	k141_58725	71676	72137	-	462	3	0.00309591
35461_88	k141_58725	72209	73597	+	1389	31	0.0106407
35461_89	k141_58725	73669	76659	+	2991	46	0.00733248
35461_90	k141_58725	76659	77075	+	417	1	0.00114333
35461_91	k141_58725	77151	78683	+	1533	22	0.00684211
35461_92	k141_58725	78799	79125	+	327	7	0.0102061
35461_93	k141_58725	79162	80007	+	846	1	0.000563559
35461_94	k141_58725	80007	81227	+	1221	9	0.00351428
35461_95	k141_58725	81228	82064	-	837	5	0.00284809
35461_96	k141_58725	82141	82770	-	630	11	0.00832457
35461_97	k141_58725	82900	84054	-	1155	21	0.00866856
35461_98	k141_58725	84154	84912	-	759	13	0.00816603
35461_99	k141_58725	85174	85833	+	660	6	0.00433428
35461_100	k141_58725	85944	86987	+	1044	6	0.00274006
35461_101	k141_58725	86984	88339	-	1356	4	0.0014064
35461_102	k141_58725	88333	89331	-	999	14	0.00668147
35461_103	k141_58725	89436	89813	+	378	2	0.0025226
35461_104	k141_58725	90065	92386	-	2322	36	0.00739179
35461_105	k141_58725	92502	93824	+	1323	20	0.00720742
35461_106	k141_58725	93821	94360	-	540	4	0.00353163
35461_107	k141_58725	94529	95050	+	522	4	0.00365341
35461_108	k141_58725	95127	95555	+	429	5	0.00555677
35461_109	k141_58725	95611	96606	+	996	11	0.00526554
35461_110	k141_58725	96707	97063	+	357	4	0.00534197
35461_111	k141_58725	97138	97989	+	852	9	0.00503631
35461_112	k141_58725	97961	98650	+	690	9	0.00621875
35461_113	k141_58725	98737	99273	+	537	1	0.000887841
35461_114	k141_58725	99389	99700	+	312	2	0.00305622
35461_115	k141_58725	99714	99992	+	279	3	0.00512657
35461_116	k141_58725	100090	100536	+	447	3	0.0031998
35461_117	k141_58725	100543	101121	+	579	4	0.00329375
35461_118	k141_58725	101143	102156	+	1014	7	0.00329132
35461_119	k141_58725	102209	103438	-	1230	9	0.00348857
35461_120	k141_58725	103513	104463	-	951	2	0.00100267
35461_121	k141_58725	104612	105817	-	1206	10	0.00395332
35461_122	k141_58725	106023	106421	-	399	0	0
35461_123	k141_58725	106421	106858	-	438	0	0
35461_124	k141_58725	106889	107674	-	786	2	0.00121316
35461_125	k141_58725	107686	108123	-	438	3	0.00326555
35461_126	k141_58725	108169	109155	-	987	11	0.00531355
35461_127	k141_58725	109196	109795	-	600	8	0.00635694
35461_128	k141_58725	109921	110307	-	387	6	0.00739179
35461_129	k141_58725	110358	110723	-	366	9	0.0117239
35461_130	k141_58725	110943	111158	-	216	4	0.00882909
35461_131	k141_58725	111694	112281	-	588	10	0.00810834
35461_132	k141_58725	112329	113672	-	1344	12	0.00425688
35461_133	k141_58725	113785	114237	-	453	8	0.00841979
35461_134	k141_58725	114258	114449	-	192	3	0.00744954
35461_135	k141_58725	114481	115119	-	639	8	0.00596896
35461_136	k141_58725	115378	117582	+	2205	25	0.00540556
35461_137	k141_58725	117554	118609	+	1056	11	0.00496636
35461_138	k141_58725	118609	118869	+	261	1	0.00182671
35461_139	k141_58725	118866	120128	-	1263	10	0.00377491
35461_140	k141_58725	120390	122198	+	1809	21	0.00553465
35461_141	k141_58725	122203	122547	-	345	1	0.00138194
35461_142	k141_58725	122550	123836	-	1287	11	0.00407496
35461_143	k141_58725	123982	124776	+	795	6	0.00359827
35461_144	k141_58725	124834	125793	-	960	5	0.00248318
35461_145	k141_58725	125955	126521	+	567	3	0.0025226
35462_1	k141_77444	3	1880	-	1878	0	0
35463_1	k141_42534	6	821	-	816	0	0
35463_2	k141_42534	818	1282	-	465	1	0.00102531
35463_3	k141_42534	1317	5951	-	4635	18	0.00185154
35464_1	k141_246114	22	1092	+	1071	5	0.00222582
35465_1	k141_144733	1	1440	+	1440	13	0.00430418
35465_2	k141_144733	1481	1564	+	84	1	0.00567584
35466_1	k141_194755	271	1530	-	1260	1	0.000378389
35467_1	k141_127784	3	332	+	330	0	0
35467_2	k141_127784	295	2466	+	2172	0	0
35467_3	k141_127784	2463	2963	+	501	7	0.00666147
35467_4	k141_127784	2969	3358	+	390	0	0
35467_5	k141_127784	3554	4456	+	903	2	0.00105597
35467_6	k141_127784	4621	4884	+	264	0	0
35468_1	k141_297654	763	1149	+	387	2	0.00246393
35468_2	k141_297654	1158	1247	+	90	0	0
35468_3	k141_297654	1289	1420	-	132	1	0.0036119
35469_1	k141_314570	2	325	+	324	3	0.00441454
35469_2	k141_314570	578	898	+	321	2	0.00297053
35469_3	k141_314570	911	2773	-	1863	9	0.00230324
35469_4	k141_314570	3349	3567	-	219	2	0.00435407
35469_5	k141_314570	4083	4838	-	756	8	0.00504519
35469_6	k141_314570	4838	7075	-	2238	30	0.00639103
35469_7	k141_314570	7342	7833	-	492	4	0.00387618
35469_8	k141_314570	8037	8573	-	537	8	0.00710273
35469_9	k141_314570	8738	9925	+	1188	10	0.00401322
35469_10	k141_314570	10557	14096	-	3540	39	0.00525256
35469_11	k141_314570	14505	14894	-	390	8	0.00977991
35469_12	k141_314570	14976	15152	+	177	0	0
35469_13	k141_314570	15142	15582	+	441	1	0.00108111
35469_14	k141_314570	15454	17868	-	2415	28	0.00552778
35469_15	k141_314570	17846	18490	-	645	4	0.00295672
35469_16	k141_314570	18487	19347	-	861	12	0.00664489
35469_17	k141_314570	19734	21104	-	1371	5	0.00173877
35469_18	k141_314570	21515	23203	-	1689	8	0.00225824
35469_19	k141_314570	23214	24062	-	849	5	0.00280784
35469_20	k141_314570	24301	24942	+	642	3	0.0022279
35469_21	k141_314570	25261	26133	-	873	8	0.00436903
35469_22	k141_314570	26352	27260	-	909	10	0.005245
35469_23	k141_314570	27284	27442	-	159	0	0
35469_24	k141_314570	27661	28449	-	789	12	0.00725126
35469_25	k141_314570	28442	29386	-	945	2	0.00100904
35469_26	k141_314570	29586	31007	-	1422	16	0.00536451
35469_27	k141_314570	31195	35667	-	4473	44	0.0046899
35469_28	k141_314570	36321	39188	-	2868	35	0.00581833
35469_29	k141_314570	39256	40653	-	1398	14	0.00477453
35469_30	k141_314570	40771	42468	-	1698	13	0.00365019
35469_31	k141_314570	43054	43416	-	363	3	0.00394025
35469_32	k141_314570	43442	43990	-	549	7	0.00607904
35469_33	k141_314570	44261	45163	-	903	17	0.00897575
35469_34	k141_314570	45662	47401	+	1740	9	0.00246605
35469_35	k141_314570	47606	48403	-	798	26	0.0155339
35469_36	k141_314570	48547	49890	-	1344	13	0.00461162
35469_37	k141_314570	49890	52793	-	2904	40	0.00656709
35469_38	k141_314570	53079	53732	-	654	10	0.00729007
35469_39	k141_314570	53877	54575	+	699	9	0.00613868
35469_40	k141_314570	54871	55875	-	1005	12	0.00569278
35469_41	k141_314570	55897	56589	-	693	8	0.00550385
35469_42	k141_314570	56928	57668	-	741	10	0.00643415
35470_1	k141_42537	3	1364	+	1362	0	0
35470_2	k141_42537	1376	1807	-	432	0	0
35471_1	k141_144736	3	401	+	399	4	0.00477966
35471_2	k141_144736	398	2221	+	1824	25	0.00653469
35471_3	k141_144736	2274	2501	+	228	2	0.0041822
35472_1	k141_194760	3	1601	-	1599	0	0
35473_1	k141_108784	868	2979	+	2112	19	0.00428913
35473_2	k141_108784	3148	3699	+	552	4	0.00345486
35474_1	k141_262387	3	1799	-	1797	0	0
35474_2	k141_262387	1971	2816	-	846	5	0.00281779
35474_3	k141_262387	2816	4234	-	1419	0	0
35474_4	k141_262387	4404	5468	-	1065	0	0
35475_1	k141_58731	126	1058	+	933	22	0.0112422
35475_2	k141_58731	1111	1947	+	837	5	0.00284809
35475_3	k141_58731	1947	2855	+	909	11	0.0057695
35475_4	k141_58731	2885	4297	+	1413	16	0.00539868
35476_1	k141_127791	3	854	-	852	7	0.00391713
35476_2	k141_127791	962	1429	-	468	0	0
35476_3	k141_127791	1553	2200	-	648	6	0.00441454
35477_1	k141_194762	2	1060	+	1059	0	0
35478_1	k141_7946	2	238	-	237	0	0
35478_2	k141_7946	252	473	-	222	1	0.00214762
35478_3	k141_7946	478	996	-	519	1	0.000918633
35478_4	k141_7946	990	1916	-	927	1	0.000514316
35478_5	k141_7946	2013	2663	-	651	6	0.0043942
35479_1	k141_279976	1	72	-	72	0	0
35479_2	k141_279976	565	5118	-	4554	0	0
35479_3	k141_279976	5263	6282	+	1020	0	0
35479_4	k141_279976	6315	6782	+	468	0	0
35479_5	k141_279976	6904	7164	+	261	0	0
35479_6	k141_279976	7187	7375	+	189	0	0
35479_7	k141_279976	7390	7548	+	159	0	0
35479_8	k141_279976	7708	8667	+	960	0	0
35479_9	k141_279976	8664	9962	+	1299	0	0
35479_10	k141_279976	10044	10316	+	273	0	0
35479_11	k141_279976	10342	11472	+	1131	0	0
35479_12	k141_279976	11838	12833	+	996	0	0
35479_13	k141_279976	12869	13738	+	870	0	0
35479_14	k141_279976	13746	14819	+	1074	0	0
35479_15	k141_279976	14880	15863	+	984	0	0
35479_16	k141_279976	15944	16972	+	1029	0	0
35479_17	k141_279976	16978	17673	+	696	0	0
35479_18	k141_279976	17720	19537	+	1818	0	0
35479_19	k141_279976	19554	20390	+	837	0	0
35479_20	k141_279976	20588	20869	+	282	0	0
35479_21	k141_279976	20955	22085	+	1131	0	0
35479_22	k141_279976	22351	23565	-	1215	0	0
35479_23	k141_279976	23597	26128	-	2532	0	0
35479_24	k141_279976	26589	29117	+	2529	0	0
35479_25	k141_279976	29228	31276	+	2049	0	0
35479_26	k141_279976	31454	33751	+	2298	0	0
35480_1	k141_297656	2	1213	+	1212	16	0.006294
35480_2	k141_297656	1323	3023	-	1701	38	0.010651
35481_1	k141_246119	544	2595	-	2052	0	0
35481_2	k141_246119	2749	3405	+	657	1	0.000725678
35481_3	k141_246119	3499	4701	+	1203	0	0
35482_1	k141_58737	2	781	-	780	0	0
35483_1	k141_279978	3	584	-	582	1	0.000819194
35483_2	k141_279978	767	1324	+	558	2	0.00170886
35484_1	k141_7948	2	1306	-	1305	0	0
35484_2	k141_7948	1303	1404	-	102	0	0
35485_1	k141_42546	2	949	+	948	8	0.00402338
35485_2	k141_42546	1238	1978	+	741	3	0.00193025
35485_3	k141_42546	1978	2037	+	60	0	0
35486_1	k141_194766	2	487	+	486	0	0
35486_2	k141_194766	510	1022	+	513	0	0
35487_1	k141_77456	1	639	-	639	0	0
35487_2	k141_77456	906	1418	+	513	0	0
35487_3	k141_77456	1964	2074	-	111	0	0
35487_4	k141_77456	2226	3614	+	1389	0	0
35488_1	k141_279980	1	696	+	696	1	0.000685015
35488_2	k141_279980	713	1132	+	420	1	0.00113517
35489_1	k141_77457	1	234	-	234	0	0
35489_2	k141_77457	290	1054	-	765	0	0
35490_1	k141_58738	110	484	+	375	0	0
35490_2	k141_58738	481	1380	+	900	3	0.00158924
35490_3	k141_58738	1355	1699	+	345	0	0
35491_1	k141_297661	1	702	+	702	6	0.00407496
35491_2	k141_297661	725	1852	+	1128	5	0.00211334
35492_1	k141_25726	3	1070	+	1068	0	0
35492_2	k141_25726	1098	2345	+	1248	0	0
35493_1	k141_279981	2	1162	+	1161	2	0.00082131
35493_2	k141_279981	1267	1929	+	663	3	0.00215733
35494_1	k141_58740	3	203	-	201	0	0
35494_2	k141_58740	299	538	-	240	0	0
35494_3	k141_58740	612	1703	-	1092	1	0.000436603
35495_1	k141_194769	2	607	+	606	11	0.00865425
35495_2	k141_194769	609	1427	+	819	15	0.00873206
35495_3	k141_194769	1429	2214	+	786	21	0.0127381
35495_4	k141_194769	2253	2714	+	462	9	0.00928774
35496_1	k141_246121	3	107	+	105	0	0
35496_2	k141_246121	107	1513	+	1407	0	0
35496_3	k141_246121	1515	2057	+	543	0	0
35496_4	k141_246121	2074	3894	+	1821	1	0.000261818
35497_1	k141_279982	3	206	+	204	0	0
35497_2	k141_279982	292	999	+	708	1	0.000673405
35498_1	k141_92271	1	429	+	429	2	0.00222271
35498_2	k141_92271	414	509	+	96	0	0
35498_3	k141_92271	522	1949	+	1428	41	0.0136888
35498_4	k141_92271	1952	2635	+	684	10	0.00697033
35498_5	k141_92271	2714	4330	+	1617	16	0.00471758
35498_6	k141_92271	4375	5340	+	966	4	0.00197421
35498_7	k141_92271	5361	5762	-	402	1	0.001186
35498_8	k141_92271	5817	6725	-	909	6	0.003147
35498_9	k141_92271	6725	7720	-	996	8	0.00382948
35498_10	k141_92271	7947	9059	-	1113	10	0.00428365
35498_11	k141_92271	9162	9974	+	813	10	0.00586434
35498_12	k141_92271	9974	10873	+	900	11	0.0058272
35498_13	k141_92271	10873	12096	+	1224	37	0.0144122
35498_14	k141_92271	12080	12532	+	453	5	0.00526237
35498_15	k141_92271	12522	13901	+	1380	27	0.00932812
35498_16	k141_92271	13888	14391	+	504	6	0.00567584
35499_1	k141_314576	1	252	+	252	0	0
35499_2	k141_314576	266	1579	+	1314	7	0.00253987
35499_3	k141_314576	1576	2694	+	1119	5	0.00213034
35499_4	k141_314576	2694	4223	+	1530	9	0.00280453
35499_5	k141_314576	4237	5139	+	903	8	0.00422388
35499_6	k141_314576	5155	6240	+	1086	11	0.00482917
35499_7	k141_314576	6243	7397	+	1155	3	0.00123837
35499_8	k141_314576	7420	7659	+	240	2	0.00397309
35500_1	k141_25730	1	237	+	237	1	0.00201169
35500_2	k141_25730	403	2433	+	2031	4	0.000938987
35501_1	k141_314577	3	86	-	84	0	0
35501_2	k141_314577	83	1258	-	1176	3	0.00121625
35502_1	k141_246124	2	775	+	774	0	0
35502_2	k141_246124	783	1469	+	687	0	0
35503_1	k141_262391	2	133	+	132	0	0
35503_2	k141_262391	361	675	+	315	8	0.0121085
35503_3	k141_262391	712	1002	+	291	5	0.00819194
35503_4	k141_262391	1061	1756	+	696	20	0.0137003
35503_5	k141_262391	1957	2331	+	375	4	0.00508555
35503_6	k141_262391	2333	3175	+	843	18	0.0101802
35503_7	k141_262391	3236	4003	+	768	9	0.00558716
35503_8	k141_262391	4000	5208	+	1209	19	0.00749267
35503_9	k141_262391	5286	7166	+	1881	32	0.00811093
35504_1	k141_108808	3	284	-	282	0	0
35504_2	k141_108808	336	989	-	654	0	0
35504_3	k141_108808	1017	1103	-	87	0	0
35505_1	k141_297669	1	288	-	288	20	0.0331091
35505_2	k141_297669	607	3216	+	2610	193	0.0352555
35505_3	k141_297669	3358	4221	-	864	71	0.0391791
35506_1	k141_297671	3	98	+	96	0	0
35506_2	k141_297671	147	1067	+	921	0	0
35507_1	k141_108811	3	686	+	684	0	0
35507_2	k141_108811	687	1391	+	705	0	0
35508_1	k141_58753	3	1313	-	1311	1	0.000363669
35508_2	k141_58753	1371	1952	-	582	1	0.000819194
35509_1	k141_92278	2	322	-	321	1	0.00148527
35509_2	k141_92278	374	862	-	489	0	0
35509_3	k141_92278	847	2160	-	1314	0	0
35510_1	k141_246130	2	622	+	621	17	0.0130517
35510_2	k141_246130	619	786	+	168	0	0
35510_3	k141_246130	767	1441	+	675	7	0.00494429
35510_4	k141_246130	1438	2010	+	573	2	0.00166412
35511_1	k141_77459	211	1173	-	963	4	0.00198036
35511_2	k141_77459	1173	2045	-	873	1	0.000546129
35511_3	k141_77459	2048	3115	-	1068	7	0.0031249
35511_4	k141_77459	3127	3444	-	318	0	0
35511_5	k141_77459	3447	3890	-	444	0	0
35511_6	k141_77459	3959	5932	-	1974	0	0
35511_7	k141_77459	6413	7711	-	1299	8	0.00293623
35511_8	k141_77459	8013	8138	-	126	0	0
35512_1	k141_314580	46	1518	+	1473	0	0
35512_2	k141_314580	1593	2690	-	1098	0	0
35513_1	k141_58754	1	174	-	174	0	0
35513_2	k141_58754	294	887	-	594	1	0.000802644
35513_3	k141_58754	904	1101	-	198	0	0
35514_1	k141_7971	3	500	-	498	0	0
35514_2	k141_7971	562	1230	-	669	0	0
35514_3	k141_7971	1233	2054	-	822	4	0.00232005
35514_4	k141_7971	2119	2283	-	165	0	0
35515_1	k141_127792	1	234	+	234	0	0
35515_2	k141_127792	313	3411	+	3099	0	0
35515_3	k141_127792	3430	4614	+	1185	0	0
35515_4	k141_127792	4920	5723	+	804	0	0
35515_5	k141_127792	5720	7183	-	1464	0	0
35515_6	k141_127792	7293	8072	+	780	0	0
35515_7	k141_127792	8069	8620	+	552	0	0
35515_8	k141_127792	8601	8930	+	330	0	0
35515_9	k141_127792	9051	10322	+	1272	0	0
35515_10	k141_127792	10362	11156	+	795	0	0
35515_11	k141_127792	11161	11655	+	495	0	0
35515_12	k141_127792	11659	12138	-	480	0	0
35516_1	k141_25735	2	1555	+	1554	15	0.00460203
35516_2	k141_25735	1563	3428	+	1866	22	0.00562109
35516_3	k141_25735	3437	4348	+	912	14	0.00731885
35517_1	k141_58755	3	215	-	213	0	0
35517_2	k141_58755	248	616	-	369	0	0
35517_3	k141_58755	783	1034	+	252	0	0
35518_1	k141_246132	2	580	-	579	2	0.00164688
35518_2	k141_246132	595	843	-	249	0	0
35518_3	k141_246132	1120	1380	+	261	4	0.00730683
35518_4	k141_246132	1453	1656	-	204	0	0
35519_1	k141_77463	58	1032	-	975	7	0.00342297
35519_2	k141_77463	1073	1645	-	573	5	0.0041603
35520_1	k141_25736	2	697	+	696	0	0
35520_2	k141_25736	715	1755	+	1041	0	0
35521_1	k141_246134	1	1530	+	1530	1	0.000311615
35522_1	k141_77464	3	986	-	984	13	0.0062988
35522_2	k141_77464	1016	1294	-	279	2	0.00341771
35523_1	k141_194783	1	69	+	69	0	0
35523_2	k141_194783	263	736	+	474	0	0
35523_3	k141_194783	1269	1694	+	426	16	0.0179069
35523_4	k141_194783	1675	1923	+	249	1	0.00191474
35523_5	k141_194783	2063	3760	+	1698	24	0.00673881
35523_6	k141_194783	3761	5461	+	1701	41	0.0114918
35523_7	k141_194783	5452	6306	+	855	18	0.0100373
35524_1	k141_314589	2	814	+	813	6	0.0035186
35524_2	k141_314589	881	1093	-	213	0	0
35525_1	k141_58759	110	484	+	375	0	0
35525_2	k141_58759	481	1380	+	900	0	0
35525_3	k141_58759	1355	1699	+	345	0	0
35526_1	k141_42583	3	146	-	144	0	0
35526_2	k141_42583	316	1230	-	915	0	0
35526_3	k141_42583	1415	3721	+	2307	0	0
35527_1	k141_108825	1	204	-	204	0	0
35527_2	k141_108825	176	1543	-	1368	0	0
35528_1	k141_92286	1	162	+	162	0	0
35528_2	k141_92286	201	1154	-	954	0	0
35528_3	k141_92286	1212	1463	+	252	0	0
35528_4	k141_92286	1460	3016	-	1557	0	0
35528_5	k141_92286	3067	3555	-	489	0	0
35529_1	k141_194786	413	1420	-	1008	0	0
35529_2	k141_194786	1431	1856	-	426	0	0
35530_1	k141_7974	3	2645	+	2643	53	0.00956067
35530_2	k141_7974	2705	3034	+	330	6	0.00866856
35530_3	k141_7974	3149	4165	-	1017	37	0.0173456
35530_4	k141_7974	4250	5014	+	765	20	0.0124646
35531_1	k141_42584	1	1413	-	1413	77	0.0259811
35532_1	k141_331412	425	1285	-	861	0	0
35532_2	k141_331412	1303	2271	-	969	0	0
35532_3	k141_331412	2317	2766	-	450	0	0
35532_4	k141_331412	2763	3476	-	714	0	0
35532_5	k141_331412	3487	3891	-	405	0	0
35532_6	k141_331412	3903	4133	-	231	0	0
35532_7	k141_331412	4204	4584	-	381	0	0
35532_8	k141_331412	4843	5082	-	240	0	0
35532_9	k141_331412	5271	6692	+	1422	0	0
35532_10	k141_331412	6680	7876	-	1197	0	0
35532_11	k141_331412	8229	8456	+	228	0	0
