# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C23_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C23_1.bam	RPKM
4812_4	k141_68625	1858	2160	-	303	8	6.90702
4813_1	k141_1464	3	332	-	330	12	9.51285
4813_2	k141_1464	329	793	-	465	1	0.562588
4813_3	k141_1464	874	1692	-	819	22	7.0272
4814_1	k141_43896	1	228	+	228	0	0
4814_2	k141_43896	248	1192	+	945	75	20.7622
4814_3	k141_43896	1205	2521	+	1317	92	18.2745
4814_4	k141_43896	2565	3422	-	858	39	11.8911
4814_5	k141_43896	3450	3875	-	426	18	11.0537
4814_6	k141_43896	3888	6776	-	2889	232	21.008
4814_7	k141_43896	6937	8805	-	1869	151	21.1354
4814_8	k141_43896	8916	10301	-	1386	141	26.6133
4814_9	k141_43896	10391	11842	-	1452	35	6.30587
4814_10	k141_43896	11856	12461	-	606	8	3.45351
4814_11	k141_43896	12761	12874	+	114	8	18.3581
4814_12	k141_43896	12835	13317	+	483	68	36.8303
4814_13	k141_43896	13582	14874	-	1293	86	17.3998
4814_14	k141_43896	14877	15602	-	726	59	21.2598
4814_15	k141_43896	16559	17692	-	1134	71	16.3791
4814_16	k141_43896	17800	18384	-	585	27	12.074
4814_17	k141_43896	18389	18955	-	567	58	26.7601
4814_18	k141_43896	18976	20172	-	1197	54	11.8017
4814_19	k141_43896	20177	20944	-	768	40	13.6252
4814_20	k141_43896	21387	22829	-	1443	188	34.0828
4814_21	k141_43896	23093	23836	-	744	53	18.6357
4814_22	k141_43896	23953	24870	-	918	82	23.3676
4814_23	k141_43896	24890	27805	-	2916	179	16.0587
4814_24	k141_43896	27909	28874	-	966	97	26.2687
4814_25	k141_43896	28977	30278	-	1302	111	22.3026
4814_26	k141_43896	30501	34049	-	3549	305	22.4821
4814_27	k141_43896	34355	36214	-	1860	120	16.8776
4814_28	k141_43896	36211	36648	-	438	19	11.3481
4814_29	k141_43896	36704	36817	-	114	11	25.2424
4814_30	k141_43896	36820	37971	-	1152	139	31.565
4814_31	k141_43896	38067	38423	-	357	39	28.5785
4814_32	k141_43896	38473	38670	-	198	12	15.8548
4814_33	k141_43896	38706	39200	-	495	50	26.4246
4814_34	k141_43896	39512	39835	-	324	47	37.9487
4814_35	k141_43896	40129	42066	-	1938	249	33.6116
4814_36	k141_43896	42569	43018	-	450	71	41.2752
4814_37	k141_43896	43045	44331	-	1287	119	24.1887
4814_38	k141_43896	44425	45414	-	990	89	23.5179
4814_39	k141_43896	45594	46682	-	1089	110	26.4246
4814_40	k141_43896	46684	47016	-	333	26	20.4255
4814_41	k141_43896	47077	47931	-	855	68	20.8059
4814_42	k141_43896	48098	48787	+	690	29	10.9949
4814_43	k141_43896	48835	49443	-	609	50	21.4781
4814_44	k141_43896	49634	52687	-	3054	297	25.4408
4814_45	k141_43896	52782	55031	-	2250	175	20.3469
4814_46	k141_43896	55056	57266	-	2211	237	28.0416
4814_47	k141_43896	57443	59632	-	2190	164	19.5904
4814_48	k141_43896	59649	62984	-	3336	260	20.3888
4814_49	k141_43896	63171	63398	-	228	53	60.8113
4814_50	k141_43896	63731	64939	-	1209	147	31.8079
4814_51	k141_43896	65158	65535	+	378	37	25.6067
4814_52	k141_43896	65640	68972	-	3333	277	21.7414
4814_53	k141_43896	69132	69749	+	618	79	33.4412
4814_54	k141_43896	70479	70574	-	96	11	29.9754
4815_1	k141_22716	113	1447	-	1335	38	7.44639
4816_1	k141_33057	1	78	-	78	0	0
4816_2	k141_33057	136	690	+	555	2	0.942715
4816_3	k141_33057	717	1166	+	450	9	5.23207
4816_4	k141_33057	1250	1939	-	690	12	4.54963
4816_5	k141_33057	2159	3472	+	1314	40	7.96358
4816_6	k141_33057	3518	4435	-	918	18	5.12948
4816_7	k141_33057	4595	5293	+	699	17	6.36232
4816_8	k141_33057	5290	5475	+	186	8	11.2518
4816_9	k141_33057	5503	6786	+	1284	30	6.11223
4816_10	k141_33057	6833	8191	-	1359	64	12.3198
4816_11	k141_33057	8377	10632	+	2256	97	11.248
4816_12	k141_33057	10629	12170	+	1542	49	8.31295
4816_13	k141_33057	12175	14031	+	1857	60	8.45246
4817_1	k141_18821	3	710	-	708	3	1.10849
4817_2	k141_18821	798	1181	-	384	5	3.4063
4818_1	k141_65093	3	440	-	438	6	3.58361
4818_2	k141_65093	385	555	-	171	1	1.52984
4818_3	k141_65093	576	1448	-	873	20	5.99321
4819_1	k141_8143	3	1043	-	1041	29	7.28771
4819_2	k141_8143	1063	1152	-	90	0	0
4820_1	k141_26050	2	280	-	279	7	6.56353
4820_2	k141_26050	427	1365	-	939	22	6.12916
4820_3	k141_26050	1561	1932	-	372	19	13.3615
4820_4	k141_26050	2358	6512	+	4155	165	10.3886
4821_1	k141_50833	2	475	-	474	2	1.10381
4821_2	k141_50833	468	1313	-	846	22	6.80293
4821_3	k141_50833	1345	1953	-	609	18	7.73212
4822_1	k141_4768	833	1387	-	555	58	27.3387
4822_2	k141_4768	1463	2305	-	843	91	28.2395
4822_3	k141_4768	2457	4940	-	2484	284	29.9096
4822_4	k141_4768	4955	6877	-	1923	273	37.1387
4822_5	k141_4768	6887	7972	-	1086	116	27.9429
4822_6	k141_4768	7984	8190	-	207	14	17.693
4822_7	k141_4768	8206	9309	-	1104	82	19.4307
4822_8	k141_4768	9592	10935	-	1344	116	22.5789
4823_1	k141_15167	3	1055	-	1053	612	152.043
4823_2	k141_15167	1052	1168	-	117	3	6.70778
4824_1	k141_54230	1	294	-	294	162	144.149
4824_2	k141_54230	546	689	+	144	37	67.2176
4824_3	k141_54230	854	2233	+	1380	382	72.4149
4824_4	k141_54230	2392	3384	+	993	309	81.4053
4824_5	k141_54230	3523	4236	+	714	967	354.301
4824_6	k141_54230	4490	4843	+	354	50	36.9496
4825_1	k141_29794	2	343	+	342	3	2.29477
4825_2	k141_29794	355	963	+	609	6	2.57737
4825_3	k141_29794	1005	2036	+	1032	12	3.0419
4826_1	k141_11927	3	266	-	264	118	116.929
4826_2	k141_11927	499	693	+	195	84	112.691
4826_3	k141_11927	705	1796	+	1092	457	109.481
4826_4	k141_11927	1966	3048	+	1083	499	120.536
4826_5	k141_11927	3116	3355	+	240	122	132.982
4826_6	k141_11927	3530	3757	+	228	215	246.687
4826_7	k141_11927	3959	4750	+	792	325	107.35
4826_8	k141_11927	4832	5374	+	543	90	43.3597
4826_9	k141_11927	5378	5752	+	375	66	46.0422
4826_10	k141_11927	5998	7902	+	1905	198	27.1903
4827_1	k141_47096	1	216	-	216	0	0
4827_2	k141_47096	486	1067	-	582	13	5.84338
4827_3	k141_47096	1064	1867	-	804	12	3.90453
4827_4	k141_47096	2005	2886	-	882	4	1.18641
4828_1	k141_61487	242	1420	+	1179	196	43.4896
4828_2	k141_61487	2190	2393	+	204	60	76.9422
4828_3	k141_61487	2557	3342	+	786	134	44.5991
4828_4	k141_61487	3509	4750	+	1242	196	41.2836
4828_5	k141_61487	4801	5010	+	210	26	32.389
4828_6	k141_61487	5231	6247	+	1017	110	28.2954
4828_7	k141_61487	6352	7662	-	1311	182	36.3172
4828_8	k141_61487	7862	8575	-	714	81	29.6777
4828_9	k141_61487	8576	9766	-	1191	118	25.9187
4828_10	k141_61487	9810	9995	-	186	18	25.3165
4828_11	k141_61487	10044	11309	+	1266	147	30.3758
4828_12	k141_61487	11350	12213	+	864	101	30.581
4828_13	k141_61487	12206	12451	+	246	22	23.3954
4828_14	k141_61487	12464	12673	+	210	38	47.3378
4828_15	k141_61487	12673	13479	+	807	148	47.9768
4828_16	k141_61487	13545	13961	+	417	36	22.5845
4828_17	k141_61487	13961	15673	+	1713	192	29.3216
4828_18	k141_61487	15657	15968	+	312	41	34.3774
4828_19	k141_61487	16025	16927	+	903	120	34.7646
4828_20	k141_61487	16929	18614	+	1686	291	45.1522
4829_1	k141_4770	2	1474	+	1473	31	5.50557
4830_1	k141_22723	2	166	+	165	0	0
4830_2	k141_22723	168	1580	+	1413	24	4.44337
4830_3	k141_22723	1599	1841	+	243	5	5.38279
4831_1	k141_47098	2	1021	-	1020	15	3.84711
4832_1	k141_61489	2	550	+	549	14	6.67113
4832_2	k141_61489	692	1096	+	405	21	13.5646
4833_1	k141_15170	1	324	+	324	8	6.45935
4833_2	k141_15170	572	1459	+	888	23	6.77577
4834_1	k141_43905	1	174	+	174	0	0
4834_2	k141_43905	158	1105	+	948	33	9.10645
4835_1	k141_26054	29	1444	+	1416	40	7.38993
4836_1	k141_33065	1	1611	+	1611	8	1.29909
4837_1	k141_18828	3	611	+	609	165	70.8778
4837_2	k141_18828	756	1070	+	315	50	41.5244
4837_3	k141_18828	1072	1281	+	210	19	23.6689
4837_4	k141_18828	1296	1625	+	330	26	20.6112
4837_5	k141_18828	1641	1871	+	231	40	45.2993
4838_1	k141_36681	210	1310	+	1101	50	11.8803
4838_2	k141_36681	1321	2211	+	891	20	5.87213
4838_3	k141_36681	2127	2321	-	195	4	5.36623
4838_4	k141_36681	2323	3054	-	732	16	5.71811
4838_5	k141_36681	3307	4023	+	717	31	11.3106
4838_6	k141_36681	4086	5003	+	918	51	14.5335
4838_7	k141_36681	5053	6558	+	1506	50	8.68537
4838_8	k141_36681	6565	7026	+	462	11	6.22865
4838_9	k141_36681	7120	8001	+	882	56	16.6097
4838_10	k141_36681	8040	8876	+	837	34	10.6267
4838_11	k141_36681	8907	10058	+	1152	28	6.35842
4838_12	k141_36681	10102	10725	+	624	29	12.1579
4839_1	k141_50836	18	1793	-	1776	53	7.80686
4839_2	k141_50836	2108	2353	-	246	5	5.31714
4840_1	k141_29801	2	154	+	153	5	8.54913
4840_2	k141_29801	320	562	+	243	5	5.38279
4840_3	k141_29801	599	1042	+	444	34	20.0327
4841_1	k141_33068	21	437	-	417	0	0
4841_2	k141_33068	451	1002	-	552	6	2.84352
4842_1	k141_22729	2	1039	-	1038	20	5.04053
4843_1	k141_61494	2	1117	-	1116	2	0.468823
4844_1	k141_65108	286	1038	-	753	43	14.9388
4845_1	k141_18832	1	1137	+	1137	38	8.74312
4846_1	k141_15179	3	863	+	861	12	3.64604
4846_2	k141_15179	873	1154	+	282	3	2.78302
4847_1	k141_68629	1	276	+	276	0	0
4847_2	k141_68629	293	1339	+	1047	14	3.49804
4848_1	k141_18833	3	800	-	798	8	2.62259
4848_2	k141_18833	1027	1176	+	150	0	0
4849_1	k141_29803	3	275	-	273	4	3.83302
4849_2	k141_29803	287	802	-	516	19	9.63269
4849_3	k141_29803	837	1772	-	936	29	8.10524
4849_4	k141_29803	1799	1981	-	183	4	5.71811
4850_1	k141_33069	1	144	+	144	0	0
4850_2	k141_33069	213	1223	+	1011	53	13.7141
4850_3	k141_33069	1365	1919	+	555	15	7.07036
4850_4	k141_33069	1925	2203	+	279	5	4.68823
4851_1	k141_43915	3	1049	-	1047	23	5.74678
4852_1	k141_1482	2	337	-	336	12	9.34298
4852_2	k141_1482	338	1138	-	801	32	10.4511
4852_3	k141_1482	1243	1611	-	369	7	4.96267
4853_1	k141_15180	2	373	+	372	13	9.14206
4853_2	k141_15180	452	709	+	258	12	12.1676
4854_1	k141_65111	2	1219	+	1218	95	20.4042
4855_1	k141_26064	1	738	-	738	11	3.89924
4855_2	k141_26064	831	1418	-	588	15	6.67356
4856_1	k141_61497	37	903	-	867	21	6.33642
4856_2	k141_61497	1535	1765	+	231	14	15.8548
4856_3	k141_61497	1768	2406	+	639	6	2.45637
4857_1	k141_68630	10	834	-	825	22	6.97609
4857_2	k141_68630	827	1741	-	915	26	7.43354
4857_3	k141_68630	1835	2239	-	405	20	12.9187
4858_1	k141_22731	1	180	-	180	12	17.4402
4858_2	k141_22731	382	1095	-	714	165	60.4546
4858_3	k141_22731	1858	3114	+	1257	278	57.8566
4858_4	k141_22731	3183	3503	-	321	45	36.6734
4859_1	k141_15183	259	1698	+	1440	21	3.81505
4859_2	k141_15183	1711	2115	+	405	7	4.52154
4860_1	k141_4772	2	394	+	393	16	10.6505
4860_2	k141_4772	454	1044	+	591	36	15.9352
4860_3	k141_4772	1525	1731	+	207	21	26.5395
4860_4	k141_4772	2068	2172	+	105	2	4.98292
4861_1	k141_39762	1	1212	+	1212	114	24.6063
4861_2	k141_39762	1528	2511	+	984	154	40.942
4861_3	k141_39762	2652	4193	+	1542	130	22.0548
4861_4	k141_39762	4195	5265	+	1071	100	24.4261
4861_5	k141_39762	5262	6284	+	1023	125	31.9652
4861_6	k141_39762	6510	7967	-	1458	184	33.0144
4861_7	k141_39762	8266	9252	+	987	136	36.0467
4861_8	k141_39762	9377	9796	-	420	34	21.1774
4861_9	k141_39762	10222	10902	-	681	120	46.0975
4861_10	k141_39762	10949	11314	+	366	68	48.6039
4861_11	k141_39762	11413	11718	-	306	17	14.5335
4861_12	k141_39762	11790	14222	-	2433	173	18.6015
4861_13	k141_39762	14353	15006	-	654	94	37.6005
4861_14	k141_39762	15249	16271	+	1023	149	38.1026
4861_15	k141_39762	16313	17107	-	795	82	26.983
4861_16	k141_39762	17344	18111	+	768	123	41.8974
4861_17	k141_39762	18336	19595	+	1260	111	23.046
4861_18	k141_39762	19643	20428	+	786	39	12.9803
4861_19	k141_39762	20485	22254	-	1770	128	18.9182
4861_20	k141_39762	22389	24650	-	2262	230	26.5998
4861_21	k141_39762	24748	28371	+	3624	311	22.45
4861_22	k141_39762	28436	31198	+	2763	153	14.4862
4861_23	k141_39762	31374	32489	+	1116	63	14.7679
4861_24	k141_39762	32522	32773	+	252	2	2.07622
4861_25	k141_39762	32763	33593	-	831	107	33.6842
4861_26	k141_39762	34211	35026	+	816	85	27.2504
4861_27	k141_39762	35137	37272	+	2136	176	21.5553
4861_28	k141_39762	37428	37733	+	306	23	19.663
4861_29	k141_39762	37845	39671	+	1827	194	27.7784
4861_30	k141_39762	39886	40860	+	975	79	21.1966
4861_31	k141_39762	40890	40982	+	93	0	0
4861_32	k141_39762	41200	41529	+	330	18	14.2693
4861_33	k141_39762	41581	41988	+	408	9	5.77067
4861_34	k141_39762	41973	42356	+	384	36	24.5253
4861_35	k141_39762	42690	43136	+	447	36	21.0687
4861_36	k141_39762	43195	43902	+	708	46	16.9968
4861_37	k141_39762	43979	44779	-	801	43	14.0436
4861_38	k141_39762	44776	45537	-	762	26	8.9261
4861_39	k141_39762	45669	46235	+	567	65	29.9898
4861_40	k141_39762	46290	46862	+	573	38	17.3489
4861_41	k141_39762	47053	48276	+	1224	100	21.3728
4861_42	k141_39762	48278	51661	+	3384	267	20.6407
4861_43	k141_39762	51661	52581	+	921	89	25.2798
4861_44	k141_39762	52761	53351	+	591	26	11.5088
4861_45	k141_39762	53353	54060	-	708	51	18.8443
4861_46	k141_39762	54207	56462	+	2256	271	31.4249
4861_47	k141_39762	56471	57121	-	651	109	43.8015
4861_48	k141_39762	57349	58008	+	660	78	30.9168
4861_49	k141_39762	57995	58669	+	675	94	36.4307
4861_50	k141_39762	58662	59453	+	792	119	39.3066
4861_51	k141_39762	59519	60421	+	903	112	32.4469
4861_52	k141_39762	60657	61895	+	1239	181	38.2165
4861_53	k141_39762	62139	62390	+	252	65	67.4771
4861_54	k141_39762	62504	62824	-	321	85	69.272
4861_55	k141_39762	63079	63435	+	357	66	48.3637
4861_56	k141_39762	63499	63768	+	270	61	59.103
4861_57	k141_39762	63928	64827	+	900	71	20.6376
4861_58	k141_39762	64894	65739	-	846	60	18.5534
4861_59	k141_39762	65868	66662	-	795	99	32.577
4861_60	k141_39762	66770	67663	+	894	73	21.3614
4861_61	k141_39762	67669	68286	-	618	83	35.1344
4861_62	k141_39762	68288	68536	+	249	25	26.2654
4861_63	k141_39762	68544	69437	+	894	172	50.3309
4861_64	k141_39762	69498	69722	-	225	49	56.9714
4861_65	k141_39762	69871	71526	-	1656	173	27.3293
4861_66	k141_39762	71672	73246	+	1575	178	29.5653
4861_67	k141_39762	73319	75064	-	1746	168	25.1715
4861_68	k141_39762	75285	76166	+	882	138	40.9312
4861_69	k141_39762	76282	76698	+	417	76	47.6783
4861_70	k141_39762	77167	78870	+	1704	125	19.1904
4861_71	k141_39762	78867	80057	+	1191	89	19.5489
4861_72	k141_39762	80054	81277	+	1224	66	14.1061
4861_73	k141_39762	81398	83110	+	1713	192	29.3216
4861_74	k141_39762	83159	83878	+	720	63	22.8903
4861_75	k141_39762	83875	84669	+	795	46	15.1368
4861_76	k141_39762	84825	86012	-	1188	136	29.9479
4861_77	k141_39762	86136	87206	-	1071	82	20.0294
4861_78	k141_39762	87467	88249	-	783	95	31.7399
4861_79	k141_39762	88445	90001	-	1557	108	18.1459
4861_80	k141_39762	90012	91349	-	1338	103	20.1384
4861_81	k141_39762	91563	92603	-	1041	125	31.4125
4861_82	k141_39762	92647	94044	-	1398	145	27.1334
4861_83	k141_39762	94102	94512	-	411	38	24.1872
4861_84	k141_39762	94659	94775	+	117	32	71.5497
4861_85	k141_39762	95141	96520	-	1380	108	20.4733
4861_86	k141_39762	97026	97403	-	378	31	21.4543
4861_87	k141_39762	97454	98272	-	819	72	22.9981
4861_88	k141_39762	98404	98733	+	330	48	38.0514
4861_89	k141_39762	98770	101523	-	2754	195	18.5231
4861_90	k141_39762	101606	102550	-	945	103	28.5134
4861_91	k141_39762	102986	104458	+	1473	185	32.8558
4861_92	k141_39762	104603	105847	+	1245	119	25.0047
4861_93	k141_39762	105959	107170	+	1212	121	26.1172
4861_94	k141_39762	107183	107662	+	480	47	25.6153
4861_95	k141_39762	107784	108086	+	303	30	25.9013
4861_96	k141_39762	108226	109605	+	1380	156	29.5726
4861_97	k141_39762	109627	110175	+	549	32	15.2483
4861_98	k141_39762	110175	111137	+	963	153	41.5632
4861_99	k141_39762	111453	111926	+	474	66	36.4258
4861_100	k141_39762	112131	112997	+	867	106	31.9838
4861_101	k141_39762	113078	113449	-	372	42	29.5359
4861_102	k141_39762	113506	117063	+	3558	397	29.1896
4861_103	k141_39762	117137	117586	+	450	46	26.7417
4861_104	k141_39762	117792	119669	+	1878	241	33.5711
4861_105	k141_39762	119766	120266	+	501	92	48.039
4862_1	k141_61500	1	285	+	285	3	2.75372
4862_2	k141_61500	278	1207	+	930	22	6.18847
4862_3	k141_61500	1261	1485	-	225	5	5.81341
4863_1	k141_18841	2	514	-	513	16	8.15917
4863_2	k141_18841	924	1244	+	321	9	7.33468
4864_1	k141_11934	3	113	-	111	41	96.6283
4864_2	k141_11934	775	2883	-	2109	454	56.3148
4864_3	k141_11934	3239	4198	-	960	249	67.8534
4864_4	k141_11934	4775	6184	-	1410	347	64.3804
4864_5	k141_11934	6559	6657	-	99	3	7.92738
4865_1	k141_8145	2	388	-	387	36	24.3352
4865_2	k141_8145	366	764	-	399	166	108.838
4865_3	k141_8145	883	1134	-	252	29	30.1052
4866_1	k141_33076	102	2294	+	2193	57	6.79954
4867_1	k141_4776	3	944	+	942	25	6.94277
4868_1	k141_26065	126	269	+	144	5	9.08345
4868_2	k141_26065	301	1275	+	975	69	18.5135
4868_3	k141_26065	1376	3061	-	1686	74	11.482
4868_4	k141_26065	3271	4164	+	894	49	14.3384
4869_1	k141_39763	1	393	+	393	0	0
4869_2	k141_39763	408	623	+	216	0	0
4869_3	k141_39763	665	1750	+	1086	36	8.67194
4869_4	k141_39763	1762	2136	+	375	1	0.697609
4870_1	k141_26066	2	91	+	90	0	0
4870_2	k141_26066	99	605	+	507	7	3.61188
4870_3	k141_26066	692	1066	+	375	17	11.8594
4871_1	k141_11938	1	570	-	570	2	0.917907
4871_2	k141_11938	645	1427	-	783	8	2.67283
4872_1	k141_43926	1	876	+	876	9	2.68771
4872_2	k141_43926	873	1553	+	681	5	1.92073
4873_1	k141_43927	56	1249	-	1194	37	8.10664
4874_1	k141_29810	2	1285	+	1284	41	8.35338
4874_2	k141_29810	1355	2074	+	720	10	3.63338
4874_3	k141_29810	2139	2405	+	267	9	8.8181
4874_4	k141_29810	2402	2752	+	351	12	8.94371
4874_5	k141_29810	2810	3205	+	396	11	7.26676
4874_6	k141_29810	3280	3693	+	414	23	14.5335
4874_7	k141_29810	3690	4436	+	747	23	8.05473
4874_8	k141_29810	4505	6328	+	1824	68	9.75276
4874_9	k141_29810	6267	6449	+	183	3	4.28858
4875_1	k141_11940	3	77	-	75	3	10.4641
4875_2	k141_11940	471	983	-	513	20	10.199
4875_3	k141_11940	1122	1364	+	243	10	10.7656
4875_4	k141_11940	1306	1467	-	162	2	3.22967
4875_5	k141_11940	1952	2335	-	384	7	4.76881
4876_1	k141_47109	55	726	-	672	73	28.4182
4876_2	k141_47109	872	1684	-	813	83	26.7074
4876_3	k141_47109	1681	2448	-	768	61	20.7784
4876_4	k141_47109	2462	3574	-	1113	78	18.3334
4876_5	k141_47109	3606	4388	-	783	47	15.7029
4876_6	k141_47109	4405	6702	-	2298	224	25.5001
4876_7	k141_47109	6814	8085	-	1272	121	24.8852
4876_8	k141_47109	8154	8735	-	582	70	31.4643
4876_9	k141_47109	8822	10153	-	1332	150	29.4599
4876_10	k141_47109	10421	10621	+	201	30	39.0453
4876_11	k141_47109	10644	10718	+	75	7	24.4163
4877_1	k141_61503	1	216	+	216	0	0
4877_2	k141_61503	252	851	-	600	9	3.92405
4877_3	k141_61503	962	2887	+	1926	78	10.5945
4877_4	k141_61503	2897	5362	+	2466	86	9.12324
4878_1	k141_50838	3	134	+	132	3	5.94553
4878_2	k141_50838	144	1229	+	1086	184	44.3232
4878_3	k141_50838	1366	2847	+	1482	277	48.8962
4878_4	k141_50838	2807	3001	+	195	20	26.8311
4878_5	k141_50838	3024	6773	+	3750	663	46.2515
4878_6	k141_50838	6917	7759	+	843	161	49.9622
4878_7	k141_50838	8011	8691	+	681	93	35.7256
4878_8	k141_50838	8730	10166	+	1437	273	49.6992
4878_9	k141_50838	10208	11077	+	870	109	32.7756
4878_10	k141_50838	11090	11695	+	606	101	43.6006
4878_11	k141_50838	11708	12406	+	699	123	46.0332
4879_1	k141_33077	3	104	+	102	0	0
4879_2	k141_33077	73	1086	+	1014	39	10.0617
4879_3	k141_33077	1159	2178	+	1020	23	5.8989
4879_4	k141_33077	2196	2684	+	489	4	2.13991
4879_5	k141_33077	2687	4582	+	1896	60	8.27859
4879_6	k141_33077	4649	5125	-	477	23	12.614
4879_7	k141_33077	5170	6030	-	861	41	12.4573
4880_1	k141_11941	3	1223	+	1221	13	2.7853
4880_2	k141_11941	1227	1478	+	252	2	2.07622
4881_1	k141_65113	1	516	-	516	3	1.52095
4881_2	k141_65113	557	1465	-	909	11	3.16572
4881_3	k141_65113	1465	2307	-	843	33	10.2407
4881_4	k141_65113	2372	3211	-	840	20	6.22865
4881_5	k141_65113	3204	3893	-	690	25	9.47839
4881_6	k141_65113	3908	4897	-	990	36	9.51285
4881_7	k141_65113	4861	5274	-	414	21	13.2697
4881_8	k141_65113	5392	6879	-	1488	23	4.0436
4881_9	k141_65113	6959	7894	-	936	39	10.9001
4881_10	k141_65113	7971	8960	-	990	83	21.9324
4881_11	k141_65113	8969	9544	-	576	31	14.0794
4881_12	k141_65113	9636	9716	-	81	0	0
4882_1	k141_39766	2	622	+	621	12	5.05514
4882_2	k141_39766	670	2082	+	1413	48	8.88674
4882_3	k141_39766	2175	2468	+	294	9	8.00827
4882_4	k141_39766	2510	3910	-	1401	46	8.58941
4883_1	k141_61504	2	1831	-	1830	50	7.14764
4884_1	k141_15201	125	424	+	300	14	12.2082
4884_2	k141_15201	405	704	+	300	10	8.72012
4884_3	k141_15201	897	1394	+	498	9	4.72777
4885_1	k141_11942	2	328	+	327	88	70.4009
4885_2	k141_11942	489	1091	-	603	141	61.171
4886_1	k141_33079	1	813	+	813	7	2.25243
4886_2	k141_33079	893	1000	-	108	0	0
4887_1	k141_18843	2	5509	-	5508	309	14.676
4887_2	k141_18843	5581	5811	-	231	9	10.1923
4887_3	k141_18843	6009	6215	-	207	7	8.84649
4887_4	k141_18843	6531	6983	-	453	20	11.5498
4888_1	k141_47115	126	1151	-	1026	30	7.64922
4889_1	k141_4780	2	1351	+	1350	61	11.8206
4889_2	k141_4780	1460	2791	+	1332	42	8.24876
4889_3	k141_4780	2859	3401	+	543	12	5.78129
4889_4	k141_4780	3636	4484	+	849	20	6.16263
4889_5	k141_4780	4521	5735	+	1215	38	8.18184
4889_6	k141_4780	6163	6672	+	510	16	8.20717
4890_1	k141_22733	2	175	-	174	9	13.5312
4890_2	k141_22733	395	1441	+	1047	9	2.24874
4891_1	k141_43940	3	1244	-	1242	59	12.4272
4892_1	k141_50844	2	151	+	150	7	12.2082
4892_2	k141_50844	383	1111	+	729	17	6.10049
4892_3	k141_50844	1108	2025	+	918	33	9.40405
4893_1	k141_33082	3	1112	+	1110	18	4.24222
4894_1	k141_18846	79	1023	-	945	10	2.76829
4895_1	k141_29816	2	685	+	684	22	8.41415
4895_2	k141_29816	691	1245	+	555	11	5.18493
4895_3	k141_29816	1285	3375	+	2091	43	5.3797
4895_4	k141_29816	3391	3843	+	453	7	4.04244
4896_1	k141_43942	1	72	+	72	0	0
4896_2	k141_43942	69	1085	+	1017	7	1.80061
4897_1	k141_50846	3	308	-	306	0	0
4897_2	k141_50846	441	914	+	474	7	3.86334
4897_3	k141_50846	1032	1217	+	186	1	1.40647
4897_4	k141_50846	1273	1566	-	294	0	0
4898_1	k141_18847	1	666	+	666	34	13.3551
4898_2	k141_18847	810	1253	+	444	4	2.35679
4898_3	k141_18847	1386	1733	+	348	18	13.5312
4899_1	k141_18848	188	925	-	738	34	12.0522
4899_2	k141_18848	883	1059	-	177	0	0
4900_1	k141_50847	1	1170	+	1170	27	6.037
4900_2	k141_50847	1184	1657	+	474	10	5.51906
4901_1	k141_1484	3	1457	-	1455	331	59.5125
4901_2	k141_1484	1507	2598	-	1092	259	62.047
4901_3	k141_1484	2790	3677	-	888	191	56.2683
4901_4	k141_1484	3674	8383	-	4710	1111	61.7073
4901_5	k141_1484	8586	9047	-	462	163	92.2973
4901_6	k141_1484	9275	10153	-	879	251	74.7013
4901_7	k141_1484	10254	11444	-	1191	324	71.1667
4901_8	k141_1484	11392	12513	-	1122	231	53.8595
4901_9	k141_1484	12503	13783	-	1281	362	73.927
4901_10	k141_1484	13780	14640	-	861	188	57.1213
4901_11	k141_1484	14643	16100	-	1458	409	73.3853
4902_1	k141_29823	230	1462	+	1233	28	5.94071
4903_1	k141_33085	184	783	-	600	59	25.7243
4903_2	k141_33085	977	1639	-	663	39	15.3884
4903_3	k141_33085	1663	1812	-	150	4	6.97609
4903_4	k141_33085	1809	3017	-	1209	69	14.9302
4903_5	k141_33085	3212	3382	-	171	0	0
4904_1	k141_39772	36	950	-	915	128	36.5959
4904_2	k141_39772	965	1771	-	807	165	53.4877
4904_3	k141_39772	1764	2684	-	921	93	26.416
4904_4	k141_39772	2769	3434	-	666	91	35.7446
4904_5	k141_39772	3427	3606	-	180	15	21.8003
4904_6	k141_39772	3761	4120	+	360	81	58.8608
4904_7	k141_39772	4434	5114	-	681	96	36.878
4904_8	k141_39772	5186	5410	-	225	34	39.5312
4904_9	k141_39772	5425	5913	-	489	51	27.2838
4905_1	k141_22738	1	144	+	144	111	201.653
4905_2	k141_22738	141	1031	+	891	86	25.2502
4905_3	k141_22738	1782	2300	+	519	44	22.1783
4905_4	k141_22738	2300	3334	+	1035	81	20.4733
4906_1	k141_33086	1	117	+	117	0	0
4906_2	k141_33086	114	635	+	522	12	6.01387
4906_3	k141_33086	703	1014	+	312	11	9.2232
