# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Capsule_6_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Capsule_6/A10_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Capsule_6/A10_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Capsule_6/A10_2.bam	RPKG
19308_37	k141_158861	36522	37592	-	1071	1	0.00423277
19309_1	k141_103233	1	456	-	456	0	0
19309_2	k141_103233	593	1411	+	819	5	0.0276758
19309_3	k141_103233	1561	2274	-	714	6	0.0380949
19309_4	k141_103233	2279	2575	-	297	3	0.0457909
19310_1	k141_191776	1	1137	+	1137	0	0
19310_2	k141_191776	1183	1464	+	282	1	0.0160755
19311_1	k141_15160	3	338	-	336	0	0
19311_2	k141_15160	484	1368	-	885	0	0
19311_3	k141_15160	1396	1902	-	507	0	0
19311_4	k141_15160	2037	2264	-	228	0	0
19311_5	k141_15160	2288	2533	-	246	0	0
19311_6	k141_15160	2580	3941	-	1362	0	0
19311_7	k141_15160	4016	4345	-	330	0	0
19312_1	k141_214060	2	1099	-	1098	0	0
19313_1	k141_203530	3	1610	-	1608	83	0.233995
19313_2	k141_203530	1796	2002	-	207	21	0.4599
19314_1	k141_4264	39	1172	-	1134	0	0
19315_1	k141_191781	3	659	+	657	2	0.0138
19315_2	k141_191781	649	1101	+	453	0	0
19316_1	k141_203531	127	1137	-	1011	0	0
19317_1	k141_181417	1	2301	-	2301	0	0
19318_1	k141_169659	1	90	+	90	0	0
19318_2	k141_169659	87	2201	+	2115	0	0
19318_3	k141_169659	2342	2938	+	597	0	0
19318_4	k141_169659	3037	3879	+	843	0	0
19318_5	k141_169659	4096	4593	+	498	0	0
19318_6	k141_169659	4574	4978	+	405	0	0
19318_7	k141_169659	5001	5879	+	879	0	0
19319_1	k141_214066	1	99	-	99	0	0
19319_2	k141_214066	103	1245	-	1143	0	0
19320_1	k141_59552	210	431	+	222	1	0.0204203
19320_2	k141_59552	458	1390	+	933	2	0.00971768
19320_3	k141_59552	1390	1722	+	333	0	0
19320_4	k141_59552	1810	1959	-	150	5	0.15111
19320_5	k141_59552	2436	2603	-	168	2	0.0539678
19320_6	k141_59552	3212	3793	-	582	1	0.00778917
19320_7	k141_59552	3858	4043	-	186	0	0
19320_8	k141_59552	4459	5049	+	591	9	0.069035
19320_9	k141_59552	5046	6863	+	1818	11	0.0274292
19320_10	k141_59552	7056	10307	+	3252	14	0.019516
19320_11	k141_59552	10319	11740	+	1422	6	0.0191278
19320_12	k141_59552	11759	12940	+	1182	5	0.0191764
19320_13	k141_59552	13163	13432	-	270	3	0.05037
19320_14	k141_59552	13503	14792	+	1290	22	0.077312
19320_15	k141_59552	14835	15671	+	837	3	0.0162484
19320_16	k141_59552	15995	17359	-	1365	13	0.0431743
19320_17	k141_59552	17537	19384	+	1848	6	0.0147185
19320_18	k141_59552	19387	20073	+	687	6	0.0395921
19320_19	k141_59552	20289	20858	+	570	8	0.0636252
19320_20	k141_59552	20951	21391	+	441	2	0.0205592
19320_21	k141_59552	21571	22779	-	1209	6	0.0224978
19320_22	k141_59552	22929	23915	-	987	6	0.027558
19321_1	k141_147700	3	101	-	99	1	0.0457909
19321_2	k141_147700	578	805	-	228	3	0.0596487
19321_3	k141_147700	919	1257	-	339	0	0
19322_1	k141_203537	135	1202	-	1068	0	0
19323_1	k141_191783	3	542	+	540	0	0
19323_2	k141_191783	484	624	-	141	0	0
19323_3	k141_191783	751	2091	+	1341	2	0.00676107
19323_4	k141_191783	2104	2229	+	126	0	0
19323_5	k141_191783	2222	3298	+	1077	3	0.0126276
19324_1	k141_4271	119	511	-	393	0	0
19324_2	k141_4271	528	956	-	429	0	0
19324_3	k141_4271	1286	2176	+	891	0	0
19324_4	k141_4271	2219	2467	-	249	0	0
19325_1	k141_114033	2	76	+	75	0	0
19325_2	k141_114033	124	1266	+	1143	0	0
19326_1	k141_191785	38	397	-	360	0	0
19326_2	k141_191785	541	849	-	309	0	0
19327_1	k141_4272	2	1234	+	1233	0	0
19328_1	k141_214073	1	171	-	171	0	0
19328_2	k141_214073	236	1576	-	1341	0	0
19328_3	k141_214073	1573	2511	-	939	0	0
19329_1	k141_147701	159	935	-	777	14	0.081681
19329_2	k141_147701	1304	1444	+	141	3	0.0964531
19329_3	k141_147701	1601	2350	-	750	6	0.0362664
19329_4	k141_147701	2729	3031	-	303	8	0.119691
19329_5	k141_147701	3041	3247	-	207	8	0.1752
19330_1	k141_103235	3	230	-	228	0	0
19330_2	k141_103235	414	1088	-	675	0	0
19330_3	k141_103235	1252	2001	-	750	3	0.0181332
19330_4	k141_103235	1998	2753	-	756	0	0
19330_5	k141_103235	2814	3665	-	852	0	0
19330_6	k141_103235	3732	4145	-	414	0	0
19330_7	k141_103235	4149	5036	-	888	2	0.0102101
19330_8	k141_103235	5248	5370	+	123	0	0
19330_9	k141_103235	5755	6066	-	312	1	0.0145298
19330_10	k141_103235	6168	8000	-	1833	1	0.00247316
19330_11	k141_103235	8005	8373	-	369	0	0
19331_1	k141_4274	3	461	-	459	9	0.0888882
19331_2	k141_4274	570	1406	-	837	5	0.0270806
19332_1	k141_169671	44	577	+	534	0	0
19332_2	k141_169671	579	1508	+	930	0	0
19332_3	k141_169671	1484	1714	+	231	0	0
19333_1	k141_103236	1	738	+	738	1	0.00614268
19333_2	k141_103236	716	1390	+	675	2	0.013432
19334_1	k141_92244	2	202	+	201	1	0.0225537
19334_2	k141_92244	231	851	+	621	3	0.0219
19334_3	k141_92244	851	1150	+	300	2	0.030222
19334_4	k141_92244	1213	2055	+	843	2	0.0107552
19334_5	k141_92244	2119	2394	+	276	0	0
19334_6	k141_92244	2424	2810	+	387	2	0.0234279
19334_7	k141_92244	2843	3502	+	660	1	0.00686863
19334_8	k141_92244	3502	3939	+	438	1	0.01035
19334_9	k141_92244	3929	4129	+	201	0	0
19334_10	k141_92244	4177	4434	+	258	1	0.0175709
19334_11	k141_92244	4483	4851	+	369	3	0.0368561
19334_12	k141_92244	4863	5177	+	315	1	0.0143914
19334_13	k141_92244	5199	5738	+	540	0	0
19334_14	k141_92244	5758	5943	+	186	2	0.0487451
19334_15	k141_92244	6117	6512	+	396	0	0
19334_16	k141_92244	6595	7137	+	543	2	0.0166972
19334_17	k141_92244	7157	7525	+	369	0	0
19334_18	k141_92244	7548	8057	+	510	1	0.00888882
19334_19	k141_92244	8106	8291	+	186	0	0
19334_20	k141_92244	8320	8760	+	441	5	0.0513979
19334_21	k141_92244	8762	10081	+	1320	0	0
19334_22	k141_92244	10160	10804	+	645	0	0
19334_23	k141_92244	10812	11567	+	756	0	0
19334_24	k141_92244	11588	11851	+	264	0	0
19334_25	k141_92244	11885	12103	+	219	0	0
19334_26	k141_92244	12660	13034	+	375	0	0
19334_27	k141_92244	13074	13469	+	396	0	0
19334_28	k141_92244	13490	14083	+	594	0	0
19334_29	k141_92244	14234	15202	+	969	1	0.00467833
19334_30	k141_92244	15296	15832	+	537	0	0
19334_31	k141_92244	16097	16951	+	855	4	0.0212084
19334_32	k141_92244	16954	17862	+	909	2	0.00997425
19334_33	k141_92244	17895	18698	+	804	2	0.0112769
19334_34	k141_92244	19027	19764	+	738	1	0.00614268
19335_1	k141_203546	2	172	+	171	0	0
19335_2	k141_203546	393	911	+	519	0	0
19335_3	k141_203546	1295	2023	+	729	0	0
19336_1	k141_114035	1	294	+	294	0	0
19336_2	k141_114035	318	929	+	612	0	0
19336_3	k141_114035	929	2254	+	1326	0	0
19337_1	k141_181418	3	224	-	222	0	0
19337_2	k141_181418	471	1655	-	1185	0	0
19337_3	k141_181418	1738	1950	-	213	0	0
19337_4	k141_181418	2514	3584	-	1071	0	0
19337_5	k141_181418	3581	3991	-	411	0	0
19337_6	k141_181418	4794	4922	-	129	0	0
19337_7	k141_181418	4949	5686	-	738	0	0
19337_8	k141_181418	6073	6966	-	894	0	0
19338_1	k141_147707	1	675	+	675	39	0.261924
19338_2	k141_147707	987	1055	-	69	2	0.1314
19339_1	k141_15172	69	1562	+	1494	0	0
19339_2	k141_15172	1612	2862	+	1251	0	0
19339_3	k141_15172	2932	5295	+	2364	0	0
19339_4	k141_15172	5333	5860	+	528	0	0
19340_1	k141_158877	1	1695	+	1695	34	0.0909334
19340_2	k141_158877	1709	2218	+	510	3	0.0266665
19340_3	k141_158877	2211	3497	+	1287	16	0.056358
19340_4	k141_158877	3652	4047	+	396	7	0.080134
19340_5	k141_158877	4034	4504	+	471	7	0.0673738
19340_6	k141_158877	4520	4861	+	342	2	0.0265105
19340_7	k141_158877	4863	5846	+	984	10	0.0460701
19340_8	k141_158877	5839	7137	+	1299	10	0.0348984
19341_1	k141_181420	2	1066	-	1065	0	0
19342_1	k141_15173	1	1887	-	1887	0	0
19343_1	k141_214077	196	1914	-	1719	6	0.015823
19343_2	k141_214077	2098	4311	-	2214	3	0.00614268
19344_1	k141_203552	2	238	+	237	7	0.133895
19344_2	k141_203552	235	507	+	273	8	0.132844
19344_3	k141_203552	653	1051	+	399	25	0.284041
19344_4	k141_203552	1134	1223	+	90	1	0.05037
19345_1	k141_169673	1	381	-	381	5	0.0594921
19345_2	k141_169673	676	1476	+	801	6	0.0339573
19345_3	k141_169673	1926	3065	+	1140	2	0.00795315
19345_4	k141_169673	3277	4035	+	759	7	0.0418091
19345_5	k141_169673	4148	4249	+	102	0	0
19346_1	k141_147708	2	1120	+	1119	2	0.00810241
19346_2	k141_147708	1302	1829	-	528	0	0
19346_3	k141_147708	1916	2899	+	984	6	0.0276421
19346_4	k141_147708	2919	3278	+	360	0	0
19346_5	k141_147708	3278	3415	+	138	0	0
19346_6	k141_147708	3439	3678	+	240	2	0.0377775
19346_7	k141_147708	3675	3929	+	255	1	0.0177776
19347_1	k141_15175	2	154	-	153	0	0
19347_2	k141_15175	214	1194	-	981	1	0.0046211
19347_3	k141_15175	1385	1552	-	168	0	0
19348_1	k141_48607	147	518	+	372	56	0.682432
19348_2	k141_48607	579	1934	-	1356	173	0.578363
19348_3	k141_48607	1927	2853	-	927	95	0.464577
19348_4	k141_48607	2901	3779	-	879	123	0.634352
19348_5	k141_48607	4030	4239	+	210	42	0.906659
19348_6	k141_48607	4236	6284	+	2049	267	0.590723
19348_7	k141_48607	6368	7003	+	636	92	0.65576
19348_8	k141_48607	6966	8291	+	1326	152	0.519654
19348_9	k141_48607	8575	9504	+	930	97	0.472828
19348_10	k141_48607	9501	9875	+	375	57	0.689061
19348_11	k141_48607	10061	10267	+	207	58	1.2702
19348_12	k141_48607	10669	12366	+	1698	244	0.651428
19348_13	k141_48607	12500	13168	-	669	86	0.582756
19348_14	k141_48607	13165	13725	-	561	51	0.412118
19348_15	k141_48607	14127	14339	+	213	15	0.319246
19348_16	k141_48607	14336	15004	+	669	34	0.230392
19348_17	k141_48607	15006	16013	+	1008	136	0.611635
19348_18	k141_48607	16114	16794	+	681	55	0.366125
19348_19	k141_48607	16794	19298	+	2505	248	0.448805
19348_20	k141_48607	19341	19703	+	363	42	0.524514
19348_21	k141_48607	19835	21088	-	1254	1	0.00361507
19348_22	k141_48607	21318	22310	+	993	0	0
19348_23	k141_48607	22335	23609	+	1275	0	0
19348_24	k141_48607	23606	25012	+	1407	0	0
19348_25	k141_48607	25644	27014	-	1371	0	0
19348_26	k141_48607	26963	27304	-	342	0	0
19348_27	k141_48607	27510	28286	-	777	0	0
19348_28	k141_48607	28510	28611	+	102	1	0.0444441
19348_29	k141_48607	28793	29458	+	666	0	0
19348_30	k141_48607	29475	29645	+	171	0	0
19348_31	k141_48607	29602	30666	+	1065	6	0.0255397
19348_32	k141_48607	30821	31036	+	216	1	0.0209875
19348_33	k141_48607	31275	31349	+	75	0	0
19349_1	k141_114045	1	315	+	315	25	0.359786
19349_2	k141_114045	302	760	+	459	12	0.118518
19349_3	k141_114045	812	1360	+	549	21	0.173405
19350_1	k141_4283	1	573	+	573	4	0.0316461
19350_2	k141_4283	1001	2509	-	1509	3	0.00901252
19350_3	k141_4283	2910	3170	+	261	1	0.017369
19351_1	k141_169675	27	1220	-	1194	42	0.159463
19352_1	k141_15177	1	63	-	63	0	0
19352_2	k141_15177	130	1029	-	900	0	0
19353_1	k141_181428	3	338	+	336	0	0
19353_2	k141_181428	360	1175	+	816	0	0
19353_3	k141_181428	1114	1206	+	93	0	0
19354_1	k141_158882	1	207	+	207	0	0
19354_2	k141_158882	230	619	+	390	6	0.069743
19354_3	k141_158882	600	2654	+	2055	46	0.101475
19355_1	k141_169676	3	455	+	453	33	0.33024
19355_2	k141_169676	516	638	-	123	11	0.405417
19355_3	k141_169676	862	1149	-	288	19	0.299072
19356_1	k141_169677	2	286	+	285	0	0
19356_2	k141_169677	300	1088	+	789	1	0.00574562
19357_1	k141_92246	1	387	+	387	5	0.0585697
19357_2	k141_92246	557	1516	-	960	7	0.0330553
19357_3	k141_92246	1813	3060	-	1248	26	0.0944437
19357_4	k141_92246	3201	3710	+	510	5	0.0444441
19357_5	k141_92246	3719	4357	+	639	11	0.078038
19357_6	k141_92246	4568	6235	+	1668	28	0.0760985
19357_7	k141_92246	6691	6861	+	171	1	0.0265105
19358_1	k141_48615	3	842	-	840	0	0
19358_2	k141_48615	937	1068	-	132	0	0
19359_1	k141_214084	1	1440	-	1440	28	0.0881474
19359_2	k141_214084	1440	2186	-	747	19	0.115305
19359_3	k141_214084	2285	3067	-	783	31	0.179479
19360_1	k141_203554	554	892	+	339	0	0
19360_2	k141_203554	912	1160	-	249	0	0
19360_3	k141_203554	1630	3027	-	1398	0	0
19360_4	k141_203554	3040	3366	-	327	0	0
19360_5	k141_203554	3399	4661	-	1263	0	0
19361_1	k141_191790	1	141	-	141	0	0
19361_2	k141_191790	701	1870	+	1170	13	0.05037
19361_3	k141_191790	2300	3553	+	1254	11	0.0397658
19361_4	k141_191790	3633	4529	-	897	6	0.0303231
19361_5	k141_191790	4753	5952	-	1200	3	0.0113332
19361_6	k141_191790	6244	6831	-	588	0	0
19361_7	k141_191790	6834	8474	-	1641	2	0.00552504
19361_8	k141_191790	8571	9809	-	1239	5	0.0182942
19361_9	k141_191790	9992	10090	-	99	0	0
19362_1	k141_15181	341	1090	+	750	6	0.0362664
19362_2	k141_15181	1117	1986	+	870	3	0.0156321
19363_1	k141_114053	1	519	-	519	1	0.00873468
19363_2	k141_114053	680	1525	-	846	3	0.0160755
19364_1	k141_147713	1	1167	-	1167	4	0.0155383
19364_2	k141_147713	1329	2639	-	1311	2	0.00691579
19364_3	k141_147713	2945	3526	-	582	0	0
19365_1	k141_4285	66	287	+	222	6	0.122522
19365_2	k141_4285	363	764	+	402	7	0.078938
19365_3	k141_4285	765	2507	+	1743	54	0.140446
19365_4	k141_4285	2507	3427	+	921	18	0.0885986
19365_5	k141_4285	3418	4128	+	711	22	0.140271
19366_1	k141_15183	1	63	-	63	0	0
19366_2	k141_15183	130	1029	-	900	8	0.040296
19367_1	k141_70815	1	1911	+	1911	0	0
19367_2	k141_70815	1998	2621	+	624	0	0
19367_3	k141_70815	2672	3811	-	1140	0	0
19367_4	k141_70815	3832	5568	-	1737	0	0
19367_5	k141_70815	5645	6439	-	795	0	0
19367_6	k141_70815	7188	8825	+	1638	0	0
19367_7	k141_70815	8726	8974	-	249	0	0
19367_8	k141_70815	8974	9468	-	495	0	0
19367_9	k141_70815	9575	10300	+	726	0	0
19367_10	k141_70815	10320	11687	+	1368	0	0
19367_11	k141_70815	12160	13170	+	1011	0	0
19367_12	k141_70815	13240	14052	+	813	0	0
19367_13	k141_70815	14057	14989	+	933	0	0
19367_14	k141_70815	14989	15657	+	669	0	0
19367_15	k141_70815	15809	16777	+	969	0	0
19367_16	k141_70815	16796	18034	+	1239	0	0
19367_17	k141_70815	18094	18510	-	417	0	0
19367_18	k141_70815	18724	18882	-	159	0	0
19367_19	k141_70815	19016	20497	-	1482	0	0
19367_20	k141_70815	20516	22057	-	1542	0	0
19367_21	k141_70815	22235	22423	-	189	0	0
19367_22	k141_70815	22641	23804	+	1164	0	0
19367_23	k141_70815	24401	26437	-	2037	0	0
19367_24	k141_70815	26475	27167	-	693	0	0
19367_25	k141_70815	27216	28598	-	1383	0	0
19367_26	k141_70815	29184	29765	-	582	0	0
19367_27	k141_70815	30128	30862	-	735	0	0
19367_28	k141_70815	30877	31656	-	780	0	0
19367_29	k141_70815	31640	31795	-	156	0	0
19368_1	k141_37774	2	571	+	570	7	0.0556721
19368_2	k141_37774	555	2213	+	1659	33	0.0901741
19368_3	k141_37774	2386	2667	+	282	7	0.112529
19368_4	k141_37774	2667	2885	+	219	2	0.0414
19368_5	k141_37774	2931	3809	+	879	20	0.103147
19368_6	k141_37774	4055	4621	+	567	9	0.0719571
19368_7	k141_37774	4638	4781	+	144	0	0
19368_8	k141_37774	4724	5974	-	1251	29	0.105088
19368_9	k141_37774	6190	7185	+	996	15	0.0682726
19368_10	k141_37774	7285	8481	+	1197	14	0.053021
19368_11	k141_37774	8556	9083	+	528	8	0.0686863
19368_12	k141_37774	9086	9265	+	180	6	0.15111
19368_13	k141_37774	9473	10258	+	786	7	0.0403729
19368_14	k141_37774	10487	11527	+	1041	9	0.0391928
19368_15	k141_37774	11517	11750	+	234	3	0.0581192
19368_16	k141_37774	11856	12548	+	693	14	0.0915818
19368_17	k141_37774	12556	16116	+	3561	52	0.0661981
19368_18	k141_37774	16177	17118	+	942	6	0.0288745
19368_19	k141_37774	17142	18365	+	1224	32	0.118518
19368_20	k141_37774	18888	19895	+	1008	31	0.139417
19368_21	k141_37774	19912	21690	+	1779	25	0.0637057
19368_22	k141_37774	21796	22938	+	1143	9	0.0356953
19368_23	k141_37774	22968	23666	+	699	10	0.064854
19368_24	k141_37774	23784	25439	+	1656	22	0.060225
19368_25	k141_37774	26073	26669	+	597	10	0.0759346
19368_26	k141_37774	26686	28860	+	2175	24	0.0500226
19368_27	k141_37774	29093	29302	+	210	3	0.0647614
19368_28	k141_37774	29322	29543	+	222	13	0.265463
19368_29	k141_37774	29660	31810	+	2151	42	0.0885163
19368_30	k141_37774	31908	32042	+	135	3	0.10074
19368_31	k141_37774	32076	32531	+	456	6	0.0596487
19368_32	k141_37774	32708	33019	+	312	7	0.101709
19368_33	k141_37774	33117	35204	+	2088	24	0.0521069
19368_34	k141_37774	35569	35859	+	291	2	0.0311567
19368_35	k141_37774	35878	36432	+	555	3	0.0245043
19368_36	k141_37774	36524	36946	+	423	8	0.0857361
19368_37	k141_37774	37040	38194	-	1155	16	0.0627989
19368_38	k141_37774	38470	39684	+	1215	12	0.0447733
19368_39	k141_37774	40063	40971	+	909	12	0.0598455
19368_40	k141_37774	41012	42388	+	1377	46	0.151439
19368_41	k141_37774	42354	43208	+	855	5	0.0265105
19368_42	k141_37774	43350	43982	-	633	5	0.035808
19368_43	k141_37774	43966	44250	-	285	4	0.0636252
19368_44	k141_37774	44445	45626	+	1182	20	0.0767055
19368_45	k141_37774	45687	46124	-	438	4	0.0414
19368_46	k141_37774	46144	47064	-	921	27	0.132898
19368_47	k141_37774	47478	48608	+	1131	15	0.0601233
19368_48	k141_37774	48685	50013	+	1329	28	0.0955097
19368_49	k141_37774	50097	51638	+	1542	25	0.073497
19368_50	k141_37774	51655	53841	+	2187	27	0.0559666
19368_51	k141_37774	54236	55390	+	1155	22	0.0863485
19368_52	k141_37774	55404	56273	+	870	18	0.0937924
19368_53	k141_37774	56273	57187	+	915	18	0.0891796
19368_54	k141_37774	57239	58657	+	1419	21	0.067089
19368_55	k141_37774	58960	59706	+	747	12	0.0728241
19368_56	k141_37774	59703	60527	+	825	21	0.115393
19368_57	k141_37774	60792	62348	+	1557	35	0.101905
19368_58	k141_37774	62673	62849	+	177	1	0.0256118
19369_1	k141_48622	3	194	-	192	0	0
19369_2	k141_48622	300	1328	-	1029	20	0.0881107
19369_3	k141_48622	1477	2031	-	555	2	0.0163362
19370_1	k141_169687	2	1102	+	1101	3	0.0123523
19371_1	k141_70816	1	663	-	663	1	0.00683755
19371_2	k141_70816	798	1025	+	228	0	0
19372_1	k141_158890	78	1193	-	1116	55	0.223415
19372_2	k141_158890	1180	2499	-	1320	75	0.257574
19372_3	k141_158890	2592	5240	+	2649	114	0.195091
19373_1	k141_15195	1	381	+	381	1	0.0118984
19373_2	k141_15195	385	1179	+	795	3	0.0171068
19373_3	k141_15195	1191	2138	+	948	1	0.00478196
19373_4	k141_15195	2142	2309	+	168	0	0
19374_1	k141_114056	156	2648	+	2493	2	0.00363682
19374_2	k141_114056	2875	4443	-	1569	0	0
19374_3	k141_114056	4525	4995	-	471	0	0
19375_1	k141_59554	2	436	+	435	2	0.0208427
19375_2	k141_59554	467	3631	+	3165	19	0.0272141
19375_3	k141_59554	3656	5428	+	1773	10	0.0255685
19375_4	k141_59554	5509	6849	+	1341	7	0.0236637
19375_5	k141_59554	6951	10937	+	3987	15	0.0170553
19375_6	k141_59554	11031	11609	-	579	1	0.00782953
19375_7	k141_59554	11791	12060	+	270	2	0.03358
19375_8	k141_59554	12159	13841	+	1683	9	0.0242422
19375_9	k141_59554	13938	15257	-	1320	6	0.0206059
19375_10	k141_59554	15270	17444	-	2175	26	0.0541911
19375_11	k141_59554	17471	18637	-	1167	6	0.0233074
19375_12	k141_59554	18839	19036	-	198	1	0.0228954
19375_13	k141_59554	19183	19323	-	141	0	0
19375_14	k141_59554	19346	19516	-	171	0	0
19375_15	k141_59554	19506	19745	-	240	0	0
19375_16	k141_59554	19904	20050	-	147	0	0
19376_1	k141_81284	184	1320	-	1137	105	0.418642
19376_2	k141_81284	1414	2076	+	663	54	0.369228
19376_3	k141_81284	2078	2641	-	564	33	0.265246
19376_4	k141_81284	2645	4021	-	1377	101	0.332508
19376_5	k141_81284	4175	5371	-	1197	95	0.359786
19376_6	k141_81284	5493	7853	-	2361	188	0.360974
19376_7	k141_81284	8326	9225	-	900	69	0.347553
19376_8	k141_81284	9469	10032	+	564	39	0.313473
19376_9	k141_81284	10202	11617	+	1416	117	0.374573
19376_10	k141_81284	11877	12665	+	789	56	0.321755
19376_11	k141_81284	12826	13806	+	981	68	0.314235
19376_12	k141_81284	14010	14933	+	924	79	0.387587
19376_13	k141_81284	14926	15720	+	795	40	0.22809
19376_14	k141_81284	15878	17752	+	1875	108	0.261118
19376_15	k141_81284	18032	18799	+	768	44	0.25972
19376_16	k141_81284	18892	20808	+	1917	105	0.248303
19376_17	k141_81284	20805	21515	+	711	45	0.286918
19376_18	k141_81284	21641	22348	-	708	25	0.160074
19376_19	k141_81284	22466	22894	-	429	27	0.285312
19376_20	k141_81284	23015	23551	-	537	19	0.160396
19376_21	k141_81284	23555	23893	-	339	26	0.347687
19376_22	k141_81284	24059	24226	-	168	17	0.458727
19376_23	k141_81284	24488	25678	-	1191	62	0.23599
19376_24	k141_81284	26439	27311	-	873	43	0.22329
19376_25	k141_81284	27409	28842	+	1434	101	0.319291
19376_26	k141_81284	28852	30252	+	1401	79	0.255625
19376_27	k141_81284	31084	32424	+	1341	77	0.260301
19376_28	k141_81284	32452	33129	-	678	28	0.187216
19376_29	k141_81284	33133	34053	-	921	32	0.157509
19376_30	k141_81284	34197	35663	-	1467	64	0.197772
19376_31	k141_81284	35667	36161	-	495	32	0.293062
19376_32	k141_81284	36151	36879	-	729	41	0.254959
19376_33	k141_81284	36879	37946	-	1068	28	0.11885
19376_34	k141_81284	38068	38871	+	804	43	0.242452
19376_35	k141_81284	38992	39459	+	468	29	0.280909
19376_36	k141_81284	39625	40767	+	1143	35	0.138815
19376_37	k141_81284	40895	42352	-	1458	73	0.226976
19376_38	k141_81284	42567	45287	-	2721	102	0.169936
19376_39	k141_81284	45407	46096	-	690	36	0.23652
19376_40	k141_81284	46080	50519	-	4440	188	0.19195
19376_41	k141_81284	50801	51349	-	549	23	0.18992
19376_42	k141_81284	51663	53231	-	1569	63	0.182025
19377_1	k141_169692	3	194	-	192	0	0
19377_2	k141_169692	532	873	-	342	6	0.0795315
19377_3	k141_169692	1044	2372	-	1329	8	0.0272885
19377_4	k141_169692	2414	2833	-	420	1	0.0107936
19378_1	k141_48626	2	334	+	333	1	0.0136135
19378_2	k141_48626	321	1685	+	1365	2	0.00664219
19378_3	k141_48626	1737	2432	+	696	2	0.0130267
19378_4	k141_48626	2580	2933	-	354	0	0
19379_1	k141_15201	3	68	+	66	0	0
19379_2	k141_15201	171	359	+	189	0	0
19379_3	k141_15201	518	973	+	456	1	0.00994144
19379_4	k141_15201	980	1162	+	183	0	0
19380_1	k141_114061	1	306	-	306	0	0
19380_2	k141_114061	420	1235	-	816	5	0.0277776
19380_3	k141_114061	1232	1900	-	669	3	0.0203287
19381_1	k141_169696	159	1271	-	1113	35	0.142557
19382_1	k141_158894	3	125	+	123	1	0.0368561
19382_2	k141_158894	343	1260	+	918	10	0.0493823
19382_3	k141_158894	1922	2689	-	768	12	0.0708328
19383_1	k141_125878	5	1021	-	1017	1	0.00445752
19383_2	k141_125878	1132	1971	+	840	0	0
19383_3	k141_125878	2034	2390	-	357	0	0
19383_4	k141_125878	2422	2619	-	198	0	0
19383_5	k141_125878	2641	3135	-	495	0	0
19383_6	k141_125878	3348	4478	-	1131	0	0
19383_7	k141_125878	4619	5611	+	993	0	0
19383_8	k141_125878	5668	6969	-	1302	0	0
19383_9	k141_125878	7006	7845	-	840	1	0.00539678
19383_10	k141_125878	7854	9524	-	1671	4	0.0108517
19383_11	k141_125878	9544	12375	-	2832	2	0.00320148
19383_12	k141_125878	12721	14175	-	1455	0	0
19383_13	k141_125878	14216	14944	-	729	0	0
19383_14	k141_125878	14994	15905	-	912	0	0
19383_15	k141_125878	15920	16267	-	348	0	0
19383_16	k141_125878	16346	17476	-	1131	0	0
19383_17	k141_125878	17466	18974	-	1509	0	0
19383_18	k141_125878	18971	19612	-	642	0	0
19383_19	k141_125878	19625	20263	-	639	1	0.00709436
19383_20	k141_125878	20435	21643	-	1209	0	0
19383_21	k141_125878	21657	22316	-	660	1	0.00686863
19383_22	k141_125878	22333	23715	-	1383	1	0.00327787
19383_23	k141_125878	24155	24331	-	177	0	0
19383_24	k141_125878	24386	24727	+	342	0	0
19383_25	k141_125878	24702	24917	+	216	0	0
19383_26	k141_125878	24919	26157	-	1239	2	0.00731767
19383_27	k141_125878	26204	28333	-	2130	1	0.00212831
19383_28	k141_125878	28551	29648	+	1098	5	0.0206434
19383_29	k141_125878	29778	31061	-	1284	1	0.00353061
19383_30	k141_125878	31051	31392	-	342	0	0
19383_31	k141_125878	31486	32544	-	1059	1	0.00428073
19383_32	k141_125878	32576	33517	-	942	2	0.00962484
19384_1	k141_92250	1	189	+	189	2	0.0479714
19384_2	k141_92250	152	1468	-	1317	36	0.123917
19384_3	k141_92250	4789	6963	+	2175	24	0.0500226
19384_4	k141_92250	7052	7876	+	825	6	0.0329694
19384_5	k141_92250	7857	8147	+	291	3	0.046735
19384_6	k141_92250	8173	8418	+	246	0	0
19385_1	k141_37775	103	2181	+	2079	0	0
19385_2	k141_37775	2269	2559	+	291	0	0
19385_3	k141_37775	2621	3364	-	744	0	0
19385_4	k141_37775	3549	5183	-	1635	0	0
19385_5	k141_37775	5271	6188	+	918	0	0
19385_6	k141_37775	6247	6948	+	702	0	0
19385_7	k141_37775	6950	8275	+	1326	0	0
19385_8	k141_37775	8393	8704	+	312	0	0
19386_1	k141_158895	44	430	+	387	0	0
19386_2	k141_158895	443	1084	+	642	3	0.0211836
19387_1	k141_48628	1	423	-	423	0	0
19387_2	k141_48628	573	1562	-	990	0	0
19387_3	k141_48628	1626	2234	-	609	0	0
19387_4	k141_48628	2215	2394	-	180	0	0
