# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam
7195_65	k141_58321	73152	73706	+	555	11
7195_66	k141_58321	73798	74220	+	423	20
7195_67	k141_58321	74316	75470	-	1155	56
7195_68	k141_58321	75746	76960	+	1215	22
7195_69	k141_58321	77342	78250	+	909	54
7195_70	k141_58321	78291	79667	+	1377	45
7195_71	k141_58321	79633	80487	+	855	28
7195_72	k141_58321	80629	81261	-	633	2
7195_73	k141_58321	81245	81529	-	285	6
7195_74	k141_58321	81889	83070	+	1182	32
7195_75	k141_58321	83131	83568	-	438	9
7195_76	k141_58321	83588	84508	-	921	31
7195_77	k141_58321	84922	86052	+	1131	29
7195_78	k141_58321	86129	87457	+	1329	35
7195_79	k141_58321	87541	89082	+	1542	89
7195_80	k141_58321	89096	91282	+	2187	74
7195_81	k141_58321	91903	93057	+	1155	28
7195_82	k141_58321	93071	93940	+	870	15
7195_83	k141_58321	93940	94854	+	915	26
7195_84	k141_58321	94908	96326	+	1419	47
7195_85	k141_58321	96628	97374	+	747	26
7195_86	k141_58321	97371	98195	+	825	26
7195_87	k141_58321	98604	100160	+	1557	75
7196_1	k141_33695	3	920	-	918	6
7196_2	k141_33695	993	1211	-	219	3
7196_3	k141_33695	1184	3034	-	1851	14
7196_4	k141_33695	3064	3882	-	819	0
7196_5	k141_33695	3909	4922	-	1014	10
7197_1	k141_12670	263	364	+	102	25
7197_2	k141_12670	434	652	-	219	26
7197_3	k141_12670	756	1553	-	798	125
7197_4	k141_12670	1689	2474	-	786	130
7197_5	k141_12670	2696	2866	+	171	36
7197_6	k141_12670	3036	3953	+	918	118
7197_7	k141_12670	3950	4582	+	633	74
7197_8	k141_12670	4587	5333	+	747	93
7197_9	k141_12670	5671	6159	-	489	29
7197_10	k141_12670	6448	6585	+	138	11
7198_1	k141_40492	3	1286	+	1284	8
7199_1	k141_65543	174	320	-	147	21
7199_2	k141_65543	384	563	+	180	13
7199_3	k141_65543	781	1308	-	528	29
7199_4	k141_65543	1425	3059	+	1635	63
7199_5	k141_65543	3278	3607	+	330	14
7199_6	k141_65543	3747	6161	-	2415	130
7199_7	k141_65543	6229	6834	-	606	55
7199_8	k141_65543	6878	7360	-	483	41
7199_9	k141_65543	7389	7730	-	342	28
7199_10	k141_65543	7768	8127	-	360	26
7199_11	k141_65543	8359	8982	-	624	41
7199_12	k141_65543	9283	10863	-	1581	96
7199_13	k141_65543	11049	11288	+	240	24
7199_14	k141_65543	12223	12876	+	654	36
7199_15	k141_65543	13051	13896	+	846	36
7199_16	k141_65543	13927	15237	+	1311	64
7199_17	k141_65543	15343	16515	+	1173	75
7199_18	k141_65543	16736	17299	-	564	31
7199_19	k141_65543	17314	17541	-	228	20
7199_20	k141_65543	17534	17806	-	273	9
7199_21	k141_65543	17809	18072	-	264	15
7199_22	k141_65543	18093	18506	-	414	15
7199_23	k141_65543	18499	19275	-	777	39
7199_24	k141_65543	19296	19937	-	642	33
7199_25	k141_65543	19949	20470	-	522	27
7199_26	k141_65543	20583	21170	-	588	26
7199_27	k141_65543	21237	22103	-	867	50
7199_28	k141_65543	22120	22431	-	312	12
7199_29	k141_65543	22376	22645	-	270	15
7199_30	k141_65543	22660	23583	-	924	58
7199_31	k141_65543	23583	23840	-	258	15
7199_32	k141_65543	23858	24091	-	234	9
7199_33	k141_65543	24202	24522	-	321	24
7199_34	k141_65543	24526	24897	-	372	24
7199_35	k141_65543	24897	25196	-	300	13
7199_36	k141_65543	25198	25746	-	549	21
7199_37	k141_65543	25758	25952	-	195	7
7199_38	k141_65543	25986	26498	-	513	36
7199_39	k141_65543	26615	26893	-	279	8
7199_40	k141_65543	26906	27142	-	237	27
7199_41	k141_65543	27120	27392	-	273	12
7199_42	k141_65543	27412	27588	-	177	5
7199_43	k141_65543	27581	28255	-	675	50
7199_44	k141_65543	28306	28620	-	315	6
7199_45	k141_65543	28635	29123	-	489	45
7199_46	k141_65543	29239	29397	-	159	15
7199_47	k141_65543	29888	30820	-	933	66
7199_48	k141_65543	30947	32455	-	1509	87
7199_49	k141_65543	32474	32833	-	360	17
7199_50	k141_65543	32830	33180	-	351	13
7199_51	k141_65543	33195	33548	-	354	14
7199_52	k141_65543	33530	33772	-	243	6
7199_53	k141_65543	33890	34069	-	180	9
7199_54	k141_65543	34062	34229	-	168	4
7199_55	k141_65543	34219	35340	-	1122	89
7199_56	k141_65543	35593	36018	-	426	44
7199_57	k141_65543	36085	37305	-	1221	82
7199_58	k141_65543	37311	37514	-	204	20
7199_59	k141_65543	37536	37919	-	384	34
7199_60	k141_65543	37922	38965	-	1044	86
7199_61	k141_65543	38977	40101	-	1125	67
7199_62	k141_65543	40117	40548	-	432	19
7199_63	k141_65543	40559	40912	-	354	22
7199_64	k141_65543	40927	42165	-	1239	80
7199_65	k141_65543	42177	42866	-	690	30
7199_66	k141_65543	42870	47495	-	4626	378
7199_67	k141_65543	47730	48287	-	558	47
7199_68	k141_65543	48378	48836	-	459	18
7199_69	k141_65543	48851	50257	-	1407	86
7199_70	k141_65543	50261	50533	-	273	5
7199_71	k141_65543	50545	51432	-	888	42
7199_72	k141_65543	51429	51737	-	309	10
7199_73	k141_65543	51752	52186	-	435	15
7199_74	k141_65543	52164	52541	-	378	15
7199_75	k141_65543	52538	52951	-	414	25
7199_76	k141_65543	52967	53467	-	501	16
7199_77	k141_65543	53487	54524	-	1038	71
7199_78	k141_65543	54546	54944	-	399	14
7199_79	k141_65543	54948	56192	-	1245	96
7199_80	k141_65543	56269	56373	-	105	2
7199_81	k141_65543	56370	56840	-	471	27
7199_82	k141_65543	56856	57815	-	960	46
7199_83	k141_65543	57818	59215	-	1398	96
7199_84	k141_65543	59226	60671	-	1446	97
7199_85	k141_65543	60664	61122	-	459	21
7199_86	k141_65543	61159	62121	-	963	43
7199_87	k141_65543	62125	62991	-	867	52
7199_88	k141_65543	62981	63736	-	756	42
7199_89	k141_65543	64028	64630	-	603	50
7199_90	k141_65543	64750	65028	-	279	20
7199_91	k141_65543	65064	65390	-	327	29
7199_92	k141_65543	65393	66049	-	657	47
7199_93	k141_65543	66084	66509	-	426	27
7199_94	k141_65543	66555	66863	-	309	21
7199_95	k141_65543	66860	67033	-	174	3
7199_96	k141_65543	67037	67912	-	876	62
7199_97	k141_65543	67929	68627	-	699	29
7199_98	k141_65543	68647	69450	-	804	47
7199_99	k141_65543	69454	70413	-	960	70
7199_100	k141_65543	70429	71397	-	969	38
7199_101	k141_65543	71535	71837	-	303	13
7199_102	k141_65543	71843	72445	-	603	43
7199_103	k141_65543	72429	72584	-	156	4
7199_104	k141_65543	72590	73051	-	462	44
7199_105	k141_65543	73073	73315	-	243	12
7199_106	k141_65543	73500	73859	+	360	34
7199_107	k141_65543	73928	74113	+	186	9
7199_108	k141_65543	74155	75894	+	1740	137
7199_109	k141_65543	75984	77618	+	1635	87
7199_110	k141_65543	77637	78758	+	1122	69
7199_111	k141_65543	78782	79714	-	933	71
7199_112	k141_65543	79942	80583	+	642	18
7199_113	k141_65543	80597	81226	+	630	34
7199_114	k141_65543	81314	82192	-	879	85
7199_115	k141_65543	82232	83521	-	1290	80
7199_116	k141_65543	83701	84216	-	516	13
7199_117	k141_65543	84228	85160	-	933	54
7199_118	k141_65543	85160	85930	-	771	52
7199_119	k141_65543	87058	87207	-	150	17
7199_120	k141_65543	87283	87381	-	99	4
7199_121	k141_65543	87940	88902	+	963	54
7199_122	k141_65543	89022	90596	-	1575	136
7199_123	k141_65543	90596	92113	-	1518	58
7199_124	k141_65543	92126	92989	-	864	45
7199_125	k141_65543	92986	94095	-	1110	59
7199_126	k141_65543	94697	95149	-	453	31
7199_127	k141_65543	95411	95851	-	441	33
7199_128	k141_65543	95908	96786	-	879	66
7199_129	k141_65543	97083	97808	-	726	28
7199_130	k141_65543	97933	99804	-	1872	102
7199_131	k141_65543	99935	101323	-	1389	32
7199_132	k141_65543	101496	102320	-	825	16
7199_133	k141_65543	102334	103629	-	1296	74
7199_134	k141_65543	103653	103862	-	210	13
7199_135	k141_65543	103859	104206	-	348	11
7199_136	k141_65543	104305	104439	-	135	9
7199_137	k141_65543	104658	104882	-	225	17
7199_138	k141_65543	104837	104941	-	105	3
7199_139	k141_65543	105148	106488	+	1341	80
7199_140	k141_65543	106831	107940	+	1110	60
7199_141	k141_65543	108063	108272	+	210	9
7199_142	k141_65543	108313	109410	+	1098	51
7199_143	k141_65543	109411	111342	+	1932	96
7199_144	k141_65543	111373	113880	+	2508	128
7199_145	k141_65543	113955	114659	+	705	52
7200_1	k141_37377	1	174	+	174	0
7200_2	k141_37377	217	579	+	363	7
7200_3	k141_37377	727	2250	+	1524	26
7201_1	k141_8984	131	1348	-	1218	32
7201_2	k141_8984	1489	1767	+	279	11
7201_3	k141_8984	1897	2103	+	207	6
7201_4	k141_8984	2262	2855	-	594	6
7202_1	k141_5314	160	306	-	147	8
7202_2	k141_5314	590	1246	-	657	10
7202_3	k141_5314	1269	1337	-	69	0
7203_1	k141_23378	3	164	+	162	2
7203_2	k141_23378	253	804	+	552	7
7203_3	k141_23378	785	1411	+	627	15
7204_1	k141_62065	1	432	-	432	1
7204_2	k141_62065	444	2327	-	1884	49
7204_3	k141_62065	2390	2788	-	399	9
7204_4	k141_62065	3056	4051	+	996	28
7204_5	k141_62065	4048	4950	+	903	17
7204_6	k141_62065	4947	5360	+	414	4
7204_7	k141_62065	5377	6867	+	1491	55
7204_8	k141_62065	6860	7429	+	570	4
7205_1	k141_26839	3	203	+	201	2
7205_2	k141_26839	324	1319	+	996	26
7205_3	k141_26839	1575	2987	+	1413	27
7205_4	k141_26839	3021	3836	+	816	9
7206_1	k141_65544	3	212	+	210	0
7206_2	k141_65544	224	1429	+	1206	23
7207_1	k141_30473	1	2934	-	2934	71
7208_1	k141_47552	3	1202	+	1200	11
7208_2	k141_47552	1458	1724	+	267	1
7208_3	k141_47552	1717	1995	+	279	5
7208_4	k141_47552	2029	2511	+	483	3
7209_1	k141_23381	104	1387	-	1284	20
7209_2	k141_23381	1462	1563	-	102	0
7210_1	k141_58324	2	1759	-	1758	20
7210_2	k141_58324	1789	2313	-	525	3
7210_3	k141_58324	2387	2518	-	132	0
7211_1	k141_54803	1	228	-	228	10
7211_2	k141_54803	556	1878	-	1323	54
7211_3	k141_54803	1875	2456	-	582	16
7212_1	k141_65546	2	259	+	258	6
7212_2	k141_65546	481	918	-	438	5
7212_3	k141_65546	946	1284	-	339	1
7213_1	k141_15897	3	380	+	378	7
7213_2	k141_15897	370	1602	+	1233	19
7213_3	k141_15897	1661	2239	+	579	26
7213_4	k141_15897	2445	5039	+	2595	91
7213_5	k141_15897	5030	6217	+	1188	20
7213_6	k141_15897	6421	7296	+	876	15
7213_7	k141_15897	7386	8603	-	1218	48
7213_8	k141_15897	8729	10192	+	1464	23
7213_9	k141_15897	10193	12421	+	2229	30
7213_10	k141_15897	12480	12917	+	438	12
7214_1	k141_23382	1	1056	-	1056	10
7215_1	k141_26843	3	824	-	822	20
7215_2	k141_26843	912	1190	-	279	8
7216_1	k141_12675	1	99	+	99	0
7216_2	k141_12675	159	1196	+	1038	28
7216_3	k141_12675	1200	1688	+	489	13
7216_4	k141_12675	1711	2664	+	954	16
7216_5	k141_12675	2717	2827	+	111	2
7217_1	k141_62072	1	732	-	732	15
7218_1	k141_30479	2	547	+	546	15
7218_2	k141_30479	685	1110	+	426	5
7219_1	k141_15898	3	779	-	777	13
7219_2	k141_15898	885	1589	+	705	16
7220_1	k141_62073	1	612	-	612	11
7220_2	k141_62073	752	1015	+	264	8
7220_3	k141_62073	1413	1562	+	150	2
7221_1	k141_37378	281	694	+	414	52
7221_2	k141_37378	720	1190	+	471	23
7221_3	k141_37378	1224	3299	+	2076	137
7221_4	k141_37378	3392	4576	+	1185	63
7221_5	k141_37378	4779	5087	+	309	7
7222_1	k141_9003	94	285	+	192	10
7222_2	k141_9003	380	1213	+	834	1
7223_1	k141_33714	2	382	+	381	5
7223_2	k141_33714	400	969	+	570	3
7223_3	k141_33714	962	1480	+	519	11
7224_1	k141_54805	2	490	-	489	4
7224_2	k141_54805	505	897	-	393	2
7224_3	k141_54805	908	1735	-	828	19
7224_4	k141_54805	1745	2563	-	819	21
7224_5	k141_54805	2679	3311	-	633	22
7224_6	k141_54805	3314	4024	-	711	28
7224_7	k141_54805	4086	4265	-	180	0
7225_1	k141_47566	3	149	+	147	1
7225_2	k141_47566	146	1015	+	870	4
7226_1	k141_9004	2	430	+	429	2
7226_2	k141_9004	553	1254	-	702	1
7227_1	k141_5318	3	194	+	192	2
7227_2	k141_5318	308	688	+	381	9
7227_3	k141_5318	1196	2560	+	1365	23
7227_4	k141_5318	2561	4336	+	1776	52
7227_5	k141_5318	4507	5352	+	846	8
7227_6	k141_5318	5455	6012	+	558	25
7227_7	k141_5318	6159	6545	+	387	3
7228_1	k141_23391	2	802	-	801	14
7228_2	k141_23391	1125	1595	+	471	17
7228_3	k141_23391	1752	2135	+	384	7
7228_4	k141_23391	2315	2725	+	411	6
7229_1	k141_26844	1	411	+	411	10
7229_2	k141_26844	515	952	+	438	8
7229_3	k141_26844	939	2273	+	1335	22
7229_4	k141_26844	2556	3581	-	1026	34
7229_5	k141_26844	3921	4943	+	1023	37
7229_6	k141_26844	4957	5490	+	534	0
7230_1	k141_47568	3	194	+	192	0
7230_2	k141_47568	280	1002	+	723	6
7231_1	k141_2020	1	327	-	327	1
7231_2	k141_2020	396	965	-	570	12
7231_3	k141_2020	1013	2632	-	1620	58
7231_4	k141_2020	2680	2964	-	285	24
7231_5	k141_2020	3262	4047	-	786	45
7231_6	k141_2020	4193	6265	-	2073	84
7231_7	k141_2020	6341	7228	-	888	25
7231_8	k141_2020	7254	8783	-	1530	42
7231_9	k141_2020	9010	9225	+	216	6
7231_10	k141_2020	9330	10088	-	759	22
7231_11	k141_2020	10149	12107	-	1959	72
7231_12	k141_2020	12206	16699	-	4494	88
7231_13	k141_2020	16699	17763	-	1065	54
7231_14	k141_2020	17848	18996	-	1149	24
7231_15	k141_2020	19068	20303	-	1236	66
7231_16	k141_2020	20452	21477	+	1026	31
7231_17	k141_2020	21625	22119	-	495	19
7231_18	k141_2020	22143	22991	-	849	49
7231_19	k141_2020	23270	23746	+	477	41
7231_20	k141_2020	23876	24304	-	429	5
7231_21	k141_2020	24342	25886	-	1545	47
7231_22	k141_2020	25984	26922	-	939	34
7231_23	k141_2020	27163	28326	+	1164	61
7231_24	k141_2020	28538	28753	+	216	16
7232_1	k141_40496	3	200	+	198	8
7232_2	k141_40496	439	1881	-	1443	28
7232_3	k141_40496	1946	3184	-	1239	35
7232_4	k141_40496	3333	4238	+	906	20
7232_5	k141_40496	4449	4748	+	300	0
7232_6	k141_40496	4745	5782	+	1038	19
7232_7	k141_40496	5795	6817	+	1023	14
7232_8	k141_40496	7027	8259	+	1233	38
7233_1	k141_15900	136	765	+	630	15
7233_2	k141_15900	726	905	-	180	4
7233_3	k141_15900	920	1144	-	225	18
7233_4	k141_15900	1175	1543	-	369	15
7233_5	k141_15900	1688	2113	+	426	17
7233_6	k141_15900	2101	2835	+	735	9
7233_7	k141_15900	2828	3862	+	1035	20
7233_8	k141_15900	3856	4323	+	468	8
7233_9	k141_15900	4490	4726	+	237	5
7233_10	k141_15900	4736	5212	+	477	2
7234_1	k141_47570	1	762	-	762	12
7235_1	k141_62082	3	344	+	342	19
7235_2	k141_62082	481	591	-	111	2
7235_3	k141_62082	606	1340	-	735	35
7236_1	k141_26847	3	452	-	450	7
7236_2	k141_26847	456	887	-	432	3
7236_3	k141_26847	1055	1363	-	309	0
7237_1	k141_37390	2	343	-	342	9
7237_2	k141_37390	758	1042	+	285	8
7238_1	k141_54817	2	589	-	588	4
7238_2	k141_54817	627	1238	-	612	8
7239_1	k141_2024	2	166	-	165	1
7239_2	k141_2024	177	830	-	654	11
7239_3	k141_2024	958	1806	-	849	15
7240_1	k141_47574	3	104	-	102	0
7240_2	k141_47574	137	568	-	432	10
7240_3	k141_47574	862	1026	-	165	2
7241_1	k141_58334	1	234	-	234	96
7241_2	k141_58334	683	1876	-	1194	29
7241_3	k141_58334	1869	2753	-	885	22
7241_4	k141_58334	2737	3516	-	780	15
7241_5	k141_58334	3503	4042	-	540	4
7241_6	k141_58334	4015	4158	-	144	1
7241_7	k141_58334	4194	4442	-	249	20
7241_8	k141_58334	4685	4966	-	282	12
7241_9	k141_58334	4927	5166	-	240	3
7241_10	k141_58334	5181	5453	-	273	15
7241_11	k141_58334	5886	6005	-	120	1
7241_12	k141_58334	6158	7471	-	1314	46
7241_13	k141_58334	7522	8151	-	630	10
7242_1	k141_9005	1	2718	+	2718	66
7242_2	k141_9005	2737	4383	+	1647	56
7242_3	k141_9005	4503	5423	+	921	39
7242_4	k141_9005	5452	5823	+	372	14
7242_5	k141_9005	5879	6205	-	327	5
7243_1	k141_2028	3	515	-	513	2
7243_2	k141_2028	768	1343	-	576	16
7243_3	k141_2028	1501	1833	-	333	8
7244_1	k141_58335	2	778	+	777	15
7245_1	k141_62087	235	645	-	411	14
7245_2	k141_62087	667	1851	-	1185	28
7245_3	k141_62087	2040	2420	-	381	5
7246_1	k141_30486	110	601	+	492	21
7246_2	k141_30486	680	1225	+	546	30
7246_3	k141_30486	1255	1899	+	645	22
7246_4	k141_30486	1929	5060	+	3132	113
7246_5	k141_30486	5128	5583	+	456	22
7246_6	k141_30486	5603	6454	-	852	44
7246_7	k141_30486	7044	8375	+	1332	82
7246_8	k141_30486	8911	9378	+	468	25
7247_1	k141_9008	390	629	-	240	18
7247_2	k141_9008	626	1048	-	423	20
7248_1	k141_33715	1	1701	+	1701	67
7248_2	k141_33715	1701	2519	+	819	25
7248_3	k141_33715	2583	4181	+	1599	41
7248_4	k141_33715	4234	4944	-	711	32
7248_5	k141_33715	5122	5811	+	690	20
7248_6	k141_33715	5808	6533	+	726	13
7248_7	k141_33715	6594	7379	+	786	20
7248_8	k141_33715	7412	8140	+	729	39
7248_9	k141_33715	8469	9296	-	828	21
7248_10	k141_33715	9466	9867	+	402	10
7249_1	k141_9010	1	423	-	423	0
7249_2	k141_9010	439	1035	-	597	1
7250_1	k141_58337	3	824	-	822	2
7250_2	k141_58337	852	2183	+	1332	38
7251_1	k141_30490	1	1098	-	1098	30
7252_1	k141_40499	3	293	-	291	3
7252_2	k141_40499	283	1785	-	1503	60
7252_3	k141_40499	1855	2067	-	213	2
7252_4	k141_40499	2244	3608	-	1365	41
7252_5	k141_40499	3569	3898	-	330	20
7252_6	k141_40499	4135	4794	-	660	30
7252_7	k141_40499	4791	5450	-	660	40
7252_8	k141_40499	5552	5974	-	423	11
7252_9	k141_40499	5971	6600	-	630	13
7253_1	k141_26849	2	544	-	543	29
7253_2	k141_26849	836	1861	+	1026	33
7253_3	k141_26849	1861	2529	+	669	17
7253_4	k141_26849	2660	3514	+	855	29
7253_5	k141_26849	3554	4870	+	1317	44
7253_6	k141_26849	5044	6033	+	990	29
7253_7	k141_26849	6583	7149	+	567	24
7254_1	k141_37400	2	1465	+	1464	96
7254_2	k141_37400	1467	3158	+	1692	171
7254_3	k141_37400	3155	3706	+	552	34
7255_1	k141_19551	289	4173	-	3885	195
7255_2	k141_19551	4154	5011	-	858	37
7255_3	k141_19551	5259	5972	-	714	48
7255_4	k141_19551	6107	8506	-	2400	92
7255_5	k141_19551	8831	10111	+	1281	54
7255_6	k141_19551	10114	10398	+	285	13
7255_7	k141_19551	10674	11771	-	1098	49
7255_8	k141_19551	11716	11967	-	252	16
7255_9	k141_19551	12085	12759	+	675	65
7255_10	k141_19551	12765	15128	+	2364	90
7255_11	k141_19551	15538	16266	+	729	29
7255_12	k141_19551	16410	17381	-	972	41
7255_13	k141_19551	17567	18820	-	1254	39
7255_14	k141_19551	18904	19287	-	384	26
7255_15	k141_19551	19550	20566	+	1017	59
7255_16	k141_19551	20681	22741	+	2061	79
7255_17	k141_19551	22786	23835	+	1050	65
7255_18	k141_19551	24335	24757	+	423	32
7255_19	k141_19551	24921	25352	-	432	21
7255_20	k141_19551	25687	26994	+	1308	78
7256_1	k141_15906	3	2777	-	2775	65
7256_2	k141_15906	2783	4039	-	1257	73
7256_3	k141_15906	4044	4484	-	441	13
7256_4	k141_15906	4593	5930	-	1338	57
7256_5	k141_15906	5933	7012	-	1080	24
7256_6	k141_15906	7012	7113	-	102	0
7257_1	k141_47587	2	106	-	105	3
7257_2	k141_47587	642	1865	-	1224	25
7257_3	k141_47587	2055	3023	+	969	26
7257_4	k141_47587	3107	3667	+	561	0
7258_1	k141_2031	3	413	+	411	4
7258_2	k141_2031	375	1643	-	1269	24
7258_3	k141_2031	1689	2660	-	972	9
7258_4	k141_2031	2789	3571	-	783	8
7258_5	k141_2031	3689	4075	+	387	2
7259_1	k141_54821	283	1014	-	732	16
7259_2	k141_54821	1004	1501	-	498	3
7259_3	k141_54821	1533	1775	-	243	3
7259_4	k141_54821	2034	2144	-	111	6
7259_5	k141_54821	2203	2346	-	144	2
7260_1	k141_15908	3	383	-	381	1
7260_2	k141_15908	467	1120	-	654	6
7261_1	k141_62095	1	918	+	918	17
7261_2	k141_62095	912	2672	+	1761	17
7262_1	k141_47588	1	1104	-	1104	19
7262_2	k141_47588	1334	1555	-	222	3
7263_1	k141_5319	2	559	+	558	11
7263_2	k141_5319	666	1469	+	804	46
7263_3	k141_5319	1498	2058	+	561	10
7263_4	k141_5319	2108	5641	+	3534	160
7263_5	k141_5319	5805	7025	+	1221	80
7263_6	k141_5319	7009	7515	+	507	25
7263_7	k141_5319	7703	8995	+	1293	36
7263_8	k141_5319	9154	10284	-	1131	56
7263_9	k141_5319	10734	11915	+	1182	34
7263_10	k141_5319	12102	12791	+	690	32
7263_11	k141_5319	12915	13163	+	249	2
7264_1	k141_23402	3	1730	+	1728	235
7264_2	k141_23402	1831	2811	+	981	133
7264_3	k141_23402	2824	4146	+	1323	154
7264_4	k141_23402	4143	4811	+	669	101
7264_5	k141_23402	4812	6131	+	1320	185
7264_6	k141_23402	6293	6727	+	435	50
7264_7	k141_23402	6748	7245	+	498	42
7264_8	k141_23402	7272	8126	+	855	122
7264_9	k141_23402	8128	8964	+	837	112
7265_1	k141_62100	3	584	+	582	8
7265_2	k141_62100	687	1262	+	576	6
7266_1	k141_33717	1	978	-	978	45
7266_2	k141_33717	1156	2499	+	1344	40
7266_3	k141_33717	2544	3344	+	801	30
7266_4	k141_33717	3362	4456	+	1095	44
7266_5	k141_33717	4704	4883	-	180	10
7266_6	k141_33717	5147	5257	+	111	9
7267_1	k141_23407	111	1061	-	951	22
7268_1	k141_9016	421	822	-	402	7
7268_2	k141_9016	909	2378	-	1470	102
7268_3	k141_9016	2462	2941	-	480	30
7268_4	k141_9016	2935	4089	-	1155	49
7268_5	k141_9016	4119	4925	-	807	38
7268_6	k141_9016	5312	5659	-	348	4
7269_1	k141_2032	2	379	+	378	3
7269_2	k141_2032	421	1002	+	582	16
7269_3	k141_2032	1029	2288	+	1260	23
7269_4	k141_2032	2381	4222	+	1842	25
7270_1	k141_30497	3	449	-	447	8
7270_2	k141_30497	502	1104	-	603	10
7270_3	k141_30497	1056	2387	-	1332	26
7270_4	k141_30497	2501	4081	-	1581	54
7270_5	k141_30497	4199	4327	+	129	0
7271_1	k141_15917	379	1560	+	1182	31
7272_1	k141_62101	2	793	+	792	4
7272_2	k141_62101	987	1433	+	447	3
7273_1	k141_54827	3	506	+	504	10
7273_2	k141_54827	701	1192	+	492	12
7274_1	k141_5330	124	360	+	237	21
7274_2	k141_5330	838	1278	+	441	47
7274_3	k141_5330	1335	1835	+	501	57
7275_1	k141_65553	23	1615	-	1593	32
7275_2	k141_65553	1563	1688	-	126	0
7275_3	k141_65553	1731	2309	-	579	2
7275_4	k141_65553	2302	3480	-	1179	28
7275_5	k141_65553	3489	3731	-	243	1
7276_1	k141_62107	3	593	+	591	2
7276_2	k141_62107	590	889	+	300	0
7276_3	k141_62107	865	1074	+	210	0
7276_4	k141_62107	1082	1327	+	246	2
7277_1	k141_30506	1	543	-	543	2
7277_2	k141_30506	670	1104	-	435	7
7278_1	k141_2036	3	338	+	336	5
7278_2	k141_2036	537	776	+	240	23
7278_3	k141_2036	1228	1557	+	330	1
7278_4	k141_2036	1561	2913	+	1353	27
7279_1	k141_5333	1	1812	+	1812	17
7279_2	k141_5333	1936	2268	+	333	3
7279_3	k141_5333	2285	2392	+	108	0
7280_1	k141_30508	3	1142	+	1140	23
7281_1	k141_9029	157	951	+	795	3
7281_2	k141_9029	1163	1315	+	153	2
7282_1	k141_26858	2	691	+	690	8
7282_2	k141_26858	770	2080	+	1311	38
7282_3	k141_26858	2109	2555	+	447	15
7282_4	k141_26858	2790	3944	+	1155	27
7282_5	k141_26858	3948	5093	+	1146	17
7282_6	k141_26858	5106	6281	+	1176	19
7282_7	k141_26858	6410	7324	+	915	25
7282_8	k141_26858	7707	7820	+	114	3
7282_9	k141_26858	7825	7980	+	156	8
7283_1	k141_37407	2	403	+	402	6
7283_2	k141_37407	400	2505	+	2106	84
7283_3	k141_37407	2603	3466	+	864	31
7283_4	k141_37407	3661	4356	+	696	24
7283_5	k141_37407	4776	5606	-	831	20
7283_6	k141_37407	5652	6929	-	1278	14
7283_7	k141_37407	7068	8291	-	1224	24
7283_8	k141_37407	8296	8418	-	123	0
7284_1	k141_9030	3	1013	+	1011	10
7285_1	k141_2040	556	1200	-	645	8
7286_1	k141_23422	160	987	-	828	103
7287_1	k141_15926	1	597	-	597	12
7287_2	k141_15926	723	2648	-	1926	25
7287_3	k141_15926	2623	3528	-	906	20
7287_4	k141_15926	3512	3961	-	450	13
7287_5	k141_15926	4014	4106	-	93	0
7287_6	k141_15926	4140	4787	-	648	13
7288_1	k141_33737	2	754	+	753	16
7288_2	k141_33737	903	1259	+	357	1
7289_1	k141_9032	2	277	+	276	14
7289_2	k141_9032	270	950	+	681	16
7289_3	k141_9032	986	1204	+	219	5
7290_1	k141_26860	3	782	+	780	12
7290_2	k141_26860	766	1950	+	1185	21
7291_1	k141_5337	3	1889	+	1887	118
7291_2	k141_5337	2130	2279	-	150	5
7292_1	k141_58350	21	551	-	531	8
7292_2	k141_58350	672	1013	-	342	1
7293_1	k141_23426	121	630	+	510	0
7293_2	k141_23426	620	1099	+	480	0
7294_1	k141_33742	2	130	+	129	0
7294_2	k141_33742	150	1238	+	1089	15
7295_1	k141_47597	2	415	+	414	96
7295_2	k141_47597	725	2632	+	1908	285
7295_3	k141_47597	2613	3431	+	819	104
7295_4	k141_47597	3445	4674	+	1230	239
7295_5	k141_47597	4927	6027	-	1101	170
7295_6	k141_47597	6144	7157	-	1014	200
7295_7	k141_47597	7941	8357	+	417	115
7295_8	k141_47597	8582	9052	+	471	104
7295_9	k141_47597	9070	9918	+	849	155
7296_1	k141_9034	3	1115	+	1113	19
7297_1	k141_65572	3	809	-	807	7
7297_2	k141_65572	836	1210	-	375	3
7298_1	k141_5339	3	71	-	69	2
7298_2	k141_5339	1658	1798	+	141	10
7298_3	k141_5339	2014	2286	+	273	5
7299_1	k141_19564	3	368	+	366	8
7299_2	k141_19564	389	922	+	534	17
7299_3	k141_19564	903	3278	+	2376	85
7299_4	k141_19564	3275	3913	+	639	7
7300_1	k141_30522	43	1398	+	1356	11
7300_2	k141_30522	1392	1754	+	363	0
