# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_5_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_5/C21_1_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_5/C21_1.bam	RPKM
7655_1	k141_54946	2	907	-	906	6	3.1266
7655_2	k141_54946	909	1016	-	108	0	0
7656_1	k141_5433	1	72	+	72	0	0
7656_2	k141_5433	63	1334	-	1272	8	2.96929
7657_1	k141_62220	158	706	+	549	10	8.59959
7657_2	k141_62220	727	1539	+	813	18	10.4528
7658_1	k141_12697	2	403	+	402	6	7.04653
7658_2	k141_12697	536	2209	+	1674	40	11.2812
7658_3	k141_12697	2230	2988	+	759	19	11.8185
7659_1	k141_27039	148	786	+	639	12	8.86605
7659_2	k141_27039	783	1211	+	429	5	5.50253
7660_1	k141_65687	236	1918	+	1683	215	60.3121
7660_2	k141_65687	1927	2916	+	990	94	44.8273
7660_3	k141_65687	2928	4034	+	1107	95	40.5159
7660_4	k141_65687	4003	5310	+	1308	91	32.8461
7660_5	k141_65687	5374	5517	+	144	8	26.2287
7660_6	k141_65687	5546	5686	+	141	9	30.1351
7660_7	k141_65687	5704	5853	+	150	7	22.0321
7660_8	k141_65687	5955	6653	+	699	41	27.6921
7660_9	k141_65687	6634	8988	+	2355	155	31.0735
7660_10	k141_65687	9101	9244	+	144	15	49.1789
7660_11	k141_65687	9283	9423	+	141	5	16.7417
7660_12	k141_65687	9457	9594	+	138	16	54.7382
7660_13	k141_65687	9648	10325	-	678	90	62.6704
7661_1	k141_16015	2	352	+	351	6	8.07038
7661_2	k141_16015	377	1171	+	795	10	5.93858
7661_3	k141_16015	1293	1448	+	156	3	9.07918
7662_1	k141_54950	3	1484	-	1482	22	7.00849
7663_1	k141_37581	205	1512	-	1308	51	18.4082
7663_2	k141_37581	1748	2311	+	564	30	25.1126
7663_3	k141_37581	2316	3281	-	966	33	16.1282
7663_4	k141_37581	3454	4428	+	975	52	25.1796
7663_5	k141_37581	4412	5263	+	852	38	21.0569
7663_6	k141_37581	5376	5993	+	618	49	37.4332
7663_7	k141_37581	6077	7561	+	1485	102	32.4283
7663_8	k141_37581	7760	9220	+	1461	93	30.0526
7663_9	k141_37581	9295	10185	-	891	72	38.1509
7663_10	k141_37581	10331	10453	+	123	0	0
7663_11	k141_37581	10521	11765	+	1245	53	20.0982
7664_1	k141_44725	266	1207	-	942	54	27.064
7664_2	k141_44725	1592	1861	-	270	23	40.2174
7665_1	k141_2208	1	66	-	66	0	0
7665_2	k141_2208	42	761	-	720	20	13.1144
7666_1	k141_69494	320	748	+	429	29	31.9147
7666_2	k141_69494	775	1167	+	393	28	33.6369
7666_3	k141_69494	1370	2467	-	1098	108	46.4378
7666_4	k141_69494	2491	3102	-	612	48	37.0288
7666_5	k141_69494	3247	3456	+	210	23	51.7081
7666_6	k141_69494	3449	3736	+	288	13	21.3108
7666_7	k141_69494	3733	4461	+	729	55	35.6193
7666_8	k141_69494	4451	5755	+	1305	103	37.2629
7666_9	k141_69494	6036	7619	+	1584	181	53.9477
7666_10	k141_69494	7637	8014	+	378	31	38.7186
7666_11	k141_69494	8163	8486	+	324	62	90.3434
7666_12	k141_69494	8731	9099	+	369	49	62.6931
7666_13	k141_69494	9126	9239	+	114	1	4.14138
7667_1	k141_19680	2	184	+	183	3	7.73963
7667_2	k141_19680	398	2710	+	2313	45	9.18516
7667_3	k141_19680	2721	3719	+	999	16	7.56144
7667_4	k141_19680	3842	4774	+	933	22	11.1325
7667_5	k141_19680	4847	5872	+	1026	20	9.20306
7667_6	k141_19680	6095	6451	-	357	14	18.5144
7668_1	k141_47751	369	1709	+	1341	62	21.8279
7668_2	k141_47751	1829	2188	-	360	13	17.0487
7669_1	k141_58466	3	494	+	492	4	3.83835
7669_2	k141_58466	579	1361	+	783	25	15.074
7669_3	k141_58466	1348	2070	+	723	18	11.754
7669_4	k141_58466	2727	3203	+	477	14	13.8567
7670_1	k141_33906	3	77	+	75	0	0
7670_2	k141_33906	206	1096	+	891	6	3.17924
7671_1	k141_2209	2	1006	+	1005	12	5.63722
7672_1	k141_23535	384	1343	-	960	20	9.83578
7672_2	k141_23535	1346	2335	-	990	18	8.58395
7672_3	k141_23535	2355	3308	-	954	18	8.90787
7672_4	k141_23535	3250	4197	-	948	22	10.9563
7672_5	k141_23535	4293	5897	-	1605	56	16.4726
7672_6	k141_23535	6615	7493	-	879	24	12.8906
7672_7	k141_23535	7623	8999	-	1377	66	22.6287
7672_8	k141_23535	9348	9890	+	543	20	17.3892
7672_9	k141_23535	10031	10984	+	954	37	18.3106
7672_10	k141_23535	11195	12697	-	1503	77	24.187
7672_11	k141_23535	13553	14461	+	909	49	25.4497
7672_12	k141_23535	14566	15456	+	891	31	16.4261
7672_13	k141_23535	15782	16306	+	525	21	18.8847
7672_14	k141_23535	16306	17841	+	1536	54	16.5979
7672_15	k141_23535	17847	18356	+	510	32	29.623
7672_16	k141_23535	18543	18842	+	300	16	25.1796
7672_17	k141_23535	19113	20549	-	1437	66	21.6839
7672_18	k141_23535	22563	24287	+	1725	44	12.0424
7673_1	k141_30629	3	1964	+	1962	57	13.7159
7673_2	k141_30629	2124	2603	+	480	10	9.83578
7673_3	k141_30629	2833	3054	+	222	4	8.50662
7673_4	k141_30629	3279	4451	+	1173	32	12.8796
7673_5	k141_30629	4453	5064	+	612	14	10.8001
7673_6	k141_30629	5121	5606	+	486	4	3.88574
7673_7	k141_30629	5868	6896	-	1029	26	11.9291
7673_8	k141_30629	6886	6987	-	102	0	0
7674_1	k141_19681	2	241	+	240	5	9.83578
7675_1	k141_51700	163	459	+	297	6	9.53772
7675_2	k141_51700	476	952	+	477	8	7.91811
7675_3	k141_51700	969	1280	+	312	14	21.1847
7675_4	k141_51700	1672	2214	+	543	16	13.9114
7676_1	k141_27043	3	284	-	282	0	0
7676_2	k141_27043	498	929	-	432	8	8.74291
7676_3	k141_27043	972	1907	-	936	35	17.654
7677_1	k141_23537	1	252	+	252	1	1.87348
7677_2	k141_23537	286	1053	+	768	2	1.22947
7678_1	k141_12700	1	417	-	417	7	7.92523
7678_2	k141_12700	879	1742	-	864	21	11.4751
7678_3	k141_12700	1773	2495	-	723	20	13.06
7678_4	k141_12700	2552	3640	-	1089	20	8.67066
7679_1	k141_58468	3	1328	-	1326	96	34.1804
7679_2	k141_58468	1879	1971	-	93	2	10.1531
7680_1	k141_62229	2	535	-	534	0	0
7680_2	k141_62229	628	1047	-	420	0	0
7681_1	k141_33907	3	1256	+	1254	7	2.63542
7681_2	k141_33907	1277	2497	+	1221	24	9.27995
7682_1	k141_69496	125	1087	+	963	13	6.37334
7682_2	k141_69496	1103	1993	+	891	23	12.1871
7682_3	k141_69496	2047	2853	+	807	8	4.68022
7683_1	k141_16025	1	1005	-	1005	12	5.63722
7684_1	k141_47757	3	479	-	477	19	18.8055
7684_2	k141_47757	599	1495	-	897	32	16.8425
7684_3	k141_47757	1492	2175	-	684	34	23.4678
7685_1	k141_65696	3	1190	+	1188	15	5.96108
7685_2	k141_65696	1286	1693	+	408	14	16.2001
7685_3	k141_65696	1937	2518	+	582	3	2.43359
7685_4	k141_65696	2748	3104	+	357	6	7.93474
7686_1	k141_30635	2	793	+	792	4	2.38443
7686_2	k141_30635	796	1551	+	756	13	8.11842
7687_1	k141_44729	2	295	-	294	1	1.60584
7687_2	k141_44729	360	1724	-	1365	56	19.3689
7687_3	k141_44729	1714	2661	-	948	31	15.4384
7688_1	k141_5439	2	679	+	678	12	8.35606
7688_2	k141_5439	853	1245	+	393	12	14.4158
7688_3	k141_5439	1245	2066	+	822	23	13.2101
7688_4	k141_5439	2020	4020	+	2001	47	11.0892
7688_5	k141_5439	4058	4987	+	930	25	12.6913
7689_1	k141_33909	2	175	+	174	4	10.8533
7689_2	k141_33909	529	1137	-	609	76	58.9177
7690_1	k141_58469	449	859	-	411	4	4.59481
7690_2	k141_58469	917	1114	-	198	2	4.76886
7690_3	k141_58469	1092	1550	-	459	10	10.2858
7690_4	k141_58469	1709	1990	-	282	6	10.045
7691_1	k141_12704	222	1106	-	885	43	22.939
7692_1	k141_62232	431	1552	+	1122	26	10.9403
7692_2	k141_62232	1574	1816	+	243	0	0
7693_1	k141_27050	1	396	+	396	15	17.8832
7693_2	k141_27050	603	1694	+	1092	17	7.34981
7694_1	k141_19693	76	1407	-	1332	26	9.2155
7695_1	k141_12705	3	308	+	306	3	4.6286
7695_2	k141_12705	455	688	+	234	1	2.01759
7695_3	k141_12705	763	1437	+	675	4	2.79773
7696_1	k141_33912	245	1180	-	936	15	7.56598
7696_2	k141_33912	1271	1381	-	111	0	0
7697_1	k141_44732	1	1263	-	1263	7	2.61664
7698_1	k141_23548	1	141	+	141	0	0
7698_2	k141_23548	183	1724	+	1542	12	3.67406
7699_1	k141_12706	156	674	-	519	8	7.27734
7699_2	k141_12706	984	1178	-	195	1	2.42111
7700_1	k141_54952	2	145	+	144	0	0
7700_2	k141_54952	221	1066	+	846	30	16.7417
7700_3	k141_54952	1177	2139	+	963	42	20.5908
7700_4	k141_54952	2272	4086	+	1815	89	23.1507
7700_5	k141_54952	4059	5825	+	1767	62	16.5655
7700_6	k141_54952	5864	6247	+	384	12	14.7537
7700_7	k141_54952	6244	6600	-	357	18	23.8042
7700_8	k141_54952	6735	6944	-	210	9	20.2336
7700_9	k141_54952	7181	7597	+	417	34	38.494
7700_10	k141_54952	7599	7835	+	237	39	77.6902
7701_1	k141_9127	1	285	-	285	0	0
7701_2	k141_9127	287	886	-	600	3	2.36059
7702_1	k141_19695	2	169	+	168	0	0
7702_2	k141_19695	215	2329	+	2115	52	11.6076
7703_1	k141_65703	447	1565	+	1119	20	8.4382
7703_2	k141_65703	1612	2460	-	849	15	8.34129
7704_1	k141_12708	3	1049	+	1047	15	6.76386
7705_1	k141_62234	62	439	-	378	21	26.2287
7705_2	k141_62234	692	2971	+	2280	81	16.7726
7706_1	k141_16026	137	976	+	840	5	2.81022
7706_2	k141_16026	999	2522	+	1524	15	4.64682
7706_3	k141_16026	2538	3800	+	1263	5	1.86903
7706_4	k141_16026	3797	3952	+	156	0	0
7706_5	k141_16026	4012	4908	+	897	24	12.6319
7706_6	k141_16026	5392	5508	+	117	2	8.07038
7707_1	k141_30649	1	894	-	894	19	10.0338
7707_2	k141_30649	1162	1482	+	321	4	5.88308
7708_1	k141_54953	2	103	+	102	0	0
7708_2	k141_54953	43	855	+	813	10	5.8071
7708_3	k141_54953	994	1206	+	213	4	8.86605
7708_4	k141_54953	1203	1580	+	378	8	9.9919
7709_1	k141_51702	328	1767	-	1440	51	16.7208
7709_2	k141_51702	1839	3314	-	1476	47	15.0335
7709_3	k141_51702	3451	3936	-	486	29	28.1716
7709_4	k141_51702	4289	6379	+	2091	62	13.9987
7709_5	k141_51702	6704	7612	+	909	22	11.4264
7710_1	k141_19696	2	1222	+	1221	55	21.2665
7711_1	k141_23551	1	1173	-	1173	42	16.9045
7711_2	k141_23551	1234	1461	-	228	20	41.4138
7712_1	k141_40613	671	1714	-	1044	32	14.471
7712_2	k141_40613	1730	3316	-	1587	61	18.1469
7712_3	k141_40613	3316	5055	-	1740	61	16.5512
7712_4	k141_40613	5190	6557	-	1368	67	23.1227
7712_5	k141_40613	6863	7810	-	948	57	28.3868
7712_6	k141_40613	7930	9081	-	1152	44	18.0323
7712_7	k141_40613	9220	10005	-	786	42	25.2276
7712_8	k141_40613	10022	11953	-	1932	94	22.9705
7712_9	k141_40613	11972	13006	-	1035	71	32.3868
7712_10	k141_40613	13415	14443	-	1029	45	20.6465
7712_11	k141_40613	14582	15958	-	1377	64	21.943
7712_12	k141_40613	15959	16702	-	744	28	17.7679
7712_13	k141_40613	16852	17589	-	738	12	7.6767
7712_14	k141_40613	17602	18567	-	966	47	22.9705
7712_15	k141_40613	18518	19912	-	1395	69	23.352
7712_16	k141_40613	20301	20792	+	492	26	24.9493
7712_17	k141_40613	20918	22249	-	1332	55	19.4943
7712_18	k141_40613	22261	23250	-	990	32	15.2604
7712_19	k141_40613	23334	24194	-	861	31	16.9984
7712_20	k141_40613	24537	26699	-	2163	78	17.025
7712_21	k141_40613	26733	27884	-	1152	31	12.7045
7712_22	k141_40613	27937	29961	-	2025	83	19.351
7712_23	k141_40613	30143	30973	-	831	48	27.2703
7712_24	k141_40613	30966	31865	-	900	39	20.4584
7712_25	k141_40613	31956	33245	-	1290	58	21.227
7712_26	k141_40613	33565	34077	-	513	35	32.2107
7712_27	k141_40613	34164	35099	-	936	28	14.1232
7712_28	k141_40613	35257	36357	-	1101	54	23.1556
7712_29	k141_40613	36739	38667	-	1929	107	26.1879
7713_1	k141_19697	2	391	-	390	3	3.63167
7713_2	k141_19697	552	1049	+	498	0	0
7714_1	k141_23553	1	390	+	390	8	9.68446
7714_2	k141_23553	390	1070	+	681	7	4.85289
7715_1	k141_16028	146	1840	+	1695	60	16.7121
7716_1	k141_9132	3	1964	-	1962	16	3.85009
7717_1	k141_65708	3	104	+	102	4	18.5144
7717_2	k141_65708	1239	1607	+	369	6	7.6767
7718_1	k141_40614	3	770	-	768	23	14.1389
7718_2	k141_40614	914	1171	+	258	0	0
7719_1	k141_12716	1	330	+	330	1	1.43066
7719_2	k141_12716	333	1253	+	921	14	7.17659
7720_1	k141_47760	66	1193	+	1128	77	32.2279
7720_2	k141_47760	1227	1763	-	537	56	49.2338
7720_3	k141_47760	2074	3459	+	1386	197	67.1047
7720_4	k141_47760	3650	5506	+	1857	181	46.0168
7720_5	k141_47760	5632	6933	-	1302	205	74.3349
7720_6	k141_47760	7395	8231	-	837	29	16.3577
7721_1	k141_62244	32	730	+	699	6	4.05251
7721_2	k141_62244	731	1057	+	327	5	7.21892
7722_1	k141_23555	2	283	-	282	0	0
7722_2	k141_23555	298	534	-	237	5	9.96028
7722_3	k141_23555	686	1117	+	432	3	3.27859
7722_4	k141_23555	1175	2230	+	1056	20	8.94161
7722_5	k141_23555	2414	2566	-	153	1	3.08573
7723_1	k141_54958	3	488	+	486	11	10.6858
7723_2	k141_54958	910	2016	-	1107	17	7.25022
7724_1	k141_9133	2	298	-	297	0	0
7724_2	k141_9133	401	1291	-	891	6	3.17924
7724_3	k141_9133	1269	1640	-	372	1	1.26913
7724_4	k141_9133	1647	2201	-	555	5	4.25331
7725_1	k141_37612	2	1501	+	1500	70	22.0321
7726_1	k141_30654	89	1045	+	957	17	8.38662
7726_2	k141_30654	1369	2700	+	1332	224	79.3951
7727_1	k141_44752	227	820	-	594	99	78.6862
7727_2	k141_44752	827	1282	-	456	60	62.1207
7727_3	k141_44752	1435	1704	-	270	23	40.2174
7728_1	k141_47761	3	434	+	432	2	2.18573
7728_2	k141_47761	491	1144	+	654	6	4.33135
7728_3	k141_47761	1141	1620	+	480	0	0
7729_1	k141_12717	3	143	-	141	1	3.34835
7729_2	k141_12717	206	2548	-	2343	36	7.25404
7730_1	k141_33924	71	1267	+	1197	266	104.915
7730_2	k141_33924	1281	1415	+	135	5	17.4858
7730_3	k141_33924	1416	1637	+	222	22	46.7864
7730_4	k141_33924	1709	2188	+	480	18	17.7044
7730_5	k141_33924	2326	2541	+	216	6	13.1144
7730_6	k141_33924	2639	2935	+	297	20	31.7924
7730_7	k141_33924	2875	3357	+	483	36	35.1889
7730_8	k141_33924	3375	3830	+	456	22	22.7776
7731_1	k141_23556	70	1584	+	1515	56	17.4512
7732_1	k141_44753	2	109	-	108	0	0
7732_2	k141_44753	185	745	-	561	0	0
7732_3	k141_44753	901	1713	+	813	1	0.58071
7733_1	k141_62247	1	2745	-	2745	57	9.80353
7734_1	k141_19699	2	187	+	186	4	10.1531
7734_2	k141_19699	104	565	-	462	33	33.7227
7734_3	k141_19699	587	1852	+	1266	92	34.3087
7734_4	k141_19699	1972	3450	+	1479	117	37.348
7734_5	k141_19699	3459	4304	+	846	47	26.2287
7734_6	k141_19699	4309	5085	+	777	78	47.394
7734_7	k141_19699	5266	5940	+	675	36	25.1796
7734_8	k141_19699	5894	6304	+	411	16	18.3793
7735_1	k141_2211	389	1393	-	1005	163	76.5722
7735_2	k141_2211	1413	3689	-	2277	269	55.7749
7735_3	k141_2211	4100	4396	-	297	87	138.297
7735_4	k141_2211	5061	5576	-	516	110	100.645
7735_5	k141_2211	5665	6093	-	429	62	68.2314
7735_6	k141_2211	6105	6470	-	366	44	56.7573
7735_7	k141_2211	6873	8309	-	1437	198	65.0516
7735_8	k141_2211	8783	10255	-	1473	229	73.3977
7735_9	k141_2211	10607	11593	-	987	173	82.7521
7735_10	k141_2211	11786	12433	-	648	109	79.4148
7735_11	k141_2211	12426	13271	-	846	86	47.993
7735_12	k141_2211	13325	13735	-	411	51	58.5839
7735_13	k141_2211	13772	14281	-	510	82	75.909
7735_14	k141_2211	14407	15609	-	1203	168	65.9316
7736_1	k141_27051	1	99	+	99	0	0
7736_2	k141_27051	401	820	+	420	24	26.9781
7736_3	k141_27051	840	2222	-	1383	41	13.9962
7736_4	k141_27051	2680	3108	+	429	26	28.6132
7736_5	k141_27051	3136	3687	+	552	12	10.2634
7736_6	k141_27051	3883	5028	-	1146	67	27.602
7736_7	k141_27051	5221	6117	-	897	57	30.0008
7736_8	k141_27051	6308	7066	+	759	37	23.0149
7736_9	k141_27051	7056	8396	+	1341	71	24.9965
7736_10	k141_27051	8509	9810	+	1302	92	33.36
7736_11	k141_27051	9854	10711	-	858	42	23.1106
7736_12	k141_27051	10844	11473	-	630	25	18.7348
7737_1	k141_9137	1	981	+	981	8	3.85009
7737_2	k141_9137	987	2519	+	1533	43	13.2427
7737_3	k141_9137	2542	3423	+	882	16	8.56448
7738_1	k141_54966	3	98	-	96	0	0
7738_2	k141_54966	241	1446	-	1206	43	16.8334
7738_3	k141_54966	1471	2022	-	552	5	4.27642
7738_4	k141_54966	2044	2283	-	240	3	5.90147
7739_1	k141_37615	105	1010	-	906	16	8.33761
7739_2	k141_37615	1024	1692	-	669	8	5.64565
7739_3	k141_37615	1829	3382	-	1554	25	7.59519
7739_4	k141_37615	3379	4386	-	1008	21	9.83578
7740_1	k141_30660	3	260	+	258	1	1.82991
7740_2	k141_30660	410	1789	+	1380	16	5.47382
7740_3	k141_30660	1779	3179	+	1401	6	2.02192
7741_1	k141_69504	390	1313	-	924	16	8.17519
7741_2	k141_69504	1346	1990	-	645	19	13.9073
7741_3	k141_69504	2150	2338	+	189	4	9.9919
7741_4	k141_69504	2350	3414	+	1065	35	15.5156
7741_5	k141_69504	3414	3779	+	366	7	9.02956
7741_6	k141_69504	3897	4898	+	1002	43	20.2605
7741_7	k141_69504	4969	5202	+	234	2	4.03519
7741_8	k141_69504	5374	5658	+	285	5	8.28276
7741_9	k141_69504	5790	7184	+	1395	38	12.8605
7741_10	k141_69504	7355	8134	+	780	43	26.027
7741_11	k141_69504	8208	8675	+	468	12	12.1056
7741_12	k141_69504	8762	9241	+	480	10	9.83578
7741_13	k141_69504	9349	10302	+	954	35	17.3209
7741_14	k141_69504	10886	12070	-	1185	113	45.0205
7741_15	k141_69504	12107	12301	-	195	9	21.79
7742_1	k141_58479	198	1529	+	1332	20	7.08885
7743_1	k141_2218	2	1213	-	1212	34	13.2442
7744_1	k141_47773	320	1543	+	1224	20	7.71433
7745_1	k141_40629	2	1123	+	1122	6	2.52469
7745_2	k141_40629	1139	2137	+	999	14	6.61626
7745_3	k141_40629	2259	2537	+	279	2	3.38435
7745_4	k141_40629	2402	3265	-	864	1	0.546432
7746_1	k141_30664	2	961	+	960	8	3.93431
7747_1	k141_23572	1	1173	-	1173	45	18.1119
7747_2	k141_23572	1227	1460	-	234	8	16.1408
7748_1	k141_62249	1	246	+	246	7	13.4342
7748_2	k141_62249	226	1140	-	915	30	15.4793
7748_3	k141_62249	1141	1893	+	753	10	6.26982
7748_4	k141_62249	1920	3920	+	2001	57	13.4486
7748_5	k141_62249	3930	4574	+	645	20	14.6393
7749_1	k141_44768	1	153	+	153	1	3.08573
7749_2	k141_44768	117	1259	+	1143	23	9.50017
7750_1	k141_51721	263	1270	-	1008	39	18.2664
7750_2	k141_51721	1437	2531	-	1095	50	21.5579
7750_3	k141_51721	2735	3346	-	612	28	21.6001
7750_4	k141_51721	3466	4425	-	960	52	25.573
7750_5	k141_51721	4713	5192	+	480	17	16.7208
7751_1	k141_27056	1	726	+	726	29	18.8587
7751_2	k141_27056	1053	2792	+	1740	49	13.2953
7752_1	k141_54972	3	557	+	555	1	0.850662
7752_2	k141_54972	579	1058	+	480	0	0
7752_3	k141_54972	1060	1689	+	630	2	1.49878
7752_4	k141_54972	1723	2208	+	486	4	3.88574
7752_5	k141_54972	2255	2587	+	333	0	0
7753_1	k141_69510	45	266	-	222	0	0
7753_2	k141_69510	263	397	-	135	1	3.49716
7753_3	k141_69510	401	1522	-	1122	15	6.31173
7754_1	k141_19705	2	460	-	459	2	2.05716
7754_2	k141_19705	447	2822	-	2376	49	9.73642
7754_3	k141_19705	3162	3383	-	222	4	8.50662
7754_4	k141_19705	3373	3570	-	198	1	2.38443
7754_5	k141_19705	3621	4148	-	528	9	8.04745
7754_6	k141_19705	4182	4952	-	771	12	7.34813
7755_1	k141_44772	327	1046	+	720	16	10.4915
7756_1	k141_40631	30	809	+	780	4	2.42111
7756_2	k141_40631	890	1594	-	705	1	0.66967
7756_3	k141_40631	1617	1943	-	327	11	15.8816
7757_1	k141_23579	2	460	+	459	13	13.3715
7757_2	k141_23579	633	1172	+	540	18	15.7372
7758_1	k141_62250	2	1591	-	1590	41	12.1741
7758_2	k141_62250	1675	2139	-	465	23	23.352
7758_3	k141_62250	2304	2588	-	285	4	6.62621
7759_1	k141_47781	3	149	-	147	0	0
7759_2	k141_47781	228	671	-	444	8	8.50662
7759_3	k141_47781	673	1077	-	405	4	4.66289
7760_1	k141_30670	147	1718	-	1572	262	78.6862
7761_1	k141_54976	616	1248	+	633	4	2.98336
7762_1	k141_51727	1	624	+	624	10	7.56598
7762_2	k141_51727	575	1429	+	855	8	4.41747
7763_1	k141_2221	1	348	-	348	2	2.71332
7763_2	k141_2221	449	1768	-	1320	40	14.3066
7763_3	k141_2221	1752	2714	-	963	15	7.35385
7763_4	k141_2221	2727	4178	-	1452	29	9.42934
7764_1	k141_27064	1	1008	-	1008	19	8.89904
7764_2	k141_27064	1153	1260	+	108	5	21.8573
7765_1	k141_58483	1	78	-	78	0	0
7765_2	k141_58483	119	1063	-	945	25	12.4899
7765_3	k141_58483	1195	2691	-	1497	39	12.2996
7765_4	k141_58483	2854	4380	-	1527	38	11.7488
7765_5	k141_58483	4448	5218	-	771	6	3.67406
7766_1	k141_23582	18	1073	+	1056	14	6.25913
7767_1	k141_47782	2	694	-	693	5	3.40633
7767_2	k141_47782	860	1054	-	195	5	12.1056
7767_3	k141_47782	1268	1723	-	456	7	7.24741
7767_4	k141_47782	1841	1993	-	153	2	6.17147
7767_5	k141_47782	2009	2782	-	774	22	13.4194
7768_1	k141_44777	2	115	-	114	7	28.9897
7768_2	k141_44777	156	335	-	180	5	13.1144
7768_3	k141_44777	335	643	-	309	2	3.05577
7768_4	k141_44777	835	1065	-	231	5	10.219
7768_5	k141_44777	1301	1630	-	330	0	0
7769_1	k141_19707	3	107	+	105	2	8.99271
7769_2	k141_19707	525	1727	+	1203	95	37.2827
7769_3	k141_19707	2125	2820	-	696	4	2.71332
7769_4	k141_19707	3020	4564	+	1545	31	9.4729
7770_1	k141_62256	2	232	+	231	1	2.0438
7770_2	k141_62256	244	1797	+	1554	24	7.29139
7771_1	k141_65712	3	926	+	924	38	19.4161
7771_2	k141_65712	919	1599	+	681	19	13.1721
7771_3	k141_65712	1592	2878	+	1287	66	24.2111
7771_4	k141_65712	3035	3457	+	423	22	24.5546
7771_5	k141_65712	3470	3961	+	492	21	20.1513
7771_6	k141_65712	3990	4835	+	846	37	20.6482
7771_7	k141_65712	4837	5673	+	837	42	23.6905
7771_8	k141_65712	5687	5971	+	285	2	3.3131
7771_9	k141_65712	6027	6782	+	756	15	9.36741
7771_10	k141_65712	6879	8267	+	1389	41	13.9358
7771_11	k141_65712	8257	9027	+	771	24	14.6963
7771_12	k141_65712	9039	9329	+	291	5	8.11198
7771_13	k141_65712	9339	10484	-	1146	52	21.4224
7771_14	k141_65712	10554	12914	-	2361	116	23.1959
7771_15	k141_65712	13104	13847	+	744	38	24.1135
7771_16	k141_65712	13847	14764	+	918	30	15.4287
7771_17	k141_65712	14765	16648	+	1884	115	28.8182
7771_18	k141_65712	16723	16806	+	84	0	0
7772_1	k141_58487	90	1082	-	993	33	15.6897
7772_2	k141_58487	1233	1385	-	153	3	9.2572
7773_1	k141_23585	3	731	-	729	8	5.18098
7773_2	k141_23585	1058	2416	+	1359	181	62.8795
7773_3	k141_23585	2603	2755	-	153	8	24.6859
7773_4	k141_23585	2901	2969	-	69	2	13.6846
7774_1	k141_44780	2	346	+	345	2	2.73691
7774_2	k141_44780	643	831	-	189	3	7.49392
7774_3	k141_44780	828	1106	-	279	2	3.38435
7774_4	k141_44780	1232	1333	-	102	1	4.6286
7775_1	k141_54977	2	1237	+	1236	50	19.0986
7775_2	k141_54977	1391	2224	-	834	40	22.6435
7775_3	k141_54977	2444	3097	+	654	28	20.213
7775_4	k141_54977	3163	4002	+	840	40	22.4818
7775_5	k141_54977	3990	4928	+	939	35	17.5976
7776_1	k141_27065	3	245	+	243	6	11.6572
7776_2	k141_27065	307	861	+	555	21	17.8639
7776_3	k141_27065	1441	1878	-	438	21	22.6358
7776_4	k141_27065	2047	2190	+	144	3	9.83578
7776_5	k141_27065	2309	3160	+	852	51	28.2605
7776_6	k141_27065	3177	3620	+	444	26	27.6465
7776_7	k141_27065	3643	3915	+	273	8	13.8349
7776_8	k141_27065	4055	4525	+	471	16	16.038
7777_1	k141_2235	3	314	-	312	4	6.05278
7777_2	k141_2235	486	935	-	450	1	1.04915
7777_3	k141_2235	925	1542	-	618	8	6.11155
7778_1	k141_65714	2	1453	+	1452	10	3.2515
7779_1	k141_27067	2	133	-	132	5	17.8832
7779_2	k141_27067	140	337	-	198	0	0
7779_3	k141_27067	351	632	-	282	1	1.67417
7779_4	k141_27067	625	1116	-	492	17	16.313
7779_5	k141_27067	1113	1325	-	213	5	11.0826
7779_6	k141_27067	1322	1546	-	225	4	8.3932
7780_1	k141_40648	74	706	+	633	8	5.96673
7780_2	k141_40648	928	1554	+	627	10	7.52978
7781_1	k141_2238	2	727	-	726	19	12.3557
7781_2	k141_2238	1074	1301	+	228	3	6.21207
7782_1	k141_44785	3	113	+	111	5	21.2665
7782_2	k141_44785	271	1884	+	1614	13	3.80268
7783_1	k141_54981	1	810	+	810	3	1.74858
7783_2	k141_54981	810	1595	+	786	15	9.00987
7784_1	k141_65719	1	222	-	222	0	0
7784_2	k141_65719	226	546	-	321	1	1.47077
7784_3	k141_65719	549	1106	-	558	11	9.30697
7785_1	k141_62265	2	445	+	444	12	12.7599
7785_2	k141_62265	923	1369	-	447	12	12.6743
7785_3	k141_62265	1382	2299	-	918	19	9.77149
7785_4	k141_62265	2316	2843	-	528	1	0.894161
7786_1	k141_19716	2	586	+	585	10	8.07038
7786_2	k141_19716	635	1354	+	720	4	2.62287
7787_1	k141_44786	2	112	-	111	0	0
7787_2	k141_44786	335	598	-	264	5	8.94161
7787_3	k141_44786	689	1441	-	753	24	15.0476
7788_1	k141_54982	1	711	+	711	7	4.64813
7788_2	k141_54982	708	1196	+	489	5	4.82737
7788_3	k141_54982	1432	1569	+	138	2	6.84228
