# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_10_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_10/A17_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_10/A17_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_10/A17_2.bam	RPKG
17422_1	k141_175169	3	89	+	87	0	0
17422_2	k141_175169	259	3540	+	3282	100	0.0125098
17422_3	k141_175169	3557	5410	+	1854	78	0.0172732
17423_1	k141_99118	2	586	-	585	1	0.000701831
17423_2	k141_99118	624	1109	-	486	0	0
17424_1	k141_51124	3	953	-	951	3	0.00129518
17424_2	k141_51124	968	1261	+	294	1	0.0013965
17425_1	k141_69928	3	1262	+	1260	2	0.0006517
17426_1	k141_118102	720	1574	+	855	47	0.0225694
17426_2	k141_118102	1703	4933	-	3231	158	0.0200774
17426_3	k141_118102	4952	6049	-	1098	45	0.0168267
17426_4	k141_118102	6212	7432	+	1221	36	0.0121053
17426_5	k141_118102	7571	9013	-	1443	50	0.0142263
17426_6	k141_118102	9275	10219	+	945	52	0.0225923
17426_7	k141_118102	10330	10929	-	600	24	0.0164228
17426_8	k141_118102	10919	11644	-	726	27	0.0152692
17426_9	k141_118102	11641	15171	-	3531	152	0.017674
17426_10	k141_118102	15177	15848	-	672	22	0.0134413
17426_11	k141_118102	15885	16907	-	1023	57	0.0228764
17426_12	k141_118102	17293	18357	+	1065	77	0.0296845
17426_13	k141_118102	18437	19747	+	1311	44	0.0137797
17426_14	k141_118102	19796	20491	+	696	26	0.0153374
17426_15	k141_118102	20559	21245	+	687	34	0.0203194
17426_16	k141_118102	21364	22614	+	1251	43	0.0141124
17426_17	k141_118102	22666	23445	-	780	26	0.0136857
17426_18	k141_118102	23560	25323	+	1764	77	0.0179217
17426_19	k141_118102	25330	26103	+	774	34	0.0180354
17426_20	k141_118102	26184	27362	+	1179	43	0.0149742
17426_21	k141_118102	27627	28070	-	444	12	0.0110965
17426_22	k141_118102	28378	29499	+	1122	42	0.015369
17426_23	k141_118102	29564	30427	+	864	45	0.0213839
17426_24	k141_118102	30429	31673	+	1245	33	0.0108826
17426_25	k141_118102	31648	32574	+	927	29	0.0128442
17426_26	k141_118102	32705	34363	+	1659	49	0.0121266
17426_27	k141_118102	34384	36009	+	1626	59	0.0148977
17426_28	k141_118102	36632	40546	-	3915	146	0.0153112
17426_29	k141_118102	40815	41969	+	1155	64	0.0227503
17426_30	k141_118102	42221	42499	-	279	10	0.0147158
17426_31	k141_118102	42499	42678	-	180	1	0.00228095
17426_32	k141_118102	43242	43691	-	450	24	0.0218971
17426_33	k141_118102	43731	45314	-	1584	82	0.0212543
17426_34	k141_118102	45520	46566	+	1047	40	0.0156856
17426_35	k141_118102	46590	48143	+	1554	62	0.0163806
17426_36	k141_118102	48159	49214	+	1056	35	0.0136079
17426_37	k141_118102	49228	50379	+	1152	73	0.0260171
17426_38	k141_118102	50381	51196	+	816	30	0.0150945
17426_39	k141_118102	51204	52025	+	822	27	0.0134859
17426_40	k141_118102	52092	52901	+	810	31	0.0157132
17426_41	k141_118102	52958	53593	+	636	27	0.0174299
17426_42	k141_118102	53693	54967	-	1275	68	0.0218971
17426_43	k141_118102	54999	58190	-	3192	122	0.0156922
17426_44	k141_118102	58232	59479	-	1248	68	0.0223709
17426_45	k141_118102	59636	60103	-	468	29	0.0254414
17426_46	k141_118102	60231	62306	+	2076	112	0.0221503
17426_47	k141_118102	62395	63657	+	1263	71	0.0230804
17426_48	k141_118102	63904	64428	+	525	23	0.0179869
17426_49	k141_118102	64444	66411	+	1968	83	0.0173157
17426_50	k141_118102	66468	67757	-	1290	44	0.014004
17426_51	k141_118102	67832	68899	-	1068	21	0.00807302
17426_52	k141_118102	69071	70261	+	1191	42	0.0144786
17426_53	k141_118102	70322	70411	+	90	2	0.0091238
17427_1	k141_22867	77	484	-	408	10	0.010063
17427_2	k141_22867	546	1010	-	465	8	0.00706359
17428_1	k141_127852	2	1084	-	1083	14	0.00530747
17428_2	k141_127852	1127	2320	-	1194	40	0.0137545
17428_3	k141_127852	2582	3466	+	885	37	0.0171651
17428_4	k141_127852	3769	4809	-	1041	16	0.00631041
17428_5	k141_127852	4806	4937	-	132	0	0
17429_1	k141_89376	530	1576	+	1047	12	0.00470568
17429_2	k141_89376	1613	5596	-	3984	86	0.00886273
17429_3	k141_89376	5773	7239	-	1467	16	0.00447794
17429_4	k141_89376	7657	8646	-	990	9	0.00373246
17429_5	k141_89376	8686	10032	-	1347	21	0.00640088
17429_6	k141_89376	10066	11220	-	1155	8	0.00284378
17430_1	k141_146933	2	1195	-	1194	4	0.00137545
17431_1	k141_3059	2	1843	+	1842	31	0.00690972
17431_2	k141_3059	1878	2588	+	711	14	0.00808438
17431_3	k141_3059	2593	3999	+	1407	39	0.0113804
17431_4	k141_3059	4198	5241	+	1044	11	0.00432594
17432_1	k141_69930	3	371	-	369	15	0.0166899
17432_2	k141_69930	475	2052	-	1578	44	0.0114481
17432_3	k141_69930	2148	2339	+	192	1	0.00213839
17433_1	k141_51127	21	1139	-	1119	14	0.00513672
17433_2	k141_51127	1215	1295	-	81	0	0
17434_1	k141_175170	3	179	-	177	3	0.00695883
17434_2	k141_175170	495	1892	-	1398	11	0.00323053
17434_3	k141_175170	1978	2082	+	105	0	0
17434_4	k141_175170	2303	3520	+	1218	15	0.00505629
17435_1	k141_146935	2	1342	-	1341	8	0.00244934
17436_1	k141_118104	3	272	+	270	99	0.150543
17436_2	k141_118104	272	472	+	201	93	0.189966
17436_3	k141_118104	513	1640	-	1128	886	0.322487
17436_4	k141_118104	1810	3000	+	1191	841	0.289916
17436_5	k141_118104	3063	3152	+	90	15	0.0684285
17437_1	k141_89379	3	1475	+	1473	10	0.00278731
17437_2	k141_89379	1454	1834	+	381	1	0.00107761
17437_3	k141_89379	1853	2083	+	231	0	0
17438_1	k141_69932	1	183	+	183	0	0
17438_2	k141_69932	492	728	+	237	5	0.00866184
17438_3	k141_69932	949	1116	+	168	2	0.00488775
17438_4	k141_69932	1134	1346	+	213	0	0
17439_1	k141_99126	420	851	-	432	22	0.0209087
17439_2	k141_99126	928	1167	-	240	10	0.0171071
17439_3	k141_99126	1733	1903	-	171	3	0.007203
17440_1	k141_3062	51	1355	+	1305	21	0.00660689
17441_1	k141_99127	224	1216	-	993	10	0.00413465
17441_2	k141_99127	1226	2026	-	801	6	0.00307544
17441_3	k141_99127	2023	2181	-	159	0	0
17442_1	k141_60702	1483	2553	+	1071	38	0.0145674
17442_2	k141_60702	2575	3339	+	765	23	0.012344
17442_3	k141_60702	3399	3500	+	102	3	0.0120756
17442_4	k141_60702	3620	6544	+	2925	91	0.0127733
17442_5	k141_60702	6712	6924	+	213	7	0.0134929
17442_6	k141_60702	6921	7919	+	999	43	0.0176722
17442_7	k141_60702	7985	8344	+	360	3	0.00342142
17442_8	k141_60702	8344	9411	+	1068	38	0.0146083
17442_9	k141_60702	9411	10769	+	1359	51	0.0154077
17442_10	k141_60702	10776	11375	+	600	9	0.00615856
17442_11	k141_60702	11391	12986	+	1596	32	0.008232
17442_12	k141_60702	12990	13178	+	189	4	0.00868933
17442_13	k141_60702	13171	14733	+	1563	38	0.00998189
17442_14	k141_60702	14760	15206	+	447	12	0.011022
17442_15	k141_60702	15279	16277	+	999	31	0.0127404
17442_16	k141_60702	16341	17006	+	666	22	0.0135624
17442_17	k141_60702	17028	17543	+	516	25	0.019892
17442_18	k141_60702	17543	18562	+	1020	26	0.0104655
17442_19	k141_60702	18559	19062	+	504	27	0.0219949
17442_20	k141_60702	19092	19784	+	693	25	0.0148114
17442_21	k141_60702	19829	20632	+	804	22	0.0112345
17442_22	k141_60702	20767	21489	+	723	23	0.013061
17442_23	k141_60702	21569	21850	+	282	16	0.0232948
17442_24	k141_60702	21921	22754	+	834	31	0.015261
17442_25	k141_60702	22760	23248	+	489	24	0.0201507
17442_26	k141_60702	23232	23897	+	666	30	0.0184942
17442_27	k141_60702	23890	24819	+	930	37	0.0163345
17442_28	k141_60702	24833	25270	+	438	15	0.0140607
17442_29	k141_60702	25331	25915	+	585	14	0.00982563
17442_30	k141_60702	25912	27102	+	1191	43	0.0148233
17442_31	k141_60702	27132	27371	+	240	8	0.0136857
17442_32	k141_60702	27380	27967	+	588	27	0.0188527
17442_33	k141_60702	28057	29769	+	1713	64	0.0153395
17442_34	k141_60702	30939	31394	+	456	17	0.0153064
17442_35	k141_60702	31602	32048	+	447	12	0.011022
17442_36	k141_60702	32045	32200	+	156	2	0.00526373
17442_37	k141_60702	32254	38523	+	6270	201	0.0131618
17442_38	k141_60702	38567	39355	+	789	15	0.00780553
17442_39	k141_60702	39369	42758	+	3390	115	0.0139279
17442_40	k141_60702	42771	43673	+	903	47	0.0213697
17442_41	k141_60702	43684	43848	+	165	1	0.00248831
17442_42	k141_60702	43865	44248	+	384	8	0.00855356
17442_43	k141_60702	44260	44670	+	411	12	0.0119875
17442_44	k141_60702	44692	45909	+	1218	40	0.0134834
17442_45	k141_60702	45925	46329	+	405	13	0.0131788
17442_46	k141_60702	46344	48425	+	2082	67	0.0132124
17442_47	k141_60702	48506	48907	+	402	13	0.0132772
17442_48	k141_60702	48904	49638	+	735	23	0.0128478
17442_49	k141_60702	49728	50012	+	285	19	0.0273714
17442_50	k141_60702	50502	51599	-	1098	54	0.020192
17442_51	k141_60702	51604	52629	-	1026	35	0.0140058
17442_52	k141_60702	52735	53280	+	546	10	0.00751962
17442_53	k141_60702	53284	54054	+	771	12	0.00639021
17442_54	k141_60702	54069	54542	+	474	21	0.0181899
17442_55	k141_60702	54642	55733	+	1092	25	0.00939952
17442_56	k141_60702	55799	56347	+	549	18	0.0134613
17442_57	k141_60702	56413	56724	+	312	4	0.00526373
17442_58	k141_60702	56764	57102	+	339	5	0.00605562
17442_59	k141_60702	57099	57851	+	753	28	0.0152669
17442_60	k141_60702	57992	58138	-	147	2	0.005586
17442_61	k141_60702	58273	59172	+	900	20	0.0091238
17442_62	k141_60702	59151	59462	+	312	14	0.0184231
17442_63	k141_60702	59574	59840	+	267	12	0.0184526
17442_64	k141_60702	59908	60834	+	927	22	0.00974386
17442_65	k141_60702	61155	62594	-	1440	55	0.0156815
17442_66	k141_60702	62594	64360	-	1767	76	0.017659
17442_67	k141_60702	64455	66209	-	1755	70	0.0163761
17442_68	k141_60702	66304	66645	+	342	4	0.004802
17442_69	k141_60702	66738	67994	-	1257	48	0.0156781
17442_70	k141_60702	68102	68896	-	795	18	0.00929595
17442_71	k141_60702	68893	70041	-	1149	34	0.0121492
17442_72	k141_60702	70034	71122	-	1089	30	0.0113105
17442_73	k141_60702	71141	72151	-	1011	33	0.0134014
17442_74	k141_60702	72440	73672	-	1233	48	0.0159833
17442_75	k141_60702	73665	74918	-	1254	47	0.0153882
17442_76	k141_60702	74943	75833	-	891	28	0.0129023
17442_77	k141_60702	75820	76392	-	573	15	0.0107479
17442_78	k141_60702	76379	76930	-	552	20	0.0148758
17442_79	k141_60702	76945	77745	-	801	43	0.0220406
17442_80	k141_60702	77751	78656	-	906	39	0.0176736
17442_81	k141_60702	78686	79465	-	780	22	0.0115802
17442_82	k141_60702	79462	80199	-	738	24	0.0133519
17442_83	k141_60702	80476	80781	+	306	31	0.0415938
17442_84	k141_60702	80945	82000	+	1056	54	0.0209951
17442_85	k141_60702	82039	82146	+	108	2	0.00760317
17442_86	k141_60702	82238	82375	+	138	6	0.0178509
17443_1	k141_22876	389	1033	-	645	4	0.00254618
17443_2	k141_22876	1053	1403	-	351	2	0.00233944
17443_3	k141_22876	1749	3008	-	1260	9	0.00293265
17443_4	k141_22876	3015	4019	-	1005	1	0.000408528
17444_1	k141_175174	3	620	+	618	10	0.00664354
17444_2	k141_175174	664	1689	+	1026	21	0.0084035
17444_3	k141_175174	1781	2452	+	672	18	0.0109974
17444_4	k141_175174	2677	2850	+	174	6	0.0141576
17444_5	k141_175174	3100	3264	+	165	0	0
17445_1	k141_3065	1	1335	+	1335	28	0.00861123
17445_2	k141_3065	1368	2402	+	1035	19	0.00753705
17446_1	k141_146945	2	388	+	387	3	0.00318272
17446_2	k141_146945	385	762	+	378	7	0.00760317
17446_3	k141_146945	923	1093	-	171	0	0
17447_1	k141_118107	143	364	-	222	2	0.00369884
17447_2	k141_118107	361	519	-	159	2	0.00516441
17447_3	k141_118107	669	968	-	300	1	0.00136857
17447_4	k141_118107	972	1712	-	741	4	0.00221631
17447_5	k141_118107	1696	1881	-	186	0	0
17447_6	k141_118107	1968	2171	-	204	1	0.0020126
17447_7	k141_118107	2173	3360	-	1188	16	0.00552958
17448_1	k141_69934	3	233	+	231	2	0.00355473
17448_2	k141_69934	223	900	+	678	0	0
17448_3	k141_69934	916	2772	+	1857	11	0.00243203
17449_1	k141_118108	3	233	+	231	0	0
17449_2	k141_118108	266	1426	+	1161	3	0.00106091
17450_1	k141_69935	2	379	-	378	1	0.00108617
17450_2	k141_69935	376	867	-	492	3	0.00250348
17450_3	k141_69935	984	1349	-	366	0	0
17451_1	k141_3066	2	232	+	231	3	0.00533209
17451_2	k141_3066	433	1707	-	1275	7	0.00225412
17452_1	k141_184784	547	795	-	249	5	0.0082444
17452_2	k141_184784	937	1347	-	411	11	0.0109885
17452_3	k141_184784	1344	2036	-	693	25	0.0148114
17452_4	k141_184784	2090	2512	-	423	18	0.0174711
17452_5	k141_184784	2677	3219	-	543	26	0.019659
17452_6	k141_184784	3216	3851	-	636	15	0.00968328
17452_7	k141_184784	3854	4216	-	363	12	0.0135726
17452_8	k141_184784	4318	5466	+	1149	56	0.0200104
17452_9	k141_184784	5531	6556	-	1026	47	0.0188078
17452_10	k141_184784	6743	7969	-	1227	62	0.020746
17452_11	k141_184784	8366	10036	-	1671	77	0.0189192
17452_12	k141_184784	10059	10511	-	453	19	0.0172204
17452_13	k141_184784	10501	11385	-	885	15	0.00695883
17452_14	k141_184784	11391	12194	-	804	24	0.0122559
17452_15	k141_184784	12184	14043	-	1860	61	0.013465
17452_16	k141_184784	14060	14605	-	546	17	0.0127833
17452_17	k141_184784	15647	16048	-	402	7	0.00714925
17452_18	k141_184784	16064	18052	-	1989	82	0.0169265
17452_19	k141_184784	18049	18903	-	855	20	0.009604
17452_20	k141_184784	18893	20032	-	1140	58	0.0208887
17452_21	k141_184784	20234	21250	-	1017	24	0.00968899
17452_22	k141_184784	21247	22212	-	966	27	0.0114756
17452_23	k141_184784	22349	22852	+	504	23	0.0187364
17452_24	k141_184784	22912	23109	+	198	2	0.00414718
17452_25	k141_184784	23275	23487	+	213	4	0.00771025
17452_26	k141_184784	23553	24068	-	516	12	0.00954816
17452_27	k141_184784	24068	24955	-	888	47	0.0217307
17452_28	k141_184784	24971	27265	-	2295	60	0.0107339
17452_29	k141_184784	27491	28054	+	564	17	0.0123754
17452_30	k141_184784	28752	29105	-	354	14	0.0162373
17452_31	k141_184784	29130	33083	-	3954	124	0.0128758
17452_32	k141_184784	33088	34125	-	1038	18	0.00711973
17452_33	k141_184784	34136	35197	-	1062	20	0.00773203
17452_34	k141_184784	35211	36356	-	1146	45	0.0161219
17452_35	k141_184784	36368	37207	-	840	18	0.00879795
17452_36	k141_184784	37235	37993	-	759	21	0.0113597
17452_37	k141_184784	37993	38550	-	558	22	0.0161874
17452_38	k141_184784	38555	39277	-	723	51	0.0289614
17452_39	k141_184784	39279	39755	-	477	12	0.0103288
17452_40	k141_184784	40041	40937	+	897	22	0.0100697
17452_41	k141_184784	41146	42618	-	1473	40	0.0111492
17452_42	k141_184784	43100	43309	-	210	18	0.0351918
17452_43	k141_184784	43357	43761	-	405	6	0.00608253
17452_44	k141_184784	43801	44280	-	480	29	0.0248053
17452_45	k141_184784	44287	44811	-	525	17	0.0132947
17452_46	k141_184784	44950	45243	-	294	12	0.016758
17452_47	k141_184784	45290	45868	+	579	45	0.0319097
17452_48	k141_184784	46595	46708	-	114	5	0.0180075
17452_49	k141_184784	46708	47946	-	1239	21	0.00695883
17452_50	k141_184784	48335	49714	+	1380	44	0.0130907
17452_51	k141_184784	49839	50264	+	426	19	0.0183119
17452_52	k141_184784	50336	51430	-	1095	39	0.0146231
17452_53	k141_184784	51529	52098	+	570	19	0.0136857
17452_54	k141_184784	52095	52526	+	432	8	0.00760317
17452_55	k141_184784	52563	52778	-	216	1	0.00190079
17452_56	k141_184784	52839	52991	-	153	4	0.0107339
17452_57	k141_184784	53035	53391	+	357	10	0.0115006
17452_58	k141_184784	53217	56150	-	2934	132	0.0184715
17452_59	k141_184784	56119	56829	-	711	20	0.0115491
17452_60	k141_184784	56943	57668	-	726	24	0.0135726
17452_61	k141_184784	57668	58945	-	1278	30	0.00963782
17452_62	k141_184784	58975	59988	-	1014	16	0.00647844
17453_1	k141_99131	2	1021	+	1020	9	0.00362269
17453_2	k141_99131	1211	1624	+	414	3	0.00297515
17454_1	k141_22881	2	109	+	108	3	0.0114047
17454_2	k141_22881	174	860	+	687	8	0.00478103
17454_3	k141_22881	900	1112	-	213	8	0.0154205
17455_1	k141_155894	2	919	+	918	42	0.0187843
17455_2	k141_155894	1049	2353	-	1305	89	0.0280006
17455_3	k141_155894	2505	3464	+	960	47	0.0201009
17455_4	k141_155894	3461	4423	-	963	39	0.0166275
17455_5	k141_155894	4555	5199	-	645	18	0.0114578
17455_6	k141_155894	5380	7254	-	1875	77	0.0168608
17455_7	k141_155894	7364	7969	-	606	27	0.0182928
17455_8	k141_155894	7969	8298	-	330	15	0.0186623
17455_9	k141_155894	8351	10282	-	1932	89	0.0189135
17455_10	k141_155894	10411	10962	-	552	25	0.0185947
17455_11	k141_155894	11115	11492	-	378	15	0.0162925
17455_12	k141_155894	11562	12089	+	528	14	0.0108864
17455_13	k141_155894	12103	12264	+	162	9	0.0228095
17455_14	k141_155894	12476	15838	-	3363	140	0.0170919
17455_15	k141_155894	15966	16613	-	648	29	0.0183743
17455_16	k141_155894	16755	17948	+	1194	51	0.017537
17455_17	k141_155894	17971	21120	+	3150	156	0.020333
17455_18	k141_155894	21665	22039	+	375	14	0.015328
17455_19	k141_155894	22065	22283	+	219	12	0.022497
17455_20	k141_155894	22457	23008	+	552	31	0.0230574
17455_21	k141_155894	23124	23594	+	471	20	0.017434
17455_22	k141_155894	23758	24702	+	945	57	0.0247646
17455_23	k141_155894	24793	25308	+	516	12	0.00954816
17455_24	k141_155894	25350	25703	-	354	21	0.0243559
17455_25	k141_155894	26082	26393	+	312	19	0.0250027
17455_26	k141_155894	26463	27077	-	615	43	0.0287066
17456_1	k141_166130	2	85	-	84	1	0.00488775
17456_2	k141_166130	148	1458	+	1311	50	0.0156587
17456_3	k141_166130	1468	5100	+	3633	91	0.0102841
17456_4	k141_166130	5737	5826	-	90	11	0.0501809
17456_5	k141_166130	6257	7345	+	1089	31	0.0116875
17456_6	k141_166130	7352	9628	+	2277	93	0.016769
17456_7	k141_166130	9621	10757	+	1137	34	0.0122774
17456_8	k141_166130	10754	11161	+	408	15	0.0150945
17457_1	k141_146947	215	967	-	753	4	0.00218099
17457_2	k141_146947	1082	2089	-	1008	3	0.00122194
17457_3	k141_146947	2082	2864	-	783	8	0.00419485
17457_4	k141_146947	2833	3129	-	297	2	0.00276479
17458_1	k141_60710	100	861	-	762	10	0.00538807
17458_2	k141_60710	1030	1167	+	138	2	0.0059503
17459_1	k141_89384	2	811	+	810	1362	0.690368
17459_2	k141_89384	1783	3114	+	1332	2484	0.765659
17459_3	k141_89384	3528	4841	+	1314	3779	1.18078
17459_4	k141_89384	5048	5617	+	570	1007	0.725342
17460_1	k141_3067	248	1645	+	1398	105	0.0308369
17460_2	k141_3067	2089	2226	-	138	14	0.0416521
17461_1	k141_118113	125	1477	+	1353	5	0.00151726
17462_1	k141_184785	3	386	-	384	136	0.145411
17462_2	k141_184785	643	747	-	105	19	0.0742938
17462_3	k141_184785	814	1134	-	321	49	0.0626728
17463_1	k141_41583	1	126	-	126	19	0.0619115
17463_2	k141_41583	301	2103	+	1803	536	0.122055
17463_3	k141_41583	2200	3162	+	963	211	0.089959
17463_4	k141_41583	3248	3733	-	486	90	0.0760317
17463_5	k141_41583	3745	4443	-	699	178	0.104552
17463_6	k141_41583	4593	4739	-	147	42	0.117306
17463_7	k141_41583	4784	7273	+	2490	590	0.0972839
17463_8	k141_41583	7270	8112	+	843	224	0.109096
17463_9	k141_41583	8179	10656	+	2478	569	0.0942756
17463_10	k141_41583	10850	12271	+	1422	364	0.105097
17463_11	k141_41583	12575	15880	+	3306	862	0.107051
17463_12	k141_41583	15898	16128	+	231	27	0.0479888
17463_13	k141_41583	16340	16741	-	402	118	0.120516
17463_14	k141_41583	16734	17165	-	432	96	0.091238
17463_15	k141_41583	17384	19579	-	2196	566	0.105821
17463_16	k141_41583	19793	21097	-	1305	378	0.118924
17463_17	k141_41583	21054	21206	-	153	16	0.0429355
17463_18	k141_41583	21371	22744	+	1374	284	0.0848633
17463_19	k141_41583	22773	23738	+	966	197	0.0837293
17463_20	k141_41583	23823	25286	+	1464	381	0.106849
17463_21	k141_41583	25399	26139	-	741	159	0.0880982
17463_22	k141_41583	26301	27014	+	714	156	0.0897046
17463_23	k141_41583	27011	27382	+	372	101	0.111472
17463_24	k141_41583	27514	28770	+	1257	353	0.1153
17463_25	k141_41583	28823	29722	+	900	283	0.129102
17463_26	k141_41583	30138	31547	+	1410	439	0.12783
17463_27	k141_41583	31578	32162	-	585	172	0.120715
17463_28	k141_41583	32197	34563	-	2367	590	0.102339
17463_29	k141_41583	34859	37621	+	2763	846	0.125712
17463_30	k141_41583	37690	39480	+	1791	518	0.118747
17463_31	k141_41583	39604	41004	-	1401	402	0.117808
17463_32	k141_41583	41234	45325	+	4092	1100	0.110369
17463_33	k141_41583	45736	46965	+	1230	276	0.0921281
17463_34	k141_41583	47018	50200	+	3183	790	0.101901
17463_35	k141_41583	50257	52035	+	1779	477	0.110086
17463_36	k141_41583	52125	53102	+	978	207	0.0869
17463_37	k141_41583	53155	54045	+	891	877	0.40412
17464_1	k141_155897	2	868	-	867	1	0.000473554
17464_2	k141_155897	882	1571	-	690	0	0
17465_1	k141_22882	3	2270	+	2268	2	0.000362056
17465_2	k141_22882	2267	3154	+	888	0	0
17466_1	k141_3073	185	796	+	612	7	0.00469607
17466_2	k141_3073	893	1099	+	207	0	0
17467_1	k141_13355	133	1557	-	1425	32	0.00921984
17467_2	k141_13355	1620	2180	-	561	3	0.00219557
17467_3	k141_13355	2205	2537	-	333	4	0.00493178
17467_4	k141_13355	2578	4401	-	1824	20	0.00450187
17467_5	k141_13355	4449	6440	-	1992	26	0.00535886
17467_6	k141_13355	6697	7386	-	690	14	0.00833043
17467_7	k141_13355	7392	8237	-	846	11	0.00533839
17467_8	k141_13355	8301	9764	-	1464	14	0.00392623
17467_9	k141_13355	9777	10406	-	630	5	0.0032585
17467_10	k141_13355	10575	11309	-	735	24	0.0134064
17468_1	k141_89392	24	566	+	543	4	0.00302446
17468_2	k141_89392	937	1155	+	219	1	0.00187475
17469_1	k141_118117	138	1028	-	891	37	0.0170495
17470_1	k141_184791	3	1163	+	1161	1	0.000353636
17471_1	k141_22884	2	742	+	741	8	0.00443262
17471_2	k141_22884	720	1571	-	852	5	0.00240945
17472_1	k141_69936	428	952	-	525	71	0.0555248
17472_2	k141_69936	1117	1791	-	675	63	0.03832
17472_3	k141_69936	1812	2594	-	783	90	0.0471921
17472_4	k141_69936	2623	3891	+	1269	146	0.0472367
17472_5	k141_69936	4228	4398	-	171	29	0.069629
17472_6	k141_69936	4427	6157	-	1731	69	0.0163659
17473_1	k141_3075	3	965	+	963	6	0.00255807
17473_2	k141_3075	1020	2042	+	1023	3	0.00120402
17474_1	k141_166134	3	1355	-	1353	8	0.00242762
17474_2	k141_166134	1650	2792	+	1143	21	0.0075433
17475_1	k141_146953	1	1173	+	1173	18	0.00630032
17475_2	k141_146953	1316	1867	+	552	22	0.0163633
17475_3	k141_146953	1860	2252	+	393	8	0.00835768
17475_4	k141_146953	2253	2477	+	225	0	0
17476_1	k141_60718	1	1761	-	1761	31	0.00722754
17477_1	k141_155904	139	972	-	834	0	0
17477_2	k141_155904	1034	1813	-	780	0	0
17478_1	k141_69937	15	1355	-	1341	2	0.000612336
17479_1	k141_118118	2	610	+	609	6	0.00404503
17479_2	k141_118118	895	1143	+	249	6	0.00989328
17479_3	k141_118118	1432	2646	+	1215	9	0.00304127
17480_1	k141_22887	3	863	-	861	3	0.00143056
17480_2	k141_22887	873	1268	-	396	0	0
17481_1	k141_184797	465	1139	+	675	19	0.0115568
17482_1	k141_13364	1	828	+	828	5	0.00247929
17482_2	k141_13364	841	1986	+	1146	8	0.00286612
17483_1	k141_3078	2	400	-	399	13	0.013377
17483_2	k141_3078	413	1990	-	1578	165	0.0429304
17484_1	k141_118119	2	298	-	297	1	0.00138239
17484_2	k141_118119	493	1350	-	858	24	0.0114845
17485_1	k141_89402	1	714	+	714	4	0.00230012
17485_2	k141_89402	730	879	+	150	0	0
17485_3	k141_89402	854	1354	+	501	0	0
17486_1	k141_99136	23	859	+	837	1	0.000490527
17486_2	k141_99136	864	2204	+	1341	1	0.000306168
17486_3	k141_99136	2267	3586	+	1320	7	0.00217727
17486_4	k141_99136	3595	4323	+	729	1	0.000563198
17486_5	k141_99136	4399	5400	+	1002	3	0.00122925
17486_6	k141_99136	5526	7544	-	2019	9	0.00183018
17486_7	k141_99136	7557	7622	-	66	0	0
17487_1	k141_69942	1	768	-	768	1	0.000534598
17487_2	k141_69942	814	1107	-	294	0	0
17488_1	k141_13365	1117	1374	-	258	13	0.0206877
17489_1	k141_3080	1	1203	+	1203	6	0.00204774
17490_1	k141_80082	1	3537	+	3537	37	0.00429492
17490_2	k141_80082	3564	4040	+	477	5	0.00430368
17490_3	k141_80082	4103	5005	+	903	1	0.000454674
17490_4	k141_80082	5002	5295	+	294	2	0.002793
17490_5	k141_80082	5295	6509	+	1215	11	0.0037171
17490_6	k141_80082	6661	6825	+	165	5	0.0124415
17490_7	k141_80082	6815	6994	+	180	5	0.0114047
17490_8	k141_80082	6991	7113	+	123	1	0.00333798
17490_9	k141_80082	7106	7267	+	162	2	0.00506878
17490_10	k141_80082	7270	7824	+	555	3	0.0022193
17490_11	k141_80082	7829	8578	+	750	5	0.00273714
17490_12	k141_80082	8592	9884	+	1293	10	0.00317534
17490_13	k141_80082	9893	10213	+	321	1	0.00127904
17490_14	k141_80082	10210	10683	+	474	2	0.00173237
17490_15	k141_80082	10765	11016	+	252	0	0
17490_16	k141_80082	11013	11687	+	675	8	0.00486603
17490_17	k141_80082	11684	12334	+	651	5	0.00315339
17490_18	k141_80082	12327	12536	+	210	1	0.0019551
17490_19	k141_80082	12541	12762	+	222	1	0.00184942
17490_20	k141_80082	12740	12901	+	162	0	0
17490_21	k141_80082	12914	13282	+	369	0	0
17490_22	k141_80082	13283	13417	+	135	0	0
17490_23	k141_80082	13407	13619	+	213	0	0
17490_24	k141_80082	13625	13858	+	234	0	0
17490_25	k141_80082	13855	14115	+	261	5	0.00786534
17490_26	k141_80082	14471	14749	+	279	5	0.0073579
17490_27	k141_80082	14746	14934	+	189	0	0
17490_28	k141_80082	15188	15763	+	576	5	0.00356398
17490_29	k141_80082	15764	15889	+	126	0	0
17490_30	k141_80082	16323	16880	+	558	1	0.00073579
17490_31	k141_80082	16884	19640	+	2757	16	0.00238271
17490_32	k141_80082	19651	19917	+	267	3	0.00461316
17490_33	k141_80082	20251	20583	+	333	0	0
17490_34	k141_80082	20573	20989	+	417	5	0.00492291
17490_35	k141_80082	21000	21218	+	219	0	0
