# Program:featureCounts v2.1.1; Command:"featureCounts" "-f" "-p" "--countReadPairs" "-t" "CDS" "-B" "-a" "workflow/out/prodigal/coassemblies/Stool_10_contigs_prodigal_GTF.gtf" "-o" "workflow/out/mapping/bam/CoAssembly_gene_reads/Stool_10/A19_2_reads_per_gene.txt" "workflow/out/mapping/bam/CoAssembly/Stool_10/A19_2.bam" "--largestOverlap" "-T" "8" 
Geneid	Chr	Start	End	Strand	Length	workflow/out/mapping/bam/CoAssembly/Stool_10/A19_2.bam	RPKG
19157_2	k141_166483	868	1338	+	471	0	0
19157_3	k141_166483	1367	1453	+	87	0	0
19158_1	k141_156216	1	1296	-	1296	0	0
19159_1	k141_13667	1	1317	-	1317	5	0.00220406
19160_1	k141_128173	422	1114	+	693	5	0.00418867
19160_2	k141_128173	1344	1586	+	243	0	0
19161_1	k141_118517	3	236	+	234	1	0.00248098
19161_2	k141_118517	237	1349	+	1113	1	0.000521608
19162_1	k141_61062	2	226	-	225	0	0
19162_2	k141_61062	394	1344	+	951	0	0
19163_1	k141_80508	336	1052	-	717	5	0.00404846
19163_2	k141_80508	1105	2307	-	1203	9	0.00434326
19163_3	k141_80508	2390	3295	-	906	5	0.00320392
19164_1	k141_118518	1	1119	+	1119	270	0.140079
19165_1	k141_185236	113	451	-	339	13	0.022263
19165_2	k141_185236	632	1642	-	1011	29	0.0166528
19165_3	k141_185236	1842	2411	-	570	6	0.00611105
19165_4	k141_185236	2440	3135	-	696	21	0.0175166
19166_1	k141_137173	3	314	-	312	1	0.00186074
19166_2	k141_137173	406	1569	-	1164	13	0.0064838
19167_1	k141_13668	2	307	+	306	3	0.00569166
19167_2	k141_13668	304	1089	+	786	13	0.00960197
19167_3	k141_13668	1086	1808	+	723	9	0.00722676
19168_1	k141_99421	2	517	+	516	0	0
19168_2	k141_99421	547	1041	+	495	7	0.00820979
19168_3	k141_99421	1194	1415	+	222	0	0
19168_4	k141_99421	1426	2406	+	981	0	0
19168_5	k141_99421	2367	3416	+	1050	1	0.000552904
19168_6	k141_99421	3403	4188	+	786	0	0
19168_7	k141_99421	4185	5099	+	915	0	0
19169_1	k141_166487	1	366	-	366	56	0.0888273
19169_2	k141_166487	587	1459	-	873	191	0.127016
19170_1	k141_128180	1	1182	+	1182	0	0
19171_1	k141_185238	3	185	-	183	0	0
19171_2	k141_185238	201	1406	-	1206	5	0.00240692
19172_1	k141_51325	184	1425	-	1242	12	0.00560918
19173_1	k141_99424	3	281	+	279	19	0.0395356
19173_2	k141_99424	374	622	+	249	12	0.0279783
19174_1	k141_13669	1	123	-	123	0	0
19174_2	k141_13669	110	328	-	219	0	0
19174_3	k141_13669	707	2488	-	1782	4	0.00130314
19174_4	k141_13669	2623	2805	-	183	0	0
19175_1	k141_137175	335	1000	+	666	7	0.00610187
19175_2	k141_137175	1037	1756	+	720	0	0
19175_3	k141_137175	1802	2500	+	699	1	0.000830543
19176_1	k141_80517	279	635	-	357	11	0.0178881
19176_2	k141_80517	664	1539	-	876	19	0.0125918
19177_1	k141_166490	3	1691	-	1689	2	0.000687448
19178_1	k141_89742	101	424	-	324	89	0.159472
19178_2	k141_89742	595	1044	+	450	150	0.193517
19178_3	k141_89742	1290	1496	-	207	4	0.0112184
19178_4	k141_89742	1564	1893	-	330	18	0.0316663
19178_5	k141_89742	2236	2664	+	429	12	0.0162392
19178_6	k141_89742	2686	3057	+	372	10	0.0156062
19178_7	k141_89742	3280	3504	+	225	3	0.00774066
19178_8	k141_89742	3706	3975	-	270	15	0.0322528
19178_9	k141_89742	4009	4611	-	603	17	0.0163671
19178_10	k141_89742	4559	5014	-	456	1	0.00127314
19178_11	k141_89742	5011	5343	-	333	5	0.00871696
19178_12	k141_89742	5593	5973	-	381	9	0.0137138
19178_13	k141_89742	5980	6192	-	213	5	0.0136279
19178_14	k141_89742	6185	6391	-	207	2	0.00560918
19178_15	k141_89742	6540	7070	+	531	12	0.0131198
19178_16	k141_89742	7042	8472	+	1431	60	0.0243417
19178_17	k141_89742	8856	9107	+	252	28	0.0645055
19178_18	k141_89742	9089	9367	-	279	31	0.0645055
19178_19	k141_89742	9511	10386	-	876	239	0.158392
19178_20	k141_89742	10399	11403	-	1005	575	0.332155
19179_1	k141_61064	2	226	-	225	0	0
19179_2	k141_61064	304	1092	-	789	0	0
19179_3	k141_61064	1134	2945	-	1812	0	0
19179_4	k141_61064	2979	4283	-	1305	0	0
19179_5	k141_61064	4295	4525	-	231	0	0
19180_1	k141_13671	3	365	+	363	0	0
19180_2	k141_13671	376	531	+	156	0	0
19180_3	k141_13671	588	1295	+	708	0	0
19181_1	k141_80520	3	1100	-	1098	5	0.00264367
19182_1	k141_166492	2	637	+	636	3	0.00273844
19182_2	k141_166492	693	1196	+	504	1	0.00115188
19183_1	k141_156218	2	289	+	288	5	0.010079
19183_2	k141_156218	322	1287	+	966	10	0.00600983
19183_3	k141_156218	1434	1802	+	369	10	0.0157331
19183_4	k141_156218	1828	2439	+	612	11	0.0104347
19183_5	k141_156218	2517	2711	+	195	9	0.0267946
19183_6	k141_156218	3060	3626	+	567	5	0.00511949
19183_7	k141_156218	3704	4252	+	549	13	0.0137471
19183_8	k141_156218	4255	4473	+	219	2	0.00530182
19183_9	k141_156218	4522	6216	+	1695	15	0.00513761
19183_10	k141_156218	6366	6920	+	555	0	0
19184_1	k141_70270	318	1358	-	1041	28	0.0156152
19184_2	k141_70270	1398	3668	-	2271	75	0.0191727
19184_3	k141_70270	3661	4194	-	534	47	0.0510971
19184_4	k141_70270	4568	5275	-	708	25	0.0204996
19185_1	k141_99428	3	233	+	231	1	0.0025132
19185_2	k141_99428	373	744	-	372	8	0.0124849
19185_3	k141_99428	801	1313	-	513	13	0.0147118
19185_4	k141_99428	1556	2251	-	696	25	0.0208531
19185_5	k141_99428	2315	2428	-	114	0	0
19186_1	k141_13674	3	1283	+	1281	12	0.0054384
19187_1	k141_128182	3	461	-	459	2	0.00252963
19187_2	k141_128182	549	1244	+	696	25	0.0208531
19187_3	k141_128182	1591	2355	-	765	1	0.000758888
19187_4	k141_128182	2352	2708	-	357	2	0.00325238
19187_5	k141_128182	2727	3944	-	1218	17	0.00810291
19187_6	k141_128182	3941	4507	-	567	0	0
19188_1	k141_80523	3	524	+	522	0	0
19188_2	k141_80523	505	1017	+	513	0	0
19189_1	k141_61066	2	295	-	294	3	0.00592398
19189_2	k141_61066	285	647	-	363	1	0.00159931
19189_3	k141_61066	720	1910	-	1191	21	0.0102364
19190_1	k141_156220	72	416	-	345	4	0.00673101
19190_2	k141_156220	577	1296	+	720	1	0.000806319
19190_3	k141_156220	1298	1363	+	66	0	0
19191_1	k141_166493	2	1141	-	1140	16	0.00814807
19191_2	k141_166493	1165	2406	-	1242	14	0.00654404
19192_1	k141_70272	1	1218	+	1218	5	0.00238321
19193_1	k141_128183	293	1654	-	1362	20	0.00852496
19194_1	k141_61067	2	76	+	75	0	0
19194_2	k141_61067	177	1232	+	1056	0	0
19195_1	k141_13675	2	130	+	129	19	0.0855073
19195_2	k141_13675	253	942	+	690	26	0.0218758
19195_3	k141_13675	958	1869	+	912	34	0.0216433
19195_4	k141_13675	1994	2107	+	114	4	0.0203702
19195_5	k141_13675	2180	2695	+	516	305	0.343154
19196_1	k141_70273	1	579	+	579	1	0.00100268
19196_2	k141_70273	791	1282	-	492	6	0.00707987
19197_1	k141_80531	2	274	+	273	0	0
19197_2	k141_80531	225	1328	+	1104	11	0.00578446
19198_1	k141_118543	1	1776	+	1776	22	0.00719149
19198_2	k141_118543	1785	2036	+	252	0	0
19198_3	k141_118543	2038	2487	+	450	2	0.00258022
19199_1	k141_185245	2	1057	+	1056	174	0.0956588
19199_2	k141_185245	1377	1469	+	93	3	0.0187274
19199_3	k141_185245	1646	3169	+	1524	34	0.0129519
19199_4	k141_185245	3577	3747	-	171	39	0.132406
19199_5	k141_185245	3785	4720	-	936	217	0.134593
19199_6	k141_185245	4740	5270	-	531	110	0.120265
19199_7	k141_185245	5562	5657	+	96	20	0.120948
19200_1	k141_41899	1	138	+	138	0	0
19200_2	k141_41899	717	1082	+	366	23	0.0364826
19200_3	k141_41899	1139	1405	+	267	9	0.0195691
19200_4	k141_41899	1544	3181	+	1638	40	0.014177
19200_5	k141_41899	3181	4911	+	1731	51	0.0171046
19200_6	k141_41899	4890	6497	+	1608	37	0.0133584
19200_7	k141_41899	6502	7404	+	903	36	0.0231448
19200_8	k141_41899	7492	7728	+	237	8	0.0195966
19200_9	k141_41899	7833	10100	+	2268	72	0.0184301
19200_10	k141_41899	10176	10646	+	471	11	0.0135585
19200_11	k141_41899	10801	11391	+	591	33	0.0324165
19200_12	k141_41899	11704	12789	+	1086	68	0.0363512
19200_13	k141_41899	12870	13565	+	696	38	0.0316967
19200_14	k141_41899	13635	14186	+	552	18	0.018931
19200_15	k141_41899	14322	15029	+	708	38	0.0311594
19200_16	k141_41899	15033	15827	+	795	44	0.0321311
19201_1	k141_166496	3	1343	+	1341	8	0.00346338
19201_2	k141_166496	1765	2688	-	924	7	0.0043981
19202_1	k141_156227	3	539	-	537	133	0.143786
19202_2	k141_156227	853	1914	+	1062	296	0.16181
19202_3	k141_156227	2006	2311	-	306	34	0.0645055
19203_1	k141_166501	353	1066	+	714	3	0.00243928
19204_1	k141_99432	2	355	-	354	5	0.00819985
19204_2	k141_99432	1038	4115	+	3078	133	0.0250855
19204_3	k141_99432	4213	5280	+	1068	26	0.0141332
19205_1	k141_99433	3	440	-	438	0	0
19205_2	k141_99433	445	1170	-	726	0	0
19206_1	k141_41907	2	1366	-	1365	1	0.000425311
19206_2	k141_41907	1366	1881	-	516	5	0.00562548
19207_1	k141_61081	3	1916	+	1914	1	0.000303318
19207_2	k141_61081	2007	2216	+	210	0	0
19207_3	k141_61081	2376	2855	+	480	1	0.00120948
19208_1	k141_118555	3	464	+	462	0	0
19208_2	k141_118555	474	1511	+	1038	6	0.00335578
19208_3	k141_118555	1547	2179	+	633	2	0.00183428
19209_1	k141_61082	1	669	-	669	0	0
19209_2	k141_61082	790	1137	-	348	2	0.00333649
19210_1	k141_80536	468	1034	-	567	2	0.00204779
19210_2	k141_80536	1299	2006	+	708	2	0.00163997
19210_3	k141_80536	2006	3280	+	1275	9	0.004098
19210_4	k141_80536	3496	5145	+	1650	11	0.00387033
19211_1	k141_147277	1	612	+	612	3	0.00284583
19211_2	k141_147277	609	863	+	255	0	0
19211_3	k141_147277	916	5469	+	4554	49	0.00624658
19211_4	k141_147277	5555	5890	+	336	1	0.00172783
19211_5	k141_147277	5897	6520	-	624	8	0.00744294
19211_6	k141_147277	6532	7323	-	792	7	0.00513112
19211_7	k141_147277	7336	8193	-	858	4	0.00270653
19211_8	k141_147277	8467	9831	-	1365	27	0.0114834
19211_9	k141_147277	9930	10871	-	942	6	0.00369777
19211_10	k141_147277	11103	11306	+	204	3	0.0085375
19211_11	k141_147277	11463	12632	+	1170	14	0.00694675
19211_12	k141_147277	12889	15858	+	2970	16	0.00312754
19211_13	k141_147277	15880	18858	+	2979	29	0.00565154
19211_14	k141_147277	18962	19864	-	903	6	0.00385747
19211_15	k141_147277	19861	20931	-	1071	12	0.00650476
19211_16	k141_147277	21212	22318	-	1107	10	0.00524435
19211_17	k141_147277	22466	22897	+	432	0	0
19211_18	k141_147277	22904	23860	+	957	14	0.00849289
19211_19	k141_147277	24103	25284	+	1182	7	0.00343811
19211_20	k141_147277	25281	26423	+	1143	11	0.00558709
19211_21	k141_147277	26465	28210	+	1746	26	0.00864507
19212_1	k141_70279	2	1390	-	1389	4	0.00167185
19212_2	k141_70279	1377	1811	-	435	4	0.00533839
19212_3	k141_70279	1895	2608	-	714	8	0.00650476
19212_4	k141_70279	2595	3662	-	1068	3	0.00163076
19212_5	k141_70279	3652	4005	-	354	0	0
19212_6	k141_70279	4288	5367	-	1080	1	0.000537546
19213_1	k141_118556	3	1859	+	1857	5	0.00156314
19214_1	k141_156228	1	66	-	66	2	0.0175924
19214_2	k141_156228	82	213	-	132	5	0.0219905
19214_3	k141_156228	288	605	-	318	2	0.00365126
19214_4	k141_156228	654	1592	-	939	21	0.0129835
19214_5	k141_156228	1694	1924	-	231	5	0.012566
19214_6	k141_156228	1952	3004	-	1053	29	0.0159885
19214_7	k141_156228	3024	4292	-	1269	24	0.0109797
19214_8	k141_156228	4382	4774	-	393	6	0.00886335
19215_1	k141_99438	1	1533	+	1533	468	0.177232
19216_1	k141_70280	2	823	+	822	0	0
19216_2	k141_70280	820	1122	+	303	0	0
19217_1	k141_61086	2	415	-	414	4	0.00560918
19217_2	k141_61086	510	1280	-	771	13	0.00978878
19218_1	k141_118557	3	680	+	678	0	0
19218_2	k141_118557	727	1449	+	723	7	0.00562081
19219_1	k141_80539	2	109	+	108	0	0
19219_2	k141_80539	134	493	+	360	0	0
19219_3	k141_80539	670	1041	+	372	0	0
19219_4	k141_80539	1064	1312	+	249	0	0
19220_1	k141_166511	2	511	-	510	90	0.10245
19220_2	k141_166511	523	1941	-	1419	334	0.136648
19220_3	k141_166511	1985	2764	-	780	152	0.113133
19220_4	k141_166511	2906	4012	+	1107	303	0.158904
19220_5	k141_166511	4401	4985	+	585	426	0.422759
19221_1	k141_137182	3	851	+	849	13	0.00888945
19221_2	k141_137182	917	1690	+	774	5	0.00375032
19221_3	k141_137182	1840	3234	-	1395	36	0.0149819
19221_4	k141_137182	3337	3960	-	624	7	0.00651258
19221_5	k141_137182	4064	4810	-	747	4	0.0031087
19221_6	k141_137182	4816	5721	-	906	14	0.00897097
19221_7	k141_137182	5732	8671	-	2940	26	0.00513411
19221_8	k141_137182	8680	9498	-	819	14	0.00992393
19221_9	k141_137182	9576	9749	-	174	0	0
19221_10	k141_137182	9777	13307	-	3531	59	0.00970049
19221_11	k141_137182	13491	14600	-	1110	10	0.00523018
19221_12	k141_137182	14605	15531	-	927	14	0.00876774
19222_1	k141_99448	613	1281	+	669	163	0.141449
19223_1	k141_61087	293	865	-	573	63	0.0638301
19223_2	k141_61087	1167	1412	+	246	23	0.054279
19223_3	k141_61087	1449	2213	-	765	52	0.0394622
19223_4	k141_61087	2424	3125	-	702	39	0.0322528
19223_5	k141_61087	3155	3631	-	477	17	0.0206905
19224_1	k141_147285	504	1874	+	1371	17	0.00719865
19224_2	k141_147285	2129	2467	+	339	5	0.00856268
19225_1	k141_166513	1	579	-	579	0	0
19225_2	k141_166513	576	1406	-	831	2	0.00139723
19226_1	k141_137183	2	1129	+	1128	5	0.00257336
19226_2	k141_137183	1143	1388	+	246	0	0
19227_1	k141_80547	1	1500	+	1500	4	0.00154813
19227_2	k141_80547	1651	2220	+	570	0	0
19228_1	k141_118558	3	716	+	714	6	0.00487857
19228_2	k141_118558	801	3863	+	3063	36	0.00682331
19228_3	k141_118558	4133	5044	+	912	28	0.0178239
19229_1	k141_41918	1	588	-	588	20	0.0197466
19229_2	k141_41918	645	1337	-	693	22	0.0184301
19229_3	k141_41918	1334	3391	-	2058	58	0.0163615
19229_4	k141_41918	3472	4146	-	675	6	0.00516044
19229_5	k141_41918	4143	6155	-	2013	38	0.0109592
19230_1	k141_137186	2	628	-	627	2	0.00185183
19230_2	k141_137186	918	1781	+	864	5	0.00335966
19231_1	k141_61088	3	68	-	66	0	0
19231_2	k141_61088	65	706	-	642	0	0
19231_3	k141_61088	817	1653	+	837	1	0.000693608
19231_4	k141_61088	1631	2752	-	1122	0	0
19231_5	k141_61088	2777	3331	-	555	0	0
19232_1	k141_118560	1	528	+	528	0	0
19232_2	k141_118560	601	1722	-	1122	0	0
19233_1	k141_99451	178	717	-	540	8	0.00860074
19233_2	k141_99451	721	1167	-	447	7	0.00909138
19233_3	k141_99451	1262	2116	-	855	7	0.00475304
19233_4	k141_99451	2245	3699	-	1455	11	0.00438904
19234_1	k141_41919	2	1456	+	1455	0	0
19234_2	k141_41919	1599	2477	+	879	0	0
19235_1	k141_118561	2	631	+	630	2	0.00184301
19235_2	k141_118561	644	1033	+	390	1	0.00148859
19236_1	k141_89749	3	449	-	447	79	0.102603
19236_2	k141_89749	615	1541	+	927	185	0.115859
19236_3	k141_89749	1543	2292	+	750	197	0.152491
19236_4	k141_89749	2297	3031	+	735	162	0.127958
19236_5	k141_89749	3169	3576	-	408	58	0.0825291
19236_6	k141_89749	3576	4988	-	1413	191	0.0784749
19236_7	k141_89749	5120	5998	-	879	137	0.0904839
19236_8	k141_89749	5985	7739	-	1755	355	0.117433
19236_9	k141_89749	7729	8220	-	492	92	0.108558
19236_10	k141_89749	8236	8463	-	228	59	0.15023
19236_11	k141_89749	8504	9187	-	684	80	0.0679005
19236_12	k141_89749	9745	10209	-	465	75	0.093637
19236_13	k141_89749	11282	11599	+	318	80	0.14605
19236_14	k141_89749	11617	11928	+	312	50	0.0930368
19236_15	k141_89749	11938	12159	+	222	57	0.14906
19236_16	k141_89749	12236	12538	+	303	63	0.120708
19236_17	k141_89749	12650	12883	-	234	50	0.124049
19236_18	k141_89749	12974	13789	-	816	150	0.106719
19236_19	k141_89749	13786	14745	-	960	124	0.0749877
19236_20	k141_89749	14758	16755	-	1998	407	0.11826
19236_21	k141_89749	17211	18596	-	1386	291	0.12189
19236_22	k141_89749	18948	19958	-	1011	121	0.0694822
19237_1	k141_147293	2	559	+	558	8	0.00832329
19237_2	k141_147293	583	1140	+	558	8	0.00832329
19238_1	k141_41920	3	152	-	150	0	0
19238_2	k141_41920	268	1266	-	999	12	0.00697357
19239_1	k141_156229	239	1417	-	1179	0	0
19239_2	k141_156229	1614	2702	+	1089	7	0.00373172
19239_3	k141_156229	2731	4524	+	1794	6	0.00194164
19239_4	k141_156229	4548	6470	+	1923	9	0.00271708
19239_5	k141_156229	6481	7545	+	1065	0	0
19239_6	k141_156229	7921	8754	+	834	7	0.00487272
19239_7	k141_156229	8895	10142	+	1248	1	0.000465184
19239_8	k141_156229	10203	10676	+	474	0	0
19240_1	k141_51328	613	1251	+	639	26	0.0236217
19240_2	k141_51328	1589	2836	+	1248	74	0.0344236
19240_3	k141_51328	2833	3636	+	804	57	0.0411584
19240_4	k141_51328	3637	4518	+	882	33	0.0217212
19240_5	k141_51328	4515	5219	+	705	26	0.0214103
19240_6	k141_51328	5236	5931	+	696	54	0.0450426
19240_7	k141_51328	5946	6947	+	1002	52	0.0301283
19240_8	k141_51328	6944	8293	+	1350	63	0.0270923
19240_9	k141_51328	8253	9353	+	1101	80	0.0421834
19240_10	k141_51328	9381	10544	+	1164	93	0.0463841
19240_11	k141_51328	10929	12308	+	1380	69	0.0290275
19240_12	k141_51328	12428	13402	-	975	25	0.0148859
19240_13	k141_51328	13553	14869	+	1317	50	0.0220406
19240_14	k141_51328	14881	16860	+	1980	83	0.0243362
19240_15	k141_51328	16887	18242	+	1356	70	0.0299694
19240_16	k141_51328	18329	19306	+	978	23	0.013653
19240_17	k141_51328	19494	20822	+	1329	59	0.0257731
19240_18	k141_51328	20853	22430	+	1578	65	0.0239136
19240_19	k141_51328	22451	23815	+	1365	59	0.0250934
19241_1	k141_118562	1	1758	+	1758	83	0.0274093
19242_1	k141_32579	3	74	-	72	0	0
19242_2	k141_32579	139	279	-	141	7	0.0288216
19242_3	k141_32579	603	2210	+	1608	51	0.018413
19242_4	k141_32579	2311	3276	+	966	20	0.0120197
19242_5	k141_32579	3266	4183	+	918	24	0.0151778
19242_6	k141_32579	4225	5229	+	1005	16	0.00924258
19242_7	k141_32579	5222	8002	+	2781	167	0.0348622
19242_8	k141_32579	8030	9493	+	1464	115	0.0456033
19242_9	k141_32579	9959	13120	+	3162	197	0.0361696
19242_10	k141_32579	13158	15626	+	2469	209	0.0491433
19242_11	k141_32579	15669	16568	+	900	58	0.0374132
19242_12	k141_32579	16612	17388	+	777	68	0.0508074
19242_13	k141_32579	17434	17691	+	258	23	0.0517544
19242_14	k141_32579	17807	18457	-	651	41	0.036563
19242_15	k141_32579	18786	20381	+	1596	106	0.0385578
19242_16	k141_32579	20523	21068	-	546	32	0.0340249
19242_17	k141_32579	21224	21613	-	390	28	0.0416805
19242_18	k141_32579	21930	22850	+	921	37	0.0233228
19242_19	k141_32579	23084	23293	+	210	1	0.00276452
19242_20	k141_32579	23393	24187	-	795	52	0.0379731
19242_21	k141_32579	24574	24807	+	234	25	0.0620245
19242_22	k141_32579	24966	26840	+	1875	153	0.0473729
19242_23	k141_32579	26916	27659	+	744	33	0.0257502
19242_24	k141_32579	27626	29236	+	1611	114	0.0410817
19242_25	k141_32579	29218	29847	+	630	42	0.0387033
19242_26	k141_32579	29859	30347	+	489	59	0.0700459
19242_27	k141_32579	30481	30687	+	207	16	0.0448734
19242_28	k141_32579	30833	31933	+	1101	89	0.0469291
19242_29	k141_32579	31908	32777	+	870	54	0.0360341
19242_30	k141_32579	32843	33151	+	309	17	0.0319396
19242_31	k141_32579	33239	34006	-	768	57	0.0430877
19243_1	k141_89753	1	1317	+	1317	52	0.0229222
19244_1	k141_166517	3	845	+	843	0	0
19244_2	k141_166517	842	1543	+	702	0	0
19244_3	k141_166517	1979	2293	+	315	4	0.00737206
19244_4	k141_166517	2440	3171	+	732	0	0
19244_5	k141_166517	3191	3814	+	624	67	0.0623347
19244_6	k141_166517	3814	4110	+	297	36	0.0703697
19244_7	k141_166517	4189	5019	+	831	216	0.150901
19244_8	k141_166517	5037	5303	+	267	80	0.173947
19244_9	k141_166517	5322	5657	+	336	100	0.172783
19244_10	k141_166517	5670	5819	+	150	51	0.197387
19245_1	k141_61094	39	1088	-	1050	4	0.00221162
19245_2	k141_61094	1118	1948	-	831	8	0.00558893
19246_1	k141_118564	3	527	-	525	0	0
19246_2	k141_118564	821	1048	-	228	0	0
19246_3	k141_118564	1026	1499	-	474	0	0
19247_1	k141_41927	2	1165	+	1164	13	0.0064838
19248_1	k141_13677	1	288	+	288	2	0.0040316
19248_2	k141_13677	327	740	+	414	1	0.00140229
19248_3	k141_13677	777	1505	+	729	3	0.00238909
19248_4	k141_13677	1621	1830	+	210	1	0.00276452
19248_5	k141_13677	1827	3113	+	1287	23	0.010375
19248_6	k141_13677	3132	4181	+	1050	22	0.0121639
19248_7	k141_13677	4209	4451	+	243	5	0.0119455
19248_8	k141_13677	4543	5688	+	1146	21	0.0106383
19248_9	k141_13677	5924	7297	+	1374	34	0.0143659
19248_10	k141_13677	7267	8355	+	1089	18	0.00959586
19248_11	k141_13677	8383	8616	+	234	5	0.0124049
19248_12	k141_13677	8707	10203	+	1497	16	0.00620494
19248_13	k141_13677	10377	11060	-	684	1	0.000848757
19248_14	k141_13677	11281	12327	-	1047	10	0.00554489
19248_15	k141_13677	12530	13510	+	981	9	0.00532614
19248_16	k141_13677	13722	15365	+	1644	38	0.013419
19248_17	k141_13677	15480	17093	-	1614	31	0.0111506
19248_18	k141_13677	17202	18725	-	1524	17	0.00647595
19248_19	k141_13677	18885	20735	+	1851	49	0.0153684
19248_20	k141_13677	20841	22193	+	1353	21	0.00901075
19249_1	k141_89756	1	1119	+	1119	3	0.00155643
19249_2	k141_89756	1135	1512	-	378	0	0
19250_1	k141_23188	301	1164	-	864	30	0.020158
19250_2	k141_23188	1231	2013	-	783	30	0.0222433
19250_3	k141_23188	2013	2318	-	306	10	0.0189722
19250_4	k141_23188	2493	3800	-	1308	45	0.019973
19250_5	k141_23188	3839	4423	-	585	16	0.0158783
19250_6	k141_23188	4434	6839	-	2406	88	0.0212337
19250_7	k141_23188	6912	8234	-	1323	37	0.0162361
19250_8	k141_23188	8252	8839	-	588	26	0.0256706
19250_9	k141_23188	8957	10333	-	1377	27	0.0113833
19250_10	k141_23188	10491	11198	-	708	18	0.0147597
19250_11	k141_23188	11200	12690	-	1491	35	0.0136279
19250_12	k141_23188	12733	13668	-	936	30	0.0186074
19250_13	k141_23188	13716	14069	-	354	10	0.0163997
19250_14	k141_23188	14082	14678	-	597	13	0.0126418
19250_15	k141_23188	14698	15585	-	888	37	0.0241896
19250_16	k141_23188	15615	16193	-	579	37	0.037099
19250_17	k141_23188	16291	16635	-	345	12	0.020193
19250_18	k141_23188	16895	17548	-	654	34	0.0301815
19250_19	k141_23188	17532	19379	-	1848	67	0.0210481
19250_20	k141_23188	19448	20035	-	588	20	0.0197466
19250_21	k141_23188	20016	20303	-	288	6	0.0120948
19250_22	k141_23188	20315	21790	-	1476	60	0.0235996
19250_23	k141_23188	21812	23335	-	1524	67	0.0255229
19250_24	k141_23188	23506	24063	+	558	47	0.0488993
19250_25	k141_23188	24267	26042	+	1776	61	0.0199401
19250_26	k141_23188	26127	26216	-	90	4	0.0258022
19250_27	k141_23188	26239	26418	-	180	11	0.035478
19250_28	k141_23188	26497	27225	-	729	61	0.0485782
19250_29	k141_23188	27195	28097	-	903	37	0.0237878
19250_30	k141_23188	28099	30189	-	2091	83	0.0230443
19250_31	k141_23188	30206	30937	-	732	28	0.0222068
19250_32	k141_23188	30937	31956	-	1020	49	0.0278892
19250_33	k141_23188	31971	33305	-	1335	67	0.0291362
19250_34	k141_23188	33307	34224	-	918	22	0.013913
19250_35	k141_23188	34256	34723	-	468	15	0.0186074
19250_36	k141_23188	34759	37191	-	2433	88	0.0209981
19250_37	k141_23188	37216	37422	-	207	7	0.0196321
19250_38	k141_23188	37415	38026	-	612	21	0.0199208
19250_39	k141_23188	38054	38332	-	279	9	0.0187274
19250_40	k141_23188	38345	39223	-	879	29	0.0191535
19250_41	k141_23188	39463	39837	-	375	12	0.0185776
19250_42	k141_23188	39779	40621	-	843	38	0.0261695
19250_43	k141_23188	40647	41744	-	1098	39	0.0206206
19250_44	k141_23188	41836	42252	-	417	19	0.0264519
19250_45	k141_23188	42249	42941	-	693	27	0.0226188
19250_46	k141_23188	42938	43480	-	543	9	0.00962237
19250_47	k141_23188	43497	44222	-	726	17	0.0135941
19250_48	k141_23188	44229	44906	-	678	28	0.0239755
19250_49	k141_23188	45589	46920	-	1332	62	0.0270226
19250_50	k141_23188	47377	48087	+	711	34	0.0277619
19250_51	k141_23188	48198	49628	+	1431	69	0.027993
19250_52	k141_23188	49701	50981	+	1281	53	0.0240196
19250_53	k141_23188	51125	52951	+	1827	123	0.0390846
19250_54	k141_23188	53011	54558	+	1548	79	0.0296275
19250_55	k141_23188	54718	55860	-	1143	65	0.0330146
19250_56	k141_23188	56071	57228	-	1158	69	0.0345923
19250_57	k141_23188	57313	59148	-	1836	76	0.0240315
19250_58	k141_23188	59220	59783	-	564	30	0.0308803
19250_59	k141_23188	59802	60827	-	1026	37	0.020936
19250_60	k141_23188	60899	61054	-	156	5	0.0186074
19250_61	k141_23188	61205	61996	+	792	32	0.0234566
19250_62	k141_23188	62005	62814	+	810	50	0.0358364
19250_63	k141_23188	62887	63663	+	777	40	0.0298867
19250_64	k141_23188	63689	64339	+	651	24	0.0214028
19250_65	k141_23188	64336	64839	+	504	23	0.0264933
19250_66	k141_23188	65135	66430	+	1296	77	0.0344925
19250_67	k141_23188	66538	67158	-	621	21	0.0196321
19250_68	k141_23188	67344	68738	-	1395	81	0.0337093
19250_69	k141_23188	68763	69716	-	954	53	0.0322528
19250_70	k141_23188	70142	71200	+	1059	75	0.0411154
19250_71	k141_23188	71371	72219	+	849	57	0.0389768
19250_72	k141_23188	72512	72922	-	411	24	0.0339007
19250_73	k141_23188	73135	73758	-	624	12	0.0111644
19250_74	k141_23188	73783	74259	-	477	24	0.02921
19250_75	k141_23188	74274	75065	-	792	23	0.0168594
19250_76	k141_23188	75138	76424	-	1287	65	0.0293207
19250_77	k141_23188	76852	77544	-	693	48	0.0402112
19250_78	k141_23188	77565	78893	-	1329	73	0.0318887
19250_79	k141_23188	78918	80228	-	1311	35	0.015499
19250_80	k141_23188	80375	80557	-	183	14	0.0444136
19250_81	k141_23188	80603	81100	-	498	19	0.0221495
19250_82	k141_23188	81297	81710	-	414	20	0.0280459
