"Seq_run"	"R1"	"R2"	"SequenceNum"	"WellName"	"plate"	"sampleType"	"S"	"samplename"	"R1_filename"	"R2_filename"	"SequencingName"	"Subject"	"Main"	"Set"	"Type"	"Pellet"	"Super"	"co_assembly"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K17-BC1-BiomeHealth_133_S147_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K17-BC1-BiomeHealth_133_S147_R2_001.fastq.gz"	"133"	"K17"	"BC1"	"BiomeHealth"	"S147"	"K17_1"	"K17-BC1-BiomeHealth_133_S147_R1_001.fastq.gz"	"K17-BC1-BiomeHealth_133_S147_R2_001.fastq.gz"	"K17-BC1-BiomeHealth_133_S147"	"1"	1133	"9"	"Capsule 4"	"1293"	"1455"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K19-BC1-BiomeHealth_134_S148_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K19-BC1-BiomeHealth_134_S148_R2_001.fastq.gz"	"134"	"K19"	"BC1"	"BiomeHealth"	"S148"	"K19_1"	"K19-BC1-BiomeHealth_134_S148_R1_001.fastq.gz"	"K19-BC1-BiomeHealth_134_S148_R2_001.fastq.gz"	"K19-BC1-BiomeHealth_134_S148"	"1"	1134	"9"	"Capsule 4"	"1294"	"1456"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K1-BC1-BiomeHealth_125_S139_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K1-BC1-BiomeHealth_125_S139_R2_001.fastq.gz"	"125"	"K1"	"BC1"	"BiomeHealth"	"S139"	"K1_1"	"K1-BC1-BiomeHealth_125_S139_R1_001.fastq.gz"	"K1-BC1-BiomeHealth_125_S139_R2_001.fastq.gz"	"K1-BC1-BiomeHealth_125_S139"	"2"	1125	"4"	"Capsule 2"	"1285"	"1447"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K21-BC1-BiomeHealth_135_S149_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K21-BC1-BiomeHealth_135_S149_R2_001.fastq.gz"	"135"	"K21"	"BC1"	"BiomeHealth"	"S149"	"K21_1"	"K21-BC1-BiomeHealth_135_S149_R1_001.fastq.gz"	"K21-BC1-BiomeHealth_135_S149_R2_001.fastq.gz"	"K21-BC1-BiomeHealth_135_S149"	"3"	1135	"1"	"Capsule 1"	"1295"	"1457"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K23-BC1-BiomeHealth_136_S150_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K23-BC1-BiomeHealth_136_S150_R2_001.fastq.gz"	"136"	"K23"	"BC1"	"BiomeHealth"	"S150"	"K23_1"	"K23-BC1-BiomeHealth_136_S150_R1_001.fastq.gz"	"K23-BC1-BiomeHealth_136_S150_R2_001.fastq.gz"	"K23-BC1-BiomeHealth_136_S150"	"3"	1136	"2"	"Capsule 1"	"1296"	"1458"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K3-BC1-BiomeHealth_126_S140_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K3-BC1-BiomeHealth_126_S140_R2_001.fastq.gz"	"126"	"K3"	"BC1"	"BiomeHealth"	"S140"	"K3_1"	"K3-BC1-BiomeHealth_126_S140_R1_001.fastq.gz"	"K3-BC1-BiomeHealth_126_S140_R2_001.fastq.gz"	"K3-BC1-BiomeHealth_126_S140"	"2"	1126	"4"	"Capsule 3"	"1286"	"1448"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K5-BC1-BiomeHealth_127_S141_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K5-BC1-BiomeHealth_127_S141_R2_001.fastq.gz"	"127"	"K5"	"BC1"	"BiomeHealth"	"S141"	"K5_1"	"K5-BC1-BiomeHealth_127_S141_R1_001.fastq.gz"	"K5-BC1-BiomeHealth_127_S141_R2_001.fastq.gz"	"K5-BC1-BiomeHealth_127_S141"	"2"	1127	"4"	"Capsule 4"	"1287"	"1449"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K7-BC1-BiomeHealth_128_S142_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K7-BC1-BiomeHealth_128_S142_R2_001.fastq.gz"	"128"	"K7"	"BC1"	"BiomeHealth"	"S142"	"K7_1"	"K7-BC1-BiomeHealth_128_S142_R1_001.fastq.gz"	"K7-BC1-BiomeHealth_128_S142_R2_001.fastq.gz"	"K7-BC1-BiomeHealth_128_S142"	"2"	1128	"5"	"Capsule 1"	"1288"	"1450"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K9-BC1-BiomeHealth_129_S143_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/K9-BC1-BiomeHealth_129_S143_R2_001.fastq.gz"	"129"	"K9"	"BC1"	"BiomeHealth"	"S143"	"K9_1"	"K9-BC1-BiomeHealth_129_S143_R1_001.fastq.gz"	"K9-BC1-BiomeHealth_129_S143_R2_001.fastq.gz"	"K9-BC1-BiomeHealth_129_S143"	"2"	1129	"5"	"Capsule 3"	"1289"	"1451"	"Capsule_2"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L15-BC2-BiomeHealth_167_S249_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L15-BC2-BiomeHealth_167_S249_R2_001.fastq.gz"	"167"	"L15"	"BC2"	"BiomeHealth"	"S249"	"L15_1"	"L15-BC2-BiomeHealth_167_S249_R1_001.fastq.gz"	"L15-BC2-BiomeHealth_167_S249_R2_001.fastq.gz"	"L15-BC2-BiomeHealth_167_S249"	"4"	1167	"5"	"Capsule 4"	"1327"	"1489"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L17-BC2-BiomeHealth_175_S250_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L17-BC2-BiomeHealth_175_S250_R2_001.fastq.gz"	"175"	"L17"	"BC2"	"BiomeHealth"	"S250"	"L17_1"	"L17-BC2-BiomeHealth_175_S250_R1_001.fastq.gz"	"L17-BC2-BiomeHealth_175_S250_R2_001.fastq.gz"	"L17-BC2-BiomeHealth_175_S250"	"5"	1175	"3"	"Capsule 4"	"1335"	"1497"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L19-BC2-BiomeHealth_183_S251_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L19-BC2-BiomeHealth_183_S251_R2_001.fastq.gz"	"183"	"L19"	"BC2"	"BiomeHealth"	"S251"	"L19_1"	"L19-BC2-BiomeHealth_183_S251_R1_001.fastq.gz"	"L19-BC2-BiomeHealth_183_S251_R2_001.fastq.gz"	"L19-BC2-BiomeHealth_183_S251"	"5"	1183	"5"	"Capsule 4"	"1343"	"1505"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L21-BC2-BiomeHealth_112_S252_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L21-BC2-BiomeHealth_112_S252_R2_001.fastq.gz"	"112"	"L21"	"BC2"	"BiomeHealth"	"S252"	"L21_1"	"L21-BC2-BiomeHealth_112_S252_R1_001.fastq.gz"	"L21-BC2-BiomeHealth_112_S252_R2_001.fastq.gz"	"L21-BC2-BiomeHealth_112_S252"	"1"	1112	"6"	"Capsule 1"	"1272"	"1434"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L23-BC2-BiomeHealth_161_S253_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/L23-BC2-BiomeHealth_161_S253_R2_001.fastq.gz"	"161"	"L23"	"BC2"	"BiomeHealth"	"S253"	"L23_1"	"L23-BC2-BiomeHealth_161_S253_R1_001.fastq.gz"	"L23-BC2-BiomeHealth_161_S253_R2_001.fastq.gz"	"L23-BC2-BiomeHealth_161_S253"	"4"	1161	"4"	"Capsule 2"	"1321"	"1483"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M11-BC1-BiomeHealth_142_S156_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M11-BC1-BiomeHealth_142_S156_R2_001.fastq.gz"	"142"	"M11"	"BC1"	"BiomeHealth"	"S156"	"M11_1"	"M11-BC1-BiomeHealth_142_S156_R1_001.fastq.gz"	"M11-BC1-BiomeHealth_142_S156_R2_001.fastq.gz"	"M11-BC1-BiomeHealth_142_S156"	"3"	1142	"3"	"Capsule 3"	"1302"	"1464"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M13-BC1-BiomeHealth_143_S157_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M13-BC1-BiomeHealth_143_S157_R2_001.fastq.gz"	"143"	"M13"	"BC1"	"BiomeHealth"	"S157"	"M13_1"	"M13-BC1-BiomeHealth_143_S157_R1_001.fastq.gz"	"M13-BC1-BiomeHealth_143_S157_R2_001.fastq.gz"	"M13-BC1-BiomeHealth_143_S157"	"3"	1143	"3"	"Capsule 4"	"1303"	"1465"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M15-BC1-BiomeHealth_144_S158_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M15-BC1-BiomeHealth_144_S158_R2_001.fastq.gz"	"144"	"M15"	"BC1"	"BiomeHealth"	"S158"	"M15_1"	"M15-BC1-BiomeHealth_144_S158_R1_001.fastq.gz"	"M15-BC1-BiomeHealth_144_S158_R2_001.fastq.gz"	"M15-BC1-BiomeHealth_144_S158"	"3"	1144	"4"	"Capsule 1"	"1304"	"1466"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M17-BC1-BiomeHealth_145_S159_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M17-BC1-BiomeHealth_145_S159_R2_001.fastq.gz"	"145"	"M17"	"BC1"	"BiomeHealth"	"S159"	"M17_1"	"M17-BC1-BiomeHealth_145_S159_R1_001.fastq.gz"	"M17-BC1-BiomeHealth_145_S159_R2_001.fastq.gz"	"M17-BC1-BiomeHealth_145_S159"	"3"	1145	"4"	"Capsule 2"	"1305"	"1467"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M19-BC1-BiomeHealth_146_S160_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M19-BC1-BiomeHealth_146_S160_R2_001.fastq.gz"	"146"	"M19"	"BC1"	"BiomeHealth"	"S160"	"M19_1"	"M19-BC1-BiomeHealth_146_S160_R1_001.fastq.gz"	"M19-BC1-BiomeHealth_146_S160_R2_001.fastq.gz"	"M19-BC1-BiomeHealth_146_S160"	"3"	1146	"4"	"Capsule 3"	"1306"	"1468"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M1-BC1-BiomeHealth_137_S151_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M1-BC1-BiomeHealth_137_S151_R2_001.fastq.gz"	"137"	"M1"	"BC1"	"BiomeHealth"	"S151"	"M1_1"	"M1-BC1-BiomeHealth_137_S151_R1_001.fastq.gz"	"M1-BC1-BiomeHealth_137_S151_R2_001.fastq.gz"	"M1-BC1-BiomeHealth_137_S151"	"3"	1137	"2"	"Capsule 2"	"1297"	"1459"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M21-BC1-BiomeHealth_147_S161_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M21-BC1-BiomeHealth_147_S161_R2_001.fastq.gz"	"147"	"M21"	"BC1"	"BiomeHealth"	"S161"	"M21_1"	"M21-BC1-BiomeHealth_147_S161_R1_001.fastq.gz"	"M21-BC1-BiomeHealth_147_S161_R2_001.fastq.gz"	"M21-BC1-BiomeHealth_147_S161"	"3"	1147	"4"	"Capsule 4"	"1307"	"1469"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M23-BC1-BiomeHealth_148_S162_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M23-BC1-BiomeHealth_148_S162_R2_001.fastq.gz"	"148"	"M23"	"BC1"	"BiomeHealth"	"S162"	"M23_1"	"M23-BC1-BiomeHealth_148_S162_R1_001.fastq.gz"	"M23-BC1-BiomeHealth_148_S162_R2_001.fastq.gz"	"M23-BC1-BiomeHealth_148_S162"	"3"	1148	"5"	"Capsule 1"	"1308"	"1470"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M3-BC1-BiomeHealth_138_S152_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M3-BC1-BiomeHealth_138_S152_R2_001.fastq.gz"	"138"	"M3"	"BC1"	"BiomeHealth"	"S152"	"M3_1"	"M3-BC1-BiomeHealth_138_S152_R1_001.fastq.gz"	"M3-BC1-BiomeHealth_138_S152_R2_001.fastq.gz"	"M3-BC1-BiomeHealth_138_S152"	"3"	1138	"2"	"Capsule 3"	"1298"	"1460"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M5-BC1-BiomeHealth_139_S153_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M5-BC1-BiomeHealth_139_S153_R2_001.fastq.gz"	"139"	"M5"	"BC1"	"BiomeHealth"	"S153"	"M5_1"	"M5-BC1-BiomeHealth_139_S153_R1_001.fastq.gz"	"M5-BC1-BiomeHealth_139_S153_R2_001.fastq.gz"	"M5-BC1-BiomeHealth_139_S153"	"3"	1139	"2"	"Capsule 4"	"1299"	"1461"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M7-BC1-BiomeHealth_140_S154_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M7-BC1-BiomeHealth_140_S154_R2_001.fastq.gz"	"140"	"M7"	"BC1"	"BiomeHealth"	"S154"	"M7_1"	"M7-BC1-BiomeHealth_140_S154_R1_001.fastq.gz"	"M7-BC1-BiomeHealth_140_S154_R2_001.fastq.gz"	"M7-BC1-BiomeHealth_140_S154"	"3"	1140	"3"	"Capsule 1"	"1300"	"1462"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M9-BC1-BiomeHealth_141_S155_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/M9-BC1-BiomeHealth_141_S155_R2_001.fastq.gz"	"141"	"M9"	"BC1"	"BiomeHealth"	"S155"	"M9_1"	"M9-BC1-BiomeHealth_141_S155_R1_001.fastq.gz"	"M9-BC1-BiomeHealth_141_S155_R2_001.fastq.gz"	"M9-BC1-BiomeHealth_141_S155"	"3"	1141	"3"	"Capsule 2"	"1301"	"1463"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/N15-BC2-BiomeHealth_168_S261_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/N15-BC2-BiomeHealth_168_S261_R2_001.fastq.gz"	"168"	"N15"	"BC2"	"BiomeHealth"	"S261"	"N15_1"	"N15-BC2-BiomeHealth_168_S261_R1_001.fastq.gz"	"N15-BC2-BiomeHealth_168_S261_R2_001.fastq.gz"	"N15-BC2-BiomeHealth_168_S261"	"5"	1168	"1"	"Capsule 2"	"1328"	"1490"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/N17-BC2-BiomeHealth_176_S262_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/N17-BC2-BiomeHealth_176_S262_R2_001.fastq.gz"	"176"	"N17"	"BC2"	"BiomeHealth"	"S262"	"N17_1"	"N17-BC2-BiomeHealth_176_S262_R1_001.fastq.gz"	"N17-BC2-BiomeHealth_176_S262_R2_001.fastq.gz"	"N17-BC2-BiomeHealth_176_S262"	"5"	1176	"4"	"Capsule 1"	"1336"	"1498"	"Capsule_5"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/N21-BC2-BiomeHealth_113_S264_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/N21-BC2-BiomeHealth_113_S264_R2_001.fastq.gz"	"113"	"N21"	"BC2"	"BiomeHealth"	"S264"	"N21_1"	"N21-BC2-BiomeHealth_113_S264_R1_001.fastq.gz"	"N21-BC2-BiomeHealth_113_S264_R2_001.fastq.gz"	"N21-BC2-BiomeHealth_113_S264"	"1"	1113	"6"	"Capsule 1"	"1273"	"1435"	"Capsule_1"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O11-BC1-BiomeHealth_155_S168_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O11-BC1-BiomeHealth_155_S168_R2_001.fastq.gz"	"155"	"O11"	"BC1"	"BiomeHealth"	"S168"	"O11_1"	"O11-BC1-BiomeHealth_155_S168_R1_001.fastq.gz"	"O11-BC1-BiomeHealth_155_S168_R2_001.fastq.gz"	"O11-BC1-BiomeHealth_155_S168"	"4"	1155	"2"	"Capsule 3"	"1315"	"1477"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O13-BC1-BiomeHealth_156_S169_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O13-BC1-BiomeHealth_156_S169_R2_001.fastq.gz"	"156"	"O13"	"BC1"	"BiomeHealth"	"S169"	"O13_1"	"O13-BC1-BiomeHealth_156_S169_R1_001.fastq.gz"	"O13-BC1-BiomeHealth_156_S169_R2_001.fastq.gz"	"O13-BC1-BiomeHealth_156_S169"	"4"	1156	"2"	"Capsule 4"	"1316"	"1478"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O15-BC1-BiomeHealth_157_S170_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O15-BC1-BiomeHealth_157_S170_R2_001.fastq.gz"	"157"	"O15"	"BC1"	"BiomeHealth"	"S170"	"O15_1"	"O15-BC1-BiomeHealth_157_S170_R1_001.fastq.gz"	"O15-BC1-BiomeHealth_157_S170_R2_001.fastq.gz"	"O15-BC1-BiomeHealth_157_S170"	"4"	1157	"3"	"Capsule 1"	"1317"	"1479"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O17-BC1-BiomeHealth_158_S171_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O17-BC1-BiomeHealth_158_S171_R2_001.fastq.gz"	"158"	"O17"	"BC1"	"BiomeHealth"	"S171"	"O17_1"	"O17-BC1-BiomeHealth_158_S171_R1_001.fastq.gz"	"O17-BC1-BiomeHealth_158_S171_R2_001.fastq.gz"	"O17-BC1-BiomeHealth_158_S171"	"4"	1158	"3"	"Capsule 2"	"1318"	"1480"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O19-BC1-BiomeHealth_159_S172_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O19-BC1-BiomeHealth_159_S172_R2_001.fastq.gz"	"159"	"O19"	"BC1"	"BiomeHealth"	"S172"	"O19_1"	"O19-BC1-BiomeHealth_159_S172_R1_001.fastq.gz"	"O19-BC1-BiomeHealth_159_S172_R2_001.fastq.gz"	"O19-BC1-BiomeHealth_159_S172"	"4"	1159	"3"	"Capsule 3"	"1319"	"1481"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O1-BC1-BiomeHealth_149_S163_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O1-BC1-BiomeHealth_149_S163_R2_001.fastq.gz"	"149"	"O1"	"BC1"	"BiomeHealth"	"S163"	"O1_1"	"O1-BC1-BiomeHealth_149_S163_R1_001.fastq.gz"	"O1-BC1-BiomeHealth_149_S163_R2_001.fastq.gz"	"O1-BC1-BiomeHealth_149_S163"	"3"	1149	"5"	"Capsule 2"	"1309"	"1471"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O21-BC1-BiomeHealth_160_S173_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O21-BC1-BiomeHealth_160_S173_R2_001.fastq.gz"	"160"	"O21"	"BC1"	"BiomeHealth"	"S173"	"O21_1"	"O21-BC1-BiomeHealth_160_S173_R1_001.fastq.gz"	"O21-BC1-BiomeHealth_160_S173_R2_001.fastq.gz"	"O21-BC1-BiomeHealth_160_S173"	"4"	1160	"3"	"Capsule 4"	"1320"	"1482"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O23-BC1-BiomeHealth_161_S174_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O23-BC1-BiomeHealth_161_S174_R2_001.fastq.gz"	"161"	"O23"	"BC1"	"BiomeHealth"	"S174"	"O23_1"	"O23-BC1-BiomeHealth_161_S174_R1_001.fastq.gz"	"O23-BC1-BiomeHealth_161_S174_R2_001.fastq.gz"	"O23-BC1-BiomeHealth_161_S174"	"4"	1161	"4"	"Capsule 2"	"1321"	"1483"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O3-BC1-BiomeHealth_151_S164_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O3-BC1-BiomeHealth_151_S164_R2_001.fastq.gz"	"151"	"O3"	"BC1"	"BiomeHealth"	"S164"	"O3_1"	"O3-BC1-BiomeHealth_151_S164_R1_001.fastq.gz"	"O3-BC1-BiomeHealth_151_S164_R2_001.fastq.gz"	"O3-BC1-BiomeHealth_151_S164"	"3"	1151	"5"	"Capsule 4"	"1311"	"1473"	"Capsule_3"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O5-BC1-BiomeHealth_152_S165_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O5-BC1-BiomeHealth_152_S165_R2_001.fastq.gz"	"152"	"O5"	"BC1"	"BiomeHealth"	"S165"	"O5_1"	"O5-BC1-BiomeHealth_152_S165_R1_001.fastq.gz"	"O5-BC1-BiomeHealth_152_S165_R2_001.fastq.gz"	"O5-BC1-BiomeHealth_152_S165"	"4"	1152	"1"	"Capsule 2"	"1312"	"1474"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O7-BC1-BiomeHealth_153_S166_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O7-BC1-BiomeHealth_153_S166_R2_001.fastq.gz"	"153"	"O7"	"BC1"	"BiomeHealth"	"S166"	"O7_1"	"O7-BC1-BiomeHealth_153_S166_R1_001.fastq.gz"	"O7-BC1-BiomeHealth_153_S166_R2_001.fastq.gz"	"O7-BC1-BiomeHealth_153_S166"	"4"	1153	"2"	"Capsule 1"	"1313"	"1475"	"Capsule_4"
1	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O9-BC1-BiomeHealth_154_S167_R1_001.fastq.gz"	"/oak/stanford/groups/relman/raw_data/jgrembi/capsule/batch1/BiomeHealthParticipants_200728/O9-BC1-BiomeHealth_154_S167_R2_001.fastq.gz"	"154"	"O9"	"BC1"	"BiomeHealth"	"S167"	"O9_1"	"O9-BC1-BiomeHealth_154_S167_R1_001.fastq.gz"	"O9-BC1-BiomeHealth_154_S167_R2_001.fastq.gz"	"O9-BC1-BiomeHealth_154_S167"	"4"	1154	"2"	"Capsule 2"	"1314"	"1476"	"Capsule_4"
